,what,was,julian,hawthorne,'s,relation,to,tesla,?
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
an,0.2821882665157318,0.3694365322589874,0.13951511681079865,0.2375151813030243,0.025255560874938965,0.2090998739004135,0.3138085603713989,0.13714656233787537,0.19793890416622162
appreciator,0.29194071888923645,0.2170533537864685,0.2803771495819092,0.1705530881881714,0.01933969371020794,0.19614875316619873,0.2606045603752136,0.2089037448167801,0.34053361415863037
of,0.33290785551071167,0.4069072902202606,0.14848722517490387,0.2204623520374298,-0.03817026689648628,0.29761821031570435,0.41548454761505127,0.18837453424930573,0.1826142966747284
fine,0.34325724840164185,0.16196902096271515,0.16997148096561432,0.1490650773048401,-0.039485521614551544,0.1306808888912201,0.2511158287525177,0.15951870381832123,0.3000907599925995
music,0.23070453107357025,0.2583621144294739,0.21102973818778992,0.15289710462093353,0.09120280295610428,0.22331663966178894,0.24181292951107025,0.2037222683429718,0.18264494836330414
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.15794508159160614,0.24490384757518768,0.04866964742541313,0.3077252209186554,0.45503583550453186,0.2211925983428955,0.23916715383529663
linguist,0.17823968827724457,0.21719364821910858,0.2382299154996872,0.16726650297641754,0.02257835678756237,0.24271729588508606,0.15293757617473602,0.14052371680736542,0.20428603887557983
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.15329279005527496,0.2953732907772064,0.06895173341035843,0.3051023781299591,0.48971283435821533,0.19560420513153076,0.20544172823429108
a,0.3320399522781372,0.4508470594882965,0.15794508159160614,0.24490384757518768,0.04866964742541313,0.3077252209186554,0.45503583550453186,0.2211925983428955,0.23916715383529663
connoisseur,0.23348070681095123,0.24185170233249664,0.1776127815246582,0.2596343755722046,0.06052466854453087,0.19773989915847778,0.2610667645931244,0.22805897891521454,0.28200680017471313
of,0.33290785551071167,0.4069072902202606,0.14848722517490387,0.2204623520374298,-0.03817026689648628,0.29761821031570435,0.41548454761505127,0.18837453424930573,0.1826142966747284
food,0.23540689051151276,0.17583929002285004,0.08894804865121841,0.08113038539886475,0.049216944724321365,0.22438551485538483,0.2816076874732971,0.05861369147896767,0.15376032888889313
and,0.31309178471565247,0.3740963041782379,0.15329279005527496,0.2953732907772064,0.06895173341035843,0.3051023781299591,0.48971283435821533,0.19560420513153076,0.20544172823429108
drink,0.24417787790298462,0.17259590327739716,0.12559792399406433,0.04630466550588608,0.02700296975672245,0.14926455914974213,0.28977447748184204,0.12555943429470062,0.15262235701084137
.,0.3567904531955719,0.40146201848983765,0.20243221521377563,0.2925443947315216,-0.003708066651597619,0.23840641975402832,0.4645031690597534,0.17949827015399933,0.4130953550338745
