,what,was,part,of,the,aftermath,of,the,elections,in,2007,?
engulfed,0.2526431679725647,0.24227403104305267,0.26500603556632996,0.30268484354019165,0.3533762991428375,0.2340986430644989,0.30268484354019165,0.3533762991428375,0.1466565579175949,0.2960037589073181,-0.06763788312673569,0.1501116305589676
the,0.42745697498321533,0.48711544275283813,0.527681291103363,0.733189046382904,1.0,0.24227569997310638,0.733189046382904,1.0,0.23646192252635956,0.6662389636039734,-0.23657195270061493,0.22068053483963013
country,0.22705033421516418,0.24557247757911682,0.2499297857284546,0.28866857290267944,0.30432501435279846,0.19724099338054657,0.28866857290267944,0.30432501435279846,0.2574034333229065,0.3040012717247009,-0.20787322521209717,0.12647280097007751
",",0.3087472915649414,0.45456063747406006,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2569456994533539,0.4946078956127167,0.4933079481124878,0.2606843113899231,0.5201468467712402,-0.24049624800682068,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.1923392117023468,0.5052502155303955,0.5829201340675354,0.21575452387332916,0.539380669593811,-0.06548836827278137,0.23916715383529663
commission,0.22273972630500793,0.28741392493247986,0.2607688307762146,0.2698368728160858,0.24418850243091583,0.22788774967193604,0.2698368728160858,0.24418850243091583,0.3216151297092438,0.21326816082000732,-0.21928374469280243,0.16231559216976166
of,0.33290785551071167,0.4069072902202606,0.452393114566803,1.0,0.733189046382904,0.18747471272945404,1.0,0.733189046382904,0.25554418563842773,0.5696388483047485,-0.21244128048419952,0.1826142966747284
inquiry,0.25839799642562866,0.2590499222278595,0.11950656771659851,0.23861491680145264,0.24161653220653534,0.302663117647171,0.23861491680145264,0.24161653220653534,0.310468465089798,0.22388796508312225,-0.1490430384874344,0.1689903736114502
",",0.3087472915649414,0.45456063747406006,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2569456994533539,0.4946078956127167,0.4933079481124878,0.2606843113899231,0.5201468467712402,-0.24049624800682068,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.527681291103363,0.733189046382904,1.0,0.24227569997310638,0.733189046382904,1.0,0.23646192252635956,0.6662389636039734,-0.23657195270061493,0.22068053483963013
waki,0.27410605549812317,0.1805175244808197,0.10457564145326614,0.1839938908815384,0.19918659329414368,0.19618001580238342,0.1839938908815384,0.19918659329414368,0.09019480645656586,0.1956893652677536,-0.046451322734355927,0.16176673769950867
commission,0.22273972630500793,0.28741392493247986,0.2607688307762146,0.2698368728160858,0.24418850243091583,0.22788774967193604,0.2698368728160858,0.24418850243091583,0.3216151297092438,0.21326816082000732,-0.21928374469280243,0.16231559216976166
",",0.3087472915649414,0.45456063747406006,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2569456994533539,0.4946078956127167,0.4933079481124878,0.2606843113899231,0.5201468467712402,-0.24049624800682068,0.31091248989105225
commended,0.16659098863601685,0.32229629158973694,0.159745454788208,0.27115166187286377,0.2734062969684601,0.23079469799995422,0.27115166187286377,0.2734062969684601,0.13244031369686127,0.263788640499115,-0.11708933115005493,0.14792464673519135
its,0.30393704771995544,0.3518870174884796,0.3693010210990906,0.48690423369407654,0.559237003326416,0.14724278450012207,0.48690423369407654,0.559237003326416,0.1652129590511322,0.3793783485889435,-0.17574620246887207,0.15103481709957123
readiness,0.2538069188594818,0.13228215277194977,0.14269693195819855,0.2619604766368866,0.2768089771270752,0.26913249492645264,0.2619604766368866,0.2768089771270752,0.12680843472480774,0.199940025806427,-0.1260584145784378,0.19209642708301544
and,0.31309178471565247,0.3740963041782379,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.22175663709640503,0.5116966962814331,0.5171257257461548,0.21463163197040558,0.4954058527946472,-0.2391151487827301,0.20544172823429108
adjudged,0.23375210165977478,0.27130669355392456,0.1174263283610344,0.2523983418941498,0.2971262037754059,0.2600694000720978,0.2523983418941498,0.2971262037754059,0.26316818594932556,0.19700461626052856,-0.1857719123363495,0.14957143366336823
it,0.45803478360176086,0.4577186405658722,0.4648587107658386,0.38761502504348755,0.6251175999641418,0.1442180722951889,0.38761502504348755,0.6251175999641418,0.20681452751159668,0.5130809545516968,-0.14445658028125763,0.25732165575027466
to,0.455847829580307,0.3636345863342285,0.2875264883041382,0.41548454761505127,0.535392165184021,0.19141873717308044,0.41548454761505127,0.535392165184021,0.23835663497447968,0.45010748505592346,-0.1738293468952179,0.29463258385658264
``,0.008517155423760414,-0.012679691426455975,0.08985232561826706,0.06780257821083069,0.029072100296616554,-0.07914011180400848,0.06780257821083069,0.029072100296616554,0.14722959697246552,0.04765888676047325,0.041756823658943176,0.0685480609536171
have,0.39808809757232666,0.2863433063030243,0.25547030568122864,0.3802283704280853,0.40389683842658997,0.18013903498649597,0.3802283704280853,0.40389683842658997,0.2340812385082245,0.36843645572662354,-0.17263253033161163,0.32991164922714233
performed,0.17447373270988464,0.30916687846183777,0.20890964567661285,0.16441160440444946,0.239950031042099,0.13814376294612885,0.16441160440444946,0.239950031042099,0.20329740643501282,0.27994897961616516,-0.09851927310228348,0.14428307116031647
its,0.30393704771995544,0.3518870174884796,0.3693010210990906,0.48690423369407654,0.559237003326416,0.14724278450012207,0.48690423369407654,0.559237003326416,0.1652129590511322,0.3793783485889435,-0.17574620246887207,0.15103481709957123
duty,0.2920939326286316,0.21336720883846283,0.19152764976024628,0.19598819315433502,0.18581759929656982,0.2019547075033188,0.19598819315433502,0.18581759929656982,0.17637448012828827,0.19133710861206055,-0.14927487075328827,0.20404963195323944
well,0.4154493808746338,0.3130364418029785,0.3181922435760498,0.3343164324760437,0.42630070447921753,0.16652365028858185,0.3343164324760437,0.42630070447921753,0.19719387590885162,0.36612698435783386,-0.1678776890039444,0.24815571308135986
.,0.3567904531955719,0.40146201848983765,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.22798173129558563,0.5352458953857422,0.5934505462646484,0.27339601516723633,0.5591574311256409,-0.216732457280159,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.011256706900894642,0.13035868108272552,0.041273195296525955,-0.06564965844154358,0.13035868108272552,0.041273195296525955,-0.006747634615749121,0.07432962208986282,-0.002170342719182372,0.018684765323996544
