,what,is,the,turbine,entry,temperature,of,a,steam,turbine,",",in,degrees,celsius,?
typically,0.2460547685623169,0.3483496606349945,0.33345210552215576,0.24342967569828033,0.1499951183795929,0.3133908808231354,0.28964799642562866,0.37909039855003357,0.19133950769901276,0.24342967569828033,0.18964512646198273,0.22473083436489105,0.3022333085536957,0.2578842341899872,0.14485043287277222
565,-0.01010981760919094,-0.04684249311685562,-0.05608091130852699,-0.05568554252386093,-0.021607711911201477,-0.03545274958014488,-0.008972309529781342,0.06981106847524643,-0.03046070784330368,-0.05568554252386093,0.04755565524101257,-0.058634065091609955,-0.03259549289941788,-0.027258090674877167,0.04664429649710655
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.26654452085494995,0.19195382297039032,0.7912421226501465,0.11791849136352539,0.14231225848197937,0.2956800162792206,0.26654452085494995,0.20395596325397491,0.19822709262371063,0.4661433696746826,0.6719281673431396,0.2095707356929779
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1862340271472931,0.15802404284477234,0.20595431327819824,0.35032153129577637,0.3206180930137634,0.11881943792104721,0.1862340271472931,0.6363511681556702,0.3087427020072937,0.1431092917919159,0.20579905807971954,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,1.0,0.1799832284450531,0.22964252531528473,0.27585095167160034,0.733189046382904,0.5829201340675354,0.23105813562870026,0.1799832284450531,0.4933079481124878,0.6662389636039734,0.22473014891147614,0.20459452271461487,0.22068053483963013
creep,0.26688215136528015,0.1776452362537384,0.22102582454681396,0.203902468085289,0.18510767817497253,0.19812175631523132,0.17742307484149933,0.24318206310272217,0.23246358335018158,0.203902468085289,0.29048487544059753,0.17250293493270874,0.2011370062828064,0.2091747671365738,0.2452622950077057
limit,0.2810012400150299,0.18270912766456604,0.26700517535209656,0.16125503182411194,0.10843716561794281,0.231830894947052,0.2516467273235321,0.17537008225917816,0.2183862179517746,0.16125503182411194,0.2177477329969406,0.18465836346149445,0.16741621494293213,0.24466489255428314,0.20747125148773193
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.17630848288536072,0.19316929578781128,0.21649840474128723,1.0,0.5052502155303955,0.20239725708961487,0.17630848288536072,0.4946078956127167,0.5696388483047485,0.22668468952178955,0.154408797621727,0.1826142966747284
stainless,0.14949248731136322,0.2879413366317749,0.2241213619709015,0.3218173384666443,0.22194653749465942,0.28784286975860596,0.2112928181886673,0.3125678598880768,0.39034920930862427,0.3218173384666443,0.24213574826717377,0.18978872895240784,0.1960936188697815,0.27375680208206177,0.23092426359653473
steel,0.1452551931142807,0.17788487672805786,0.23159778118133545,0.26155415177345276,0.056112226098775864,0.19818097352981567,0.21713677048683167,0.21665041148662567,0.29725685715675354,0.26155415177345276,0.21332605183124542,0.15349873900413513,0.14928726851940155,0.14387281239032745,0.15723858773708344
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17438945174217224,0.1608276665210724,0.2232651710510254,0.3680361211299896,0.3640355169773102,0.13912063837051392,0.17438945174217224,0.63033527135849,0.3326910734176636,0.1529214233160019,0.21869312226772308,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21497632563114166,0.18562790751457214,0.2216416299343109,0.5116966962814331,0.3739250600337982,0.24133789539337158,0.21497632563114166,0.6633074283599854,0.4954058527946472,0.30814552307128906,0.18805019557476044,0.20544172823429108
condenser,0.2606344223022461,0.29313454031944275,0.26016345620155334,0.4803014099597931,0.2436308115720749,0.47826460003852844,0.2694534957408905,0.25842127203941345,0.42217105627059937,0.4803014099597931,0.25081467628479004,0.21727193892002106,0.2460550218820572,0.41414713859558105,0.1732601672410965
temperatures,0.2523624897003174,0.2816123366355896,0.27544233202934265,0.2942342162132263,0.17291224002838135,0.9382470846176147,0.2011728584766388,0.23293450474739075,0.32673999667167664,0.2942342162132263,0.26848670840263367,0.2835210859775543,0.48054075241088867,0.6603127121925354,0.1895846426486969
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17826414108276367,0.16747713088989258,0.2518121302127838,0.39081433415412903,0.265255331993103,0.14139318466186523,0.17826414108276367,0.4062570035457611,0.3841303884983063,0.24791596829891205,0.2181326448917389,0.24591213464736938
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.24152332544326782,0.11064263433218002,0.26124534010887146,0.3296394646167755,0.3187784254550934,0.16918978095054626,0.24152332544326782,0.3298884332180023,0.41294145584106445,0.25184983015060425,0.21369214355945587,0.14729668200016022
30,-0.04443084076046944,0.01582122966647148,0.0730796679854393,-0.06455483287572861,-0.0034217655193060637,-0.025815032422542572,0.003304550424218178,-0.003403416834771633,-0.04833906516432762,-0.06455483287572861,-0.002004974754527211,-0.005278158001601696,0.05722637102007866,-0.08692363649606705,-0.08261742442846298
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.26654452085494995,0.19195382297039032,0.7912421226501465,0.11791849136352539,0.14231225848197937,0.2956800162792206,0.26654452085494995,0.20395596325397491,0.19822709262371063,0.4661433696746826,0.6719281673431396,0.2095707356929779
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22899852693080902,0.21514472365379333,0.2795942425727844,0.5352458953857422,0.50484299659729,0.22855372726917267,0.22899852693080902,0.6812511086463928,0.5591574311256409,0.23894986510276794,0.27355095744132996,0.4130953550338745
