,what,is,another,general,concept,that,applies,to,elements,of,commutative,rings,?
elements,0.2152351289987564,0.25405067205429077,0.23493048548698425,0.16685700416564941,0.2991357147693634,0.30113428831100464,0.3584827780723572,0.22117622196674347,1.0000001192092896,0.23613712191581726,0.39929863810539246,0.2981700301170349,0.15222592651844025
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.28352999687194824,0.24082158505916595,0.41498205065727234,0.31259071826934814,0.41548454761505127,0.23613712191581726,1.0,0.25614190101623535,0.20517703890800476,0.1826142966747284
any,0.43670421838760376,0.35691767930984497,0.5192956328392029,0.18700112402439117,0.28287550806999207,0.5484943389892578,0.4733844995498657,0.46410247683525085,0.34180229902267456,0.3769088089466095,0.32729873061180115,0.22581066191196442,0.4113408327102661
commutative,0.2717517614364624,0.2668941020965576,0.2806326448917389,0.20578932762145996,0.35271725058555603,0.27850520610809326,0.3516571819782257,0.21027719974517822,0.39929863810539246,0.25614190101623535,1.0,0.2323051244020462,0.18864132463932037
ring,0.19784773886203766,0.18238547444343567,0.19031690061092377,0.11251556128263474,0.1444854587316513,0.23785534501075745,0.09478995949029922,0.20997555553913116,0.17715971171855927,0.20323021709918976,0.36749058961868286,0.6626416444778442,0.054174330085515976
r,0.14495669305324554,0.16748011112213135,0.17597709596157074,0.17987960577011108,0.18759897351264954,0.1240740716457367,0.2128896415233612,0.1677994728088379,0.2334396243095398,0.22769418358802795,0.22447502613067627,0.20594792068004608,0.16570481657981873
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.20029692351818085,0.4137537479400635,0.35769712924957275,0.44245919585227966,0.2555456757545471,0.4946078956127167,0.23422667384147644,0.21637700498104095,0.31091248989105225
an,0.2821882665157318,0.4654068350791931,0.47266486287117004,0.16276395320892334,0.2314048856496811,0.365763783454895,0.22941669821739197,0.3138085603713989,0.24525977671146393,0.32280945777893066,0.2358204424381256,0.15658357739448547,0.19793890416622162
algebraic,0.20285184681415558,0.24270190298557281,0.22691234946250916,0.2618933320045471,0.35566362738609314,0.28935161232948303,0.387029767036438,0.187529057264328,0.3812161982059479,0.26053673028945923,0.5528533458709717,0.29007017612457275,0.2315273880958557
structure,0.27351704239845276,0.26677995920181274,0.30679547786712646,0.1743854433298111,0.29398688673973083,0.33507516980171204,0.27510493993759155,0.27200284600257874,0.3902134299278259,0.2599511742591858,0.34306588768959045,0.25043338537216187,0.1770772784948349
where,0.4457937180995941,0.3586711287498474,0.42079871892929077,0.20537003874778748,0.1802423745393753,0.4876193106174469,0.2858123183250427,0.47735077142715454,0.21226710081100464,0.38066378235816956,0.238054096698761,0.19132836163043976,0.24793872237205505
addition,0.20643717050552368,0.2727152407169342,0.2780429720878601,0.11919508129358292,0.2409997433423996,0.3626989722251892,0.2934088110923767,0.29394859075546265,0.29061099886894226,0.27503931522369385,0.41323038935661316,0.2690700590610504,0.19187232851982117
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.20029692351818085,0.4137537479400635,0.35769712924957275,0.44245919585227966,0.2555456757545471,0.4946078956127167,0.23422667384147644,0.21637700498104095,0.31091248989105225
subtraction,0.32203152775764465,0.27981457114219666,0.3123132288455963,0.20478563010692596,0.3526374101638794,0.3345204293727875,0.3206899166107178,0.285117506980896,0.27878278493881226,0.23395369946956635,0.5886710286140442,0.2119036316871643,0.21310748159885406
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.25860127806663513,0.22126320004463196,0.4731321930885315,0.30854010581970215,0.48971283435821533,0.2731180787086487,0.5116966962814331,0.1629025787115097,0.23554487526416779,0.20544172823429108
multiplication,0.27993518114089966,0.2805522084236145,0.31508567929267883,0.1704026758670807,0.34855902194976807,0.30615735054016113,0.36515113711357117,0.25814008712768555,0.3442215621471405,0.2577259838581085,0.6867476105690002,0.22928407788276672,0.2005060762166977
are,0.29724663496017456,0.5330929756164551,0.23159852623939514,0.15219135582447052,0.21223078668117523,0.45265161991119385,0.3666144013404846,0.3504326641559601,0.2717064321041107,0.39081433415412903,0.22659838199615479,0.24929514527320862,0.24591213464736938
defined,0.25343453884124756,0.2622792422771454,0.19323478639125824,0.17422878742218018,0.3747745156288147,0.3133997619152069,0.42160120606422424,0.21911276876926422,0.30612683296203613,0.2659633457660675,0.34013694524765015,0.09077789634466171,0.22494901716709137
:,-0.12022944539785385,-0.07222653180360794,-0.09593061357736588,0.008705174550414085,-0.041032735258340836,-0.12200210988521576,-0.04386763647198677,-0.09243495017290115,-0.07467436045408249,-0.08807745575904846,-0.048624515533447266,-0.018376540392637253,-0.07156077772378922
prime,0.15586113929748535,0.16680827736854553,0.1532704085111618,0.3252279460430145,0.14651358127593994,0.18163643777370453,0.1586577296257019,0.2015804797410965,0.10836401581764221,0.23935265839099884,0.24575275182724,0.1756053864955902,0.11276303976774216
elements,0.2152351289987564,0.25405067205429077,0.23493048548698425,0.16685700416564941,0.2991357147693634,0.30113428831100464,0.3584827780723572,0.22117622196674347,1.0000001192092896,0.23613712191581726,0.39929863810539246,0.2981700301170349,0.15222592651844025
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.25860127806663513,0.22126320004463196,0.4731321930885315,0.30854010581970215,0.48971283435821533,0.2731180787086487,0.5116966962814331,0.1629025787115097,0.23554487526416779,0.20544172823429108
irreducible,0.29041287302970886,0.27012529969215393,0.22670511901378632,0.19769945740699768,0.40988579392433167,0.38071027398109436,0.3223673701286316,0.2189599573612213,0.38345375657081604,0.32611215114593506,0.48743870854377747,0.1993601769208908,0.15337900817394257
elements,0.2152351289987564,0.25405067205429077,0.23493048548698425,0.16685700416564941,0.2991357147693634,0.30113428831100464,0.3584827780723572,0.22117622196674347,1.0000001192092896,0.23613712191581726,0.39929863810539246,0.2981700301170349,0.15222592651844025
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.2929490804672241,0.17851535975933075,0.4460422694683075,0.29075032472610474,0.4645031690597534,0.2422238141298294,0.5352458953857422,0.21777129173278809,0.22442109882831573,0.4130953550338745
