,which,museum,would,receive,items,on,loans,from,the,musical,instruments,gallery,?
keep,0.2142772376537323,0.10901112854480743,0.36881348490715027,0.2098761796951294,0.27584946155548096,0.2222399115562439,0.1394226998090744,0.22448134422302246,0.22379513084888458,0.1139373853802681,0.1614704579114914,0.12777139246463776,0.2537146508693695
it,0.616637647151947,0.18497297167778015,0.36398744583129883,0.1890159547328949,0.2588444650173187,0.4529881477355957,0.21327875554561615,0.325604110956192,0.6251175999641418,0.18806186318397522,0.22173167765140533,0.1477082520723343,0.25732165575027466
available,0.2679377496242523,0.1268225908279419,0.3103061616420746,0.3041360378265381,0.32015323638916016,0.3133032023906708,0.2309698611497879,0.21971632540225983,0.26723232865333557,0.09723815321922302,0.16398002207279205,0.19301393628120422,0.2501629889011383
to,0.5345056653022766,0.1640389859676361,0.5965728163719177,0.3372296690940857,0.3191612660884857,0.41031414270401,0.2571730613708496,0.4069952368736267,0.535392165184021,0.21814438700675964,0.2603708803653717,0.19736915826797485,0.29463258385658264
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
public,0.2544276714324951,0.27653977274894714,0.2115112692117691,0.2115134745836258,0.18803909420967102,0.25951382517814636,0.2756558656692505,0.22383596003055573,0.22857438027858734,0.23784954845905304,0.18312925100326538,0.2845172584056854,0.19872993230819702
",",0.3658004403114319,0.20741747319698334,0.32586824893951416,0.26574233174324036,0.21073096990585327,0.49057599902153015,0.1990378201007843,0.39760664105415344,0.4933079481124878,0.2668933868408203,0.2795305550098419,0.21593497693538666,0.31091248989105225
with,0.46403205394744873,0.08185859024524689,0.38372042775154114,0.23076897859573364,0.22310049831867218,0.40749499201774597,0.13942387700080872,0.26272761821746826,0.4223487675189972,0.17150826752185822,0.20840176939964294,0.172745481133461,0.2433311939239502
items,0.33137381076812744,0.22843439877033234,0.29157981276512146,0.16946536302566528,1.0000001192092896,0.20476584136486053,0.2897207736968994,0.22521184384822845,0.23580949008464813,0.1286943256855011,0.32459568977355957,0.27338454127311707,0.19807128608226776
being,0.4268448054790497,0.10108008235692978,0.41456547379493713,0.22876505553722382,0.24105802178382874,0.3119087219238281,0.16485659778118134,0.32622846961021423,0.419739305973053,0.18734320998191833,0.19307230412960052,0.13942569494247437,0.26743772625923157
redistributed,0.35201966762542725,0.0732896625995636,0.2792767286300659,0.19520342350006104,0.18241441249847412,0.255010724067688,0.20460864901542664,0.19217759370803833,0.30601388216018677,0.1838941127061844,0.16169090569019318,0.08386901021003723,0.09613082557916641
to,0.5345056653022766,0.1640389859676361,0.5965728163719177,0.3372296690940857,0.3191612660884857,0.41031414270401,0.2571730613708496,0.4069952368736267,0.535392165184021,0.21814438700675964,0.2603708803653717,0.19736915826797485,0.29463258385658264
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
british,0.2002234309911728,0.1519032120704651,0.22893008589744568,0.14056526124477386,0.143837109208107,0.19917237758636475,0.16595084965229034,0.21991202235221863,0.28973397612571716,0.17302915453910828,0.17684918642044067,0.18153855204582214,0.09711728990077972
galleries,0.28423401713371277,0.54404217004776,0.20091168582439423,0.12449868768453598,0.3977639675140381,0.25138208270072937,0.2716798782348633,0.16580337285995483,0.27603694796562195,0.2686483561992645,0.27935320138931274,0.7802037596702576,0.1957392692565918
",",0.3658004403114319,0.20741747319698334,0.32586824893951416,0.26574233174324036,0.21073096990585327,0.49057599902153015,0.1990378201007843,0.39760664105415344,0.4933079481124878,0.2668933868408203,0.2795305550098419,0.21593497693538666,0.31091248989105225
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
medieval,0.26363545656204224,0.14943410456180573,0.1074804738163948,0.12412815541028976,0.2111167162656784,0.15240095555782318,0.1809883564710617,0.1984475702047348,0.28617456555366516,0.18786866962909698,0.2890584468841553,0.18152901530265808,0.15571735799312592
&,0.16294614970684052,0.18110838532447815,0.08418537676334381,0.10706919431686401,0.07111205160617828,0.14816857874393463,0.07771960645914078,0.14301162958145142,0.14992168545722961,0.15061990916728973,0.09254316985607147,0.21348820626735687,0.12596383690834045
renaissance,0.1855861097574234,0.2021889090538025,0.16433864831924438,0.10858452320098877,0.1483461856842041,0.09533851593732834,0.24475692212581635,0.18428313732147217,0.2050212025642395,0.26582714915275574,0.34108108282089233,0.26130855083465576,0.12260647863149643
galleries,0.28423401713371277,0.54404217004776,0.20091168582439423,0.12449868768453598,0.3977639675140381,0.25138208270072937,0.2716798782348633,0.16580337285995483,0.27603694796562195,0.2686483561992645,0.27935320138931274,0.7802037596702576,0.1957392692565918
",",0.3658004403114319,0.20741747319698334,0.32586824893951416,0.26574233174324036,0.21073096990585327,0.49057599902153015,0.1990378201007843,0.39760664105415344,0.4933079481124878,0.2668933868408203,0.2795305550098419,0.21593497693538666,0.31091248989105225
and,0.506277859210968,0.21554097533226013,0.34921059012413025,0.27304521203041077,0.2645854949951172,0.4077630043029785,0.2448335736989975,0.3601827025413513,0.5171257257461548,0.28433868288993835,0.29311448335647583,0.20957361161708832,0.20544172823429108
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
planned,0.22419503331184387,0.1772284358739853,0.3900475800037384,0.17164237797260284,0.10967589914798737,0.25307971239089966,0.21472908556461334,0.14108526706695557,0.3010992109775543,0.10771220922470093,0.12566140294075012,0.09722840785980225,0.16188396513462067
new,0.33739399909973145,0.14840424060821533,0.30488598346710205,0.2261437028646469,0.24567241966724396,0.31106263399124146,0.14059819281101227,0.3360432982444763,0.3845241069793701,0.25634151697158813,0.15438984334468842,0.1649806797504425,0.14782847464084625
galleries,0.28423401713371277,0.54404217004776,0.20091168582439423,0.12449868768453598,0.3977639675140381,0.25138208270072937,0.2716798782348633,0.16580337285995483,0.27603694796562195,0.2686483561992645,0.27935320138931274,0.7802037596702576,0.1957392692565918
for,0.44095608592033386,0.15718214213848114,0.39877474308013916,0.31519460678100586,0.31808599829673767,0.36199691891670227,0.30454221367836,0.314039945602417,0.4739971458911896,0.2526215612888336,0.2710035443305969,0.17993611097335815,0.264628142118454
furniture,0.2323695719242096,0.21772366762161255,0.19916938245296478,0.13243310153484344,0.46027156710624695,0.1476232260465622,0.3019329607486725,0.13584640622138977,0.19680102169513702,0.23938149213790894,0.3197229504585266,0.2989260256290436,0.2056051790714264
and,0.506277859210968,0.21554097533226013,0.34921059012413025,0.27304521203041077,0.2645854949951172,0.4077630043029785,0.2448335736989975,0.3601827025413513,0.5171257257461548,0.28433868288993835,0.29311448335647583,0.20957361161708832,0.20544172823429108
europe,0.23978596925735474,0.11224167793989182,0.21397703886032104,0.11907102167606354,0.1752118617296219,0.250590980052948,0.17309854924678802,0.18114914000034332,0.34463706612586975,0.10767810791730881,0.22174222767353058,0.1590869128704071,0.18278923630714417
1600–1800,0.03604291006922722,0.2003897726535797,0.013018098659813404,0.03002157062292099,0.013856387697160244,0.013645709492266178,0.1357269287109375,0.06326490640640259,0.09531836211681366,0.06226027011871338,0.0647454634308815,0.12654714286327362,0.06071998551487923
",",0.3658004403114319,0.20741747319698334,0.32586824893951416,0.26574233174324036,0.21073096990585327,0.49057599902153015,0.1990378201007843,0.39760664105415344,0.4933079481124878,0.2668933868408203,0.2795305550098419,0.21593497693538666,0.31091248989105225
and,0.506277859210968,0.21554097533226013,0.34921059012413025,0.27304521203041077,0.2645854949951172,0.4077630043029785,0.2448335736989975,0.3601827025413513,0.5171257257461548,0.28433868288993835,0.29311448335647583,0.20957361161708832,0.20544172823429108
that,0.6894589066505432,0.1994490772485733,0.5895259380340576,0.2748669683933258,0.2955382466316223,0.42569106817245483,0.22966216504573822,0.3477667272090912,0.5473989248275757,0.20498928427696228,0.24157993495464325,0.19456695020198822,0.32716336846351624
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
horniman,0.1399003565311432,0.21069945394992828,0.13290201127529144,0.12270494550466537,0.14152342081069946,0.21818123757839203,0.1453642100095749,0.18941034376621246,0.2511445879936218,0.3101404905319214,0.27725750207901,0.25248172879219055,0.16307298839092255
museum,0.22731433808803558,1.0000001192092896,0.09068617969751358,0.0969136580824852,0.22843439877033234,0.1697414517402649,0.18690131604671478,0.20791949331760406,0.24861779808998108,0.20174925029277802,0.13710464537143707,0.5823723077774048,0.14128351211547852
and,0.506277859210968,0.21554097533226013,0.34921059012413025,0.27304521203041077,0.2645854949951172,0.4077630043029785,0.2448335736989975,0.3601827025413513,0.5171257257461548,0.28433868288993835,0.29311448335647583,0.20957361161708832,0.20544172823429108
other,0.50507652759552,0.13978137075901031,0.37565508484840393,0.26527631282806396,0.33169326186180115,0.3410046398639679,0.21356528997421265,0.30141791701316833,0.44152235984802246,0.20010758936405182,0.27372613549232483,0.16286543011665344,0.24682199954986572
institutions,0.3250819742679596,0.3129362463951111,0.222817525267601,0.20372186601161957,0.22705602645874023,0.23092038929462433,0.3796047568321228,0.25312796235084534,0.2776423394680023,0.24176284670829773,0.32132232189178467,0.26450949907302856,0.19119486212730408
were,0.2807837128639221,0.16107067465782166,0.37426912784576416,0.2287544459104538,0.21834833920001984,0.2774328887462616,0.2337169647216797,0.29991888999938965,0.3906462490558624,0.19588713347911835,0.248578742146492,0.13873814046382904,0.17890112102031708
possible,0.3714272081851959,0.0738309696316719,0.4802806079387665,0.2730034589767456,0.2938927710056305,0.2587844133377075,0.1467457264661789,0.2377557009458542,0.32701125741004944,0.16826577484607697,0.27268168330192566,0.12392918765544891,0.3059970438480377
candidates,0.19087906181812286,0.11713659018278122,0.35423481464385986,0.25705841183662415,0.2378385215997696,0.21469077467918396,0.2273486852645874,0.1587119698524475,0.2590187191963196,0.1177048534154892,0.16402442753314972,0.23546017706394196,0.2568073272705078
for,0.44095608592033386,0.15718214213848114,0.39877474308013916,0.31519460678100586,0.31808599829673767,0.36199691891670227,0.30454221367836,0.314039945602417,0.4739971458911896,0.2526215612888336,0.2710035443305969,0.17993611097335815,0.264628142118454
loans,0.2518361210823059,0.18690131604671478,0.2358260303735733,0.30341655015945435,0.2897207736968994,0.13816338777542114,0.9999999403953552,0.15579721331596375,0.2122887223958969,0.18866433203220367,0.21694786846637726,0.15554313361644745,0.17645451426506042
of,0.5011631846427917,0.23314370214939117,0.3353942930698395,0.25992685556411743,0.21522082388401031,0.3966929316520691,0.20269882678985596,0.4249346852302551,0.733189046382904,0.2380346953868866,0.24177105724811554,0.1971534639596939,0.1826142966747284
material,0.3947785794734955,0.12383314222097397,0.28869330883026123,0.15790659189224243,0.3921552896499634,0.26862505078315735,0.18300774693489075,0.2935051918029785,0.26762521266937256,0.16056284308433533,0.3182719051837921,0.11724261939525604,0.18117131292819977
to,0.5345056653022766,0.1640389859676361,0.5965728163719177,0.3372296690940857,0.3191612660884857,0.41031414270401,0.2571730613708496,0.4069952368736267,0.535392165184021,0.21814438700675964,0.2603708803653717,0.19736915826797485,0.29463258385658264
ensure,0.28718745708465576,0.054673269391059875,0.38206934928894043,0.2785216271877289,0.23755912482738495,0.2173289954662323,0.17658933997154236,0.13481126725673676,0.2955571711063385,0.07377287745475769,0.12342708557844162,0.11792517453432083,0.24192948639392853
that,0.6894589066505432,0.1994490772485733,0.5895259380340576,0.2748669683933258,0.2955382466316223,0.42569106817245483,0.22966216504573822,0.3477667272090912,0.5473989248275757,0.20498928427696228,0.24157993495464325,0.19456695020198822,0.32716336846351624
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
instruments,0.32048147916793823,0.13710464537143707,0.24681834876537323,0.15072083473205566,0.32459568977355957,0.179425910115242,0.21694786846637726,0.17404209077358246,0.21890103816986084,0.515166699886322,0.9999999403953552,0.16733355820178986,0.14437328279018402
remained,0.22100548446178436,0.18730172514915466,0.31162282824516296,0.22103065252304077,0.100660540163517,0.23423713445663452,0.12300457805395126,0.22138945758342743,0.3492392301559448,0.1114715114235878,0.13750284910202026,0.10884035378694534,0.08263323456048965
publicly,0.23447149991989136,0.14187023043632507,0.31610652804374695,0.22701406478881836,0.1948661208152771,0.24554677307605743,0.23388223350048065,0.18988914787769318,0.2108452022075653,0.14354851841926575,0.13807429373264313,0.18709899485111237,0.24073180556297302
viewable,0.3401278555393219,0.10759343206882477,0.34651491045951843,0.2500942349433899,0.3880012631416321,0.2970052659511566,0.3207421600818634,0.2028123289346695,0.2530614137649536,0.15281251072883606,0.21870073676109314,0.21955987811088562,0.29316142201423645
.,0.45942068099975586,0.19497929513454437,0.35067233443260193,0.24563279747962952,0.23707115650177002,0.49257001280784607,0.18480098247528076,0.41536515951156616,0.5934505462646484,0.19384656846523285,0.21892498433589935,0.21326512098312378,0.4130953550338745
