,what,type,of,outcomes,can,even,stable,markets,lead,to,?
high,0.20466077327728271,0.19402813911437988,0.2803038954734802,0.1687442660331726,0.24255423247814178,0.21827590465545654,0.23675094544887543,0.17829792201519012,0.16033370792865753,0.28947713971138,0.11137914657592773
levels,0.21641245484352112,0.20811250805854797,0.23668165504932404,0.3331890106201172,0.376473605632782,0.20802325010299683,0.21181735396385193,0.2590595781803131,0.1998414695262909,0.29053324460983276,0.1541307419538498
of,0.33290785551071167,0.18112817406654358,1.0,0.2874711751937866,0.2603091299533844,0.34735506772994995,0.21093958616256714,0.17050357162952423,0.19835850596427917,0.41548454761505127,0.1826142966747284
inequality,0.30072227120399475,0.14835135638713837,0.27910974621772766,0.4577926993370056,0.2628359794616699,0.30251985788345337,0.17659106850624084,0.2920519709587097,0.19682742655277252,0.24361056089401245,0.23619021475315094
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2300342321395874,0.3139454126358032,0.34610581398010254,0.20380382239818573,0.24350304901599884,0.2561914026737213,0.44245919585227966,0.31091248989105225
outcomes,0.3678261935710907,0.24283386766910553,0.2874711751937866,0.9999998807907104,0.33462268114089966,0.34372609853744507,0.2842431366443634,0.3094528019428253,0.2136140763759613,0.2919275462627411,0.26170971989631653
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3862666189670563,0.4522190988063812,0.5503504276275635,0.3130505681037903,0.2364654839038849,0.21979129314422607,0.5436353087425232,0.32716336846351624
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.35184332728385925,0.5408529043197632,0.43312960863113403,0.23883670568466187,0.28276127576828003,0.14601658284664154,0.3504326641559601,0.24591213464736938
widely,0.22598060965538025,0.20268139243125916,0.22028475999832153,0.22783654928207397,0.2690432667732239,0.3172915577888489,0.2681148648262024,0.2594733238220215,0.18632960319519043,0.2705559730529785,0.10354958474636078
viewed,0.2938295900821686,0.13005657494068146,0.27454227209091187,0.28641390800476074,0.22937734425067902,0.23422186076641083,0.12030136585235596,0.19022291898727417,0.0658666118979454,0.22659115493297577,0.19983090460300446
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2863987386226654,0.3245031237602234,0.37670591473579407,0.21175594627857208,0.24814029037952423,0.2644319534301758,0.42092081904411316,0.27043893933296204
unfair,0.38959306478500366,0.09906264394521713,0.1832394152879715,0.3635396659374237,0.29682981967926025,0.3606552481651306,0.17071707546710968,0.2636747658252716,0.21676506102085114,0.30964505672454834,0.2510303556919098
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2190866470336914,0.35783761739730835,0.3729337155818939,0.2419736087322235,0.1713474988937378,0.2305188626050949,0.4645031690597534,0.4130953550338745
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.06463255733251572,0.008988718502223492,-0.015414192341268063,-0.0020986127201467752,0.003978963475674391,0.0494619756937027,-0.009905828163027763,0.018684765323996544
