,where,was,the,cm,intended,to,land,upon,re,entering,the,earth,'s,atmosphere,?
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2293582409620285,0.18479764461517334,0.44245919585227966,0.22220008075237274,0.27234330773353577,0.2179114669561386,0.21769265830516815,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
designed,0.1850132942199707,0.28384989500045776,0.2559613883495331,0.13665771484375,0.4950100779533386,0.3077097535133362,0.18702897429466248,0.11607988178730011,0.14357224106788635,0.17009443044662476,0.2559613883495331,0.09149140864610672,0.026795532554388046,0.15667350590229034,0.11213942617177963
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.16218599677085876,0.48327770829200745,1.0,0.2885280251502991,0.2616317570209503,0.297014981508255,0.28421810269355774,0.535392165184021,0.2486501932144165,0.03782717138528824,0.24801792204380035,0.29463258385658264
carry,0.26609358191490173,0.1526157259941101,0.26752355694770813,0.18016472458839417,0.2643789052963257,0.32521840929985046,0.18033228814601898,0.17697842419147491,0.09632939845323563,0.16040386259555817,0.26752355694770813,0.14695990085601807,0.016908660531044006,0.1274278610944748,0.17171701788902283
three,0.25543931126594543,0.2748996615409851,0.43452659249305725,0.16688784956932068,0.144322469830513,0.3043823838233948,0.18127861618995667,0.1324077993631363,0.18291854858398438,0.22103220224380493,0.43452659249305725,0.20400762557983398,0.03946888819336891,0.15687543153762817,0.20928427577018738
astronauts,0.09834369271993637,0.2057761251926422,0.197182759642601,0.10368598997592926,0.19319632649421692,0.22723354399204254,0.18210506439208984,0.120897077023983,0.1471898853778839,0.09152861684560776,0.197182759642601,0.41923049092292786,0.0036663284990936518,0.36065027117729187,0.15138289332389832
from,0.3713873624801636,0.31171464920043945,0.40150508284568787,0.1880866438150406,0.1919168382883072,0.4069952368736267,0.21997374296188354,0.22521688044071198,0.2039293646812439,0.23517350852489471,0.40150508284568787,0.1997482180595398,-0.01936490088701248,0.20540107786655426,0.19969791173934937
launch,0.1712661236524582,0.22367219626903534,0.2628649175167084,0.1477668434381485,0.2710393965244293,0.25276505947113037,0.18564091622829437,0.1594257354736328,0.1856498271226883,0.25151070952415466,0.2628649175167084,0.2561117708683014,0.01992534101009369,0.20771117508411407,0.22009649872779846
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.16218599677085876,0.48327770829200745,1.0,0.2885280251502991,0.2616317570209503,0.297014981508255,0.28421810269355774,0.535392165184021,0.2486501932144165,0.03782717138528824,0.24801792204380035,0.29463258385658264
lunar,0.11422580480575562,0.17547959089279175,0.23309995234012604,0.14330726861953735,0.204600989818573,0.15437743067741394,0.2692513167858124,0.15622004866600037,0.09574173390865326,0.12179580330848694,0.23309995234012604,0.4071253836154938,0.05316370725631714,0.2668795585632324,0.1628302037715912
orbit,0.14188241958618164,0.1862146407365799,0.1565481424331665,0.12326119840145111,0.18224278092384338,0.23271086812019348,0.25520533323287964,0.10319329798221588,0.1547776311635971,0.11505540460348129,0.1565481424331665,0.514371395111084,-0.02842618152499199,0.45478555560112,0.16621392965316772
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2066713124513626,0.21507462859153748,0.48971283435821533,0.2874513864517212,0.2482176125049591,0.1860991269350052,0.3364776074886322,0.5171257257461548,0.27524080872535706,0.06895173341035843,0.273572713136673,0.20544172823429108
back,0.373447060585022,0.2438982129096985,0.3612101674079895,0.1985015869140625,0.15005646646022797,0.4675939381122589,0.24449168145656586,0.19524924457073212,0.21344248950481415,0.1596069186925888,0.3612101674079895,0.22372058033943176,-0.032200850546360016,0.17661969363689423,0.2397768795490265
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.16218599677085876,0.48327770829200745,1.0,0.2885280251502991,0.2616317570209503,0.297014981508255,0.28421810269355774,0.535392165184021,0.2486501932144165,0.03782717138528824,0.24801792204380035,0.29463258385658264
an,0.24824833869934082,0.3694365322589874,0.4207492768764496,0.1796703040599823,0.21871981024742126,0.3138085603713989,0.15302860736846924,0.1916494220495224,0.2123091071844101,0.18766263127326965,0.4207492768764496,0.15274131298065186,0.025255560874938965,0.17997580766677856,0.19793890416622162
earth,0.23126177489757538,0.18661361932754517,0.2801888585090637,0.0821603313088417,0.1680673062801361,0.2486501932144165,0.32830461859703064,0.21326738595962524,0.19463109970092773,0.11822947859764099,0.2801888585090637,1.0,0.0661235973238945,0.5628719925880432,0.17717236280441284
ocean,0.251848042011261,0.18688063323497772,0.3185477554798126,0.1247539296746254,0.13877715170383453,0.30701687932014465,0.3057798743247986,0.13251936435699463,0.15525119006633759,0.25821030139923096,0.3185477554798126,0.335526704788208,0.07441883534193039,0.40231844782829285,0.15205028653144836
landing,0.17486439645290375,0.21103228628635406,0.24055521190166473,0.12787024676799774,0.23550425469875336,0.27316537499427795,0.3940005898475647,0.1901124119758606,0.15712343156337738,0.2463933229446411,0.24055521190166473,0.25839850306510925,0.0075084492564201355,0.2520551383495331,0.11133739352226257
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2647310197353363,0.18925566971302032,0.4645031690597534,0.259204238653183,0.18839296698570251,0.2264939844608307,0.24007031321525574,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.202870711684227,0.4130953550338745
,where,was,the,cm,intended,to,land,upon,re,entering,the,earth,'s,atmosphere,?
parachutes,0.13097478449344635,0.3211517632007599,0.2743057310581207,0.12162952870130539,0.298795610666275,0.30041828751564026,0.21132792532444,0.21288196742534637,0.26032447814941406,0.20546385645866394,0.2743057310581207,0.2165377140045166,0.015253202058374882,0.25113439559936523,0.11169665306806564
were,0.2363632768392563,0.590133786201477,0.3906462490558624,0.13891205191612244,0.21834015846252441,0.31913647055625916,0.27322420477867126,0.18159154057502747,0.280184805393219,0.19830739498138428,0.3906462490558624,0.1662740856409073,0.007088581565767527,0.1976843625307083,0.17890112102031708
carried,0.2122698873281479,0.2901332974433899,0.31854987144470215,0.14438766241073608,0.24681885540485382,0.21867457032203674,0.17763064801692963,0.25076189637184143,0.04528043791651726,0.20495553314685822,0.31854987144470215,0.18898040056228638,-0.015492361038923264,0.16882866621017456,0.1305524855852127
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.16218599677085876,0.48327770829200745,1.0,0.2885280251502991,0.2616317570209503,0.297014981508255,0.28421810269355774,0.535392165184021,0.2486501932144165,0.03782717138528824,0.24801792204380035,0.29463258385658264
slow,0.1809639185667038,0.12322831898927689,0.2366129457950592,0.18532893061637878,0.1982937455177307,0.3074672520160675,0.14214450120925903,0.1652258038520813,0.24698546528816223,0.17005503177642822,0.2366129457950592,0.2255234569311142,0.08239768445491791,0.23601171374320984,0.15685610473155975
its,0.27530840039253235,0.3518870174884796,0.559237003326416,0.19644059240818024,0.2641351521015167,0.3691340684890747,0.23737293481826782,0.21656565368175507,0.21046750247478485,0.20373481512069702,0.559237003326416,0.246530681848526,0.03202139586210251,0.22483336925506592,0.15103481709957123
descent,0.24585184454917908,0.24684534966945648,0.24708466231822968,0.11907103657722473,0.15067818760871887,0.2052067518234253,0.28545278310775757,0.15237024426460266,0.08891758322715759,0.12763270735740662,0.24708466231822968,0.16128447651863098,-0.03710909187793732,0.1308824121952057,0.1453588604927063
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.16218599677085876,0.48327770829200745,1.0,0.2885280251502991,0.2616317570209503,0.297014981508255,0.28421810269355774,0.535392165184021,0.2486501932144165,0.03782717138528824,0.24801792204380035,0.29463258385658264
splashdown,0.29403606057167053,0.30901819467544556,0.40040165185928345,0.18358471989631653,0.17562434077262878,0.30145734548568726,0.25664278864860535,0.21557703614234924,0.21041306853294373,0.2924729287624359,0.40040165185928345,0.23544305562973022,-0.057528819888830185,0.22465917468070984,0.17096279561519623
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2647310197353363,0.18925566971302032,0.4645031690597534,0.259204238653183,0.18839296698570251,0.2264939844608307,0.24007031321525574,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.202870711684227,0.4130953550338745
