,who,was,the,v,&,a,'s,first,director,?
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.3536086082458496,0.14731334149837494,0.1826142966747284
1851,0.08248722553253174,0.16452156007289886,0.1120925024151802,0.05804440379142761,0.002510257763788104,0.06915820389986038,0.022360187023878098,0.11092206835746765,0.15853115916252136,0.04808126762509346
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.34503069519996643,0.2737891674041748,0.31091248989105225
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,-0.04624466598033905,0.2691199779510498,0.10502443462610245,0.2433311939239502
which,0.3688730001449585,0.2830964922904968,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.03856118768453598,0.3828166127204895,0.15065506100654602,0.25814583897590637
henry,0.29137110710144043,0.31945720314979553,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,-0.032912835478782654,0.2219134271144867,0.16091471910476685,0.16836383938789368
cole,0.20352035760879517,0.22517915070056915,0.1850816011428833,0.04027188941836357,0.22755905985832214,0.16531717777252197,0.027389176189899445,0.1470239758491516,0.18360936641693115,0.1507469266653061
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.34503069519996643,0.2737891674041748,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.49448907375335693,0.19949141144752502,0.22068053483963013
museum,0.14649315178394318,0.21266788244247437,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,-0.011753248050808907,0.19499869644641876,0.20798911154270172,0.14128351211547852
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,0.9999999403953552,-0.014458609744906425,-0.010836051777005196,-0.023395681753754616
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,-0.014458609744906425,1.0,0.19072428345680237,0.18701928853988647
director,0.19509299099445343,0.30621418356895447,0.19949141144752502,0.1115185096859932,0.19849403202533722,0.17745283246040344,-0.010836051777005196,0.19072428345680237,1.0,0.09360282123088837
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.34503069519996643,0.2737891674041748,0.31091248989105225
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.008974763564765453,0.5022147297859192,0.30621418356895447,0.18412111699581146
involved,0.2746155858039856,0.2577875554561615,0.2872544527053833,0.11319558322429657,0.12256451696157455,0.2598431408405304,-0.08673543483018875,0.2174801528453827,0.22282205522060394,0.20599231123924255
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.4127444326877594,0.19124983251094818,0.20430970191955566
planning,0.2241315394639969,0.26149654388427734,0.3046698570251465,0.20309650897979736,0.2137935757637024,0.232967808842659,0.03276682272553444,0.23079214990139008,0.22226519882678986,0.1869431883096695
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.006909397430717945,0.07760433852672577,-0.03438439220190048,0.10349778085947037
initially,0.24857781827449799,0.3788634240627289,0.2997018098831177,0.07876481115818024,0.09323113411664963,0.25532233715057373,0.019572511315345764,0.34608641266822815,0.15646465122699738,0.0699334517121315
it,0.2868398427963257,0.4577186405658722,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.06608816236257553,0.3491429388523102,0.15349064767360687,0.25732165575027466
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.008974763564765453,0.5022147297859192,0.30621418356895447,0.18412111699581146
known,0.24757125973701477,0.35203275084495544,0.3624623417854309,0.11315380781888962,0.11825866252183914,0.30882248282432556,0.008368984796106815,0.274125337600708,0.25316178798675537,0.18314571678638458
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,-0.05775856226682663,0.33842000365257263,0.20928587019443512,0.27043893933296204
the,0.3733934462070465,0.48711544275283813,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.49448907375335693,0.19949141144752502,0.22068053483963013
museum,0.14649315178394318,0.21266788244247437,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,-0.011753248050808907,0.19499869644641876,0.20798911154270172,0.14128351211547852
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.3536086082458496,0.14731334149837494,0.1826142966747284
manufactures,0.08174172043800354,0.19249571859836578,0.2118023931980133,0.21051520109176636,0.15196830034255981,0.22631120681762695,0.00010292408842360601,0.19008365273475647,0.1488674134016037,0.1292264312505722
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.34503069519996643,0.2737891674041748,0.31091248989105225
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,-0.014458609744906425,1.0,0.19072428345680237,0.18701928853988647
opening,0.12329958379268646,0.20817555487155914,0.37298497557640076,0.11929420381784439,0.07173246890306473,0.2575104236602783,0.03635485842823982,0.30535632371902466,0.16155916452407837,0.16502447426319122
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.4127444326877594,0.19124983251094818,0.20430970191955566
may,0.23082798719406128,0.3388521671295166,0.2694292366504669,0.16660861670970917,0.035542458295822144,0.29255667328834534,-0.07006479054689407,0.24023057520389557,0.1646057814359665,0.2768254578113556
1852,-0.006907804403454065,-0.04733692854642868,0.008079012855887413,-0.009022822603583336,0.06615690141916275,0.016406841576099396,0.006168503779917955,-0.07507452368736267,-0.05030980333685875,0.006410371046513319
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,-0.08481216430664062,0.3138778805732727,0.2208130806684494,0.21978627145290375
marlborough,0.17407847940921783,0.24152158200740814,0.246634840965271,0.17392583191394806,0.24934887886047363,0.202244371175766,-0.012778282165527344,0.18264684081077576,0.11257175356149673,0.16564486920833588
house,0.2619773745536804,0.28759756684303284,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.0011872146278619766,0.2111378014087677,0.21938703954219818,0.13736455142498016
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.34503069519996643,0.2737891674041748,0.31091248989105225
but,0.4487357437610626,0.36023372411727905,0.4859698414802551,0.09668958187103271,0.12256074696779251,0.44750767946243286,0.04136733338236809,0.34309494495391846,0.13922537863254547,0.27921953797340393
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.3877052962779999,0.21852640807628632,0.17966607213020325
september,0.21365830302238464,0.4425655007362366,0.2516939043998718,0.1715777963399887,0.09839008748531342,0.21795299649238586,-0.04463527724146843,0.2735162377357483,0.3082127869129181,0.2665146589279175
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.1252606064081192,0.15368397533893585,0.34897568821907043,-0.004401352722197771,0.3379828929901123,0.19859392940998077,0.20728366076946259
been,0.3295723795890808,0.518218457698822,0.3563927710056305,0.06977773457765579,0.09559250622987747,0.3315402865409851,-0.10734795778989792,0.32745984196662903,0.17673324048519135,0.24354910850524902
transferred,0.15804070234298706,0.2860136330127716,0.34201255440711975,0.15222661197185516,0.18143615126609802,0.26272115111351013,-0.04772345349192619,0.2712617814540863,0.17366385459899902,0.1139405146241188
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.03782717138528824,0.3792489171028137,0.1698155552148819,0.29463258385658264
somerset,0.26684388518333435,0.23506030440330505,0.2696875333786011,0.10940147191286087,0.13708442449569702,0.24356843531131744,0.028178799897432327,0.1860600858926773,0.12861107289791107,0.1172361969947815
house,0.2619773745536804,0.28759756684303284,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.0011872146278619766,0.2111378014087677,0.21938703954219818,0.13736455142498016
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.4345304071903229,0.2119152843952179,0.4130953550338745
