,europe,first,colonized,the,americas,",",then,asia,",",but,what,continent,was,third,?
americas,0.5687064528465271,0.3060013949871063,0.5063400864601135,0.3215886056423187,0.9999998807907104,0.2082711011171341,0.16731542348861694,0.5437155961990356,0.2082711011171341,0.24291597306728363,0.24001388251781464,0.5450739860534668,0.21918079257011414,0.20134815573692322,0.1837410032749176
",",0.2542513906955719,0.34503069519996643,0.2565811276435852,0.4933079481124878,0.2082711011171341,1.0000001192092896,0.36768391728401184,0.1759067326784134,1.0000001192092896,0.48126736283302307,0.3087472915649414,0.22622181475162506,0.45456063747406006,0.283071368932724,0.31091248989105225
second,0.23178912699222565,0.6953977942466736,0.13663634657859802,0.4620301127433777,0.19828194379806519,0.29927265644073486,0.3280411958694458,0.18467530608177185,0.29927265644073486,0.3184681534767151,0.19948028028011322,0.147404283285141,0.3858029544353485,0.8191088438034058,0.17239587008953094
in,0.33061710000038147,0.4127444326877594,0.2796047627925873,0.6662389636039734,0.21108631789684296,0.5201468467712402,0.36253848671913147,0.26562291383743286,0.5201468467712402,0.48674455285072327,0.30808621644973755,0.29258909821510315,0.45514053106307983,0.3309578001499176,0.20430970191955566
asia,0.6662018895149231,0.2426309585571289,0.2849274277687073,0.2838890850543976,0.5437155961990356,0.1759067326784134,0.1491709202528,1.0,0.1759067326784134,0.23500989377498627,0.14832128584384918,0.5276310443878174,0.17820896208286285,0.15411289036273956,0.1340748518705368
and,0.3463572859764099,0.3167642652988434,0.2483113408088684,0.5171257257461548,0.23319223523139954,0.6633074283599854,0.4372139573097229,0.26469188928604126,0.6633074283599854,0.5762497186660767,0.31309178471565247,0.29214635491371155,0.3740963041782379,0.26207348704338074,0.20544172823429108
lastly,0.07664366811513901,0.30301782488822937,0.1749042570590973,0.2603645622730255,0.11628739535808563,0.32645681500434875,0.3764677345752716,0.12179183959960938,0.32645681500434875,0.4063388705253601,0.3304687738418579,0.14527657628059387,0.26005038619041443,0.27109163999557495,0.268344908952713
in,0.33061710000038147,0.4127444326877594,0.2796047627925873,0.6662389636039734,0.21108631789684296,0.5201468467712402,0.36253848671913147,0.26562291383743286,0.5201468467712402,0.48674455285072327,0.30808621644973755,0.29258909821510315,0.45514053106307983,0.3309578001499176,0.20430970191955566
africa,0.5139338374137878,0.24551890790462494,0.3827246129512787,0.2903064787387848,0.49454814195632935,0.2545008063316345,0.15061619877815247,0.5960309505462646,0.2545008063316345,0.25138649344444275,0.19696469604969025,0.4951236844062805,0.1945687234401703,0.1561049520969391,0.12926554679870605
),0.23969469964504242,0.27228695154190063,0.14420665800571442,0.3456730246543884,0.18939851224422455,0.63033527135849,0.2927122414112091,0.1972629278898239,0.63033527135849,0.2897340953350067,0.26259949803352356,0.18484996259212494,0.3267642855644226,0.2612932324409485,0.42300865054130554
",",0.2542513906955719,0.34503069519996643,0.2565811276435852,0.4933079481124878,0.2082711011171341,1.0000001192092896,0.36768391728401184,0.1759067326784134,1.0000001192092896,0.48126736283302307,0.3087472915649414,0.22622181475162506,0.45456063747406006,0.283071368932724,0.31091248989105225
environmental,0.14834411442279816,0.09665777534246445,0.20526160299777985,0.23935803771018982,0.15597893297672272,0.2779713571071625,0.0601213201880455,0.1574968695640564,0.2779713571071625,0.18496209383010864,0.16198831796646118,0.13076534867286682,0.17382490634918213,0.09492377936840057,0.19728143513202667
determinism,0.167677104473114,0.17879024147987366,0.19725242257118225,0.2791610062122345,0.16228660941123962,0.21552418172359467,0.2283562570810318,0.11642055958509445,0.21552418172359467,0.3271394670009613,0.404575914144516,0.17618896067142487,0.14474685490131378,0.19927020370960236,0.30780893564224243
was,0.2931758761405945,0.5022147297859192,0.27554646134376526,0.48711544275283813,0.21918079257011414,0.45456063747406006,0.27044644951820374,0.17820896208286285,0.45456063747406006,0.36023372411727905,0.22111038863658905,0.19089169800281525,1.0000001192092896,0.3460187017917633,0.18412111699581146
used,0.28002986311912537,0.2984957695007324,0.2246132344007492,0.3718377649784088,0.2133117914199829,0.3120402991771698,0.21083958446979523,0.19163498282432556,0.3120402991771698,0.3391169309616089,0.27546408772468567,0.1747329831123352,0.23679393529891968,0.12432441860437393,0.22430120408535004
to,0.24889446794986725,0.3792489171028137,0.243290975689888,0.535392165184021,0.2594768702983856,0.44245919585227966,0.5203860402107239,0.22411112487316132,0.44245919585227966,0.5542377829551697,0.455847829580307,0.21310271322727203,0.3636345863342285,0.2795414924621582,0.29463258385658264
categorically,0.2302490472793579,0.1803031861782074,0.24171629548072815,0.2978273332118988,0.22506877779960632,0.2535325884819031,0.2725331485271454,0.21117742359638214,0.2535325884819031,0.38730737566947937,0.3331989645957947,0.30908694863319397,0.1979628950357437,0.14229129254817963,0.2590043544769287
place,0.21859313547611237,0.283309668302536,0.23943863809108734,0.4179787337779999,0.2221211940050125,0.34068408608436584,0.28005993366241455,0.1929929107427597,0.34068408608436584,0.34978118538856506,0.2689766585826874,0.263179212808609,0.26867109537124634,0.30248400568962097,0.2455766350030899
indigenous,0.21703581511974335,0.23671866953372955,0.33346933126449585,0.24885469675064087,0.38685038685798645,0.20256207883358002,0.13794079422950745,0.2791185975074768,0.20256207883358002,0.17070253193378448,0.19103914499282837,0.27552613615989685,0.1952936053276062,0.12909343838691711,0.14450161159038544
people,0.21249839663505554,0.19699515402317047,0.23791030049324036,0.36838498711586,0.2226041555404663,0.36644625663757324,0.1876278519630432,0.1765468269586563,0.36644625663757324,0.2892884612083435,0.32444337010383606,0.18009337782859802,0.2518421411514282,0.17353776097297668,0.23739641904830933
in,0.33061710000038147,0.4127444326877594,0.2796047627925873,0.6662389636039734,0.21108631789684296,0.5201468467712402,0.36253848671913147,0.26562291383743286,0.5201468467712402,0.48674455285072327,0.30808621644973755,0.29258909821510315,0.45514053106307983,0.3309578001499176,0.20430970191955566
a,0.18710176646709442,0.4287874400615692,0.21102671325206757,0.5829201340675354,0.1399127095937729,0.427140474319458,0.3970017731189728,0.14726082980632782,0.427140474319458,0.44750767946243286,0.3320399522781372,0.15280993282794952,0.4508470594882965,0.35260438919067383,0.23916715383529663
racial,0.1978384405374527,0.14189864695072174,0.23288610577583313,0.21064363420009613,0.22666583955287933,0.2529792785644531,0.09703785926103592,0.1408625692129135,0.2529792785644531,0.22498437762260437,0.20982670783996582,0.21336419880390167,0.20749056339263916,0.1496451497077942,0.13234834372997284
hierarchy,0.19992560148239136,0.10232020914554596,0.15755721926689148,0.22604632377624512,0.21797974407672882,0.15345069766044617,0.1501404494047165,0.1547534167766571,0.15345069766044617,0.2110491544008255,0.2107066512107849,0.19971078634262085,0.15232913196086884,0.09621301293373108,0.23208312690258026
.,0.31984585523605347,0.4345304071903229,0.2707810699939728,0.5934505462646484,0.25531870126724243,0.6812511086463928,0.4572431147098541,0.25331494212150574,0.6812511086463928,0.46573564410209656,0.3567904531955719,0.2553567588329315,0.40146201848983765,0.3039522171020508,0.4130953550338745
