,what,type,of,motivators,are,achievement,and,self,determination,considered,?
new,0.2130378633737564,0.20896777510643005,0.343457967042923,0.1296534240245819,0.1899496167898178,0.11343157291412354,0.31402453780174255,0.1662827432155609,0.16303834319114685,0.12316255271434784,0.14782847464084625
products,0.2088814079761505,0.23243467509746552,0.21450084447860718,0.1882329285144806,0.34028032422065735,0.18126720190048218,0.27309057116508484,0.13149157166481018,0.2730444073677063,0.1923120617866516,0.20429900288581848
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2339218705892563,0.4062570035457611,0.24216844141483307,0.6633074283599854,0.15860484540462494,0.22005055844783783,0.32932984828948975,0.31091248989105225
services,0.16048473119735718,0.15156874060630798,0.23787347972393036,0.16386952996253967,0.26135778427124023,0.23656868934631348,0.30811867117881775,0.11357447504997253,0.2579164206981659,0.1408206969499588,0.1328447163105011
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2339218705892563,0.4062570035457611,0.24216844141483307,0.6633074283599854,0.15860484540462494,0.22005055844783783,0.32932984828948975,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.2472967803478241,0.5374364256858826,0.21131153404712677,0.4713204801082611,0.2586349546909332,0.3223434090614319,0.35840076208114624,0.32389625906944275
underserved,0.3714505732059479,0.2509586215019226,0.3316451907157898,0.20510663092136383,0.3564813435077667,0.2726748585700989,0.3264079689979553,0.1443651169538498,0.351936012506485,0.39230111241340637,0.2854955494403839
market,0.12116116285324097,0.13423770666122437,0.1694333702325821,0.11196823418140411,0.18948231637477875,0.17427612841129303,0.23057621717453003,0.08336865156888962,0.16008779406547546,0.20506130158901215,0.12805593013763428
needs,0.3272848129272461,0.2467174381017685,0.17594867944717407,0.25149184465408325,0.36136168241500854,0.17936187982559204,0.305831640958786,0.20532028377056122,0.29351532459259033,0.24778598546981812,0.34586572647094727
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.18485257029533386,0.3452940285205841,0.2222890853881836,0.588965117931366,0.2049645185470581,0.26222988963127136,0.29356086254119873,0.4130953550338745
