,what,notion,keeps,it,'s,meaning,through,both,netonian,and,schrodinger,physics,equations,?
though,0.4089210331439972,0.28571438789367676,0.23484858870506287,0.5042033195495605,0.013477406464517117,0.334053635597229,0.2829786539077759,0.4470370411872864,0.17068292200565338,0.4405979514122009,0.2785906195640564,0.1864168643951416,0.182960644364357,0.3188856542110443
one,0.376489520072937,0.23840942978858948,0.24593068659305573,0.4284902811050415,0.06913424283266068,0.2674415111541748,0.252647340297699,0.4734871983528137,0.18784749507904053,0.42438167333602905,0.243880957365036,0.17036068439483643,0.2577098309993744,0.2673267424106598
is,0.28837618231773376,0.20868507027626038,0.30355021357536316,0.6328473687171936,0.02396530658006668,0.32422322034835815,0.27805060148239136,0.31409940123558044,0.1536320596933365,0.3859752118587494,0.20439529418945312,0.16058161854743958,0.22679516673088074,0.22961433231830597
now,0.4903225302696228,0.15031729638576508,0.2159748524427414,0.4382702112197876,-0.05292840301990509,0.17480896413326263,0.2023191601037979,0.33653542399406433,0.12470883876085281,0.35309651494026184,0.21534542739391327,0.16145509481430054,0.185241237282753,0.29641881585121155
dealing,0.3540358245372772,0.332313597202301,0.23833788931369781,0.23914997279644012,-0.04557168483734131,0.1343243420124054,0.23002731800079346,0.3200298249721527,0.18630686402320862,0.3381464183330536,0.2343253791332245,0.2597402036190033,0.2879309356212616,0.27334651350975037
with,0.2464839518070221,0.1870182901620865,0.27478545904159546,0.3369046747684479,-0.04624466598033905,0.19229766726493835,0.26801666617393494,0.4766458570957184,0.09603521972894669,0.5477725267410278,0.27256903052330017,0.1996603161096573,0.18802013993263245,0.2433311939239502
operators,0.24600493907928467,0.17096197605133057,0.17167577147483826,0.17965400218963623,0.03602646291255951,0.1307176649570465,0.21683534979820251,0.26402488350868225,0.20773154497146606,0.2503012716770172,0.17760635912418365,0.23186983168125153,0.38192853331565857,0.15860143303871155
instead,0.4104403555393219,0.175624281167984,0.3156678378582001,0.30331769585609436,0.025141391903162003,0.2868279218673706,0.26457729935646057,0.41502252221107483,0.16179755330085754,0.38524195551872253,0.1997259557247162,0.12242229282855988,0.23800286650657654,0.2942638397216797
of,0.33290785551071167,0.23985852301120758,0.24374237656593323,0.38761502504348755,-0.03817026689648628,0.2447882443666458,0.3647414743900299,0.3565710783004761,0.15647384524345398,0.5116966962814331,0.24432553350925446,0.2395489662885666,0.186348557472229,0.1826142966747284
classical,0.22816240787506104,0.3204289972782135,0.11610839515924454,0.22306957840919495,0.06565571576356888,0.20590217411518097,0.12065611034631729,0.2764011323451996,0.26593253016471863,0.3120557963848114,0.3545439839363098,0.3325905203819275,0.31612628698349,0.18862907588481903
variables,0.24388675391674042,0.369952917098999,0.16458827257156372,0.25619617104530334,-0.0464756079018116,0.19820867478847504,0.11092635989189148,0.23325178027153015,0.2097596824169159,0.19382593035697937,0.253473162651062,0.3083088994026184,0.6048927307128906,0.2210804969072342
and,0.31309178471565247,0.198011115193367,0.23177483677864075,0.40957894921302795,0.06895173341035843,0.20612139999866486,0.3666759729385376,0.5503310561180115,0.19040369987487793,1.0,0.2983173429965973,0.14552804827690125,0.1906200498342514,0.20544172823429108
though,0.4089210331439972,0.28571438789367676,0.23484858870506287,0.5042033195495605,0.013477406464517117,0.334053635597229,0.2829786539077759,0.4470370411872864,0.17068292200565338,0.4405979514122009,0.2785906195640564,0.1864168643951416,0.182960644364357,0.3188856542110443
the,0.42745697498321533,0.23529204726219177,0.26333102583885193,0.6251175999641418,-0.01540423184633255,0.31918859481811523,0.44071322679519653,0.4931981563568115,0.20784702897071838,0.5171257257461548,0.24251551926136017,0.17952929437160492,0.1991964876651764,0.22068053483963013
physics,0.26464056968688965,0.3787100315093994,0.12264840304851532,0.18005774915218353,-0.04777942970395088,0.1222742572426796,0.15094777941703796,0.19949831068515778,0.18935108184814453,0.14552804827690125,0.36281338334083557,0.9999999403953552,0.5178844928741455,0.1470423936843872
is,0.28837618231773376,0.20868507027626038,0.30355021357536316,0.6328473687171936,0.02396530658006668,0.32422322034835815,0.27805060148239136,0.31409940123558044,0.1536320596933365,0.3859752118587494,0.20439529418945312,0.16058161854743958,0.22679516673088074,0.22961433231830597
now,0.4903225302696228,0.15031729638576508,0.2159748524427414,0.4382702112197876,-0.05292840301990509,0.17480896413326263,0.2023191601037979,0.33653542399406433,0.12470883876085281,0.35309651494026184,0.21534542739391327,0.16145509481430054,0.185241237282753,0.29641881585121155
described,0.22590412199497223,0.35512590408325195,0.18831266462802887,0.17895051836967468,-0.013899330981075764,0.24723248183727264,0.13398437201976776,0.23021212220191956,0.2608047425746918,0.2681671977043152,0.28379321098327637,0.2137419581413269,0.29114338755607605,0.1374269425868988
by,0.2455483376979828,0.1956072747707367,0.19099026918411255,0.40926623344421387,-0.010884488001465797,0.10501331090927124,0.3433202803134918,0.3367134630680084,0.14412322640419006,0.4289871156215668,0.26547154784202576,0.15634199976921082,0.2063426524400711,0.17966607213020325
the,0.42745697498321533,0.23529204726219177,0.26333102583885193,0.6251175999641418,-0.01540423184633255,0.31918859481811523,0.44071322679519653,0.4931981563568115,0.20784702897071838,0.5171257257461548,0.24251551926136017,0.17952929437160492,0.1991964876651764,0.22068053483963013
schrödinger,0.36661428213119507,0.49307888746261597,0.20767918229103088,0.25607436895370483,0.012458487413823605,0.15856695175170898,0.10020017623901367,0.27999502420425415,0.35488417744636536,0.23829050362110138,0.7674834728240967,0.5355281233787537,0.5741212964057922,0.24498341977596283
equation,0.281838983297348,0.4410538077354431,0.20894375443458557,0.20885013043880463,-0.04239093139767647,0.19336655735969543,0.11410793662071228,0.24178670346736908,0.26552507281303406,0.15037484467029572,0.33226969838142395,0.47365474700927734,0.928786039352417,0.22958515584468842
instead,0.4104403555393219,0.175624281167984,0.3156678378582001,0.30331769585609436,0.025141391903162003,0.2868279218673706,0.26457729935646057,0.41502252221107483,0.16179755330085754,0.38524195551872253,0.1997259557247162,0.12242229282855988,0.23800286650657654,0.2942638397216797
of,0.33290785551071167,0.23985852301120758,0.24374237656593323,0.38761502504348755,-0.03817026689648628,0.2447882443666458,0.3647414743900299,0.3565710783004761,0.15647384524345398,0.5116966962814331,0.24432553350925446,0.2395489662885666,0.186348557472229,0.1826142966747284
newtonian,0.2607386112213135,0.4132412374019623,0.2478758990764618,0.1789335310459137,0.06577253341674805,0.2182234674692154,0.15541252493858337,0.20851929485797882,0.7228674292564392,0.22491638362407684,0.3644351065158844,0.37948912382125854,0.5043784976005554,0.16408871114253998
equations,0.26397332549095154,0.4467298090457916,0.20550623536109924,0.18356071412563324,-0.01846993900835514,0.1595432609319687,0.13222843408584595,0.28967389464378357,0.2711681127548218,0.1906200498342514,0.3578771948814392,0.5178844928741455,1.0,0.2186179906129837
.,0.3567904531955719,0.18386082351207733,0.22882995009422302,0.5593622326850891,-0.003708066651597619,0.15429382026195526,0.3174465596675873,0.42281273007392883,0.18107369542121887,0.588965117931366,0.3638042211532593,0.21820253133773804,0.23421989381313324,0.4130953550338745
