,what,is,the,term,for,the,arrangement,of,two,unpaired,electrons,in,dioxygen,?
orbitals,0.2508775591850281,0.19447456300258636,0.18628978729248047,0.14822444319725037,0.19134914875030518,0.18628978729248047,0.3457067310810089,0.21017666161060333,0.29519808292388916,0.3208982050418854,0.6408482789993286,0.1506427526473999,0.4550866484642029,0.20797790586948395
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.27866655588150024,0.4322226941585541,0.6662389636039734,0.20867182314395905,0.5696388483047485,0.36463531851768494,0.24776829779148102,0.15858358144760132,1.0,0.21299557387828827,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,1.0,0.290839284658432,0.733189046382904,0.43858039379119873,0.2942753732204437,0.2109822928905487,0.6662389636039734,0.2871758043766022,0.22068053483963013
diagram,0.243132546544075,0.27817416191101074,0.23597903549671173,0.15966643393039703,0.17346766591072083,0.23597903549671173,0.2886510193347931,0.20051710307598114,0.23526491224765778,0.22930429875850677,0.3427206873893738,0.18083934485912323,0.32906660437583923,0.1382811963558197
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14937621355056763,0.3639558255672455,0.3456730246543884,0.16664622724056244,0.3680361211299896,0.24161455035209656,0.2314814329147339,0.150356724858284,0.3326910734176636,0.20919135212898254,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.21289794147014618,0.4946078956127167,0.35859420895576477,0.27850809693336487,0.2110055536031723,0.5201468467712402,0.2609575390815735,0.31091248989105225
orbitals,0.2508775591850281,0.19447456300258636,0.18628978729248047,0.14822444319725037,0.19134914875030518,0.18628978729248047,0.3457067310810089,0.21017666161060333,0.29519808292388916,0.3208982050418854,0.6408482789993286,0.1506427526473999,0.4550866484642029,0.20797790586948395
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2833994925022125,0.4137635827064514,0.5473989248275757,0.29160788655281067,0.41498205065727234,0.3858162462711334,0.3697221577167511,0.30003416538238525,0.435920387506485,0.3129707872867584,0.32716336846351624
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.1909082531929016,0.3895993232727051,0.40399202704429626,0.2217838168144226,0.39081433415412903,0.46276170015335083,0.30590128898620605,0.25583213567733765,0.3841303884983063,0.2914331257343292,0.24591213464736938
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.4185989499092102,0.733189046382904,0.2767132818698883,1.0,0.37726253271102905,0.2803429663181305,0.1921376883983612,0.5696388483047485,0.24121849238872528,0.1826142966747284
equal,0.2397335022687912,0.20287640392780304,0.21154357492923737,0.18752093613147736,0.24821323156356812,0.21154357492923737,0.2745439410209656,0.2787107825279236,0.28407856822013855,0.3243064284324646,0.2737533152103424,0.12870801985263824,0.1801874190568924,0.15421567857265472
energy—i.e.,0.1860368847846985,0.24039313197135925,0.29408347606658936,0.16781751811504364,0.22668269276618958,0.29408347606658936,0.21179451048374176,0.29210251569747925,0.17655621469020844,0.24431397020816803,0.5178427696228027,0.22181007266044617,0.4832764267921448,0.12765096127986908
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.21289794147014618,0.4946078956127167,0.35859420895576477,0.27850809693336487,0.2110055536031723,0.5201468467712402,0.2609575390815735,0.31091248989105225
degenerate—is,0.26707080006599426,0.24908070266246796,0.31328463554382324,0.20413652062416077,0.21158848702907562,0.31328463554382324,0.1869020015001297,0.29419946670532227,0.14534512162208557,0.3243480920791626,0.2592611014842987,0.27863404154777527,0.3275042772293091,0.2391938716173172
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.44038116931915283,0.5829201340675354,0.279064804315567,0.5052502155303955,0.3289857804775238,0.30144721269607544,0.2377878874540329,0.539380669593811,0.240678608417511,0.23916715383529663
configuration,0.258445680141449,0.23210495710372925,0.23673003911972046,0.21203163266181946,0.23529355227947235,0.23673003911972046,0.37489575147628784,0.2122134566307068,0.23899288475513458,0.36549466848373413,0.4229027032852173,0.1699506789445877,0.3111548125743866,0.23573997616767883
termed,0.21266722679138184,0.2569156885147095,0.26657095551490784,0.45971837639808655,0.1756000965833664,0.26657095551490784,0.2403901070356369,0.23425649106502533,0.21375246345996857,0.3318834602832794,0.2825324237346649,0.23346757888793945,0.2227584421634674,0.08721713721752167
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.44038116931915283,0.5829201340675354,0.279064804315567,0.5052502155303955,0.3289857804775238,0.30144721269607544,0.2377878874540329,0.539380669593811,0.240678608417511,0.23916715383529663
spin,0.1801164597272873,0.17025168240070343,0.22827482223510742,0.06194717064499855,0.1760607808828354,0.22827482223510742,0.22501857578754425,0.1442040354013443,0.2192729413509369,0.2600080966949463,0.4019731283187866,0.16934846341609955,0.2343292087316513,0.10766658186912537
triplet,0.16375544667243958,0.23501454293727875,0.21914346516132355,0.1276983916759491,0.19217562675476074,0.21914346516132355,0.19781813025474548,0.23497334122657776,0.37600675225257874,0.3061475157737732,0.28018414974212646,0.20395837724208832,0.2736442983150482,0.11859617382287979
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.1784105747938156,0.19460363686084747,0.3097178041934967,0.1661856472492218,0.34253445267677307,0.19419679045677185,0.2414488047361374,0.23551176488399506,0.33316072821617126,0.15584750473499298,0.1160883978009224
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.4726039469242096,0.5934505462646484,0.21111422777175903,0.5352458953857422,0.3524959683418274,0.33577051758766174,0.2193155288696289,0.5591574311256409,0.27416276931762695,0.4130953550338745
