,what,did,fritschel,say,the,man,'s,sleep,was,disturbed,by,?
passages,0.2522711157798767,0.1583266258239746,0.15066978335380554,0.2070406675338745,0.3271593749523163,0.14349375665187836,0.028061237186193466,0.20294880867004395,0.14062456786632538,0.2166193574666977,0.26076340675354004,0.1300082802772522
from,0.2737620174884796,0.20248863101005554,0.19205500185489655,0.2877751290798187,0.40150508284568787,0.16914385557174683,-0.01936490088701248,0.17502617835998535,0.31171464920043945,0.19491468369960785,0.3373257517814636,0.19969791173934937
luther,0.2134782373905182,0.23667675256729126,0.26777929067611694,0.1719883233308792,0.1759674996137619,0.21149881184101105,-0.009990512393414974,0.11771473288536072,0.19185513257980347,0.1462789624929428,0.15382802486419678,0.1732746809720993
",",0.3087472915649414,0.3015086054801941,0.30319613218307495,0.35129812359809875,0.4933079481124878,0.26654794812202454,-0.0016132977325469255,0.22850069403648376,0.45456063747406006,0.18780581653118134,0.3680937886238098,0.31091248989105225
while,0.35511791706085205,0.3330625295639038,0.11870269477367401,0.33566465973854065,0.39804592728614807,0.19850407540798187,0.0011869525769725442,0.31673771142959595,0.3253832161426544,0.303826242685318,0.3083919286727905,0.21076419949531555
gottfried,0.24778729677200317,0.24968604743480682,0.6023092269897461,0.22934840619564056,0.1801842749118805,0.12526722252368927,0.036275118589401245,0.08464030176401138,0.32095226645469666,0.10803432017564774,0.21054530143737793,0.19522234797477722
fritschel,0.1674174815416336,0.16570042073726654,1.0,0.10308018326759338,0.2643488943576813,0.15525086224079132,0.03901280462741852,0.1267644762992859,0.3148705065250397,0.1522219479084015,0.21258863806724548,0.14704760909080505
pointed,0.2914353609085083,0.27868735790252686,0.10395592451095581,0.3231986165046692,0.28771230578422546,0.18404953181743622,-0.04571264982223511,0.04852033779025078,0.21665838360786438,0.18690815567970276,0.20966769754886627,0.1998298168182373
out,0.3633197546005249,0.28413498401641846,0.14059050381183624,0.35795506834983826,0.39404502511024475,0.25709837675094604,0.0021837172098457813,0.28294676542282104,0.28168347477912903,0.2691028118133545,0.29497629404067993,0.22020699083805084
in,0.30808621644973755,0.2593238651752472,0.28379741311073303,0.26482993364334106,0.6662389636039734,0.19554144144058228,-0.037580832839012146,0.23918524384498596,0.45514053106307983,0.2822857201099396,0.370934396982193,0.20430970191955566
1867,0.18000562489032745,0.12569426000118256,0.16123488545417786,0.11314700543880463,0.04884013161063194,0.16075849533081055,0.0407898835837841,0.2733864188194275,-0.09224573522806168,0.11864139884710312,-0.04255077987909317,0.23762458562850952
that,0.6297725439071655,0.47518548369407654,0.15459130704402924,0.5852095484733582,0.5473989248275757,0.25507083535194397,0.04397977516055107,0.22555981576442719,0.33670201897621155,0.3267257809638977,0.37496164441108704,0.32716336846351624
it,0.45803478360176086,0.2993364930152893,0.1665838062763214,0.34911516308784485,0.6251175999641418,0.24744457006454468,0.06608816236257553,0.17432141304016113,0.4577186405658722,0.2646016776561737,0.40926623344421387,0.25732165575027466
actually,0.5747550129890442,0.3678441345691681,0.16584056615829468,0.5638012290000916,0.39964747428894043,0.27887964248657227,0.012363291345536709,0.17655667662620544,0.29136961698532104,0.2576647400856018,0.26796624064445496,0.36036357283592224
refers,0.200907364487648,0.1110973134636879,0.10572846233844757,0.23489047586917877,0.3041703402996063,0.17668525874614716,0.034254249185323715,0.10815093666315079,0.2717186212539673,0.2261192351579666,0.22862586379051208,0.07924893498420715
to,0.455847829580307,0.4452643394470215,0.15699930489063263,0.38071900606155396,0.535392165184021,0.2487562596797943,0.03782717138528824,0.22335325181484222,0.3636345863342285,0.23689258098602295,0.33534231781959534,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.2643488943576813,0.3200206458568573,1.0,0.23171134293079376,-0.01540423184633255,0.20454104244709015,0.48711544275283813,0.30965638160705566,0.4408751428127289,0.22068053483963013
soul,0.23502515256404877,0.13049879670143127,0.14320960640907288,0.15454526245594025,0.2054273635149002,0.24114438891410828,0.08064237982034683,0.2241225391626358,0.17936494946479797,0.14812642335891724,0.21037930250167847,0.2029775083065033
of,0.33290785551071167,0.2513895630836487,0.18160082399845123,0.30290520191192627,0.733189046382904,0.16490690410137177,-0.03817026689648628,0.20480428636074066,0.4069072902202606,0.23972885310649872,0.3646814823150635,0.1826142966747284
a,0.3320399522781372,0.2552328109741211,0.258506715297699,0.3464781641960144,0.5829201340675354,0.27759313583374023,0.04866964742541313,0.1731252670288086,0.4508470594882965,0.2330060601234436,0.32094135880470276,0.23916715383529663
man,0.21916821599006653,0.2355959564447403,0.15525086224079132,0.19846834242343903,0.23171134293079376,1.0,-0.04544515535235405,0.15363191068172455,0.3030987083911896,0.1263522058725357,0.17209449410438538,0.2528940737247467
``,0.008517155423760414,-0.029888948425650597,0.07571281492710114,0.062410302460193634,0.029072100296616554,-0.01888413168489933,-0.03416389226913452,-0.02220669388771057,-0.012679691426455975,-0.020354270935058594,-0.030704375356435776,0.0685480609536171
in,0.30808621644973755,0.2593238651752472,0.28379741311073303,0.26482993364334106,0.6662389636039734,0.19554144144058228,-0.037580832839012146,0.23918524384498596,0.45514053106307983,0.2822857201099396,0.370934396982193,0.20430970191955566
this,0.5489566326141357,0.3609912693500519,0.2080433964729309,0.4232628345489502,0.6274310946464539,0.26895007491111755,0.02106832154095173,0.20745596289634705,0.3638818562030792,0.26063868403434753,0.38438332080841064,0.3155723512172699
life,0.24693015217781067,0.22298283874988556,0.13578157126903534,0.24185611307621002,0.23528170585632324,0.2600456774234772,0.03983813151717186,0.23980191349983215,0.22970539331436157,0.13528390228748322,0.18554949760437012,0.21677987277507782
'',0.08143015950918198,0.01978493109345436,-0.026735354214906693,0.09060607105493546,0.041273195296525955,0.010321373119950294,-0.04859459400177002,0.04017504304647446,0.04456103965640068,-0.000979811418801546,-0.010275691747665405,0.018684765323996544
(,0.2411840260028839,0.18979617953300476,0.2602579891681671,0.23915322124958038,0.33289089798927307,0.2344263195991516,0.0012731997994706035,0.23403185606002808,0.2980341613292694,0.06195657327771187,0.20696312189102173,0.40561532974243164
homo,0.25079208612442017,0.16397179663181305,0.20100349187850952,0.18088358640670776,0.1959427446126938,0.32359766960144043,0.046571772545576096,0.13668471574783325,0.17529146373271942,0.23491302132606506,0.12317086011171341,0.15592239797115326
enim,0.14771801233291626,0.09755602478981018,0.26872557401657104,0.13894546031951904,0.1601775735616684,0.2234903872013092,0.10506688803434372,0.13507670164108276,0.17722901701927185,0.1566009372472763,0.0988670215010643,0.2172476053237915
in,0.30808621644973755,0.2593238651752472,0.28379741311073303,0.26482993364334106,0.6662389636039734,0.19554144144058228,-0.037580832839012146,0.23918524384498596,0.45514053106307983,0.2822857201099396,0.370934396982193,0.20430970191955566
hac,0.1623706966638565,0.09185241907835007,0.21472932398319244,0.2441052347421646,0.07487667351961136,0.17095376551151276,-0.05202304571866989,0.18132935464382172,0.1267891824245453,0.08734237402677536,0.08626606315374374,0.24038633704185486
vita,0.1159081906080246,0.1084890216588974,0.1537073850631714,0.11734316498041153,0.12438317388296127,0.10166306048631668,0.03972512111067772,0.07019558548927307,0.15812638401985168,0.04552486538887024,0.16604822874069214,0.17399941384792328
),0.26259949803352356,0.18584993481636047,0.25952717661857605,0.23793987929821014,0.3456730246543884,0.25566503405570984,0.021107977256178856,0.2250489443540573,0.3267642855644226,0.06420348584651947,0.2151763141155243,0.42300865054130554
tired,0.3087818920612335,0.33343955874443054,0.13027192652225494,0.25339919328689575,0.18036417663097382,0.26008978486061096,-0.00954141840338707,0.31758445501327515,0.16902877390384674,0.30748921632766724,0.2271297425031662,0.20786035060882568
from,0.2737620174884796,0.20248863101005554,0.19205500185489655,0.2877751290798187,0.40150508284568787,0.16914385557174683,-0.01936490088701248,0.17502617835998535,0.31171464920043945,0.19491468369960785,0.3373257517814636,0.19969791173934937
his,0.26976513862609863,0.3546801507472992,0.2833414673805237,0.21501833200454712,0.4394008219242096,0.3181658685207367,0.047556519508361816,0.25134772062301636,0.4405253231525421,0.20054470002651215,0.3107621967792511,0.18075084686279297
daily,0.19118091464042664,0.14632445573806763,0.12674368917942047,0.15179286897182465,0.2515474557876587,0.07636304944753647,0.04088127985596657,0.214381143450737,0.17373126745224,0.15508905053138733,0.13737787306308746,0.1472100466489792
labour,0.11658018827438354,0.10617300868034363,0.20670941472053528,0.22876083850860596,0.1636447161436081,0.14751626551151276,0.11799834668636322,0.12151294201612473,0.2249745875597,0.152944877743721,0.15774336457252502,0.15689024329185486
(,0.2411840260028839,0.18979617953300476,0.2602579891681671,0.23915322124958038,0.33289089798927307,0.2344263195991516,0.0012731997994706035,0.23403185606002808,0.2980341613292694,0.06195657327771187,0.20696312189102173,0.40561532974243164
defatigus,0.2903365194797516,0.15282779932022095,0.319778710603714,0.335467129945755,0.29232779145240784,0.2718980610370636,-0.015005850233137608,0.34010347723960876,0.20495444536209106,0.42020276188850403,0.23754771053791046,0.3109145760536194
diurno,0.18703782558441162,0.1604495346546173,0.352920264005661,0.14674623310565948,0.32546719908714294,0.1837046891450882,0.04722810909152031,0.3096080422401428,0.22009150683879852,0.28769218921661377,0.2251567393541336,0.20754414796829224
labore,0.16418983042240143,0.11634351313114166,0.24219955503940582,0.2460600584745407,0.14988160133361816,0.16697907447814941,0.08407124131917953,0.147169291973114,0.21842920780181885,0.20180241763591766,0.14242608845233917,0.2332097738981247
),0.26259949803352356,0.18584993481636047,0.25952717661857605,0.23793987929821014,0.3456730246543884,0.25566503405570984,0.021107977256178856,0.2250489443540573,0.3267642855644226,0.06420348584651947,0.2151763141155243,0.42300865054130554
who,0.40942975878715515,0.34038686752319336,0.233734592795372,0.36216333508491516,0.3733934462070465,0.3476670980453491,0.05599616840481758,0.22010710835456848,0.3318818509578705,0.2037726640701294,0.39727845788002014,0.26220351457595825
at,0.2838611304759979,0.28390252590179443,0.2121359258890152,0.24579253792762756,0.457212895154953,0.1712212860584259,-0.08481216430664062,0.22943919897079468,0.36707764863967896,0.12901225686073303,0.2368064820766449,0.21978627145290375
night,0.20251014828681946,0.22770699858665466,0.2295849323272705,0.19158430397510529,0.2817382514476776,0.2170173078775406,0.023643653839826584,0.4145717918872833,0.21724213659763336,0.2570938766002655,0.1654970496892929,0.13794848322868347
enters,0.19261609017848969,0.17862318456172943,0.11192625015974045,0.11925769597291946,0.36934712529182434,0.13477790355682373,0.0850275382399559,0.1872289627790451,0.18340186774730682,0.25552788376808167,0.25317931175231934,0.09810265153646469
his,0.26976513862609863,0.3546801507472992,0.2833414673805237,0.21501833200454712,0.4394008219242096,0.3181658685207367,0.047556519508361816,0.25134772062301636,0.4405253231525421,0.20054470002651215,0.3107621967792511,0.18075084686279297
bedchamber,0.18608970940113068,0.155422180891037,0.26078924536705017,0.162540465593338,0.3259202837944031,0.19685350358486176,-0.0033891669008880854,0.21702124178409576,0.2762916684150696,0.18466727435588837,0.22009161114692688,0.15219858288764954
(,0.2411840260028839,0.18979617953300476,0.2602579891681671,0.23915322124958038,0.33289089798927307,0.2344263195991516,0.0012731997994706035,0.23403185606002808,0.2980341613292694,0.06195657327771187,0.20696312189102173,0.40561532974243164
sub,0.1912621706724167,0.13256435096263885,0.13640931248664856,0.18573318421840668,0.23274923861026764,0.06775333732366562,0.03321684151887894,0.129421204328537,0.09700626879930496,0.14966382086277008,0.17486022412776947,0.1312035322189331
noctem,0.2172289490699768,0.185302272439003,0.335427850484848,0.22629767656326294,0.2095164805650711,0.18483388423919678,0.09250528365373611,0.2525511085987091,0.17427034676074982,0.2358948439359665,0.23121634125709534,0.2372140735387802
intrat,0.2624320685863495,0.1302604377269745,0.23207074403762817,0.1934737116098404,0.2781148850917816,0.1527208685874939,-0.049315501004457474,0.2480626106262207,0.1710202842950821,0.18298035860061646,0.18853852152824402,0.23705804347991943
in,0.30808621644973755,0.2593238651752472,0.28379741311073303,0.26482993364334106,0.6662389636039734,0.19554144144058228,-0.037580832839012146,0.23918524384498596,0.45514053106307983,0.2822857201099396,0.370934396982193,0.20430970191955566
cubiculum,0.22787418961524963,0.11495354026556015,0.24543721973896027,0.19090130925178528,0.2375771552324295,0.19836731255054474,-0.02835380658507347,0.11303707957267761,0.15950140357017517,0.15032680332660675,0.16480503976345062,0.21364997327327728
suum,0.2935582995414734,0.18027204275131226,0.2684248089790344,0.297666072845459,0.2866976857185364,0.2090061455965042,0.021687205880880356,0.17621107399463654,0.26656702160835266,0.24244679510593414,0.28067928552627563,0.1996820718050003
),0.26259949803352356,0.18584993481636047,0.25952717661857605,0.23793987929821014,0.3456730246543884,0.25566503405570984,0.021107977256178856,0.2250489443540573,0.3267642855644226,0.06420348584651947,0.2151763141155243,0.42300865054130554
and,0.31309178471565247,0.34479495882987976,0.20331218838691711,0.3314565122127533,0.5171257257461548,0.22261469066143036,0.06895173341035843,0.2224324643611908,0.3740963041782379,0.25946033000946045,0.4289871156215668,0.20544172823429108
whose,0.22831642627716064,0.197230726480484,0.14138902723789215,0.26336050033569336,0.38253846764564514,0.14518824219703674,-0.019954677671194077,0.09447099268436432,0.2162860482931137,0.16806378960609436,0.3384193778038025,0.16990536451339722
sleep,0.21082337200641632,0.20785151422023773,0.1267644762992859,0.24368765950202942,0.20454104244709015,0.15363191068172455,-0.020166225731372833,0.9999999403953552,0.1396891325712204,0.2748675048351288,0.07325706630945206,0.20425266027450562
is,0.28837618231773376,0.19247472286224365,0.2126476764678955,0.3160853683948517,0.5823672413825989,0.2326623499393463,0.02396530658006668,0.14102518558502197,0.5810302495956421,0.18260763585567474,0.3899846076965332,0.22961433231830597
interrupted,0.17040689289569855,0.21606327593326569,0.16070659458637238,0.11171968281269073,0.28917670249938965,0.19712518155574799,-0.06777668744325638,0.22130084037780762,0.24620164930820465,0.2634084224700928,0.26633739471435547,0.07605887204408646
by,0.2455483376979828,0.18574509024620056,0.21258863806724548,0.21690572798252106,0.4408751428127289,0.17209449410438538,-0.010884488001465797,0.07325706630945206,0.4752357602119446,0.2645348608493805,1.0000001192092896,0.17966607213020325
dreams,0.2854764759540558,0.2156919538974762,0.11878112703561783,0.21955062448978424,0.15695437788963318,0.22169989347457886,0.07362638413906097,0.3684912323951721,0.16994518041610718,0.20845749974250793,0.13488999009132385,0.16130425035953522
.,0.3567904531955719,0.35288307070732117,0.26850736141204834,0.33481550216674805,0.5934505462646484,0.27014487981796265,-0.003708066651597619,0.25573426485061646,0.40146201848983765,0.24224933981895447,0.3936232924461365,0.4130953550338745
