,why,are,researchers,struggling,to,identify,the,history,of,the,plague,?
as,0.3103298544883728,0.3826591968536377,0.26861071586608887,0.251492440700531,0.42092081904411316,0.31351298093795776,0.48381632566452026,0.2152104675769806,0.3886612355709076,0.48381632566452026,0.1501513570547104,0.27043893933296204
important,0.3489847481250763,0.33294984698295593,0.236883744597435,0.2816171944141388,0.30913278460502625,0.253517210483551,0.39348116517066956,0.29477548599243164,0.43301743268966675,0.39348116517066956,0.16364310681819916,0.17812499403953552
as,0.3103298544883728,0.3826591968536377,0.26861071586608887,0.251492440700531,0.42092081904411316,0.31351298093795776,0.48381632566452026,0.2152104675769806,0.3886612355709076,0.48381632566452026,0.1501513570547104,0.27043893933296204
an,0.22638356685638428,0.1556541919708252,0.18744920194149017,0.19433361291885376,0.3138085603713989,0.19922707974910736,0.4207492768764496,0.18678420782089233,0.32280945777893066,0.4207492768764496,0.1596491038799286,0.19793890416622162
identification,0.23004262149333954,0.2869974672794342,0.35204124450683594,0.19337642192840576,0.22975040972232819,0.6576786041259766,0.3052813708782196,0.1959618777036667,0.3025314211845398,0.3052813708782196,0.15580269694328308,0.2123335301876068
of,0.28464117646217346,0.39081433415412903,0.23457743227481842,0.22746723890304565,0.41548454761505127,0.244131401181221,0.733189046382904,0.31014925241470337,1.0,0.733189046382904,0.27455615997314453,0.1826142966747284
symptoms,0.23024089634418488,0.2776440382003784,0.3734137713909149,0.19311541318893433,0.24380181729793549,0.2461855113506317,0.20678415894508362,0.0946936160326004,0.19591152667999268,0.20678415894508362,0.39422205090522766,0.23707963526248932
",",0.2827242314815521,0.4062570035457611,0.2712523639202118,0.2776515781879425,0.44245919585227966,0.1614028364419937,0.4933079481124878,0.2728564441204071,0.4946078956127167,0.4933079481124878,0.2630122900009155,0.31091248989105225
but,0.49691087007522583,0.47990062832832336,0.3029114007949829,0.3802156448364258,0.5542377829551697,0.28254246711730957,0.4859698414802551,0.21260608732700348,0.39942997694015503,0.4859698414802551,0.23450259864330292,0.27921953797340393
researchers,0.264701247215271,0.33773449063301086,1.0,0.19095203280448914,0.320869117975235,0.34988126158714294,0.27997422218322754,0.20487934350967407,0.23457743227481842,0.27997422218322754,0.23188947141170502,0.14480042457580566
are,0.3273901343345642,1.0,0.33773449063301086,0.20635925233364105,0.3504326641559601,0.32850974798202515,0.40399202704429626,0.15434955060482025,0.39081433415412903,0.40399202704429626,0.15205079317092896,0.24591213464736938
hampered,0.2878361940383911,0.22676034271717072,0.32290032505989075,0.3293323814868927,0.29732614755630493,0.18612609803676605,0.2929743230342865,0.16355566680431366,0.293885201215744,0.2929743230342865,0.24361637234687805,0.16083747148513794
by,0.19170543551445007,0.37842893600463867,0.23709560930728912,0.1801047921180725,0.33534231781959534,0.21220269799232483,0.4408751428127289,0.17996156215667725,0.3646814823150635,0.4408751428127289,0.22066086530685425,0.17966607213020325
the,0.30742117762565613,0.40399202704429626,0.27997422218322754,0.26166340708732605,0.535392165184021,0.2653810381889343,1.0,0.33215048909187317,0.733189046382904,1.0,0.2537761330604553,0.22068053483963013
lack,0.3744938373565674,0.32981225848197937,0.29809972643852234,0.3005847930908203,0.29025790095329285,0.25484779477119446,0.2674623131752014,0.1714862883090973,0.2861039936542511,0.2674623131752014,0.19686730206012726,0.16953514516353607
of,0.28464117646217346,0.39081433415412903,0.23457743227481842,0.22746723890304565,0.41548454761505127,0.244131401181221,0.733189046382904,0.31014925241470337,1.0,0.733189046382904,0.27455615997314453,0.1826142966747284
reliable,0.38332653045654297,0.28583449125289917,0.2994356155395508,0.26564154028892517,0.2514159083366394,0.2963355481624603,0.21462513506412506,0.1745460331439972,0.13514703512191772,0.21462513506412506,0.15173135697841644,0.36605745553970337
statistics,0.2073768675327301,0.2276315838098526,0.2946223318576813,0.22148701548576355,0.19851139187812805,0.23595739901065826,0.23975630104541779,0.3013511300086975,0.2564145624637604,0.23975630104541779,0.12335173040628433,0.22886884212493896
from,0.2592364251613617,0.2674213647842407,0.23222222924232483,0.24515503644943237,0.4069952368736267,0.14510680735111237,0.40150508284568787,0.23008158802986145,0.4249346852302551,0.40150508284568787,0.22369004786014557,0.19969791173934937
this,0.5040162205696106,0.35762670636177063,0.3135458528995514,0.32793140411376953,0.5759071707725525,0.3067283034324646,0.6274310946464539,0.28038904070854187,0.45148900151252747,0.6274310946464539,0.2352575808763504,0.3155723512172699
period,0.2142208367586136,0.18534421920776367,0.2091829627752304,0.1669897437095642,0.24346192181110382,0.14874812960624695,0.3125074505805969,0.31169024109840393,0.2698146104812622,0.3125074505805969,0.2037968933582306,0.18706195056438446
.,0.32909876108169556,0.3452940285205841,0.24884258210659027,0.2665192186832428,0.4645031690597534,0.2023741602897644,0.5934505462646484,0.30310705304145813,0.5352458953857422,0.5934505462646484,0.2547653317451477,0.4130953550338745
