,static,friction,balances,what,force,when,there,is,no,movement,of,an,object,on,a,surface,?
static,1.0,0.4426155090332031,0.2853497564792633,0.2510988116264343,0.3494165241718292,0.25941023230552673,0.1780073046684265,0.16519774496555328,0.18275943398475647,0.2221437394618988,0.16022148728370667,0.2508057653903961,0.33535662293434143,0.24561046063899994,0.21898198127746582,0.24144412577152252,0.22167910635471344
friction,0.4426155090332031,1.0,0.436359703540802,0.2582229971885681,0.44091445207595825,0.3199525773525238,0.22103112936019897,0.23153041303157806,0.2546040415763855,0.3259640634059906,0.21519047021865845,0.19842107594013214,0.4479469358921051,0.232167586684227,0.2347700446844101,0.5078360438346863,0.18292373418807983
",",0.22661300003528595,0.21246513724327087,0.16819903254508972,0.3087472915649414,0.22091743350028992,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.29972612857818604,0.1862073689699173,0.4946078956127167,0.3581022024154663,0.149229496717453,0.49057599902153015,0.427140474319458,0.23000483214855194,0.31091248989105225
generated,0.3508513867855072,0.31525513529777527,0.29768359661102295,0.2341722995042801,0.25838854908943176,0.21698065102100372,0.2674017548561096,0.25260961055755615,0.2761916518211365,0.20901961624622345,0.27549460530281067,0.21952345967292786,0.286108136177063,0.1966782659292221,0.24472475051879883,0.248969167470932,0.28358349204063416
between,0.19515173137187958,0.3339744508266449,0.30356329679489136,0.2462156116962433,0.21681782603263855,0.38258615136146545,0.37209540605545044,0.26809602975845337,0.16708187758922577,0.1931953877210617,0.3737983703613281,0.18003802001476288,0.18342798948287964,0.3335416913032532,0.29385313391685486,0.2189159244298935,0.12887074053287506
the,0.13053004443645477,0.2587912678718567,0.29917407035827637,0.42745697498321533,0.2800885736942291,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.3461136817932129,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
object,0.33535662293434143,0.4479469358921051,0.2614702880382538,0.25733083486557007,0.32587239146232605,0.25062185525894165,0.20619980990886688,0.30146875977516174,0.18865232169628143,0.2143082320690155,0.1993778944015503,0.2576858103275299,1.0,0.18476571142673492,0.3271922171115875,0.41279926896095276,0.19573666155338287
and,0.20515210926532745,0.2637402415275574,0.2764468491077423,0.31309178471565247,0.24372100830078125,0.4716290831565857,0.4242868423461914,0.3859752118587494,0.25880882143974304,0.2837696671485901,0.5116966962814331,0.2838519215583801,0.17470528185367584,0.4077630043029785,0.3739250600337982,0.2626544237136841,0.20544172823429108
the,0.13053004443645477,0.2587912678718567,0.29917407035827637,0.42745697498321533,0.2800885736942291,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.3461136817932129,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
table,0.20682527124881744,0.22427770495414734,0.18001171946525574,0.2240780144929886,0.06092621013522148,0.22686247527599335,0.20619609951972961,0.2049751877784729,0.18579021096229553,0.09528002887964249,0.20049740374088287,0.20162223279476166,0.21402646601200104,0.19101692736148834,0.2432243973016739,0.22796618938446045,0.1782790720462799
surface,0.24144412577152252,0.5078360438346863,0.30164945125579834,0.23580394685268402,0.25219762325286865,0.24400591850280762,0.16710306704044342,0.29345643520355225,0.1573144644498825,0.23585468530654907,0.24204103648662567,0.18808452785015106,0.41279926896095276,0.2674844264984131,0.24436084926128387,0.9999998807907104,0.14613434672355652
.,0.21329167485237122,0.21244938671588898,0.23306849598884583,0.3567904531955719,0.2783275842666626,0.475719153881073,0.43897318840026855,0.4569662809371948,0.35224834084510803,0.22796523571014404,0.5352458953857422,0.3581749200820923,0.22102774679660797,0.49257001280784607,0.50484299659729,0.2543797492980957,0.4130953550338745
