,what,two,bodies,must,the,parliament,go,through,first,to,pass,legislation,?
'',0.08143015950918198,-0.004284570459276438,-0.03413676470518112,0.03862186148762703,0.041273195296525955,0.042836062610149384,-0.060829803347587585,-0.06932127475738525,-0.03874251991510391,-0.009905828163027763,0.04135062173008919,0.05728327855467796,0.018684765323996544
,what,two,bodies,must,the,parliament,go,through,first,to,pass,legislation,?
while,0.35511791706085205,0.3780401647090912,0.16481415927410126,0.2922319769859314,0.39804592728614807,0.19438320398330688,0.26751431822776794,0.3279457688331604,0.30667605996131897,0.43899232149124146,0.17531755566596985,0.15244074165821075,0.21076419949531555
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
commission,0.22273972630500793,0.12900219857692719,0.23984691500663757,0.16934053599834442,0.24418850243091583,0.34298184514045715,0.09547366201877594,0.2072840929031372,0.24393263459205627,0.24674905836582184,0.16072538495063782,0.4362846910953522,0.16231559216976166
has,0.20338068902492523,0.3772575855255127,0.12939924001693726,0.30250290036201477,0.4177538752555847,0.1700625866651535,0.17295274138450623,0.3215855658054352,0.28288596868515015,0.3619994819164276,0.17641186714172363,0.15808652341365814,0.15994466841220856
a,0.3320399522781372,0.3289857804775238,0.20684704184532166,0.3016769587993622,0.5829201340675354,0.22951169312000275,0.24019409716129303,0.3399752974510193,0.4287874400615692,0.45503583550453186,0.19894953072071075,0.23395681381225586,0.23916715383529663
monopoly,0.20629850029945374,0.15356695652008057,0.21067948639392853,0.29774150252342224,0.21333852410316467,0.28159746527671814,0.14616306126117706,0.15133126080036163,0.18390849232673645,0.23530659079551697,0.12421835958957672,0.3304648697376251,0.1011270210146904
on,0.34226128458976746,0.3205535411834717,0.17646045982837677,0.17571617662906647,0.5107308030128479,0.2047569900751114,0.23738256096839905,0.32785001397132874,0.3120559751987457,0.41031414270401,0.13331516087055206,0.19267718493938446,0.2714994251728058
initiating,0.2366989403963089,0.23283067345619202,0.15700656175613403,0.24987691640853882,0.33843520283699036,0.22606931626796722,0.22252729535102844,0.347151517868042,0.2865302562713623,0.2895728051662445,0.25770801305770874,0.387620747089386,0.19326087832450867
legislation,0.26615777611732483,0.1935708224773407,0.2230103760957718,0.2007487267255783,0.2839483618736267,0.5930427312850952,0.14986777305603027,0.24020902812480927,0.1995367854833603,0.25758448243141174,0.2332492470741272,0.9999998807907104,0.21123437583446503
",",0.3087472915649414,0.35859420895576477,0.22888998687267303,0.2231246829032898,0.4933079481124878,0.25442883372306824,0.3043581247329712,0.3060276508331299,0.34503069519996643,0.44245919585227966,0.22301842272281647,0.221862331032753,0.31091248989105225
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
european,0.15324164927005768,0.19338899850845337,0.138741135597229,0.1109110563993454,0.3423081040382385,0.2812108099460602,0.08921132981777191,0.18028515577316284,0.3093690872192383,0.21011990308761597,0.07716355472803116,0.18848587572574615,0.14560863375663757
parliament,0.21650300920009613,0.1696552336215973,0.19218938052654266,0.18632540106773376,0.26521381735801697,1.0,0.09228720515966415,0.20825691521167755,0.19317375123500824,0.20290622115135193,0.17819027602672577,0.5930427312850952,0.1586504578590393
and,0.31309178471565247,0.4671151638031006,0.30740299820899963,0.33253467082977295,0.5171257257461548,0.26227831840515137,0.35260969400405884,0.3666759729385376,0.3167642652988434,0.48971283435821533,0.2433357536792755,0.2457927167415619,0.20544172823429108
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
council,0.16933071613311768,0.13451583683490753,0.19928213953971863,0.1322224736213684,0.2829204201698303,0.4229061007499695,0.12664206326007843,0.1953098475933075,0.18705759942531586,0.23829470574855804,0.06780358403921127,0.391418993473053,0.1160062924027443
of,0.33290785551071167,0.37726253271102905,0.2732889950275421,0.24322323501110077,0.733189046382904,0.2885259687900543,0.21881330013275146,0.3647414743900299,0.3536086082458496,0.41548454761505127,0.18302802741527557,0.3114430606365204,0.1826142966747284
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
european,0.15324164927005768,0.19338899850845337,0.138741135597229,0.1109110563993454,0.3423081040382385,0.2812108099460602,0.08921132981777191,0.18028515577316284,0.3093690872192383,0.21011990308761597,0.07716355472803116,0.18848587572574615,0.14560863375663757
union,0.1396910548210144,0.22333486378192902,0.20035745203495026,0.13293860852718353,0.24421639740467072,0.3262541890144348,0.07663293182849884,0.1379835307598114,0.17611145973205566,0.16926777362823486,0.1097104474902153,0.23797817528247833,0.07797172665596008
have,0.39808809757232666,0.4498785734176636,0.3680446147918701,0.4243750274181366,0.40389683842658997,0.16643136739730835,0.3391336500644684,0.2991202771663666,0.3030114769935608,0.4544740617275238,0.27289512753486633,0.23653626441955566,0.32991164922714233
powers,0.24108682572841644,0.17508095502853394,0.26466915011405945,0.18923044204711914,0.25233519077301025,0.3280940353870392,0.19590644538402557,0.18237057328224182,0.17506173253059387,0.26181724667549133,0.06537551432847977,0.35479438304901123,0.17269276082515717
of,0.33290785551071167,0.37726253271102905,0.2732889950275421,0.24322323501110077,0.733189046382904,0.2885259687900543,0.21881330013275146,0.3647414743900299,0.3536086082458496,0.41548454761505127,0.18302802741527557,0.3114430606365204,0.1826142966747284
amendment,0.20758824050426483,0.15162524580955505,0.16646017134189606,0.2187015563249588,0.276956170797348,0.4076329171657562,0.143393412232399,0.2310343086719513,0.22819440066814423,0.2683636546134949,0.2799103856086731,0.5815715193748474,0.24295969307422638
and,0.31309178471565247,0.4671151638031006,0.30740299820899963,0.33253467082977295,0.5171257257461548,0.26227831840515137,0.35260969400405884,0.3666759729385376,0.3167642652988434,0.48971283435821533,0.2433357536792755,0.2457927167415619,0.20544172823429108
veto,0.2663957476615906,0.18370908498764038,0.12449288368225098,0.26926034688949585,0.25482627749443054,0.4392077922821045,0.1938009411096573,0.19745227694511414,0.15750136971473694,0.2647951543331146,0.2780577838420868,0.5106863975524902,0.2314452826976776
during,0.24137552082538605,0.3126561641693115,0.18448501825332642,0.11629661172628403,0.4838213622570038,0.17098255455493927,0.17921537160873413,0.3816036581993103,0.45377472043037415,0.2828781306743622,0.1507839411497116,0.22447599470615387,0.1325719803571701
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
legislative,0.22232688963413239,0.20037773251533508,0.19329679012298584,0.173177570104599,0.27501925826072693,0.6651111245155334,0.1348232477903366,0.22385244071483612,0.24741989374160767,0.2195226103067398,0.20190668106079102,0.8590786457061768,0.1654243916273117
process,0.3466717302799225,0.17406471073627472,0.19749581813812256,0.26807907223701477,0.264274537563324,0.19003723561763763,0.18029877543449402,0.3398507833480835,0.23198917508125305,0.35462963581085205,0.19077757000923157,0.30774781107902527,0.2460896074771881
.,0.3567904531955719,0.3524959683418274,0.253254771232605,0.27722811698913574,0.5934505462646484,0.23747818171977997,0.3313661813735962,0.3174465596675873,0.4345304071903229,0.4645031690597534,0.1901644617319107,0.23787342011928558,0.4130953550338745
