,did,the,european,court,of,justice,rule,the,defendant,in,the,case,of,commission,v.,edith,cresson,broke,any,laws,?
cresson,0.11847192049026489,0.22851824760437012,0.1526571810245514,0.1303827464580536,0.1990176886320114,0.1109357625246048,0.07089485228061676,0.22851824760437012,0.14233501255512238,0.19941847026348114,0.22851824760437012,0.09576409310102463,0.1990176886320114,0.09715426713228226,-0.005686469376087189,0.2852872312068939,1.0,0.05757766589522362,0.06685537844896317,0.06543046236038208,0.1261337697505951
where,0.24159270524978638,0.5003893971443176,0.17414534091949463,0.23289473354816437,0.38066378235816956,0.10197398066520691,0.2516975700855255,0.5003893971443176,0.20263850688934326,0.5344807505607605,0.5003893971443176,0.3064614236354828,0.38066378235816956,0.1708904504776001,-0.04133244603872299,0.10521256923675537,0.07817250490188599,0.1948869377374649,0.3528640866279602,0.1628926396369934,0.24793872237205505
the,0.34736719727516174,1.0,0.3423081040382385,0.2812081575393677,0.733189046382904,0.23470892012119293,0.29894936084747314,1.0,0.22399772703647614,0.6662389636039734,1.0,0.31022098660469055,0.733189046382904,0.24418850243091583,-0.028345759958028793,0.17720913887023926,0.22851824760437012,0.3315005600452423,0.4525727927684784,0.2587076723575592,0.22068053483963013
european,0.2440035194158554,0.3423081040382385,0.9999998807907104,0.18487446010112762,0.2507138252258301,0.18444514274597168,0.10815529525279999,0.3423081040382385,0.13445530831813812,0.23319172859191895,0.3423081040382385,0.15781351923942566,0.2507138252258301,0.32984089851379395,-0.013315379619598389,0.061555102467536926,0.1526571810245514,0.1417974829673767,0.2373010665178299,0.21827232837677002,0.14560863375663757
court,0.23020441830158234,0.2812081575393677,0.18487446010112762,1.0,0.28835242986679077,0.5483176112174988,0.2673744857311249,0.2812081575393677,0.5179026126861572,0.2793687880039215,0.2812081575393677,0.4225234091281891,0.28835242986679077,0.36450091004371643,-0.15588265657424927,0.1801726520061493,0.1303827464580536,0.13770778477191925,0.20551563799381256,0.3871456980705261,0.17100423574447632
of,0.2513895630836487,0.733189046382904,0.2507138252258301,0.28835242986679077,1.0,0.2658293545246124,0.25175079703330994,0.733189046382904,0.17805923521518707,0.5696388483047485,0.733189046382904,0.24743439257144928,1.0,0.2698368728160858,-0.02588406391441822,0.19353748857975006,0.1990176886320114,0.23711064457893372,0.3769088089466095,0.2539142072200775,0.1826142966747284
justice,0.10621706396341324,0.23470892012119293,0.18444514274597168,0.5483176112174988,0.2658293545246124,1.0,0.1936732977628708,0.23470892012119293,0.39295631647109985,0.2678598463535309,0.23470892012119293,0.284448504447937,0.2658293545246124,0.3890712857246399,-0.08598250150680542,0.18796546757221222,0.1109357625246048,0.10942210257053375,0.17622171342372894,0.353615403175354,0.19269752502441406
held,0.18607917428016663,0.32185450196266174,0.2077031135559082,0.2663261592388153,0.28960686922073364,0.13507039844989777,0.160195454955101,0.32185450196266174,0.23221731185913086,0.3127288818359375,0.32185450196266174,0.1021638736128807,0.28960686922073364,0.22662730515003204,-0.01160431932657957,0.1845625638961792,0.12237416207790375,0.27660661935806274,0.16794443130493164,0.23721779882907867,0.14103956520557404
that,0.47518548369407654,0.5473989248275757,0.2049320936203003,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.3050867021083832,0.5473989248275757,0.388724148273468,0.435920387506485,0.5473989248275757,0.4129708409309387,0.41498205065727234,0.22035260498523712,0.015254751779139042,0.13497568666934967,0.13530220091342926,0.24724285304546356,0.5484943389892578,0.29808905720710754,0.32716336846351624
a,0.2552328109741211,0.5829201340675354,0.2254103124141693,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.2032480239868164,0.5829201340675354,0.30062028765678406,0.539380669593811,0.5829201340675354,0.3104211390018463,0.5052502155303955,0.18981990218162537,0.008213750086724758,0.1917346566915512,0.2552625238895416,0.20742449164390564,0.45031747221946716,0.1722979098558426,0.23916715383529663
commissioner,0.19308091700077057,0.25271227955818176,0.2403787225484848,0.4137251079082489,0.233353391289711,0.4685119688510895,0.1605544537305832,0.25271227955818176,0.30057746171951294,0.25561144948005676,0.25271227955818176,0.14637336134910583,0.233353391289711,0.7926402688026428,-0.056176669895648956,0.21972380578517914,0.14548808336257935,0.16199727356433868,0.1891733705997467,0.24789859354496002,0.1209191158413887
giving,0.24924245476722717,0.3626074492931366,0.12396242469549179,0.09297148883342743,0.3440891206264496,0.12686090171337128,0.18083062767982483,0.3626074492931366,0.22324822843074799,0.24607835710048676,0.3626074492931366,0.26861098408699036,0.3440891206264496,0.12238559126853943,0.006098960526287556,0.1132533997297287,0.09013303369283676,0.17610573768615723,0.33751630783081055,0.1634240299463272,0.2052922248840332
her,0.3056010603904724,0.354963481426239,0.1606682389974594,0.30810990929603577,0.27399197220802307,0.1823127716779709,0.1639821082353592,0.354963481426239,0.2990396320819855,0.30892789363861084,0.354963481426239,0.18610544502735138,0.27399197220802307,0.1403917819261551,-0.04888568073511124,0.3346738815307617,0.27064642310142517,0.22789832949638367,0.24499651789665222,0.18167252838611603,0.20310723781585693
dentist,0.14285404980182648,0.1331917941570282,0.033069055527448654,0.1273643672466278,0.11349116265773773,0.04252510517835617,0.008692506700754166,0.1331917941570282,0.2158413827419281,0.16362567245960236,0.1331917941570282,0.1484638750553131,0.11349116265773773,0.20788270235061646,-0.03958295285701752,0.24305212497711182,0.157344251871109,0.12283656746149063,0.14397285878658295,0.15483863651752472,0.13779200613498688
a,0.2552328109741211,0.5829201340675354,0.2254103124141693,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.2032480239868164,0.5829201340675354,0.30062028765678406,0.539380669593811,0.5829201340675354,0.3104211390018463,0.5052502155303955,0.18981990218162537,0.008213750086724758,0.1917346566915512,0.2552625238895416,0.20742449164390564,0.45031747221946716,0.1722979098558426,0.23916715383529663
job,0.3175053298473358,0.24242734909057617,0.1386372148990631,0.1943410038948059,0.2253132164478302,0.17923489212989807,0.10506714880466461,0.24242734909057617,0.286389023065567,0.2114088088274002,0.24242734909057617,0.15620261430740356,0.2253132164478302,0.2752901613712311,0.08334546536207199,0.18849650025367737,0.1224287897348404,0.12799592316150665,0.24111181497573853,0.2525588274002075,0.22160480916500092
",",0.3015086054801941,0.4933079481124878,0.19684812426567078,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.24230371415615082,0.4933079481124878,0.22426427900791168,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.4946078956127167,0.19528092443943024,0.011836257763206959,0.2676926553249359,0.29476436972618103,0.2557729482650757,0.3237466514110565,0.26751992106437683,0.31091248989105225
for,0.318512886762619,0.4739971458911896,0.2838500738143921,0.21894486248493195,0.4185989499092102,0.22499679028987885,0.19033655524253845,0.4739971458911896,0.28394728899002075,0.4322226941585541,0.4739971458911896,0.30355575680732727,0.4185989499092102,0.23846951127052307,0.00569364707916975,0.07151626795530319,0.1615096777677536,0.20526406168937683,0.3944643437862396,0.22385212779045105,0.264628142118454
which,0.2750149369239807,0.6521818041801453,0.2234036773443222,0.19263212382793427,0.5011631846427917,0.16124017536640167,0.2832747995853424,0.6521818041801453,0.24358245730400085,0.4840516746044159,0.6521818041801453,0.33281663060188293,0.5011631846427917,0.25648555159568787,-0.012711664661765099,0.0821855440735817,0.13050410151481628,0.23724478483200073,0.5186169743537903,0.271426796913147,0.25814583897590637
he,0.3292143940925598,0.4571082592010498,0.22707630693912506,0.3171530067920685,0.38706058263778687,0.25223541259765625,0.26286187767982483,0.4571082592010498,0.3147924244403839,0.41690486669540405,0.4571082592010498,0.16707688570022583,0.38706058263778687,0.24690036475658417,0.021184822544455528,0.23773662745952606,0.2098248451948166,0.2648119330406189,0.24951131641864777,0.24976596236228943,0.2089974731206894
was,0.41399896144866943,0.48711544275283813,0.22463937103748322,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.19895824790000916,0.48711544275283813,0.2212291806936264,0.45514053106307983,0.48711544275283813,0.18986068665981293,0.4069072902202606,0.28741392493247986,0.00570128345862031,0.2852402925491333,0.19968292117118835,0.40025556087493896,0.22746296226978302,0.21506984531879425,0.18412111699581146
clearly,0.291103720664978,0.37195420265197754,0.12087798863649368,0.21249841153621674,0.2792348265647888,0.2197801023721695,0.2611580491065979,0.37195420265197754,0.3952080309391022,0.2390805333852768,0.37195420265197754,0.3223169445991516,0.2792348265647888,0.27096644043922424,-0.07050364464521408,0.11680520325899124,0.1701812893152237,0.14622528851032257,0.47361403703689575,0.27652260661125183,0.40760257840156555
unqualified,0.35828593373298645,0.28626570105552673,0.2393079400062561,0.23353037238121033,0.1966622769832611,0.20873750746250153,0.2247583121061325,0.28626570105552673,0.3837265968322754,0.22545205056667328,0.28626570105552673,0.37805482745170593,0.1966622769832611,0.22551877796649933,-0.02929333783686161,0.2188660353422165,0.1126663014292717,0.03643999248743057,0.3396152853965759,0.2223527729511261,0.2545522451400757
",",0.3015086054801941,0.4933079481124878,0.19684812426567078,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.24230371415615082,0.4933079481124878,0.22426427900791168,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.4946078956127167,0.19528092443943024,0.011836257763206959,0.2676926553249359,0.29476436972618103,0.2557729482650757,0.3237466514110565,0.26751992106437683,0.31091248989105225
did,1.0,0.34736719727516174,0.2440035194158554,0.23020441830158234,0.2513895630836487,0.10621706396341324,0.2618204951286316,0.34736719727516174,0.2552923858165741,0.2593238651752472,0.34736719727516174,0.21228672564029694,0.2513895630836487,0.18697425723075867,0.03231963515281677,0.18964031338691711,0.11847192049026489,0.29830706119537354,0.37563082575798035,0.2617504894733429,0.3023456633090973
in,0.2593238651752472,0.6662389636039734,0.23319172859191895,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.2128441035747528,0.6662389636039734,0.2115166187286377,1.0,0.6662389636039734,0.2190418541431427,0.5696388483047485,0.21326816082000732,-0.03806581720709801,0.18794694542884827,0.19941847026348114,0.2562587857246399,0.3135753571987152,0.2591988444328308,0.20430970191955566
fact,0.30747947096824646,0.32878658175468445,0.13022957742214203,0.20458441972732544,0.3007645010948181,0.11302443593740463,0.23178593814373016,0.32878658175468445,0.2569575607776642,0.25253036618232727,0.32878658175468445,0.3670404553413391,0.3007645010948181,0.15592481195926666,0.07811778783798218,0.12708956003189087,0.06807214766740799,0.1546104997396469,0.4265803098678589,0.20309607684612274,0.2798655927181244
not,0.6481515765190125,0.4310511648654938,0.20631356537342072,0.21835780143737793,0.3307090103626251,0.12427773326635361,0.2750202715396881,0.4310511648654938,0.35668477416038513,0.3403114080429077,0.4310511648654938,0.3788454234600067,0.3307090103626251,0.21429981291294098,0.012515976093709469,0.17608635127544403,0.03125828132033348,0.1731307953596115,0.5995424389839172,0.2995064854621887,0.41942933201789856
break,0.26556721329689026,0.28229501843452454,0.11206422746181488,0.14466682076454163,0.14277319610118866,0.09366600960493088,0.2723589837551117,0.28229501843452454,0.18915309011936188,0.17133235931396484,0.28229501843452454,0.21450680494308472,0.14277319610118866,0.10277775675058365,-0.05461040139198303,0.10690931975841522,0.09932020306587219,0.5827710032463074,0.3200642168521881,0.19763275980949402,0.19753244519233704
any,0.37563082575798035,0.4525727927684784,0.2373010665178299,0.20551563799381256,0.3769088089466095,0.17622171342372894,0.24657821655273438,0.4525727927684784,0.3969714045524597,0.3135753571987152,0.4525727927684784,0.4125841557979584,0.3769088089466095,0.23308111727237701,0.04299917817115784,0.11393662542104721,0.06685537844896317,0.19818316400051117,1.0,0.27209171652793884,0.4113408327102661
law,0.2238171398639679,0.24548950791358948,0.17164482176303864,0.413828045129776,0.2816956341266632,0.357088178396225,0.3412541449069977,0.24548950791358948,0.3522895872592926,0.24850773811340332,0.24548950791358948,0.3231390416622162,0.2816956341266632,0.3065055310726166,-0.08402301371097565,0.20934878289699554,0.07455365359783173,0.1488417685031891,0.22835305333137512,0.6853237152099609,0.1528988480567932
.,0.35288307070732117,0.5934505462646484,0.2095622420310974,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.2436654418706894,0.5934505462646484,0.19853325188159943,0.5591574311256409,0.5934505462646484,0.32712292671203613,0.5352458953857422,0.20309296250343323,-0.006057249382138252,0.25788038969039917,0.2303096204996109,0.22951766848564148,0.39295488595962524,0.2222834676504135,0.4130953550338745
