,which,running,back,did,the,panthers,waive,?
benjamin,0.1817704141139984,0.16809289157390594,0.16282713413238525,0.1405869424343109,0.2507040798664093,0.16550496220588684,0.17572474479675293,0.20336422324180603
to,0.5345056653022766,0.23381315171718597,0.4675939381122589,0.4452643394470215,0.535392165184021,0.2185782641172409,0.3786109685897827,0.29463258385658264
a,0.56894451379776,0.30176547169685364,0.31908270716667175,0.2552328109741211,0.5829201340675354,0.2255268394947052,0.25551360845565796,0.23916715383529663
torn,0.23811250925064087,0.270994633436203,0.2605397403240204,0.18315857648849487,0.270181804895401,0.2421046644449234,0.24208420515060425,0.13564015924930573
acl,0.27066105604171753,0.14905574917793274,0.20832140743732452,0.12015141546726227,0.23845629394054413,0.34984248876571655,0.22421598434448242,0.14736860990524292
in,0.4840516746044159,0.2874506413936615,0.25397348403930664,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.2109004110097885,0.20430970191955566
the,0.6521818041801453,0.28883472084999084,0.3612101674079895,0.34736719727516174,1.0,0.2602776288986206,0.26483625173568726,0.22068053483963013
preseason,0.2840823233127594,0.2910609841346741,0.275911420583725,0.2524903416633606,0.32348138093948364,0.5198215246200562,0.3360016644001007,0.13884200155735016
",",0.3658004403114319,0.24165967106819153,0.3066370487213135,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.213939368724823,0.31091248989105225
the,0.6521818041801453,0.28883472084999084,0.3612101674079895,0.34736719727516174,1.0,0.2602776288986206,0.26483625173568726,0.22068053483963013
carolina,0.16939401626586914,0.12100528925657272,0.15576092898845673,0.18489903211593628,0.24749229848384857,0.4154948592185974,0.25398412346839905,0.11847445368766785
panthers,0.2003214955329895,0.1742893010377884,0.24408011138439178,0.189295694231987,0.2602776288986206,0.9999999403953552,0.3921287953853607,0.16608978807926178
had,0.3188965916633606,0.21985846757888794,0.3374921381473541,0.540525496006012,0.3875846862792969,0.1570805162191391,0.28389886021614075,0.20728366076946259
their,0.4582767188549042,0.23772038519382477,0.3270964026451111,0.38078752160072327,0.516537070274353,0.20130555331707,0.3033013641834259,0.1898253709077835
best,0.21743349730968475,0.20971718430519104,0.2097540646791458,0.25550925731658936,0.3134109377861023,0.1958107054233551,0.15759024024009705,0.2799045741558075
regular,0.35800397396087646,0.2074413299560547,0.20954503118991852,0.26963475346565247,0.3214086890220642,0.2117871195077896,0.2626904547214508,0.18334713578224182
season,0.20103639364242554,0.1752285361289978,0.16828195750713348,0.19368280470371246,0.2507155239582062,0.3867887854576111,0.24967209994792938,0.16793298721313477
in,0.4840516746044159,0.2874506413936615,0.25397348403930664,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.2109004110097885,0.20430970191955566
franchise,0.25914502143859863,0.26646101474761963,0.14760816097259521,0.1293107569217682,0.30872398614883423,0.3353862166404724,0.20965580642223358,0.13445523381233215
history,0.2426081746816635,0.15590925514698029,0.23530350625514984,0.24950987100601196,0.33215048909187317,0.15208889544010162,0.17510607838630676,0.2501974403858185
",",0.3658004403114319,0.24165967106819153,0.3066370487213135,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.213939368724823,0.31091248989105225
becoming,0.25386714935302734,0.2896704375743866,0.1651652455329895,0.26583778858184814,0.333665668964386,0.182475283741951,0.2859067916870117,0.17354105412960052
the,0.6521818041801453,0.28883472084999084,0.3612101674079895,0.34736719727516174,1.0,0.2602776288986206,0.26483625173568726,0.22068053483963013
seventh,0.22439445555210114,0.12326572090387344,0.18282388150691986,0.15575523674488068,0.36732497811317444,0.23150372505187988,0.20340180397033691,0.10981480032205582
team,0.17144864797592163,0.1671857237815857,0.23621436953544617,0.1497787982225418,0.22564226388931274,0.333659291267395,0.18038702011108398,0.11243411153554916
to,0.5345056653022766,0.23381315171718597,0.4675939381122589,0.4452643394470215,0.535392165184021,0.2185782641172409,0.3786109685897827,0.29463258385658264
win,0.16484159231185913,0.2547595798969269,0.23807843029499054,0.303374707698822,0.28308698534965515,0.2894786596298218,0.2538551092147827,0.1873117983341217
at,0.3286694884300232,0.22305940091609955,0.2632777690887451,0.28390252590179443,0.457212895154953,0.21283596754074097,0.1517648994922638,0.21978627145290375
least,0.38271406292915344,0.1869964599609375,0.23181816935539246,0.2185145616531372,0.3428877890110016,0.17517921328544617,0.2284006029367447,0.28866854310035706
15,-0.08059433102607727,0.050585754215717316,0.048292793333530426,0.03605250269174576,-0.011810222640633583,0.16927485167980194,0.05758792534470558,-0.010706285014748573
regular,0.35800397396087646,0.2074413299560547,0.20954503118991852,0.26963475346565247,0.3214086890220642,0.2117871195077896,0.2626904547214508,0.18334713578224182
season,0.20103639364242554,0.1752285361289978,0.16828195750713348,0.19368280470371246,0.2507155239582062,0.3867887854576111,0.24967209994792938,0.16793298721313477
games,0.2158995121717453,0.20172636210918427,0.1759859025478363,0.18056219816207886,0.2676136791706085,0.38664546608924866,0.2590591013431549,0.1360001415014267
since,0.3523256182670593,0.2255501002073288,0.31183943152427673,0.27613121271133423,0.4054957628250122,0.12518474459648132,0.2228551059961319,0.2876587212085724
the,0.6521818041801453,0.28883472084999084,0.3612101674079895,0.34736719727516174,1.0,0.2602776288986206,0.26483625173568726,0.22068053483963013
league,0.22541923820972443,0.1772279441356659,0.17276912927627563,0.17557655274868011,0.2724147439002991,0.38784167170524597,0.3020053803920746,0.15941482782363892
expanded,0.2827520966529846,0.1567518413066864,0.24863728880882263,0.20851697027683258,0.3258892893791199,0.130808487534523,0.18669065833091736,0.2124357968568802
to,0.5345056653022766,0.23381315171718597,0.4675939381122589,0.4452643394470215,0.535392165184021,0.2185782641172409,0.3786109685897827,0.29463258385658264
a,0.56894451379776,0.30176547169685364,0.31908270716667175,0.2552328109741211,0.5829201340675354,0.2255268394947052,0.25551360845565796,0.23916715383529663
16-game,0.2934814691543579,0.24692150950431824,0.26177874207496643,0.2209806740283966,0.3390442430973053,0.29366227984428406,0.2626578211784363,0.26639387011528015
schedule,0.2934156060218811,0.2911846935749054,0.17476774752140045,0.2402072250843048,0.21986375749111176,0.20437495410442352,0.25489991903305054,0.16743622720241547
in,0.4840516746044159,0.2874506413936615,0.25397348403930664,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.2109004110097885,0.20430970191955566
1978,0.0774756446480751,-0.03688376024365425,-0.0005045529687777162,0.043191809207201004,0.1314823180437088,-0.01030989084392786,-0.10813823342323303,0.06364871561527252
.,0.45942068099975586,0.27780240774154663,0.3154444992542267,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.22720599174499512,0.4130953550338745
