,how,many,of,jacksonville,'s,city,residents,are,younger,than,18,?
64,-0.040643900632858276,-0.08676277846097946,-0.017702005803585052,0.2473241686820984,0.03977207466959953,0.025011634454131126,-0.033328816294670105,-0.007627522107213736,0.09316032379865646,-0.03300722315907478,0.01876930519938469,0.12340229004621506
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.2837527096271515,-0.0016132977325469255,0.35839709639549255,0.2648939788341522,0.4062570035457611,0.24365073442459106,0.3371901512145996,-0.03270421177148819,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.5116966962814331,0.2603762745857239,0.06895173341035843,0.2827445864677429,0.3165581226348877,0.48576638102531433,0.2894951105117798,0.39361441135406494,-0.07680561393499374,0.20544172823429108
10.9,-0.1356796771287918,0.08303258568048477,0.23428286612033844,0.24018961191177368,0.07016857713460922,0.2994771897792816,0.13099873065948486,-0.004845906049013138,-0.009476752020418644,-0.01291562058031559,0.014350814744830132,-0.05737094581127167
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.14513275027275085,0.031266406178474426,0.1702996790409088,0.33293676376342773,0.21077655255794525,0.09493884444236755,0.3115805387496948,-0.019343817606568336,0.21441808342933655
who,0.4070430099964142,0.4149286150932312,0.2827862501144409,0.18528231978416443,0.05599616840481758,0.21073515713214874,0.29793938994407654,0.27294138073921204,0.42752861976623535,0.24983921647071838,0.013901916332542896,0.26220351457595825
were,0.2082374095916748,0.4804460406303406,0.34038281440734863,0.20713816583156586,0.007088581565767527,0.20383071899414062,0.3149697780609131,0.6489362716674805,0.20683246850967407,0.2885614037513733,-0.09013911336660385,0.17890112102031708
65,0.0666043683886528,0.045455966144800186,0.16624827682971954,0.068269282579422,0.0035722204484045506,0.06465298682451248,-0.0007928310078568757,-0.07196114957332611,0.15917478501796722,0.053805962204933167,0.009627250023186207,0.1632431149482727
years,0.21949264407157898,0.2731519937515259,0.2904134690761566,0.2367369830608368,0.05563735216856003,0.17960485816001892,0.22829501330852509,0.17491404712200165,0.2861787974834442,0.2976750135421753,-0.02496732957661152,0.1914375126361847
of,0.2480744868516922,0.37253960967063904,1.0,0.23084138333797455,-0.03817026689648628,0.32503411173820496,0.28795862197875977,0.39081433415412903,0.23100069165229797,0.33036211133003235,-0.09725122153759003,0.1826142966747284
age,0.17137715220451355,0.17488515377044678,0.2372717410326004,0.18874578177928925,0.004176773596554995,0.2137559950351715,0.21350650489330292,0.1542336493730545,0.313088983297348,0.16086430847644806,-0.027373259887099266,0.16859300434589386
or,0.3378981947898865,0.36905089020729065,0.3792596757411957,0.16453376412391663,0.06871571391820908,0.129682257771492,0.27846914529800415,0.5374364256858826,0.1400587260723114,0.5002588033676147,-0.09638527780771255,0.32389625906944275
older,0.18018986284732819,0.2834404706954956,0.23717735707759857,0.17896129190921783,0.026184899732470512,0.10600599646568298,0.14772149920463562,0.2168419063091278,0.6406369209289551,0.35258033871650696,-0.020833542570471764,0.1524270623922348
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.2843366861343384,-0.003708066651597619,0.29856356978416443,0.2494935691356659,0.3452940285205841,0.20630936324596405,0.3594527542591095,-0.05821654945611954,0.4130953550338745
