,if,polynomial,time,can,be,utilized,within,an,np-complete,problem,",",what,does,the,imply,p,is,equal,to,?
c,0.1479276418685913,0.22251537442207336,0.10889210551977158,0.17217868566513062,0.1635768711566925,0.1298602968454361,0.0694631040096283,0.17012786865234375,0.14167575538158417,0.1311071813106537,0.2580876350402832,0.13697408139705658,0.12143991142511368,0.17891426384449005,0.052734632045030594,0.23143596947193146,0.21502047777175903,0.15664075314998627,0.1638970822095871,0.14264722168445587
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
then,0.5936081409454346,0.27276620268821716,0.3735695481300354,0.3455607295036316,0.38089728355407715,0.16867871582508087,0.2623963952064514,0.18823587894439697,0.2559524178504944,0.27799543738365173,0.36768391728401184,0.4072686731815338,0.2951544523239136,0.4297412931919098,0.22051693499088287,0.21893106400966644,0.24618037045001984,0.24566176533699036,0.5203860402107239,0.2884598970413208
x,0.2319261133670807,0.3630049526691437,0.1682448536157608,0.22120405733585358,0.22865693271160126,0.12550045549869537,0.09167823195457458,0.20501652359962463,0.16365736722946167,0.17171038687229156,0.2696380019187927,0.13783220946788788,0.15616215765476227,0.20980626344680786,0.13463589549064636,0.19367241859436035,0.1738782823085785,0.24359041452407837,0.21431612968444824,0.23304535448551178
is,0.30927813053131104,0.2560946047306061,0.25187405943870544,0.44256699085235596,0.4819129705429077,0.15972350537776947,0.30135563015937805,0.4654068350791931,0.22069956362247467,0.23238427937030792,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.27931728959083557,0.11757151037454605,1.0,0.20287640392780304,0.42745086550712585,0.22961433231830597
said,0.3028488755226135,0.21890196204185486,0.32704782485961914,0.24297991394996643,0.34202221035957336,0.2082451581954956,0.07530282437801361,0.2662426233291626,0.18126368522644043,0.28390052914619446,0.34496036171913147,0.3951668441295624,0.27921462059020996,0.3024602234363556,0.34044188261032104,0.13538411259651184,0.2595660388469696,0.24566034972667694,0.34274402260780334,0.28991883993148804
to,0.4559597074985504,0.22792209684848785,0.3679993152618408,0.4979398250579834,0.4972836375236511,0.24184632301330566,0.34980177879333496,0.3138085603713989,0.24762758612632751,0.2502208352088928,0.44245919585227966,0.455847829580307,0.4391997456550598,0.535392165184021,0.2855857014656067,0.14269764721393585,0.42745086550712585,0.28325995802879333,1.0,0.29463258385658264
be,0.5628611445426941,0.3050982654094696,0.3473503291606903,0.5791122913360596,1.0,0.315951406955719,0.29054832458496094,0.33041056990623474,0.2608036994934082,0.347878634929657,0.39254459738731384,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.32891517877578735,0.12313798069953918,0.4819129705429077,0.3166142404079437,0.4972836375236511,0.3324260413646698
complete,0.26859959959983826,0.3317674696445465,0.2867654263973236,0.20660987496376038,0.22863243520259857,0.26615604758262634,0.19868867099285126,0.2157072126865387,0.9474932551383972,0.27093052864074707,0.23945219814777374,0.29213884472846985,0.22842764854431152,0.277624249458313,0.2853460907936096,0.18908414244651794,0.2201630026102066,0.1817307323217392,0.26479288935661316,0.11962060630321503
for,0.3609124422073364,0.21961666643619537,0.3992156386375427,0.35690054297447205,0.3801851272583008,0.2841069996356964,0.3087334632873535,0.3236706852912903,0.2447579801082611,0.2661307752132416,0.4464869201183319,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.23621124029159546,0.13376198709011078,0.43268078565597534,0.24821323156356812,0.4451248347759247,0.264628142118454
c.,0.07790124416351318,-0.00559499766677618,-0.11579444259405136,0.08414603769779205,0.020387914031744003,0.025028733536601067,-0.10750775784254074,-0.04661460220813751,-0.05295073986053467,0.1528458297252655,-0.16526339948177338,0.03813721984624863,0.007871043868362904,-0.23451577126979828,0.026608025655150414,-0.10377486050128937,-0.12003367394208908,-0.07144566625356674,-0.015615013428032398,0.019047532230615616
this,0.48231831192970276,0.2959214150905609,0.43249568343162537,0.4006461203098297,0.566177248954773,0.2632894217967987,0.3226017355918884,0.41881775856018066,0.4156428575515747,0.3937966227531433,0.4316047728061676,0.5489566326141357,0.4166489243507385,0.6274310946464539,0.3257962763309479,0.1763012558221817,0.480927973985672,0.3286439776420593,0.5759071707725525,0.3155723512172699
means,0.34415021538734436,0.3545081615447998,0.259402871131897,0.40289559960365295,0.33581557869911194,0.2184550017118454,0.19755694270133972,0.256989985704422,0.14791591465473175,0.25277477502822876,0.24041147530078888,0.2553325295448303,0.3901011645793915,0.32225894927978516,0.36483025550842285,0.07523566484451294,0.4087343215942383,0.30182576179504395,0.2301892638206482,0.21233566105365753
that,0.5634250640869141,0.33595728874206543,0.388528436422348,0.4522190988063812,0.6036020517349243,0.31438371539115906,0.33798906207084656,0.365763783454895,0.316537469625473,0.4416671693325043,0.4137537479400635,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.4261035621166229,0.15546166896820068,0.3995479643344879,0.32840782403945923,0.5436353087425232,0.32716336846351624
x,0.2319261133670807,0.3630049526691437,0.1682448536157608,0.22120405733585358,0.22865693271160126,0.12550045549869537,0.09167823195457458,0.20501652359962463,0.16365736722946167,0.17171038687229156,0.2696380019187927,0.13783220946788788,0.15616215765476227,0.20980626344680786,0.13463589549064636,0.19367241859436035,0.1738782823085785,0.24359041452407837,0.21431612968444824,0.23304535448551178
is,0.30927813053131104,0.2560946047306061,0.25187405943870544,0.44256699085235596,0.4819129705429077,0.15972350537776947,0.30135563015937805,0.4654068350791931,0.22069956362247467,0.23238427937030792,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.27931728959083557,0.11757151037454605,1.0,0.20287640392780304,0.42745086550712585,0.22961433231830597
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
hardest,0.2375037670135498,0.2880399227142334,0.28823840618133545,0.3099851906299591,0.24873636662960052,0.15572762489318848,0.10648876428604126,0.13642793893814087,0.24770085513591766,0.33016490936279297,0.2620904743671417,0.23344874382019043,0.18711170554161072,0.3041238486766815,0.0829380601644516,0.10973906517028809,0.3021050691604614,0.19440846145153046,0.31785935163497925,0.15854047238826752
problem,0.43518564105033875,0.4493931233882904,0.3373833894729614,0.36370179057121277,0.347878634929657,0.2306368052959442,0.12321300059556961,0.21292734146118164,0.2782294750213623,1.0,0.23938199877738953,0.42183366417884827,0.27746546268463135,0.24928659200668335,0.35518524050712585,0.1706637293100357,0.23238427937030792,0.27135205268859863,0.2502208352088928,0.3762950301170349
in,0.2589588761329651,0.1631830483675003,0.3431483507156372,0.26527702808380127,0.3481820821762085,0.21513785421848297,0.40576374530792236,0.2605783939361572,0.22477759420871735,0.16969570517539978,0.5201468467712402,0.30808621644973755,0.214483380317688,0.6662389636039734,0.11365438252687454,0.10853569954633713,0.5394441485404968,0.12870801985263824,0.45010748505592346,0.20430970191955566
c.,0.07790124416351318,-0.00559499766677618,-0.11579444259405136,0.08414603769779205,0.020387914031744003,0.025028733536601067,-0.10750775784254074,-0.04661460220813751,-0.05295073986053467,0.1528458297252655,-0.16526339948177338,0.03813721984624863,0.007871043868362904,-0.23451577126979828,0.026608025655150414,-0.10377486050128937,-0.12003367394208908,-0.07144566625356674,-0.015615013428032398,0.019047532230615616
(,0.26899856328964233,0.1903659999370575,0.28391751646995544,0.22726960480213165,0.2349044382572174,0.12105542421340942,0.21063244342803955,0.286407470703125,0.2087203562259674,0.1944350153207779,0.6363511681556702,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.18388886749744415,0.28021711111068726,0.35393038392066956,0.20419003069400787,0.30882009863853455,0.40561532974243164
since,0.35294103622436523,0.17744895815849304,0.4138842225074768,0.24201272428035736,0.3591734766960144,0.17945779860019684,0.24374863505363464,0.19151140749454498,0.19233843684196472,0.2826496660709381,0.3991432189941406,0.29783400893211365,0.23816218972206116,0.4054957628250122,0.25810328125953674,0.12848231196403503,0.3567592203617096,0.1849263459444046,0.3733763098716736,0.2876587212085724
many,0.2803558111190796,0.2155458927154541,0.3523001968860626,0.4275496006011963,0.3961109519004822,0.26725873351097107,0.2613624930381775,0.2465583086013794,0.14334391057491302,0.2891656458377838,0.40610817074775696,0.36131182312965393,0.30303922295570374,0.4335206151008606,0.19499970972537994,0.10583154857158661,0.2649032473564148,0.223395437002182,0.40243685245513916,0.2124512493610382
problems,0.3437747657299042,0.34839773178100586,0.2643886208534241,0.326987624168396,0.2817195653915405,0.16563379764556885,0.15260569751262665,0.1804785281419754,0.21938736736774445,0.7913808822631836,0.2596952021121979,0.3306994140148163,0.24798686802387238,0.2659202516078949,0.2707442045211792,0.1230422630906105,0.16985496878623962,0.19165484607219696,0.28989166021347046,0.2638136148452759
could,0.5034732818603516,0.2703500986099243,0.31976425647735596,0.6550644040107727,0.4791525900363922,0.32257911562919617,0.268024742603302,0.24300263822078705,0.21134886145591736,0.3574857711791992,0.27399855852127075,0.4188697934150696,0.46317359805107117,0.35393214225769043,0.32263222336769104,0.11568966507911682,0.2763098180294037,0.27442336082458496,0.5461788773536682,0.3411986827850342
be,0.5628611445426941,0.3050982654094696,0.3473503291606903,0.5791122913360596,1.0,0.315951406955719,0.29054832458496094,0.33041056990623474,0.2608036994934082,0.347878634929657,0.39254459738731384,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.32891517877578735,0.12313798069953918,0.4819129705429077,0.3166142404079437,0.4972836375236511,0.3324260413646698
equally,0.4374169111251831,0.361593097448349,0.2875891923904419,0.3337024450302124,0.4442092776298523,0.28267255425453186,0.2045728862285614,0.1791105568408966,0.20881877839565277,0.2781655788421631,0.223611980676651,0.3545299768447876,0.26817193627357483,0.25614944100379944,0.33744892477989197,0.1681811809539795,0.2864139676094055,0.6756974458694458,0.3164912164211273,0.22503766417503357
hard,0.30554935336112976,0.24230439960956573,0.30400705337524414,0.3911363482475281,0.3036598861217499,0.23490473628044128,0.1668631136417389,0.1891300082206726,0.2056291252374649,0.3147989511489868,0.2742401659488678,0.3417404592037201,0.28054189682006836,0.25233224034309387,0.15230029821395874,0.10038067400455475,0.25768035650253296,0.20543330907821655,0.31646713614463806,0.1823338270187378
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
one,0.37931159138679504,0.3457917869091034,0.4878559708595276,0.34032124280929565,0.4154875874519348,0.27942541241645813,0.30873414874076843,0.2829729914665222,0.31543397903442383,0.36451512575149536,0.3696635365486145,0.376489520072937,0.2924913763999939,0.5514441132545471,0.2985374927520752,0.2361234873533249,0.4544198513031006,0.30927738547325134,0.4025384783744812,0.2673267424106598
might,0.5989389419555664,0.31533312797546387,0.29128819704055786,0.6426551342010498,0.5260229706764221,0.2926858365535736,0.288436621427536,0.2780051529407501,0.22543154656887054,0.36350584030151367,0.2533247768878937,0.4838182032108307,0.5294355750083923,0.32504433393478394,0.359145849943161,0.15250475704669952,0.37027186155319214,0.24092410504817963,0.5153919458389282,0.41058459877967834
say,0.46269670128822327,0.33725184202194214,0.3258092701435089,0.36452728509902954,0.4455845355987549,0.19101032614707947,0.1797385960817337,0.2514885663986206,0.18955068290233612,0.36722978949546814,0.35129812359809875,0.5386801958084106,0.39987829327583313,0.3200206458568573,0.4184834957122803,0.11303232610225677,0.3160853683948517,0.294390469789505,0.38071900606155396,0.4357808530330658
that,0.5634250640869141,0.33595728874206543,0.388528436422348,0.4522190988063812,0.6036020517349243,0.31438371539115906,0.33798906207084656,0.365763783454895,0.316537469625473,0.4416671693325043,0.4137537479400635,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.4261035621166229,0.15546166896820068,0.3995479643344879,0.32840782403945923,0.5436353087425232,0.32716336846351624
x,0.2319261133670807,0.3630049526691437,0.1682448536157608,0.22120405733585358,0.22865693271160126,0.12550045549869537,0.09167823195457458,0.20501652359962463,0.16365736722946167,0.17171038687229156,0.2696380019187927,0.13783220946788788,0.15616215765476227,0.20980626344680786,0.13463589549064636,0.19367241859436035,0.1738782823085785,0.24359041452407837,0.21431612968444824,0.23304535448551178
is,0.30927813053131104,0.2560946047306061,0.25187405943870544,0.44256699085235596,0.4819129705429077,0.15972350537776947,0.30135563015937805,0.4654068350791931,0.22069956362247467,0.23238427937030792,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.27931728959083557,0.11757151037454605,1.0,0.20287640392780304,0.42745086550712585,0.22961433231830597
one,0.37931159138679504,0.3457917869091034,0.4878559708595276,0.34032124280929565,0.4154875874519348,0.27942541241645813,0.30873414874076843,0.2829729914665222,0.31543397903442383,0.36451512575149536,0.3696635365486145,0.376489520072937,0.2924913763999939,0.5514441132545471,0.2985374927520752,0.2361234873533249,0.4544198513031006,0.30927738547325134,0.4025384783744812,0.2673267424106598
of,0.2557544410228729,0.23810522258281708,0.35127586126327515,0.2603091299533844,0.33904364705085754,0.22926494479179382,0.39594778418540955,0.32280945777893066,0.2697024643421173,0.20464475452899933,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.733189046382904,0.19065549969673157,0.18174134194850922,0.4854315221309662,0.2787107825279236,0.41548454761505127,0.1826142966747284
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
hardest,0.2375037670135498,0.2880399227142334,0.28823840618133545,0.3099851906299591,0.24873636662960052,0.15572762489318848,0.10648876428604126,0.13642793893814087,0.24770085513591766,0.33016490936279297,0.2620904743671417,0.23344874382019043,0.18711170554161072,0.3041238486766815,0.0829380601644516,0.10973906517028809,0.3021050691604614,0.19440846145153046,0.31785935163497925,0.15854047238826752
problems,0.3437747657299042,0.34839773178100586,0.2643886208534241,0.326987624168396,0.2817195653915405,0.16563379764556885,0.15260569751262665,0.1804785281419754,0.21938736736774445,0.7913808822631836,0.2596952021121979,0.3306994140148163,0.24798686802387238,0.2659202516078949,0.2707442045211792,0.1230422630906105,0.16985496878623962,0.19165484607219696,0.28989166021347046,0.2638136148452759
in,0.2589588761329651,0.1631830483675003,0.3431483507156372,0.26527702808380127,0.3481820821762085,0.21513785421848297,0.40576374530792236,0.2605783939361572,0.22477759420871735,0.16969570517539978,0.5201468467712402,0.30808621644973755,0.214483380317688,0.6662389636039734,0.11365438252687454,0.10853569954633713,0.5394441485404968,0.12870801985263824,0.45010748505592346,0.20430970191955566
c.,0.07790124416351318,-0.00559499766677618,-0.11579444259405136,0.08414603769779205,0.020387914031744003,0.025028733536601067,-0.10750775784254074,-0.04661460220813751,-0.05295073986053467,0.1528458297252655,-0.16526339948177338,0.03813721984624863,0.007871043868362904,-0.23451577126979828,0.026608025655150414,-0.10377486050128937,-0.12003367394208908,-0.07144566625356674,-0.015615013428032398,0.019047532230615616
),0.2878422141075134,0.20558486878871918,0.2857224941253662,0.23216170072555542,0.24578070640563965,0.1090286523103714,0.2227933555841446,0.2873353958129883,0.2216828614473343,0.20261481404304504,0.63033527135849,0.26259949803352356,0.2575884759426117,0.3456730246543884,0.1783742606639862,0.26532381772994995,0.37732169032096863,0.2060772031545639,0.31236231327056885,0.42300865054130554
thus,0.37342318892478943,0.2611994445323944,0.31325986981391907,0.2665204703807831,0.37298357486724854,0.3059462010860443,0.39213821291923523,0.22287912666797638,0.25710755586624146,0.29912880063056946,0.3071325421333313,0.30745524168014526,0.30094778537750244,0.4036877751350403,0.40221020579338074,0.14682155847549438,0.244685098528862,0.27308157086372375,0.42383262515068054,0.18769288063049316
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
class,0.19012384116649628,0.18078762292861938,0.13982057571411133,0.14804822206497192,0.1970098316669464,0.20561298727989197,0.17449864745140076,0.16298675537109375,0.19734898209571838,0.19669321179389954,0.1753857135772705,0.16880196332931519,0.11460405588150024,0.18034407496452332,0.11819721013307571,0.1395781934261322,0.1275252103805542,0.17860017716884613,0.18696844577789307,0.12778934836387634
of,0.2557544410228729,0.23810522258281708,0.35127586126327515,0.2603091299533844,0.33904364705085754,0.22926494479179382,0.39594778418540955,0.32280945777893066,0.2697024643421173,0.20464475452899933,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.733189046382904,0.19065549969673157,0.18174134194850922,0.4854315221309662,0.2787107825279236,0.41548454761505127,0.1826142966747284
np-complete,0.31617626547813416,0.34853091835975647,0.27780264616012573,0.21604792773723602,0.2608036994934082,0.3013540804386139,0.2148202657699585,0.20819604396820068,1.0,0.2782294750213623,0.21401260793209076,0.28050094842910767,0.21512000262737274,0.27450188994407654,0.3047623932361603,0.20340189337730408,0.22069956362247467,0.15599459409713745,0.24762758612632751,0.16391170024871826
problems,0.3437747657299042,0.34839773178100586,0.2643886208534241,0.326987624168396,0.2817195653915405,0.16563379764556885,0.15260569751262665,0.1804785281419754,0.21938736736774445,0.7913808822631836,0.2596952021121979,0.3306994140148163,0.24798686802387238,0.2659202516078949,0.2707442045211792,0.1230422630906105,0.16985496878623962,0.19165484607219696,0.28989166021347046,0.2638136148452759
contains,0.20877483487129211,0.2310420572757721,0.10983322560787201,0.2995338439941406,0.2981097102165222,0.24850209057331085,0.34257739782333374,0.17518927156925201,0.3110259175300598,0.11922963708639145,0.2243606001138687,0.14236655831336975,0.30033645033836365,0.2846323549747467,0.1755894422531128,0.09891235828399658,0.4272567629814148,0.1704891473054886,0.22413384914398193,0.15215006470680237
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
most,0.2885936200618744,0.17515680193901062,0.35173171758651733,0.3452373743057251,0.3381733000278473,0.2715805172920227,0.2788230776786804,0.2748267352581024,0.2053162008523941,0.2509269416332245,0.3636029064655304,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.21237389743328094,0.13517431914806366,0.41165053844451904,0.13873153924942017,0.321603000164032,0.2107497900724411
difficult,0.3463487923145294,0.3304767906665802,0.2930917739868164,0.44322800636291504,0.374691903591156,0.2536717355251312,0.20669448375701904,0.18729130923748016,0.2874925136566162,0.43395328521728516,0.24675612151622772,0.37928828597068787,0.35569730401039124,0.277450829744339,0.28122085332870483,0.02034052088856697,0.29025518894195557,0.26963192224502563,0.4417358338832855,0.20408590137958527
problems,0.3437747657299042,0.34839773178100586,0.2643886208534241,0.326987624168396,0.2817195653915405,0.16563379764556885,0.15260569751262665,0.1804785281419754,0.21938736736774445,0.7913808822631836,0.2596952021121979,0.3306994140148163,0.24798686802387238,0.2659202516078949,0.2707442045211792,0.1230422630906105,0.16985496878623962,0.19165484607219696,0.28989166021347046,0.2638136148452759
in,0.2589588761329651,0.1631830483675003,0.3431483507156372,0.26527702808380127,0.3481820821762085,0.21513785421848297,0.40576374530792236,0.2605783939361572,0.22477759420871735,0.16969570517539978,0.5201468467712402,0.30808621644973755,0.214483380317688,0.6662389636039734,0.11365438252687454,0.10853569954633713,0.5394441485404968,0.12870801985263824,0.45010748505592346,0.20430970191955566
np,0.30719754099845886,0.5156474709510803,0.19384747743606567,0.29079514741897583,0.24087633192539215,0.16548092663288116,0.1187048852443695,0.09647926688194275,0.32307320833206177,0.4497864544391632,0.1823609173297882,0.273849755525589,0.19493599236011505,0.14565430581569672,0.15874870121479034,0.24241971969604492,0.2208731323480606,0.19781428575515747,0.12644809484481812,0.25319206714630127
",",0.257730096578598,0.21592853963375092,0.3029961884021759,0.3139454126358032,0.39254459738731384,0.17491072416305542,0.2513136863708496,0.3581022024154663,0.21401260793209076,0.23938199877738953,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20758846402168274,0.291064590215683,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.31091248989105225
in,0.2589588761329651,0.1631830483675003,0.3431483507156372,0.26527702808380127,0.3481820821762085,0.21513785421848297,0.40576374530792236,0.2605783939361572,0.22477759420871735,0.16969570517539978,0.5201468467712402,0.30808621644973755,0.214483380317688,0.6662389636039734,0.11365438252687454,0.10853569954633713,0.5394441485404968,0.12870801985263824,0.45010748505592346,0.20430970191955566
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
sense,0.35765695571899414,0.274771511554718,0.21745862066745758,0.2996412217617035,0.2750726640224457,0.1785980612039566,0.18100708723068237,0.1977395862340927,0.21033018827438354,0.3772348165512085,0.27551719546318054,0.3673125207424164,0.3114851117134094,0.23180550336837769,0.3527594804763794,0.1274758279323578,0.24388249218463898,0.2828918397426605,0.29030367732048035,0.25268280506134033
that,0.5634250640869141,0.33595728874206543,0.388528436422348,0.4522190988063812,0.6036020517349243,0.31438371539115906,0.33798906207084656,0.365763783454895,0.316537469625473,0.4416671693325043,0.4137537479400635,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.4261035621166229,0.15546166896820068,0.3995479643344879,0.32840782403945923,0.5436353087425232,0.32716336846351624
they,0.4092397689819336,0.2181900441646576,0.3580583930015564,0.47909218072891235,0.4858434796333313,0.2591598331928253,0.2779225707054138,0.2435421496629715,0.16645769774913788,0.2527957856655121,0.390799880027771,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.2730398178100586,0.16361002624034882,0.330102801322937,0.229399174451828,0.5452046394348145,0.2753053903579712
are,0.32547882199287415,0.2628597319126129,0.24188680946826935,0.5408529043197632,0.5556803941726685,0.2547377943992615,0.3069663643836975,0.1556541919708252,0.19186051189899445,0.2619974911212921,0.4062570035457611,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.24635359644889832,0.0965256616473198,0.5330929756164551,0.21840934455394745,0.3504326641559601,0.24591213464736938
the,0.33724796772003174,0.1902180016040802,0.43061500787734985,0.312528520822525,0.4248143136501312,0.21133577823638916,0.39827480912208557,0.4207492768764496,0.27450188994407654,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.22735881805419922,0.16481639444828033,0.5823672413825989,0.21154357492923737,0.535392165184021,0.22068053483963013
ones,0.3351476788520813,0.21035467088222504,0.30114537477493286,0.36958321928977966,0.43375667929649353,0.2692517340183258,0.16534599661827087,0.16202452778816223,0.12997770309448242,0.3251574635505676,0.32541337609291077,0.28536954522132874,0.27517038583755493,0.333568274974823,0.29170671105384827,0.16698843240737915,0.28782421350479126,0.13698481023311615,0.29667285084724426,0.28155767917633057
