,what,does,piketty,feel,was,the,biggest,factors,in,reducing,inequality,between,1914,to,1945,?
1914,0.111264169216156,0.16831055283546448,0.14502939581871033,0.1464858055114746,-0.00012045619951095432,0.04474614933133125,0.03160404786467552,0.29372692108154297,0.10786473751068115,0.3357594311237335,0.2022005319595337,0.07431434839963913,1.0000001192092896,0.07202267646789551,-0.07805744558572769,0.14893388748168945
to,0.455847829580307,0.4391997456550598,0.26509717106819153,0.3145853281021118,0.3636345863342285,0.535392165184021,0.20095665752887726,0.2741186320781708,0.45010748505592346,0.2400641143321991,0.24361056089401245,0.3639189600944519,0.07202267646789551,1.0,-0.12532354891300201,0.29463258385658264
1945,-0.14733538031578064,-0.08776514232158661,0.12130573391914368,-0.043551258742809296,0.04900975897908211,-0.12090112268924713,-0.06265603750944138,-0.16616448760032654,-0.04109480232000351,-0.12679369747638702,-0.09124356508255005,-0.13731873035430908,-0.07805744558572769,-0.12532354891300201,0.9999999403953552,-0.03421006724238396
wars,0.20595821738243103,0.14470678567886353,0.22360841929912567,0.17836271226406097,0.2274313122034073,0.310673326253891,0.15907368063926697,0.2033955305814743,0.2582511007785797,0.1592852622270584,0.24077259004116058,0.26374945044517517,-0.06214180588722229,0.1982598602771759,-0.04564939811825752,0.1526605486869812
and,0.31309178471565247,0.3461615741252899,0.3796457350254059,0.2860409915447235,0.3740963041782379,0.5171257257461548,0.2873573303222656,0.2477942556142807,0.4954058527946472,0.25641584396362305,0.2590520679950714,0.40645647048950195,0.08489129692316055,0.48971283435821533,0.016178032383322716,0.20544172823429108
``,0.008517155423760414,0.06539655476808548,-0.04673788323998451,-0.007424930110573769,-0.012679691426455975,0.029072100296616554,-0.02156936377286911,0.17154639959335327,0.04765888676047325,0.027087481692433357,0.15881292521953583,0.08136986941099167,0.15372510254383087,0.06720756739377975,-0.05772481858730316,0.0685480609536171
violent,0.20861265063285828,0.165441632270813,0.2037508338689804,0.2247321903705597,0.2436044067144394,0.24589063227176666,0.21785756945610046,0.24641911685466766,0.26667648553848267,0.2746679186820984,0.27984821796417236,0.24920983612537384,0.10407327860593796,0.19071756303310394,-0.05954224243760109,0.1652229279279709
economic,0.18082544207572937,0.14175917208194733,0.17282181978225708,0.19394661486148834,0.1954469084739685,0.282455176115036,0.26071423292160034,0.3656368553638458,0.22027181088924408,0.29607051610946655,0.4401332437992096,0.194116473197937,0.18692544102668762,0.26856908202171326,-0.04993657022714615,0.1206481084227562
and,0.31309178471565247,0.3461615741252899,0.3796457350254059,0.2860409915447235,0.3740963041782379,0.5171257257461548,0.2873573303222656,0.2477942556142807,0.4954058527946472,0.25641584396362305,0.2590520679950714,0.40645647048950195,0.08489129692316055,0.48971283435821533,0.016178032383322716,0.20544172823429108
political,0.21846716105937958,0.16916483640670776,0.22399337589740753,0.17863264679908752,0.24282537400722504,0.20477235317230225,0.1794428825378418,0.2254883497953415,0.22136160731315613,0.21551720798015594,0.4068516790866852,0.20445281267166138,0.08317361027002335,0.2065112292766571,0.003981849178671837,0.17130474746227264
shocks,0.26209455728530884,0.23914691805839539,0.25910577178001404,0.2437940239906311,0.15994948148727417,0.2049379199743271,0.1262676864862442,0.37750670313835144,0.19601640105247498,0.2470855712890625,0.23851680755615234,0.1166873574256897,0.17349454760551453,0.23736251890659332,-0.08737069368362427,0.20506036281585693
'',0.08143015950918198,-0.004023602232336998,0.06310410797595978,0.024401066824793816,0.04456103965640068,0.041273195296525955,0.06972826272249222,0.030209749937057495,0.07432962208986282,0.010241329669952393,-0.020039280876517296,0.060806289315223694,-0.01000098418444395,-0.009905828163027763,0.018268361687660217,0.018684765323996544
reduced,0.11519023776054382,0.15845583379268646,0.14508916437625885,0.1423979252576828,0.1765998750925064,0.2897622883319855,0.12198086082935333,0.37233978509902954,0.2766173183917999,0.6904855966567993,0.28226378560066223,0.2462311089038849,0.2543499171733856,0.23179234564304352,-0.12497790902853012,0.10234767943620682
inequality,0.30072227120399475,0.24271976947784424,0.17187516391277313,0.2933763265609741,0.14637966454029083,0.23508106172084808,0.16563135385513306,0.4320276379585266,0.19402410089969635,0.3032391369342804,1.0000001192092896,0.29772037267684937,0.2022005319595337,0.24361056089401245,-0.09124356508255005,0.23619021475315094
.,0.3567904531955719,0.3022993505001068,0.31309884786605835,0.25462567806243896,0.40146201848983765,0.5934505462646484,0.23587781190872192,0.21191899478435516,0.5591574311256409,0.19313403964042664,0.22563500702381134,0.30295518040657043,0.1182432770729065,0.4645031690597534,-0.019170649349689484,0.4130953550338745
