,which,article,made,provisions,for,concentrations,or,mergers,and,the,abuse,of,a,dominant,position,by,companies,?
made,0.3407467305660248,0.180598646402359,1.0,0.20103253424167633,0.3147922456264496,0.18550586700439453,0.3264006972312927,0.22089330852031708,0.34954607486724854,0.3885267674922943,0.09745793044567108,0.33167365193367004,0.3180864453315735,0.10263475030660629,0.14729999005794525,0.34175434708595276,0.2866821885108948,0.17218779027462006
provisions,0.3190610408782959,0.31265199184417725,0.20103253424167633,1.0,0.27424097061157227,0.21067669987678528,0.30739352107048035,0.23835262656211853,0.291280597448349,0.28538835048675537,0.25104963779449463,0.2910953760147095,0.21430036425590515,0.17527341842651367,0.24819372594356537,0.2485390454530716,0.2935156524181366,0.22902937233448029
for,0.44095608592033386,0.31357312202453613,0.3147922456264496,0.27424097061157227,0.9999999403953552,0.21190546452999115,0.4111599624156952,0.23529596626758575,0.5064792633056641,0.4739971458911896,0.2883591055870056,0.4185989499092102,0.44038116931915283,0.21235959231853485,0.27123650908470154,0.3248702883720398,0.2787042260169983,0.264628142118454
concentrations,0.2818330228328705,0.11355304718017578,0.18550586700439453,0.21067669987678528,0.21190546452999115,1.0,0.2927164137363434,0.09396675229072571,0.32814347743988037,0.24966663122177124,0.2297566682100296,0.2697436809539795,0.2025378793478012,0.2108534425497055,0.1681261658668518,0.20395925641059875,0.23808243870735168,0.12325159460306168
",",0.3658004403114319,0.28605279326438904,0.32507219910621643,0.24632172286510468,0.4464869201183319,0.26759904623031616,0.3769497275352478,0.2697584629058838,0.6633074283599854,0.4933079481124878,0.25228556990623474,0.4946078956127167,0.427140474319458,0.23045329749584198,0.1771278828382492,0.3680937886238098,0.28041911125183105,0.31091248989105225
or,0.5105096101760864,0.28299111127853394,0.3264006972312927,0.30739352107048035,0.4111599624156952,0.2927164137363434,1.0000001192092896,0.16708633303642273,0.4713204801082611,0.4174870550632477,0.21369719505310059,0.3792596757411957,0.48853766918182373,0.2934498190879822,0.2321704477071762,0.30274316668510437,0.25491949915885925,0.32389625906944275
mergers,0.21206647157669067,0.2775726914405823,0.22089330852031708,0.23835262656211853,0.23529596626758575,0.09396675229072571,0.16708633303642273,1.0,0.2048792839050293,0.2736377418041229,0.16726908087730408,0.20111000537872314,0.20747420191764832,0.14372524619102478,0.09227455407381058,0.13178163766860962,0.4068737030029297,0.1755273938179016
",",0.3658004403114319,0.28605279326438904,0.32507219910621643,0.24632172286510468,0.4464869201183319,0.26759904623031616,0.3769497275352478,0.2697584629058838,0.6633074283599854,0.4933079481124878,0.25228556990623474,0.4946078956127167,0.427140474319458,0.23045329749584198,0.1771278828382492,0.3680937886238098,0.28041911125183105,0.31091248989105225
and,0.506277859210968,0.23647621273994446,0.34954607486724854,0.291280597448349,0.5064792633056641,0.32814347743988037,0.4713204801082611,0.2048792839050293,1.0,0.5171257257461548,0.19682516157627106,0.5116966962814331,0.3739250600337982,0.3049371540546417,0.22603030502796173,0.4289871156215668,0.2527635991573334,0.20544172823429108
the,0.6521818041801453,0.3329811692237854,0.3885267674922943,0.28538835048675537,0.4739971458911896,0.24966663122177124,0.4174870550632477,0.2736377418041229,0.5171257257461548,1.0,0.18934819102287292,0.733189046382904,0.5829201340675354,0.3743239641189575,0.3183514177799225,0.4408751428127289,0.26917189359664917,0.22068053483963013
abuse,0.21216285228729248,0.2380969375371933,0.09745793044567108,0.25104963779449463,0.2883591055870056,0.2297566682100296,0.21369719505310059,0.16726908087730408,0.19682516157627106,0.18934819102287292,0.9999999403953552,0.1888238936662674,0.22549399733543396,0.0964905247092247,0.1596733033657074,0.15848857164382935,0.12815657258033752,0.30148282647132874
of,0.5011631846427917,0.25720444321632385,0.33167365193367004,0.2910953760147095,0.4185989499092102,0.2697436809539795,0.3792596757411957,0.20111000537872314,0.5116966962814331,0.733189046382904,0.1888238936662674,1.0,0.5052502155303955,0.3018357455730438,0.23636478185653687,0.3646814823150635,0.22608543932437897,0.1826142966747284
a,0.56894451379776,0.30913418531417847,0.3180864453315735,0.21430036425590515,0.44038116931915283,0.2025378793478012,0.48853766918182373,0.20747420191764832,0.3739250600337982,0.5829201340675354,0.22549399733543396,0.5052502155303955,1.0,0.252237468957901,0.28626853227615356,0.32094135880470276,0.24875247478485107,0.23916715383529663
dominant,0.33016008138656616,0.12067847698926926,0.10263475030660629,0.17527341842651367,0.21235959231853485,0.2108534425497055,0.2934498190879822,0.14372524619102478,0.3049371540546417,0.3743239641189575,0.0964905247092247,0.3018357455730438,0.252237468957901,1.0000001192092896,0.30847543478012085,0.18621817231178284,0.17806297540664673,0.07625212520360947
position,0.2391343116760254,0.2100917249917984,0.14729999005794525,0.24819372594356537,0.27123650908470154,0.1681261658668518,0.2321704477071762,0.09227455407381058,0.22603030502796173,0.3183514177799225,0.1596733033657074,0.23636478185653687,0.28626853227615356,0.30847543478012085,1.0000001192092896,0.1652236133813858,0.1433427482843399,0.15529610216617584
by,0.40543368458747864,0.22247393429279327,0.34175434708595276,0.2485390454530716,0.3248702883720398,0.20395925641059875,0.30274316668510437,0.13178163766860962,0.4289871156215668,0.4408751428127289,0.15848857164382935,0.3646814823150635,0.32094135880470276,0.18621817231178284,0.1652236133813858,1.0000001192092896,0.27434366941452026,0.17966607213020325
companies,0.2652827203273773,0.20708860456943512,0.2866821885108948,0.2935156524181366,0.2787042260169983,0.23808243870735168,0.25491949915885925,0.4068737030029297,0.2527635991573334,0.26917189359664917,0.12815657258033752,0.22608543932437897,0.24875247478485107,0.17806297540664673,0.1433427482843399,0.27434366941452026,1.0000001192092896,0.14365637302398682
.,0.45942068099975586,0.30669885873794556,0.4032190144062042,0.21271444857120514,0.4726039469242096,0.24612410366535187,0.36683785915374756,0.23783297836780548,0.588965117931366,0.5934505462646484,0.2698535919189453,0.5352458953857422,0.50484299659729,0.20357714593410492,0.24342353641986847,0.3936232924461365,0.20400826632976532,0.4130953550338745
