,what,do,you,have,to,cross,to,reach,the,chloroplast,in,many,secondary,plastids,?
be,0.3929833769798279,0.36575672030448914,0.4713827073574066,0.5760743618011475,0.4972836375236511,0.21479299664497375,0.4972836375236511,0.27856025099754333,0.4248143136501312,0.26292285323143005,0.3481820821762085,0.3961109519004822,0.18861138820648193,0.355205237865448,0.3324260413646698
noted,0.16981294751167297,0.15759311616420746,0.18857689201831818,0.28539150953292847,0.18737518787384033,0.17928756773471832,0.18737518787384033,0.19106824696063995,0.248806893825531,0.18705569207668304,0.2277849018573761,0.29418814182281494,0.17951659858226776,0.14317592978477478,0.13014346361160278
that,0.6297725439071655,0.44533252716064453,0.4862920045852661,0.6182622313499451,0.5436353087425232,0.22265294194221497,0.5436353087425232,0.27134448289871216,0.5473989248275757,0.30851247906684875,0.435920387506485,0.5391656160354614,0.1989964246749878,0.3577491044998169,0.32716336846351624
many,0.36131182312965393,0.38738366961479187,0.31305816769599915,0.5841760635375977,0.40243685245513916,0.20987239480018616,0.40243685245513916,0.17786337435245514,0.4335206151008606,0.2363777756690979,0.41474202275276184,0.9999999403953552,0.18097048997879028,0.3677429258823395,0.2124512493610382
secondary,0.20388361811637878,0.2064705789089203,0.1837436407804489,0.26402509212493896,0.27947136759757996,0.05586348474025726,0.27947136759757996,0.17751865088939667,0.21037471294403076,0.2597424387931824,0.2103116512298584,0.18097048997879028,1.0,0.23659606277942657,0.18118004500865936
plastids,0.2400681972503662,0.3336847424507141,0.2643381953239441,0.4192836582660675,0.28338977694511414,0.09541220217943192,0.28338977694511414,0.1610632687807083,0.2242976725101471,0.7458702325820923,0.22366774082183838,0.3677429258823395,0.23659606277942657,1.0000001192092896,0.18791453540325165
are,0.29724663496017456,0.41111594438552856,0.3272087574005127,0.6577680706977844,0.3504326641559601,0.16982895135879517,0.3504326641559601,0.22842340171337128,0.40399202704429626,0.26561424136161804,0.3841303884983063,0.5655534863471985,0.24611520767211914,0.4396801292896271,0.24591213464736938
bounded,0.14650486409664154,0.11109921336174011,0.13248340785503387,0.14747555553913116,0.21984805166721344,0.2550128698348999,0.21984805166721344,0.20987051725387573,0.33684098720550537,0.2103324830532074,0.305585652589798,0.14622612297534943,0.094927579164505,0.18259714543819427,0.029345547780394554
by,0.2455483376979828,0.1481526494026184,0.24346120655536652,0.3359639644622803,0.33534231781959534,0.20809641480445862,0.33534231781959534,0.11937917768955231,0.4408751428127289,0.20723487436771393,0.370934396982193,0.3409687578678131,0.16728177666664124,0.16644488275051117,0.17966607213020325
an,0.2821882665157318,0.25865980982780457,0.25573375821113586,0.22897054255008698,0.3138085603713989,0.18932543694972992,0.3138085603713989,0.14843446016311646,0.4207492768764496,0.15494126081466675,0.2605783939361572,0.2465583086013794,0.14836344122886658,0.12806442379951477,0.19793890416622162
outermost,0.277549147605896,0.2812289893627167,0.18200984597206116,0.3371225893497467,0.2748599350452423,0.19116313755512238,0.2748599350452423,0.3167858123779297,0.4106951653957367,0.48511454463005066,0.28151533007621765,0.24815618991851807,0.2604914605617523,0.445470929145813,0.10393527150154114
membrane,0.1647152304649353,0.2031068652868271,0.22842548787593842,0.303412526845932,0.17791007459163666,0.24569547176361084,0.17791007459163666,0.15011070668697357,0.21814598143100739,0.6168951392173767,0.18670576810836792,0.19531984627246857,0.190712109208107,0.5774102210998535,0.18908235430717468
derived,0.20143714547157288,0.13417978584766388,0.14177702367305756,0.20085886120796204,0.16948232054710388,0.13621775805950165,0.16948232054710388,0.11805695295333862,0.26961472630500793,0.25981593132019043,0.17734654247760773,0.21316485106945038,0.1663944572210312,0.2521960437297821,0.1241099163889885
from,0.2737620174884796,0.20424067974090576,0.19235679507255554,0.30702701210975647,0.4069952368736267,0.1645013391971588,0.4069952368736267,0.19722355902194977,0.40150508284568787,0.20005539059638977,0.4274188280105591,0.33099696040153503,0.18837624788284302,0.19694194197654724,0.19969791173934937
the,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.40389683842658997,0.535392165184021,0.25741100311279297,0.535392165184021,0.31808504462242126,1.0,0.21317854523658752,0.6662389636039734,0.4335206151008606,0.21037471294403076,0.2242976725101471,0.22068053483963013
host,0.12779991328716278,0.16446317732334137,0.1732269525527954,0.1926749348640442,0.18300798535346985,0.12662306427955627,0.18300798535346985,0.19952158629894257,0.26909032464027405,0.2808496356010437,0.21661671996116638,0.2232399731874466,0.19139134883880615,0.19094794988632202,0.1021634042263031
's,0.02692362666130066,-0.01994597539305687,0.03899187967181206,-0.02807004563510418,0.03782717138528824,0.009486227296292782,0.03782717138528824,0.019294504076242447,-0.01540423184633255,-0.026425376534461975,-0.037580832839012146,0.01698932610452175,-0.1052255854010582,0.008091853931546211,-0.023395681753754616
cell,0.19222842156887054,0.19975709915161133,0.20930197834968567,0.21540969610214233,0.19730474054813385,0.1574176847934723,0.19730474054813385,0.08225757628679276,0.15822452306747437,0.5453585982322693,0.16478286683559418,0.19000083208084106,0.23243623971939087,0.49860459566116333,0.2058541625738144
membrane,0.1647152304649353,0.2031068652868271,0.22842548787593842,0.303412526845932,0.17791007459163666,0.24569547176361084,0.17791007459163666,0.15011070668697357,0.21814598143100739,0.6168951392173767,0.18670576810836792,0.19531984627246857,0.190712109208107,0.5774102210998535,0.18908235430717468
",",0.3087472915649414,0.3283645510673523,0.3199685513973236,0.3541618287563324,0.44245919585227966,0.2534312307834625,0.44245919585227966,0.2441277652978897,0.4933079481124878,0.20078974962234497,0.5201468467712402,0.40610817074775696,0.2158004194498062,0.22896312177181244,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.34939926862716675,0.4711785912513733,0.48971283435821533,0.25427764654159546,0.48971283435821533,0.25625354051589966,0.5171257257461548,0.19758054614067078,0.4954058527946472,0.5296266674995422,0.25317713618278503,0.28888943791389465,0.20544172823429108
therefore,0.4125064015388489,0.37750619649887085,0.3940916359424591,0.5164299607276917,0.49267399311065674,0.1908993273973465,0.49267399311065674,0.2603234350681305,0.4141571819782257,0.32156601548194885,0.2696720361709595,0.3711368143558502,0.25273552536964417,0.4103561043739319,0.3325358033180237
topologically,0.312783807516098,0.24453870952129364,0.25544846057891846,0.35921403765678406,0.3396003842353821,0.16573889553546906,0.3396003842353821,0.26198410987854004,0.2719886898994446,0.3832426965236664,0.2162199765443802,0.26929107308387756,0.18020512163639069,0.38147154450416565,0.16333059966564178
outside,0.3224688768386841,0.18878477811813354,0.22520482540130615,0.33875420689582825,0.3292369544506073,0.201590433716774,0.3292369544506073,0.23345597088336945,0.3879719078540802,0.2477068156003952,0.4191201329231262,0.3308001160621643,0.218328595161438,0.22411134839057922,0.14839068055152893
of,0.33290785551071167,0.26150479912757874,0.1774725764989853,0.3802283704280853,0.41548454761505127,0.2018742561340332,0.41548454761505127,0.20552729070186615,0.733189046382904,0.2069506198167801,0.5696388483047485,0.37253960967063904,0.219074085354805,0.26404064893722534,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.40389683842658997,0.535392165184021,0.25741100311279297,0.535392165184021,0.31808504462242126,1.0,0.21317854523658752,0.6662389636039734,0.4335206151008606,0.21037471294403076,0.2242976725101471,0.22068053483963013
cell,0.19222842156887054,0.19975709915161133,0.20930197834968567,0.21540969610214233,0.19730474054813385,0.1574176847934723,0.19730474054813385,0.08225757628679276,0.15822452306747437,0.5453585982322693,0.16478286683559418,0.19000083208084106,0.23243623971939087,0.49860459566116333,0.2058541625738144
",",0.3087472915649414,0.3283645510673523,0.3199685513973236,0.3541618287563324,0.44245919585227966,0.2534312307834625,0.44245919585227966,0.2441277652978897,0.4933079481124878,0.20078974962234497,0.5201468467712402,0.40610817074775696,0.2158004194498062,0.22896312177181244,0.31091248989105225
because,0.46729007363319397,0.39530807733535767,0.35684338212013245,0.5794309377670288,0.5166091918945312,0.210257425904274,0.5166091918945312,0.26604002714157104,0.44596394896507263,0.26364827156066895,0.37423941493034363,0.5294432640075684,0.14017784595489502,0.3379371464252472,0.2528740465641022
to,0.455847829580307,0.38876664638519287,0.4194425344467163,0.4544740617275238,1.0,0.21814192831516266,1.0,0.37959611415863037,0.535392165184021,0.22531428933143616,0.45010748505592346,0.40243685245513916,0.27947136759757996,0.28338977694511414,0.29463258385658264
reach,0.23399507999420166,0.28542083501815796,0.1902141124010086,0.3299139738082886,0.37959611415863037,0.17448753118515015,0.37959611415863037,1.0,0.31808504462242126,0.13338066637516022,0.20601192116737366,0.17786337435245514,0.17751865088939667,0.1610632687807083,0.13152138888835907
the,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.40389683842658997,0.535392165184021,0.25741100311279297,0.535392165184021,0.31808504462242126,1.0,0.21317854523658752,0.6662389636039734,0.4335206151008606,0.21037471294403076,0.2242976725101471,0.22068053483963013
chloroplast,0.23505516350269318,0.2310386300086975,0.17868493497371674,0.26476383209228516,0.22531428933143616,0.14123165607452393,0.22531428933143616,0.13338066637516022,0.21317854523658752,1.0000001192092896,0.19207799434661865,0.2363777756690979,0.2597424387931824,0.7458702325820923,0.12532055377960205
from,0.2737620174884796,0.20424067974090576,0.19235679507255554,0.30702701210975647,0.4069952368736267,0.1645013391971588,0.4069952368736267,0.19722355902194977,0.40150508284568787,0.20005539059638977,0.4274188280105591,0.33099696040153503,0.18837624788284302,0.19694194197654724,0.19969791173934937
the,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.40389683842658997,0.535392165184021,0.25741100311279297,0.535392165184021,0.31808504462242126,1.0,0.21317854523658752,0.6662389636039734,0.4335206151008606,0.21037471294403076,0.2242976725101471,0.22068053483963013
cytosol,0.2034735381603241,0.2636202275753021,0.21192538738250732,0.2649797201156616,0.16111589968204498,0.14372117817401886,0.16111589968204498,0.0888344943523407,0.21458443999290466,0.732292115688324,0.19423899054527283,0.2580028176307678,0.2650062143802643,0.6747046709060669,0.17678143084049225
",",0.3087472915649414,0.3283645510673523,0.3199685513973236,0.3541618287563324,0.44245919585227966,0.2534312307834625,0.44245919585227966,0.2441277652978897,0.4933079481124878,0.20078974962234497,0.5201468467712402,0.40610817074775696,0.2158004194498062,0.22896312177181244,0.31091248989105225
you,0.5529524087905884,0.4814927875995636,0.9999999403953552,0.4360072612762451,0.4194425344467163,0.14291992783546448,0.4194425344467163,0.1902141124010086,0.30037742853164673,0.17868493497371674,0.21252386271953583,0.31305816769599915,0.1837436407804489,0.2643381953239441,0.5839095711708069
have,0.39808809757232666,0.49831271171569824,0.4360072612762451,0.9999999403953552,0.4544740617275238,0.16895988583564758,0.4544740617275238,0.3299139738082886,0.40389683842658997,0.26476383209228516,0.36843645572662354,0.5841760635375977,0.26402509212493896,0.4192836582660675,0.32991164922714233
to,0.455847829580307,0.38876664638519287,0.4194425344467163,0.4544740617275238,1.0,0.21814192831516266,1.0,0.37959611415863037,0.535392165184021,0.22531428933143616,0.45010748505592346,0.40243685245513916,0.27947136759757996,0.28338977694511414,0.29463258385658264
cross,0.1799720823764801,0.11996514350175858,0.14291992783546448,0.16895988583564758,0.21814192831516266,1.0000001192092896,0.21814192831516266,0.17448753118515015,0.25741100311279297,0.14123165607452393,0.18247009813785553,0.20987239480018616,0.05586348474025726,0.09541220217943192,0.12288589030504227
the,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.40389683842658997,0.535392165184021,0.25741100311279297,0.535392165184021,0.31808504462242126,1.0,0.21317854523658752,0.6662389636039734,0.4335206151008606,0.21037471294403076,0.2242976725101471,0.22068053483963013
cell,0.19222842156887054,0.19975709915161133,0.20930197834968567,0.21540969610214233,0.19730474054813385,0.1574176847934723,0.19730474054813385,0.08225757628679276,0.15822452306747437,0.5453585982322693,0.16478286683559418,0.19000083208084106,0.23243623971939087,0.49860459566116333,0.2058541625738144
membrane,0.1647152304649353,0.2031068652868271,0.22842548787593842,0.303412526845932,0.17791007459163666,0.24569547176361084,0.17791007459163666,0.15011070668697357,0.21814598143100739,0.6168951392173767,0.18670576810836792,0.19531984627246857,0.190712109208107,0.5774102210998535,0.18908235430717468
",",0.3087472915649414,0.3283645510673523,0.3199685513973236,0.3541618287563324,0.44245919585227966,0.2534312307834625,0.44245919585227966,0.2441277652978897,0.4933079481124878,0.20078974962234497,0.5201468467712402,0.40610817074775696,0.2158004194498062,0.22896312177181244,0.31091248989105225
just,0.5854880809783936,0.42837050557136536,0.569159209728241,0.45864632725715637,0.5153104066848755,0.20921558141708374,0.5153104066848755,0.24300849437713623,0.40061673521995544,0.18501493334770203,0.3910168707370758,0.3534678518772125,0.18846681714057922,0.23231402039527893,0.4144178032875061
like,0.4320242702960968,0.4615015685558319,0.4314972460269928,0.5579352974891663,0.35482415556907654,0.22048337757587433,0.35482415556907654,0.20935283601284027,0.32912567257881165,0.2069442719221115,0.31010183691978455,0.5365896821022034,0.15030129253864288,0.3373766839504242,0.3268813192844391
if,0.5277165174484253,0.4196736514568329,0.5704099535942078,0.48852935433387756,0.4559597074985504,0.14776600897312164,0.4559597074985504,0.2713700830936432,0.33724796772003174,0.2803628742694855,0.2589588761329651,0.2803558111190796,0.21165785193443298,0.33241006731987,0.4441644251346588
you,0.5529524087905884,0.4814927875995636,0.9999999403953552,0.4360072612762451,0.4194425344467163,0.14291992783546448,0.4194425344467163,0.1902141124010086,0.30037742853164673,0.17868493497371674,0.21252386271953583,0.31305816769599915,0.1837436407804489,0.2643381953239441,0.5839095711708069
were,0.22298263013362885,0.23274902999401093,0.1884138435125351,0.5193349123001099,0.31913647055625916,0.13655208051204681,0.31913647055625916,0.18985287845134735,0.3906462490558624,0.19836343824863434,0.3815755248069763,0.4804460406303406,0.12436188012361526,0.2657177150249481,0.17890112102031708
headed,0.15415915846824646,0.1311308890581131,0.06029491126537323,0.185873880982399,0.15952907502651215,0.1592266857624054,0.15952907502651215,0.1998722404241562,0.256571888923645,0.11359577625989914,0.14734512567520142,0.11077351868152618,0.05958816781640053,0.10966090112924576,0.1387181431055069
for,0.3017193675041199,0.29510271549224854,0.31656414270401,0.41175219416618347,0.4451248347759247,0.17841768264770508,0.4451248347759247,0.2664332985877991,0.4739971458911896,0.20160506665706635,0.4322226941585541,0.40972793102264404,0.2065851241350174,0.23991845548152924,0.264628142118454
the,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.40389683842658997,0.535392165184021,0.25741100311279297,0.535392165184021,0.31808504462242126,1.0,0.21317854523658752,0.6662389636039734,0.4335206151008606,0.21037471294403076,0.2242976725101471,0.22068053483963013
extracellular,0.20530171692371368,0.2568204700946808,0.2140873372554779,0.3156677186489105,0.2152300924062729,0.13583175837993622,0.2152300924062729,0.1692008674144745,0.27137303352355957,0.6877140998840332,0.26287853717803955,0.29309695959091187,0.26586195826530457,0.6014670133590698,0.16750440001487732
space,0.20525942742824554,0.17791397869586945,0.24333162605762482,0.22874028980731964,0.22712917625904083,0.14537905156612396,0.22712917625904083,0.19864684343338013,0.24495907127857208,0.23083722591400146,0.17648501694202423,0.15485332906246185,0.08094343543052673,0.1698789745569229,0.1885536164045334
.,0.3567904531955719,0.3613996207714081,0.31283900141716003,0.41614407300949097,0.4645031690597534,0.20566852390766144,0.4645031690597534,0.2684406638145447,0.5934505462646484,0.2371024191379547,0.5591574311256409,0.3974229395389557,0.195527583360672,0.2641328275203705,0.4130953550338745
