,what,performer,lead,the,super,bowl,xlviii,halftime,show,?
xlvii,0.16788068413734436,0.1747986078262329,0.19368961453437805,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.9452675580978394,0.5093367695808411,0.21301409602165222,0.19350703060626984
and,0.31309178471565247,0.28396618366241455,0.31077226996421814,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.1842089742422104,0.34601953625679016,0.3455478549003601,0.20544172823429108
super,0.13651713728904724,0.16502171754837036,0.13247919082641602,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.5269481539726257,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.1688113957643509,0.1691603809595108,0.21576224267482758,0.4848237931728363,1.0,0.5582984089851379,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlviii,0.1383136361837387,0.16674469411373138,0.15962782502174377,0.2765132784843445,0.5269481539726257,0.5582984089851379,1.0,0.46320661902427673,0.1775490939617157,0.18409758806228638
halftime,0.18945850431919098,0.4130599796772003,0.28099048137664795,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.46320661902427673,1.0000001192092896,0.3664279878139496,0.21138669550418854
shows,0.30282244086265564,0.3233444094657898,0.19115911424160004,0.36348509788513184,0.09714256972074509,0.16048383712768555,0.08278238028287888,0.23730841279029846,0.6561359167098999,0.2040930688381195
",",0.3087472915649414,0.2878067195415497,0.2561914026737213,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.27717459201812744,0.3626100420951843,0.31928569078445435,0.31091248989105225
respectively,0.13204659521579742,0.160404771566391,0.1241702064871788,0.3498423993587494,0.17725007236003876,0.08850861340761185,0.2507624328136444,0.2488977015018463,0.1875137835741043,0.1307799071073532
.,0.3567904531955719,0.20411840081214905,0.2305188626050949,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.2677505910396576,0.33941835165023804,0.3016606271266937,0.4130953550338745
