,what,caused,uk,to,have,an,oil,crisis,in,its,own,country,?
of,0.33290785551071167,0.29665443301200867,0.21513383090496063,0.41548454761505127,0.3802283704280853,0.32280945777893066,0.22900764644145966,0.2267792969942093,0.5696388483047485,0.48690423369407654,0.3269667625427246,0.28866857290267944,0.1826142966747284
its,0.30393704771995544,0.16088879108428955,0.20124290883541107,0.3691340684890747,0.3852778375148773,0.28139030933380127,0.17392194271087646,0.18487988412380219,0.3793783485889435,1.0,0.3757714629173279,0.25601598620414734,0.15103481709957123
own,0.35062843561172485,0.11640898138284683,0.12118859589099884,0.35879063606262207,0.3685062825679779,0.1993594467639923,0.10596317052841187,0.10016637295484543,0.31893372535705566,0.3757714629173279,1.0,0.29318660497665405,0.1937696635723114
-,0.13380742073059082,0.11638230085372925,0.19227975606918335,0.24889779090881348,0.20574402809143066,0.18423457443714142,0.13031303882598877,0.13757428526878357,0.2593633532524109,0.19921338558197021,0.1024964302778244,0.16784386336803436,0.3336010277271271
a,0.3320399522781372,0.22472180426120758,0.19665123522281647,0.45503583550453186,0.338716596364975,0.44552403688430786,0.18393073976039886,0.1976640820503235,0.539380669593811,0.4424409866333008,0.3093770742416382,0.20991116762161255,0.23916715383529663
series,0.17328087985515594,0.15196706354618073,0.17710000276565552,0.19879554212093353,0.20911821722984314,0.16255386173725128,0.12664414942264557,0.16721586883068085,0.2914260923862457,0.16496503353118896,0.2108304500579834,0.12673962116241455,0.1709602326154709
of,0.33290785551071167,0.29665443301200867,0.21513383090496063,0.41548454761505127,0.3802283704280853,0.32280945777893066,0.22900764644145966,0.2267792969942093,0.5696388483047485,0.48690423369407654,0.3269667625427246,0.28866857290267944,0.1826142966747284
strikes,0.16560028493404388,0.30366191267967224,0.16119283437728882,0.2341671884059906,0.17893604934215546,0.19814102351665497,0.129062220454216,0.25769713521003723,0.2577652037143707,0.23078572750091553,0.1274918168783188,0.1442444771528244,0.14208127558231354
by,0.2455483376979828,0.30491310358047485,0.1589900702238083,0.33534231781959534,0.3359639644622803,0.2719563841819763,0.20634248852729797,0.1594943255186081,0.370934396982193,0.24398943781852722,0.2755888104438782,0.24224938452243805,0.17966607213020325
coal,0.15859243273735046,0.17971035838127136,0.2160579264163971,0.20023773610591888,0.16823364794254303,0.13186316192150116,0.4471904933452606,0.1914997100830078,0.25431546568870544,0.22441719472408295,0.12424410134553909,0.16862201690673828,0.10339318215847015
miners,0.1860436499118805,0.24584196507930756,0.2104034572839737,0.22708167135715485,0.2327522337436676,0.11606648564338684,0.2960740625858307,0.17867480218410492,0.25962114334106445,0.18053460121154785,0.11773552745580673,0.19097551703453064,0.13432356715202332
and,0.31309178471565247,0.2892237603664398,0.2701246440410614,0.48971283435821533,0.4711785912513733,0.2838519215583801,0.19239190220832825,0.17489491403102875,0.4954058527946472,0.3841775357723236,0.3142828047275543,0.30884742736816406,0.20544172823429108
railroad,0.16141441464424133,0.15207557380199432,0.1391550600528717,0.18515154719352722,0.09500019997358322,0.14323219656944275,0.29847076535224915,0.16804470121860504,0.20349381864070892,0.2303294986486435,0.11654733121395111,0.21049010753631592,0.0920378789305687
workers,0.21390831470489502,0.17852729558944702,0.18756140768527985,0.2307046800851822,0.224677175283432,0.135615274310112,0.24697215855121613,0.22032281756401062,0.2254374474287033,0.2151886522769928,0.2503260672092438,0.16364821791648865,0.1706571877002716
over,0.28007611632347107,0.3619820475578308,0.19671006500720978,0.38635820150375366,0.41283175349235535,0.22070914506912231,0.17829175293445587,0.2395673394203186,0.3605569899082184,0.36371928453445435,0.2381191849708557,0.23639845848083496,0.25742942094802856
the,0.42745697498321533,0.24990202486515045,0.2143084555864334,0.535392165184021,0.40389683842658997,0.4207492768764496,0.21849922835826874,0.263981431722641,0.6662389636039734,0.559237003326416,0.334675133228302,0.30432501435279846,0.22068053483963013
winter,0.12829793989658356,0.11741334199905396,0.139906644821167,0.1953434944152832,0.20665262639522552,0.09610007703304291,0.16712304949760437,0.16466760635375977,0.29423755407333374,0.16320940852165222,0.13681234419345856,0.22122325003147125,0.1591269075870514
of,0.33290785551071167,0.29665443301200867,0.21513383090496063,0.41548454761505127,0.3802283704280853,0.32280945777893066,0.22900764644145966,0.2267792969942093,0.5696388483047485,0.48690423369407654,0.3269667625427246,0.28866857290267944,0.1826142966747284
1973–74,0.14776252210140228,0.06653100252151489,0.00043335347436368465,0.17609581351280212,0.16869419813156128,0.04337654635310173,0.12193139642477036,0.0445730984210968,0.1532914936542511,0.18365879356861115,0.11459676176309586,0.16958270967006683,0.03444601222872734
became,0.1434093862771988,0.16216696798801422,0.19085970520973206,0.20401327311992645,0.16746708750724792,0.19704453647136688,0.16535669565200806,0.2229609489440918,0.31047213077545166,0.24712269008159637,0.15925870835781097,0.23958633840084076,0.11374033987522125
a,0.3320399522781372,0.22472180426120758,0.19665123522281647,0.45503583550453186,0.338716596364975,0.44552403688430786,0.18393073976039886,0.1976640820503235,0.539380669593811,0.4424409866333008,0.3093770742416382,0.20991116762161255,0.23916715383529663
major,0.21026742458343506,0.25771963596343994,0.12050808221101761,0.19240309298038483,0.2512233257293701,0.14518070220947266,0.1452959179878235,0.16057080030441284,0.3249945342540741,0.24033352732658386,0.18107548356056213,0.21993425488471985,0.19788557291030884
factor,0.23239780962467194,0.27783602476119995,0.2807091772556305,0.23708900809288025,0.2509629428386688,0.1383458375930786,0.21255625784397125,0.3075126111507416,0.2656479775905609,0.2749210596084595,0.18752457201480865,0.24291563034057617,0.2154984176158905
in,0.30808621644973755,0.2494886964559555,0.2261405885219574,0.45010748505592346,0.36843645572662354,0.2605783939361572,0.21800900995731354,0.19426369667053223,1.0,0.3793783485889435,0.31893372535705566,0.3040012717247009,0.20430970191955566
the,0.42745697498321533,0.24990202486515045,0.2143084555864334,0.535392165184021,0.40389683842658997,0.4207492768764496,0.21849922835826874,0.263981431722641,0.6662389636039734,0.559237003326416,0.334675133228302,0.30432501435279846,0.22068053483963013
change,0.3690716028213501,0.2528924345970154,0.12239104509353638,0.3581787943840027,0.40199920535087585,0.3122991919517517,0.15611813962459564,0.18300819396972656,0.2510564923286438,0.2739183306694031,0.28082212805747986,0.16462187469005585,0.24115969240665436
of,0.33290785551071167,0.29665443301200867,0.21513383090496063,0.41548454761505127,0.3802283704280853,0.32280945777893066,0.22900764644145966,0.2267792969942093,0.5696388483047485,0.48690423369407654,0.3269667625427246,0.28866857290267944,0.1826142966747284
government,0.28074538707733154,0.20613032579421997,0.20926889777183533,0.28343796730041504,0.23351164162158966,0.15164874494075775,0.21525095403194427,0.3280333876609802,0.3066793978214264,0.27754512429237366,0.2687263488769531,0.384080171585083,0.18851417303085327
.,0.3567904531955719,0.2413787543773651,0.24075214564800262,0.4645031690597534,0.41614407300949097,0.3581749200820923,0.22117017209529877,0.15965543687343597,0.5591574311256409,0.3566088080406189,0.3061371147632599,0.26130348443984985,0.4130953550338745
