,who,was,the,final,prime,minister,of,east,germany,?
german,0.29263320565223694,0.26016926765441895,0.256483793258667,0.09411755204200745,0.11165537685155869,0.18985439836978912,0.2122138887643814,0.2459583878517151,0.69117671251297,0.13978645205497742
federal,0.20259030163288116,0.23023395240306854,0.27537089586257935,0.18555723130702972,0.22549384832382202,0.33839067816734314,0.264590859413147,0.2369571179151535,0.33029377460479736,0.1812247931957245
minister,0.18775032460689545,0.26634681224823,0.19297581911087036,0.11023039370775223,0.8818941116333008,0.9999998807907104,0.23343199491500854,0.1531859040260315,0.2515335977077484,0.10825661569833755
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24563951790332794,0.23935265839099884,0.23343199491500854,1.0,0.314786434173584,0.2942050099372864,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.3543182611465454,0.19960100948810577,0.19297581911087036,0.733189046382904,0.3383176326751709,0.3181285262107849,0.22068053483963013
interior,0.14593757688999176,0.2296953946352005,0.30233609676361084,0.13041849434375763,0.2993921935558319,0.34125542640686035,0.31906411051750183,0.204330176115036,0.19112816452980042,0.07520901411771774
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.24864837527275085,0.2565026581287384,0.24737542867660522,0.4946078956127167,0.319791704416275,0.2898865044116974,0.31091248989105225
thomas,0.26103657484054565,0.26629963517189026,0.23505409061908722,0.14562198519706726,0.07209596782922745,0.0982365608215332,0.18699592351913452,0.157122403383255,0.11206365376710892,0.16133050620555878
de,0.18189555406570435,0.20575080811977386,0.23491892218589783,0.13548316061496735,0.11181380599737167,0.17204073071479797,0.26292696595191956,0.2008291482925415,0.20181502401828766,0.11064168810844421
maizière,0.2681731879711151,0.34471410512924194,0.303013414144516,0.14135321974754333,0.2603859007358551,0.3350885212421417,0.32898184657096863,0.23413759469985962,0.3674573302268982,0.20226430892944336
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.24325628578662872,0.17658381164073944,0.16012521088123322,0.5352458953857422,0.28351864218711853,0.28498756885528564,0.4130953550338745
