,what,does,an,increase,in,the,income,share,of,the,bottom,20,percent,of,people,of,a,society,result,in,?
20,-0.036424171179533005,-0.04027826339006424,0.022018564864993095,-0.000980465323664248,-0.022708838805556297,-0.06418957561254501,0.06477738171815872,0.0902727022767067,-0.0318976491689682,-0.06418957561254501,-0.050510697066783905,1.0,0.022326350212097168,-0.0318976491689682,0.08855333179235458,-0.0318976491689682,-0.014937898144125938,0.06575200706720352,-0.0523671880364418,-0.022708838805556297,0.11360422521829605
percent,0.2506202459335327,0.2483300119638443,0.1881512999534607,0.4012279808521271,0.24886950850486755,0.277066707611084,0.42370086908340454,0.2633410394191742,0.3004763424396515,0.277066707611084,0.1778619885444641,0.022326350212097168,0.9999999403953552,0.3004763424396515,0.26913097500801086,0.3004763424396515,0.2187717854976654,0.1845492720603943,0.24554932117462158,0.24886950850486755,0.14671556651592255
(,0.2411840260028839,0.2728188931941986,0.286407470703125,0.15438681840896606,0.3087427020072937,0.33289089798927307,0.1266181766986847,0.18660616874694824,0.35032153129577637,0.33289089798927307,0.20076031982898712,-0.053621355444192886,0.11258889734745026,0.35032153129577637,0.17817604541778564,0.35032153129577637,0.3206180930137634,0.11421491950750351,0.20330387353897095,0.3087427020072937,0.40561532974243164
the,0.42745697498321533,0.35928019881248474,0.4207492768764496,0.32049667835235596,0.6662389636039734,1.0,0.23699946701526642,0.249948650598526,0.733189046382904,1.0,0.3075515031814575,-0.06418957561254501,0.277066707611084,0.733189046382904,0.36838498711586,0.733189046382904,0.5829201340675354,0.2789285480976105,0.27778977155685425,0.6662389636039734,0.22068053483963013
poor,0.2570318877696991,0.19849170744419098,0.18795853853225708,0.254914253950119,0.23408232629299164,0.21093174815177917,0.370358407497406,0.15497548878192902,0.23458099365234375,0.21093174815177917,0.15223495662212372,-0.006313436198979616,0.2829183340072632,0.23458099365234375,0.27899810671806335,0.23458099365234375,0.24187558889389038,0.25464317202568054,0.2685563862323761,0.23408232629299164,0.12937016785144806
),0.26259949803352356,0.2575884759426117,0.2873353958129883,0.15013758838176727,0.3326910734176636,0.3456730246543884,0.12669844925403595,0.20194026827812195,0.3680361211299896,0.3456730246543884,0.20803634822368622,-0.02411595731973648,0.10651931166648865,0.3680361211299896,0.18634183704853058,0.3680361211299896,0.3640355169773102,0.11955338716506958,0.22005009651184082,0.3326910734176636,0.42300865054130554
is,0.28837618231773376,0.4403602182865143,0.4654068350791931,0.18273088335990906,0.5394441485404968,0.5823672413825989,0.14559021592140198,0.2221677452325821,0.4854315221309662,0.5823672413825989,0.21165522933006287,-0.04254214093089104,0.24196593463420868,0.4854315221309662,0.34254953265190125,0.4854315221309662,0.658733606338501,0.15995073318481445,0.19420543313026428,0.5394441485404968,0.22961433231830597
associated,0.15836219489574432,0.2283642590045929,0.2386062890291214,0.29066577553749084,0.23328746855258942,0.2742886245250702,0.14745551347732544,0.1870509386062622,0.3077163100242615,0.2742886245250702,0.12801536917686462,0.10403125733137131,0.1965397298336029,0.3077163100242615,0.17507047951221466,0.3077163100242615,0.22056666016578674,0.2148619294166565,0.2031148076057434,0.23328746855258942,0.1453326791524887
with,0.2464839518070221,0.26186925172805786,0.2730048894882202,0.2471977174282074,0.4080928862094879,0.4223487675189972,0.19497792422771454,0.32575809955596924,0.41827285289764404,0.4223487675189972,0.20645500719547272,0.03049350343644619,0.17108966410160065,0.41827285289764404,0.20958639681339264,0.41827285289764404,0.3783375024795532,0.1061180979013443,0.21787862479686737,0.4080928862094879,0.2433311939239502
higher,0.2538340389728546,0.32568827271461487,0.18592587113380432,0.43265438079833984,0.23285751044750214,0.3292480409145355,0.2679516673088074,0.17713983356952667,0.3096220791339874,0.3292480409145355,0.26153048872947693,-0.036877043545246124,0.3428858518600464,0.3096220791339874,0.17689593136310577,0.3096220791339874,0.2608921229839325,0.2309739887714386,0.2183949500322342,0.23285751044750214,0.15679465234279633
gdp,0.2943311929702759,0.20845764875411987,0.05181534215807915,0.32652685046195984,0.17962713539600372,0.16116170585155487,0.5492525696754456,0.25027528405189514,0.173078253865242,0.16116170585155487,0.10363977402448654,0.007685193791985512,0.4503449499607086,0.173078253865242,0.2641674876213074,0.173078253865242,0.13026808202266693,0.1603822559118271,0.21124885976314545,0.17962713539600372,0.232579305768013
growth,0.1739405393600464,0.18474416434764862,0.1870514452457428,0.45214125514030457,0.2819603681564331,0.2912366986274719,0.37261080741882324,0.1736205369234085,0.2679378092288971,0.2912366986274719,0.1680133044719696,-0.026385683566331863,0.32251960039138794,0.2679378092288971,0.1820179522037506,0.2679378092288971,0.21544985473155975,0.185512974858284,0.22700650990009308,0.2819603681564331,0.07547862827777863
.,0.3567904531955719,0.3022993505001068,0.3581749200820923,0.24619564414024353,0.5591574311256409,0.5934505462646484,0.26448529958724976,0.24849677085876465,0.5352458953857422,0.5934505462646484,0.2788146138191223,0.01334344781935215,0.2556350827217102,0.5352458953857422,0.33118996024131775,0.5352458953857422,0.50484299659729,0.18022798001766205,0.31092435121536255,0.5591574311256409,0.4130953550338745
