,approximately,how,many,european,oil,paintings,does,the,museum,have,?
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.24143946170806885,0.19239190220832825,0.2532086968421936,0.3461615741252899,0.5171257257461548,0.21554097533226013,0.4711785912513733,0.20544172823429108
2000,-0.23292087018489838,-0.07386910915374756,-0.06041426211595535,-0.15204432606697083,-0.12291369587182999,0.03999261558055878,-0.014839278534054756,-0.015081177465617657,-0.08852885663509369,-0.12468268722295761,-0.0824366956949234
miniatures,0.20023414492607117,0.23870152235031128,0.34368860721588135,0.19869297742843628,0.18645228445529938,0.398240864276886,0.22262750566005707,0.2262277603149414,0.21372132003307343,0.32213839888572693,0.19297140836715698
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.19684812426567078,0.20043784379959106,0.22040317952632904,0.28617382049560547,0.4933079481124878,0.20741747319698334,0.3541618287563324,0.31091248989105225
for,0.2190973162651062,0.3308170735836029,0.40972793102264404,0.2838500738143921,0.19440194964408875,0.21796263754367828,0.35159170627593994,0.4739971458911896,0.15718214213848114,0.41175219416618347,0.264628142118454
which,0.3551456928253174,0.4852597713470459,0.5168171525001526,0.2234036773443222,0.20154443383216858,0.207008495926857,0.39111801981925964,0.6521818041801453,0.22731433808803558,0.49652695655822754,0.25814583897590637
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.3423081040382385,0.21849922835826874,0.2167874127626419,0.35928019881248474,1.0,0.24861779808998108,0.40389683842658997,0.22068053483963013
museum,0.16942159831523895,0.08534817397594452,0.16926175355911255,0.07021971046924591,0.19486266374588013,0.3647291660308838,0.1064787358045578,0.24861779808998108,1.0000001192092896,0.11209996789693832,0.14128351211547852
holds,0.24105525016784668,0.1431668996810913,0.20790909230709076,0.1728392094373703,0.12978675961494446,0.1031956896185875,0.2685805559158325,0.28190866112709045,0.16169250011444092,0.2697274386882782,0.11379207670688629
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.3423081040382385,0.21849922835826874,0.2167874127626419,0.35928019881248474,1.0,0.24861779808998108,0.40389683842658997,0.22068053483963013
national,0.22460122406482697,0.13248363137245178,0.21160955727100372,0.30370914936065674,0.16741646826267242,0.18414539098739624,0.16890141367912292,0.32739606499671936,0.2500859498977661,0.16939407587051392,0.15643028914928436
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.10411082953214645,0.1657792031764984,0.3678726255893707,0.10356780141592026,0.25281965732574463,0.4441815912723541,0.22995401918888092,0.20069393515586853
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.2095622420310974,0.22117017209529877,0.26640555262565613,0.3022993505001068,0.5934505462646484,0.19497929513454437,0.41614407300949097,0.4130953550338745
