,who,agreed,with,the,burning,of,synagogues,?
the,0.3733934462070465,0.24722334742546082,0.4223487675189972,1.0,0.2821531891822815,0.733189046382904,0.2546261250972748,0.22068053483963013
university,0.2115909904241562,0.17233775556087494,0.13264121115207672,0.263973206281662,0.10537733137607574,0.30646374821662903,0.24279576539993286,0.11887256056070328
of,0.2827862501144409,0.24395716190338135,0.41827285289764404,0.733189046382904,0.26340749859809875,1.0,0.18388430774211884,0.1826142966747284
oxford,0.13716071844100952,0.11888408660888672,0.1024363711476326,0.24588388204574585,0.1315702348947525,0.27131637930870056,0.14884831011295319,0.14411403238773346
argued,0.27725863456726074,0.44009527564048767,0.20361986756324768,0.1919303685426712,0.13144193589687347,0.19172857701778412,0.13349628448486328,0.18905270099639893
that,0.45444270968437195,0.3681057095527649,0.4154358208179474,0.5473989248275757,0.25495728850364685,0.41498205065727234,0.23050065338611603,0.32716336846351624
luther,0.21013082563877106,0.1856583058834076,0.14705438911914825,0.1759674996137619,0.23471222817897797,0.1719115972518921,0.2656160295009613,0.1732746809720993
's,0.05599616840481758,0.017121348530054092,-0.04624466598033905,-0.01540423184633255,-0.002211935818195343,-0.03817026689648628,0.002745957812294364,-0.023395681753754616
writing,0.2598465085029602,0.1927298754453659,0.250318706035614,0.2579600512981415,0.17817322909832,0.25490155816078186,0.16503353416919708,0.21497225761413574
was,0.3318818509578705,0.2848299443721771,0.27411898970603943,0.48711544275283813,0.18665166199207306,0.4069072902202606,0.17979232966899872,0.18412111699581146
a,0.36608949303627014,0.17516115307807922,0.3783375024795532,0.5829201340675354,0.2315863072872162,0.5052502155303955,0.22899404168128967,0.23916715383529663
``,0.02397952415049076,0.06160929799079895,0.08974023163318634,0.029072100296616554,-0.11500617861747742,0.06780257821083069,0.07894197106361389,0.0685480609536171
blueprint,0.17507880926132202,0.1963084191083908,0.2827602028846741,0.2958637773990631,0.20313173532485962,0.3022735118865967,0.1628890186548233,0.2517049014568329
.,0.3541337847709656,0.2463553100824356,0.4446153938770294,0.5934505462646484,0.2346208095550537,0.5352458953857422,0.21676574647426605,0.4130953550338745
'',0.024401003494858742,0.07498857378959656,0.07907696813344955,0.041273195296525955,0.012352744117379189,0.13035868108272552,-0.03665624186396599,0.018684765323996544
