,what,happened,to,the,credibility,of,secular,politics,as,a,result,of,the,six-day,war,?
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.26532304286956787,0.5116966962814331,0.24889163672924042,0.3226323425769806,0.49487000703811646,0.3739250600337982,0.27436327934265137,0.5116966962814331,0.5171257257461548,0.2825620472431183,0.29695844650268555,0.20544172823429108
steady,0.20998579263687134,0.10945536196231842,0.3244563341140747,0.2435702234506607,0.2817268967628479,0.1419646441936493,0.1556406170129776,0.15375135838985443,0.25036752223968506,0.2842371463775635,0.21221798658370972,0.1419646441936493,0.2435702234506607,0.21500609815120697,0.10974060744047165,0.12034343183040619
decline,0.2257683128118515,0.2535996735095978,0.2630763649940491,0.2774365544319153,0.33578935265541077,0.20493058860301971,0.18868371844291687,0.22367216646671295,0.2392796128988266,0.1839693933725357,0.28698524832725525,0.20493058860301971,0.2774365544319153,0.23638156056404114,0.2603031098842621,0.131937175989151
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.14765168726444244,0.5696388483047485,0.22740904986858368,0.2500896453857422,0.3887844979763031,0.539380669593811,0.25670310854911804,0.5696388483047485,0.6662389636039734,0.26914817094802856,0.29904094338417053,0.20430970191955566
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.25475093722343445,0.733189046382904,0.24261851608753204,0.2115192860364914,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,1.0,0.27213576436042786,0.366199791431427,0.22068053483963013
popularity,0.1872185468673706,0.22029699385166168,0.22046558558940887,0.24727706611156464,0.4116690456867218,0.20717091858386993,0.21162191033363342,0.31751957535743713,0.25581493973731995,0.23447343707084656,0.1979353427886963,0.20717091858386993,0.24727706611156464,0.2561946213245392,0.20518623292446136,0.16941240429878235
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.26532304286956787,0.5116966962814331,0.24889163672924042,0.3226323425769806,0.49487000703811646,0.3739250600337982,0.27436327934265137,0.5116966962814331,0.5171257257461548,0.2825620472431183,0.29695844650268555,0.20544172823429108
credibility,0.37198835611343384,0.24461515247821808,0.2986381947994232,0.25475093722343445,1.0,0.23035085201263428,0.26008740067481995,0.28110480308532715,0.27254271507263184,0.2387208789587021,0.3302154839038849,0.23035085201263428,0.25475093722343445,0.20884451270103455,0.22312387824058533,0.3487846553325653
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.733189046382904,0.23035085201263428,1.0,0.28420427441596985,0.24890418350696564,0.3886612355709076,0.5052502155303955,0.231380432844162,1.0,0.733189046382904,0.18793506920337677,0.31680163741111755,0.1826142966747284
secular,0.26444122195243835,0.11444281786680222,0.19456274807453156,0.24261851608753204,0.26008740067481995,0.28420427441596985,1.0,0.40337276458740234,0.16796626150608063,0.22842510044574738,0.11270026862621307,0.28420427441596985,0.24261851608753204,0.20544515550136566,0.20003129541873932,0.13290788233280182
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.29014983773231506,0.4946078956127167,0.21358442306518555,0.28683698177337646,0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.40291330218315125,0.2671184241771698,0.31091248989105225
socialist,0.1871950775384903,0.15497086942195892,0.14678500592708588,0.22549325227737427,0.23839253187179565,0.223622128367424,0.45479774475097656,0.5218613743782043,0.20511595904827118,0.18411573767662048,0.19679708778858185,0.223622128367424,0.22549325227737427,0.2060413956642151,0.3337658643722534,0.13656741380691528
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.26532304286956787,0.5116966962814331,0.24889163672924042,0.3226323425769806,0.49487000703811646,0.3739250600337982,0.27436327934265137,0.5116966962814331,0.5171257257461548,0.2825620472431183,0.29695844650268555,0.20544172823429108
nationalist,0.1691114753484726,0.15783558785915375,0.16733938455581665,0.22491830587387085,0.23041491210460663,0.1902468353509903,0.5065606832504272,0.4660533368587494,0.2227083295583725,0.20176255702972412,0.12760509550571442,0.1902468353509903,0.22491830587387085,0.2010539323091507,0.3525081276893616,0.15158766508102417
politics,0.2674756944179535,0.16449633240699768,0.23491926491260529,0.2115192860364914,0.28110480308532715,0.24890418350696564,0.40337276458740234,1.0,0.22954419255256653,0.2112010270357132,0.1790238618850708,0.24890418350696564,0.2115192860364914,0.21014834940433502,0.30008766055107117,0.16389669477939606
ensued,0.2547135651111603,0.28836801648139954,0.28780579566955566,0.3043822646141052,0.2818051278591156,0.24811185896396637,0.15199780464172363,0.20199978351593018,0.2817579507827759,0.26153236627578735,0.2561717629432678,0.24811185896396637,0.3043822646141052,0.26458990573883057,0.35115984082221985,0.19039517641067505
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.24812719225883484,0.5352458953857422,0.19620643556118011,0.26556113362312317,0.515582263469696,0.50484299659729,0.31092435121536255,0.5352458953857422,0.5934505462646484,0.3368007242679596,0.3000848889350891,0.4130953550338745
