,what,makes,static,friction,go,up,or,down,in,responce,to,contact,characteristics,between,an,object,and,the,surface,it,is,on,?
force,0.16915984451770782,0.23220817744731903,0.3494165241718292,0.44091445207595825,0.1498328596353531,0.17141667008399963,0.18476234376430511,0.20784908533096313,0.21744468808174133,0.29599475860595703,0.24496492743492126,0.25180792808532715,0.20262615382671356,0.21681782603263855,0.21655116975307465,0.32587239146232605,0.24372100830078125,0.2800885736942291,0.25219762325286865,0.22565218806266785,0.22036980092525482,0.1764998733997345,0.1650998443365097
up,0.28591108322143555,0.29712793231010437,0.2162872552871704,0.23846504092216492,0.31689104437828064,1.0000001192092896,0.28756099939346313,0.4720439314842224,0.3120773434638977,0.2955663502216339,0.40375280380249023,0.2401943802833557,0.15855909883975983,0.2911964952945709,0.2649265229701996,0.1915024369955063,0.4032393991947174,0.38423117995262146,0.22912980616092682,0.36426842212677,0.2853454053401947,0.34194523096084595,0.1819818764925003
to,0.455847829580307,0.35811367630958557,0.1822802573442459,0.30962538719177246,0.384844571352005,0.40375280380249023,0.38921234011650085,0.33130598068237305,0.45010748505592346,0.3660595715045929,1.0,0.29403218626976013,0.27771568298339844,0.3639189600944519,0.3138085603713989,0.2821136713027954,0.48971283435821533,0.535392165184021,0.23727688193321228,0.513711154460907,0.42745086550712585,0.41031414270401,0.29463258385658264
an,0.2821882665157318,0.158767431974411,0.2508057653903961,0.19842107594013214,0.11282923072576523,0.2649265229701996,0.3096676766872406,0.12891331315040588,0.2605783939361572,0.3102007508277893,0.3138085603713989,0.2530432343482971,0.20364369451999664,0.18003802001476288,1.0,0.2576858103275299,0.2838519215583801,0.4207492768764496,0.18808452785015106,0.39472338557243347,0.4654068350791931,0.3192969560623169,0.19793890416622162
upper,0.1592642068862915,0.13682973384857178,0.09340991079807281,0.2030206173658371,0.11998152732849121,0.1775268018245697,0.20617228746414185,0.18916448950767517,0.27419501543045044,0.05049476772546768,0.21445727348327637,0.17152337729930878,0.16915369033813477,0.2323344200849533,0.12120983749628067,0.15865877270698547,0.2172592729330063,0.35289278626441956,0.2136794477701187,0.22724032402038574,0.2177516371011734,0.1695995330810547,0.051342256367206573
limit,0.2810012400150299,0.22875474393367767,0.20844967663288116,0.320626437664032,0.20621563494205475,0.1855008453130722,0.2768973112106323,0.20672918856143951,0.18465836346149445,0.21799248456954956,0.31784215569496155,0.1843244433403015,0.21358482539653778,0.22446346282958984,0.17112910747528076,0.26781564950942993,0.2629512846469879,0.26700517535209656,0.243149533867836,0.27886906266212463,0.18270912766456604,0.2242887318134308,0.20747125148773193
determined,0.2784222662448883,0.2347692847251892,0.22819581627845764,0.2794685959815979,0.17790059745311737,0.21434901654720306,0.2894110381603241,0.19445659220218658,0.2656884789466858,0.32540178298950195,0.3210490345954895,0.1919781118631363,0.3855315148830414,0.25654658675193787,0.2159484326839447,0.23422981798648834,0.2569243013858795,0.3632190227508545,0.24389395117759705,0.22493480145931244,0.2253464162349701,0.2385551929473877,0.19379007816314697
by,0.2455483376979828,0.2263995260000229,0.20874249935150146,0.2614758610725403,0.1252865046262741,0.2738759219646454,0.30274316668510437,0.27259311079978943,0.370934396982193,0.30350378155708313,0.33534231781959534,0.24179251492023468,0.18816035985946655,0.28115302324295044,0.2719563841819763,0.20415794849395752,0.4289871156215668,0.4408751428127289,0.2144230455160141,0.40926623344421387,0.3899846076965332,0.33887791633605957,0.17966607213020325
the,0.42745697498321533,0.3029823303222656,0.13053004443645477,0.2587912678718567,0.29801803827285767,0.38423117995262146,0.4174870550632477,0.3325848877429962,0.6662389636039734,0.32259222865104675,0.535392165184021,0.2564430236816406,0.27068567276000977,0.39067012071609497,0.4207492768764496,0.22418850660324097,0.5171257257461548,1.0,0.2555135488510132,0.6251175999641418,0.5823672413825989,0.5107308030128479,0.22068053483963013
characteristics,0.3016658127307892,0.26388275623321533,0.20974217355251312,0.29464957118034363,0.0960175096988678,0.15855909883975983,0.3346415162086487,0.14118576049804688,0.22450780868530273,0.35709601640701294,0.27771568298339844,0.2646979093551636,1.0,0.249830961227417,0.20364369451999664,0.26041725277900696,0.32942116260528564,0.27068567276000977,0.33283862471580505,0.24411948025226593,0.23300816118717194,0.1917237639427185,0.13894438743591309
of,0.33290785551071167,0.2927091419696808,0.16022148728370667,0.21519047021865845,0.21881330013275146,0.32945773005485535,0.3792596757411957,0.23279321193695068,0.5696388483047485,0.2524631917476654,0.41548454761505127,0.18051373958587646,0.289174884557724,0.3737983703613281,0.32280945777893066,0.1993778944015503,0.5116966962814331,0.733189046382904,0.24204103648662567,0.38761502504348755,0.4854315221309662,0.3966929316520691,0.1826142966747284
the,0.42745697498321533,0.3029823303222656,0.13053004443645477,0.2587912678718567,0.29801803827285767,0.38423117995262146,0.4174870550632477,0.3325848877429962,0.6662389636039734,0.32259222865104675,0.535392165184021,0.2564430236816406,0.27068567276000977,0.39067012071609497,0.4207492768764496,0.22418850660324097,0.5171257257461548,1.0,0.2555135488510132,0.6251175999641418,0.5823672413825989,0.5107308030128479,0.22068053483963013
contact,0.2598453462123871,0.26100146770477295,0.25720521807670593,0.36684441566467285,0.2326212376356125,0.2401943802833557,0.3083858788013458,0.184875950217247,0.163491353392601,0.3471073806285858,0.29403218626976013,1.0,0.2646979093551636,0.2800435423851013,0.2530432343482971,0.35453036427497864,0.28227463364601135,0.2564430236816406,0.3230147063732147,0.28045332431793213,0.20335300266742706,0.24120676517486572,0.2231319397687912
between,0.2462156116962433,0.2241636961698532,0.19515173137187958,0.3339744508266449,0.13306061923503876,0.2911964952945709,0.22536349296569824,0.17107777297496796,0.41100412607192993,0.2213214486837387,0.3639189600944519,0.2800435423851013,0.249830961227417,0.9999999403953552,0.18003802001476288,0.18342798948287964,0.40645647048950195,0.39067012071609497,0.2189159244298935,0.311247855424881,0.26809602975845337,0.3335416913032532,0.12887074053287506
the,0.42745697498321533,0.3029823303222656,0.13053004443645477,0.2587912678718567,0.29801803827285767,0.38423117995262146,0.4174870550632477,0.3325848877429962,0.6662389636039734,0.32259222865104675,0.535392165184021,0.2564430236816406,0.27068567276000977,0.39067012071609497,0.4207492768764496,0.22418850660324097,0.5171257257461548,1.0,0.2555135488510132,0.6251175999641418,0.5823672413825989,0.5107308030128479,0.22068053483963013
surface,0.23580394685268402,0.2478298544883728,0.24144412577152252,0.5078360438346863,0.13732385635375977,0.22912980616092682,0.30729761719703674,0.22404102981090546,0.20246390998363495,0.22716228663921356,0.23727688193321228,0.3230147063732147,0.33283862471580505,0.2189159244298935,0.18808452785015106,0.41279926896095276,0.2626544237136841,0.2555135488510132,0.9999998807907104,0.2949981689453125,0.29345643520355225,0.2674844264984131,0.14613434672355652
and,0.31309178471565247,0.34688496589660645,0.20515210926532745,0.2637402415275574,0.35260969400405884,0.4032393991947174,0.4713204801082611,0.2760816216468811,0.4954058527946472,0.3019077777862549,0.48971283435821533,0.28227463364601135,0.32942116260528564,0.40645647048950195,0.2838519215583801,0.17470528185367584,1.0,0.5171257257461548,0.2626544237136841,0.40957894921302795,0.3859752118587494,0.4077630043029785,0.20544172823429108
the,0.42745697498321533,0.3029823303222656,0.13053004443645477,0.2587912678718567,0.29801803827285767,0.38423117995262146,0.4174870550632477,0.3325848877429962,0.6662389636039734,0.32259222865104675,0.535392165184021,0.2564430236816406,0.27068567276000977,0.39067012071609497,0.4207492768764496,0.22418850660324097,0.5171257257461548,1.0,0.2555135488510132,0.6251175999641418,0.5823672413825989,0.5107308030128479,0.22068053483963013
object,0.25733083486557007,0.2621452808380127,0.33535662293434143,0.4479469358921051,0.16704991459846497,0.1915024369955063,0.3544590175151825,0.1546616405248642,0.18661287426948547,0.22616158425807953,0.2821136713027954,0.35453036427497864,0.26041725277900696,0.18342798948287964,0.2576858103275299,1.0,0.17470528185367584,0.22418850660324097,0.41279926896095276,0.27674704790115356,0.30146875977516174,0.18476571142673492,0.19573666155338287
.,0.3567904531955719,0.265095978975296,0.21329167485237122,0.21244938671588898,0.3313661813735962,0.351434588432312,0.36683785915374756,0.2362249493598938,0.5591574311256409,0.30495524406433105,0.4645031690597534,0.27040913701057434,0.20779992640018463,0.30295518040657043,0.3581749200820923,0.22102774679660797,0.588965117931366,0.5934505462646484,0.2543797492980957,0.5593622326850891,0.4569662809371948,0.49257001280784607,0.4130953550338745
