,how,much,of,the,population,of,earth,ended,up,seeing,the,images,of,the,earth,and,the,moon,?
live,0.16572442650794983,0.19567839801311493,0.27734068036079407,0.2995128035545349,0.27512872219085693,0.27734068036079407,0.201178640127182,0.1634635478258133,0.17031817138195038,0.10211044549942017,0.2995128035545349,0.10334262251853943,0.27734068036079407,0.2995128035545349,0.201178640127182,0.29040172696113586,0.2995128035545349,0.08024363964796066,0.19481121003627777
or,0.3378981947898865,0.313159704208374,0.3792596757411957,0.4174870550632477,0.17320232093334198,0.3792596757411957,0.25165751576423645,0.12574732303619385,0.28756099939346313,0.29966577887535095,0.4174870550632477,0.22661086916923523,0.3792596757411957,0.4174870550632477,0.25165751576423645,0.4713204801082611,0.4174870550632477,0.18466947972774506,0.32389625906944275
delayed—the,0.25947341322898865,0.27705898880958557,0.3143431842327118,0.38241899013519287,0.15345804393291473,0.3143431842327118,0.22355081140995026,0.33317410945892334,0.2772441506385803,0.29059210419654846,0.38241899013519287,0.17939825356006622,0.3143431842327118,0.38241899013519287,0.22355081140995026,0.23467247188091278,0.38241899013519287,0.31471556425094604,0.19849315285682678
christmas,0.2125333994626999,0.1805083006620407,0.14198152720928192,0.2044597715139389,0.1424431949853897,0.14198152720928192,0.21245045959949493,0.13470639288425446,0.28501084446907043,0.2202167958021164,0.2044597715139389,0.20576319098472595,0.14198152720928192,0.2044597715139389,0.21245045959949493,0.1769854575395584,0.2044597715139389,0.15767796337604523,0.23817040026187897
eve,0.21123149991035461,0.09753026813268661,0.11783141642808914,0.21724742650985718,0.14645738899707794,0.11783141642808914,0.13806703686714172,0.23614981770515442,0.1967373490333557,0.14969855546951294,0.21724742650985718,0.14088748395442963,0.11783141642808914,0.21724742650985718,0.13806703686714172,0.20105350017547607,0.21724742650985718,0.1699143350124359,0.23469486832618713
transmission,0.2645879089832306,0.23988936841487885,0.2246399074792862,0.26124435663223267,0.20197315514087677,0.2246399074792862,0.1647929549217224,0.10182081907987595,0.19294065237045288,0.15947501361370087,0.26124435663223267,0.19539262354373932,0.2246399074792862,0.26124435663223267,0.1647929549217224,0.164784774184227,0.26124435663223267,0.1375797688961029,0.16372337937355042
during,0.26830652356147766,0.2644806206226349,0.3869180977344513,0.4838213622570038,0.2194119244813919,0.3869180977344513,0.17590676248073578,0.5089324712753296,0.23661918938159943,0.1423332691192627,0.4838213622570038,0.11269672214984894,0.3869180977344513,0.4838213622570038,0.17590676248073578,0.36462149024009705,0.4838213622570038,0.14574238657951355,0.1325719803571701
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.32044094800949097,0.733189046382904,0.2801888585090637,0.3356485068798065,0.38423117995262146,0.2316836714744568,1.0,0.22232814133167267,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,1.0,0.23613092303276062,0.22068053483963013
ninth,0.08452747762203217,0.16631805896759033,0.28438499569892883,0.3694124221801758,0.1182982549071312,0.28438499569892883,0.2796884775161743,0.24189923703670502,0.14077523350715637,0.06522393971681595,0.3694124221801758,0.11377135664224625,0.28438499569892883,0.3694124221801758,0.2796884775161743,0.21318727731704712,0.3694124221801758,0.2631709575653076,0.05752093717455864
orbit,0.18904346227645874,0.20112328231334686,0.13123251497745514,0.1565481424331665,0.16289275884628296,0.13123251497745514,0.514371395111084,0.1615133136510849,0.19035765528678894,0.18413932621479034,0.1565481424331665,0.2640002369880676,0.13123251497745514,0.1565481424331665,0.514371395111084,0.1805662214756012,0.1565481424331665,0.5782127380371094,0.16621392965316772
of,0.2480744868516922,0.2671096920967102,1.0,0.733189046382904,0.3060894012451172,1.0,0.2329314798116684,0.27636510133743286,0.32945773005485535,0.18944920599460602,0.733189046382904,0.2139289528131485,1.0,0.733189046382904,0.2329314798116684,0.5116966962814331,0.733189046382904,0.18815091252326965,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.32044094800949097,0.733189046382904,0.2801888585090637,0.3356485068798065,0.38423117995262146,0.2316836714744568,1.0,0.22232814133167267,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,1.0,0.23613092303276062,0.22068053483963013
moon,0.209036186337471,0.18064643442630768,0.18815091252326965,0.23613092303276062,0.10688017308712006,0.18815091252326965,0.5198023319244385,0.09499629586935043,0.18146665394306183,0.24180473387241364,0.23613092303276062,0.26822155714035034,0.18815091252326965,0.23613092303276062,0.5198023319244385,0.2018347829580307,0.23613092303276062,1.0,0.1442703753709793
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.5934505462646484,0.26950228214263916,0.5352458953857422,0.2542925775051117,0.23468057811260223,0.351434588432312,0.28127560019493103,0.5934505462646484,0.20531399548053741,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.588965117931366,0.5934505462646484,0.2040150910615921,0.4130953550338745
