,which,type,of,school,has,a,closer,teacher-child,relationship,?
tends,0.31679388880729675,0.19529063999652863,0.2451501041650772,0.17368142306804657,0.2770426571369171,0.39721885323524475,0.27095136046409607,0.2032531201839447,0.31210243701934814,0.1290840357542038
to,0.5345056653022766,0.19930607080459595,0.41548454761505127,0.24496325850486755,0.3619994819164276,0.45503583550453186,0.35574087500572205,0.22403359413146973,0.25194117426872253,0.29463258385658264
be,0.476310670375824,0.25716274976730347,0.33904364705085754,0.16095811128616333,0.3863394856452942,0.39883795380592346,0.2655865550041199,0.20344410836696625,0.22063963115215302,0.3324260413646698
closer,0.3422591984272003,0.08595411479473114,0.2900363504886627,0.1089535802602768,0.22877046465873718,0.25847798585891724,0.9999998807907104,0.12892933189868927,0.27787402272224426,0.13396333158016205
in,0.4840516746044159,0.20604541897773743,0.5696388483047485,0.26157811284065247,0.4173259735107422,0.539380669593811,0.2826610505580902,0.2199542224407196,0.20233847200870514,0.20430970191955566
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.22953221201896667,0.4177538752555847,0.5829201340675354,0.3551013469696045,0.19832447171211243,0.21018025279045105,0.22068053483963013
primary,0.3064635396003723,0.20088249444961548,0.23414276540279388,0.4102175533771515,0.18147581815719604,0.23038449883460999,0.18584232032299042,0.25092124938964844,0.09438678622245789,0.16286636888980865
school,0.19108018279075623,0.11896730959415436,0.2391800880432129,1.0,0.1724022775888443,0.2245093584060669,0.1089535802602768,0.4826783239841461,0.12838174402713776,0.15091250836849213
where,0.5477990508079529,0.2292499989271164,0.38066378235816956,0.23611775040626526,0.32190436124801636,0.40997210144996643,0.30286476016044617,0.22566409409046173,0.15742957592010498,0.24793872237205505
they,0.5165667533874512,0.1953689455986023,0.3426007330417633,0.20544153451919556,0.3512192368507385,0.3528250455856323,0.3097621202468872,0.19740760326385498,0.24580129981040955,0.2753053903579712
act,0.3216746747493744,0.11289714276790619,0.2802577316761017,0.10790811479091644,0.12206312268972397,0.2060188204050064,0.10171498358249664,0.23354585468769073,0.2028212547302246,0.1482519507408142
as,0.41006597876548767,0.19307732582092285,0.3886612355709076,0.2065676748752594,0.351646363735199,0.39550232887268066,0.24593128263950348,0.2877340614795685,0.2814804017543793,0.27043893933296204
form,0.4024239182472229,0.3017115294933319,0.29600051045417786,0.1298884153366089,0.19877426326274872,0.3088195323944092,0.13253659009933472,0.18914595246315002,0.21719814836978912,0.1463010311126709
tutor,0.1522153913974762,0.1024453267455101,0.15590403974056244,0.33884525299072266,0.13272371888160706,0.2438567578792572,0.13808199763298035,0.5546033382415771,0.2583441436290741,0.13346409797668457
",",0.3658004403114319,0.1804078221321106,0.4946078956127167,0.27141863107681274,0.3734780251979828,0.427140474319458,0.2539141774177551,0.322201132774353,0.23936419188976288,0.31091248989105225
specialist,0.20715688169002533,0.2188112735748291,0.1815623939037323,0.24404363334178925,0.14507563412189484,0.24759195744991302,0.06057770177721977,0.34377193450927734,0.05504428595304489,0.17958256602287292
teacher,0.1306145042181015,0.13493123650550842,0.19968076050281525,0.5442529320716858,0.16918911039829254,0.31202319264411926,0.1260119378566742,0.8078264594078064,0.24247348308563232,0.1797819435596466
and,0.506277859210968,0.16898801922798157,0.5116966962814331,0.2752758264541626,0.43716782331466675,0.3739250600337982,0.30112797021865845,0.2866297662258148,0.3086830675601959,0.20544172823429108
surrogate,0.2060658186674118,0.05520353093743324,0.21407796442508698,0.20155782997608185,0.17236411571502686,0.2696859836578369,0.2380443662405014,0.3448602855205536,0.2678414285182953,0.09269599616527557
parent,0.2999018728733063,0.21072892844676971,0.18322299420833588,0.13215312361717224,0.18711546063423157,0.2594400942325592,0.19117051362991333,0.33132901787757874,0.2499765306711197,0.19855059683322906
during,0.3590145409107208,0.1538453847169876,0.3869180977344513,0.16465038061141968,0.23098520934581757,0.30341604351997375,0.12446144223213196,0.19516992568969727,0.1656692922115326,0.1325719803571701
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.22953221201896667,0.4177538752555847,0.5829201340675354,0.3551013469696045,0.19832447171211243,0.21018025279045105,0.22068053483963013
course,0.34200045466423035,0.19186174869537354,0.2579863667488098,0.29188272356987,0.2658419609069824,0.2895289659500122,0.19982583820819855,0.26491841673851013,0.1696583777666092,0.28826573491096497
of,0.5011631846427917,0.18112817406654358,1.0,0.2391800880432129,0.3909035325050354,0.5052502155303955,0.2900363504886627,0.25444233417510986,0.22000651061534882,0.1826142966747284
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.22953221201896667,0.4177538752555847,0.5829201340675354,0.3551013469696045,0.19832447171211243,0.21018025279045105,0.22068053483963013
day,0.2760511040687561,0.06831710040569305,0.2934032380580902,0.1850052922964096,0.14931762218475342,0.18630309402942657,0.165269136428833,0.17841224372386932,0.11063132435083389,0.2141837179660797
.,0.45942068099975586,0.23195341229438782,0.5352458953857422,0.24214158952236176,0.4105546176433563,0.50484299659729,0.2502857446670532,0.24771922826766968,0.22535671293735504,0.4130953550338745
