,what,is,the,island,off,of,the,german,shore,of,the,rhine,that,this,warm,and,cold,water,meet,?
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.11194471269845963,0.1084834411740303,0.2122138887643814,0.256483793258667,1.0000001192092896,0.10550607740879059,0.2122138887643814,0.256483793258667,0.49305370450019836,0.18284347653388977,0.18710628151893616,0.06888460367918015,0.25850871205329895,0.13967694342136383,0.09318304061889648,0.16655169427394867,0.13978645205497742
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.16802865266799927,0.17601662874221802,0.3680361211299896,0.3456730246543884,0.21792921423912048,0.1523381918668747,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.23478686809539795,0.3621573746204376,0.22945182025432587,0.4961937665939331,0.18041756749153137,0.18243473768234253,0.17937245965003967,0.42300865054130554
shore,0.12943395972251892,0.24340078234672546,0.3241000175476074,0.3867284655570984,0.33407363295555115,0.2842060625553131,0.3241000175476074,0.10550607740879059,1.0000001192092896,0.2842060625553131,0.3241000175476074,0.2514781057834625,0.15088306367397308,0.15152420103549957,0.28747934103012085,0.2399257868528366,0.24197880923748016,0.42498406767845154,0.15182921290397644,0.07139872014522552
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24887794256210327,0.20023372769355774,1.0,0.733189046382904,0.2122138887643814,0.2842060625553131,1.0,0.733189046382904,0.2548927664756775,0.41498205065727234,0.45148900151252747,0.21449124813079834,0.5116966962814331,0.22852186858654022,0.2741255462169647,0.25706547498703003,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2837921977043152,0.2773582935333252,0.733189046382904,1.0,0.256483793258667,0.3241000175476074,0.733189046382904,1.0,0.30735138058662415,0.5473989248275757,0.6274310946464539,0.2764509320259094,0.5171257257461548,0.2897129952907562,0.297396719455719,0.312436044216156,0.22068053483963013
lake,0.17778855562210083,0.22300897538661957,0.24325428903102875,0.2951333820819855,0.11362159997224808,0.23993153870105743,0.24325428903102875,0.12599600851535797,0.43894192576408386,0.23993153870105743,0.24325428903102875,0.22246339917182922,0.22043050825595856,0.1804429590702057,0.23228728771209717,0.234501451253891,0.1970924288034439,0.40283486247062683,0.07694550603628159,0.07226386666297913
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2801448106765747,0.26180344820022583,0.4946078956127167,0.4933079481124878,0.2478695809841156,0.26365017890930176,0.4946078956127167,0.4933079481124878,0.167837992310524,0.4137537479400635,0.4316047728061676,0.24420368671417236,0.6633074283599854,0.2868689298629761,0.26706066727638245,0.31995680928230286,0.31091248989105225
off,0.2350364625453949,0.20147104561328888,0.2773582935333252,0.21772602200508118,1.0,0.20023372769355774,0.2773582935333252,0.1084834411740303,0.33407363295555115,0.20023372769355774,0.2773582935333252,0.11849353462457657,0.26251673698425293,0.2535133361816406,0.21473142504692078,0.2800697982311249,0.18296493589878082,0.21829162538051605,0.15633274614810944,0.12937544286251068
the,0.42745697498321533,0.5823672413825989,1.0,0.2837921977043152,0.2773582935333252,0.733189046382904,1.0,0.256483793258667,0.3241000175476074,0.733189046382904,1.0,0.30735138058662415,0.5473989248275757,0.6274310946464539,0.2764509320259094,0.5171257257461548,0.2897129952907562,0.297396719455719,0.312436044216156,0.22068053483963013
island,0.1299295574426651,0.2365664541721344,0.2837921977043152,1.0000001192092896,0.21772602200508118,0.24887794256210327,0.2837921977043152,0.11194471269845963,0.3867284655570984,0.24887794256210327,0.2837921977043152,0.21238264441490173,0.21356694400310516,0.18182691931724548,0.16513605415821075,0.25724759697914124,0.10253830999135971,0.20661894977092743,0.17208409309387207,0.0887429490685463
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24887794256210327,0.20023372769355774,1.0,0.733189046382904,0.2122138887643814,0.2842060625553131,1.0,0.733189046382904,0.2548927664756775,0.41498205065727234,0.45148900151252747,0.21449124813079834,0.5116966962814331,0.22852186858654022,0.2741255462169647,0.25706547498703003,0.1826142966747284
lindau,0.07196268439292908,0.15932796895503998,0.2519412040710449,0.2497100979089737,0.11393600702285767,0.2066459357738495,0.2519412040710449,0.4054754078388214,0.2264237105846405,0.2066459357738495,0.2519412040710449,0.4362809658050537,0.098166324198246,0.15235458314418793,0.13189445436000824,0.17908979952335358,0.1910235434770584,0.16070879995822906,0.14035330712795258,0.08170802146196365
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2574456036090851,0.2869674861431122,0.5352458953857422,0.5934505462646484,0.2407633364200592,0.21877506375312805,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4460422694683075,0.500583827495575,0.27272140979766846,0.588965117931366,0.253801554441452,0.26634910702705383,0.26616400480270386,0.4130953550338745
