,approximately,how,many,names,were,signed,on,an,online,petition,on,the,parliamentary,website,in,response,to,the,closing,of,the,musical,instruments,gallery,?
website,0.036272402852773666,0.11496911197900772,0.11446772515773773,0.18676859140396118,0.15487681329250336,0.12147693336009979,0.20945650339126587,0.10321109741926193,0.36140376329421997,0.1860715001821518,0.20945650339126587,0.2647613286972046,0.1765657365322113,1.0000001192092896,0.18046747148036957,0.09959279745817184,0.18823008239269257,0.2647613286972046,0.09174016863107681,0.215549036860466,0.2647613286972046,0.12382370978593826,0.08279645442962646,0.27046000957489014,0.2114749401807785
led,0.15278182923793793,0.15437260270118713,0.2798413932323456,0.07006528973579407,0.3353847861289978,0.21124646067619324,0.23411796987056732,0.16785816848278046,0.12076625227928162,0.1964528113603592,0.23411796987056732,0.3267505168914795,0.2661800980567932,0.10925624519586563,0.2990247309207916,0.28307822346687317,0.21815308928489685,0.3267505168914795,0.07121574878692627,0.32918456196784973,0.3267505168914795,0.14151343703269958,0.1306704729795456,0.11530648171901703,0.09273858368396759
to,0.27967149019241333,0.44169697165489197,0.40243685245513916,0.24237842857837677,0.31913647055625916,0.23242348432540894,0.41031414270401,0.3138085603713989,0.17543962597846985,0.2848791182041168,0.41031414270401,0.535392165184021,0.18938039243221283,0.18823008239269257,0.45010748505592346,0.277526319026947,1.0,0.535392165184021,0.3036442697048187,0.41548454761505127,0.535392165184021,0.21814438700675964,0.2603708803653717,0.19736915826797485,0.29463258385658264
chris,0.12577445805072784,0.1690138429403305,0.08045073598623276,0.12496212869882584,0.12677787244319916,0.1964578777551651,0.19975343346595764,0.18576493859291077,0.19663748145103455,0.13505767285823822,0.19975343346595764,0.1503218412399292,0.1437428593635559,0.21636644005775452,0.10647130012512207,0.20641686022281647,0.18208344280719757,0.1503218412399292,0.17510709166526794,0.05191632732748985,0.1503218412399292,0.19372138381004333,0.21983389556407928,0.2010253518819809,0.12341532111167908
smith,0.14761844277381897,0.1837303340435028,0.16979140043258667,0.1974981278181076,0.19180384278297424,0.19668567180633545,0.1857338547706604,0.22991205751895905,0.13758061826229095,0.15111151337623596,0.1857338547706604,0.24611686170101166,0.1219777911901474,0.12368210405111313,0.20223411917686462,0.10095976293087006,0.17354577779769897,0.24611686170101166,0.10950399935245514,0.1941387802362442,0.24611686170101166,0.12438240647315979,0.11990325152873993,0.1281304955482483,0.21930724382400513
asking,0.1440073698759079,0.372993528842926,0.20017264783382416,0.22626729309558868,0.17284418642520905,0.2382347285747528,0.22407695651054382,0.1484241783618927,0.13653849065303802,0.32496604323387146,0.22407695651054382,0.2650352418422699,0.19760814309120178,0.18722888827323914,0.19379465281963348,0.31215909123420715,0.39314889907836914,0.2650352418422699,0.33640187978744507,0.22649909555912018,0.2650352418422699,0.17669358849525452,0.17942897975444794,0.16174805164337158,0.39706939458847046
parliament,0.16863390803337097,0.13635116815567017,0.15748974680900574,0.12032977491617203,0.13656416535377502,0.21689994633197784,0.2047569900751114,0.18050292134284973,0.160805806517601,0.43349531292915344,0.2047569900751114,0.26521381735801697,0.8464457392692566,0.1567850112915039,0.2323146015405655,0.185552716255188,0.20290622115135193,0.26521381735801697,0.21716997027397156,0.2885259687900543,0.26521381735801697,0.15354713797569275,0.13558191061019897,0.26818859577178955,0.1586504578590393
about,0.4354960322380066,0.44264400005340576,0.3800397515296936,0.15357188880443573,0.29814305901527405,0.1148022934794426,0.322975218296051,0.2700941264629364,0.1930011808872223,0.17731627821922302,0.322975218296051,0.37995871901512146,0.1893869936466217,0.17633016407489777,0.39797019958496094,0.2581767141819,0.391953706741333,0.37995871901512146,0.22077226638793945,0.40939709544181824,0.37995871901512146,0.18392717838287354,0.1670106202363968,0.22910408675670624,0.302409827709198
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.27965226769447327,0.3906462490558624,0.20675969123840332,0.5107308030128479,0.4207492768764496,0.22717516124248505,0.28466808795928955,0.5107308030128479,1.0,0.2708897888660431,0.2647613286972046,0.6662389636039734,0.28909924626350403,0.535392165184021,1.0,0.29856032133102417,0.733189046382904,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
future,0.09270991384983063,0.3566674292087555,0.2239115685224533,0.17296333611011505,0.17748147249221802,0.23542678356170654,0.15693047642707825,0.16225744783878326,0.20273908972740173,0.21618399024009705,0.15693047642707825,0.2337762415409088,0.14634646475315094,0.10188566148281097,0.15554536879062653,0.246992290019989,0.3191963732242584,0.2337762415409088,0.19219042360782623,0.25455814599990845,0.2337762415409088,0.11940053105354309,0.14096608757972717,0.10688433051109314,0.3367180824279785
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.2515542805194855,0.34038281440734863,0.19593118131160736,0.3966929316520691,0.32280945777893066,0.19929544627666473,0.25472426414489746,0.3966929316520691,0.733189046382904,0.33805084228515625,0.215549036860466,0.5696388483047485,0.21864040195941925,0.41548454761505127,0.733189046382904,0.18359942734241486,1.0,0.733189046382904,0.2380346953868866,0.24177105724811554,0.1971534639596939,0.1826142966747284
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.27965226769447327,0.3906462490558624,0.20675969123840332,0.5107308030128479,0.4207492768764496,0.22717516124248505,0.28466808795928955,0.5107308030128479,1.0,0.2708897888660431,0.2647613286972046,0.6662389636039734,0.28909924626350403,0.535392165184021,1.0,0.29856032133102417,0.733189046382904,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.08093366771936417,0.22638525068759918,0.14211072027683258,0.2131180614233017,0.1268877536058426,0.34400418400764465,0.21809402108192444,0.2131180614233017,0.25281965732574463,0.2114063948392868,0.20629490911960602,0.23004686832427979,0.09393826872110367,0.15417452156543732,0.25281965732574463,0.09098286181688309,0.2915455996990204,0.25281965732574463,0.24014025926589966,0.22531633079051971,0.42902910709381104,0.20069393515586853
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.18628843128681183,0.3378238379955292,0.2168726921081543,0.49257001280784607,0.3581749200820923,0.23714536428451538,0.23621539771556854,0.49257001280784607,0.5934505462646484,0.21747009456157684,0.21623334288597107,0.5591574311256409,0.2878446877002716,0.4645031690597534,0.5934505462646484,0.2604891061782837,0.5352458953857422,0.5934505462646484,0.19384656846523285,0.21892498433589935,0.21326512098312378,0.4130953550338745
