,how,many,people,were,in,french,north,american,colonies,?
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.539380669593811,0.24285779893398285,0.25008413195610046,0.22026167809963226,0.20623989403247833,0.23916715383529663
population,0.1651063710451126,0.2201971709728241,0.3562411963939667,0.17721828818321228,0.3268454372882843,0.16878677904605865,0.27665644884109497,0.14820514619350433,0.3162941336631775,0.14449454843997955
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.5696388483047485,0.19450366497039795,0.3604778051376343,0.22180068492889404,0.2890703082084656,0.1826142966747284
roughly,0.24497489631175995,0.265968918800354,0.22693033516407013,0.21501411497592926,0.2718433141708374,0.16353529691696167,0.24891628324985504,0.06486298888921738,0.16245868802070618,0.09299357235431671
"60,000",-0.03585689514875412,-0.17347410321235657,-0.14933359622955322,-0.06676538288593292,-0.005461204797029495,0.011613685637712479,0.026333343237638474,-0.006645384710282087,-0.14806199073791504,0.017969369888305664
european,0.123964823782444,0.24996337294578552,0.17784909904003143,0.21272888779640198,0.23319172859191895,0.30328667163848877,0.24949796497821808,0.2377248853445053,0.2748645544052124,0.14560863375663757
settlers,0.16177552938461304,0.27458223700523376,0.42625072598457336,0.43016865849494934,0.2311645746231079,0.22402764856815338,0.2637721002101898,0.18734262883663177,0.5529106855392456,0.1296290010213852
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.5201468467712402,0.28806620836257935,0.31834840774536133,0.3048616647720337,0.23384660482406616,0.31091248989105225
compared,0.2966770529747009,0.3869759738445282,0.17647920548915863,0.3065771758556366,0.2479310929775238,0.12708091735839844,0.16718727350234985,0.1941204071044922,0.19104060530662537,0.21399109065532684
with,0.3525622487068176,0.35744401812553406,0.20958639681339264,0.3179011940956116,0.4080928862094879,0.1637353003025055,0.185934916138649,0.20245933532714844,0.17207865417003632,0.2433311939239502
2,-0.02554285153746605,-0.06294522434473038,-0.069033682346344,-0.013789876364171505,0.01447046548128128,0.01722632721066475,0.03835258632898331,-0.04694797843694687,0.0436597540974617,0.001977203879505396
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.25957414507865906,0.2596224844455719,0.10548505932092667,0.23010312020778656,0.16806893050670624,0.17816109955310822,0.23092924058437347
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,1.0,0.22093388438224792,0.39050599932670593,0.22871561348438263,0.28602269291877747,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.6662389636039734,0.2555147111415863,0.36298373341560364,0.24562937021255493,0.30451729893684387,0.22068053483963013
british,0.17564475536346436,0.23270447552204132,0.15512417256832123,0.27742838859558105,0.23084034025669098,0.43574923276901245,0.2482547163963318,0.4854423403739929,0.3298065662384033,0.09711728990077972
north,0.12114071100950241,0.20274685323238373,0.2435666173696518,0.22497540712356567,0.39050599932670593,0.14223402738571167,1.0,0.2107747346162796,0.2843923270702362,0.11829731613397598
american,0.22688741981983185,0.22814549505710602,0.11335212737321854,0.18710100650787354,0.22871561348438263,0.3777676820755005,0.2107747346162796,1.0000001192092896,0.1589435338973999,0.18877598643302917
colonies,0.17465266585350037,0.3137241303920746,0.27328699827194214,0.32270577549934387,0.28602269291877747,0.20400510728359222,0.2843923270702362,0.1589435338973999,1.0,0.07886616140604019
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.5591574311256409,0.2480926215648651,0.3171539604663849,0.29108086228370667,0.27309566736221313,0.4130953550338745
