,what,does,warsaw,host,many,of,?
palace,0.17891965806484222,0.13384103775024414,0.25637224316596985,0.1285371631383896,0.12701886892318726,0.223849356174469,0.14965219795703888
of,0.33290785551071167,0.3119818866252899,0.19253842532634735,0.1709926575422287,0.37253960967063904,1.0,0.1826142966747284
culture,0.22475376725196838,0.0962180644273758,0.2205388844013214,0.14299173653125763,0.30384519696235657,0.27266472578048706,0.13093146681785583
and,0.31309178471565247,0.3461615741252899,0.2083624005317688,0.2797408998012543,0.5296266674995422,0.5116966962814331,0.20544172823429108
science,0.2612018585205078,0.17509725689888,0.1505029797554016,0.186241015791893,0.2819631099700928,0.2616958022117615,0.17974960803985596
",",0.3087472915649414,0.28617382049560547,0.25300899147987366,0.26840344071388245,0.40610817074775696,0.4946078956127167,0.31091248989105225
warsaw,0.10373849421739578,0.16921466588974,1.0,0.09204229712486267,0.1653265357017517,0.19253842532634735,0.09769917279481888
hosts,0.07549575716257095,0.22565381228923798,0.13659816980361938,0.7348198890686035,0.29546117782592773,0.20728319883346558,0.0862068235874176
many,0.36131182312965393,0.30303922295570374,0.1653265357017517,0.2232399731874466,0.9999999403953552,0.37253960967063904,0.2124512493610382
events,0.269866019487381,0.16785870492458344,0.12297802418470383,0.19363677501678467,0.26760736107826233,0.20782610774040222,0.09835197776556015
and,0.31309178471565247,0.3461615741252899,0.2083624005317688,0.2797408998012543,0.5296266674995422,0.5116966962814331,0.20544172823429108
festivals,0.1838170289993286,0.15038739144802094,0.12998773157596588,0.16103120148181915,0.32727840542793274,0.1946292519569397,0.19684866070747375
.,0.3567904531955719,0.3022993505001068,0.26825499534606934,0.20596550405025482,0.3974229395389557,0.5352458953857422,0.4130953550338745
