,what,was,tesla,'s,father,afraid,would,happen,to,him,in,school,?
were,0.22298263013362885,0.590133786201477,0.1222306564450264,0.007088581565767527,0.20441938936710358,0.2538954019546509,0.37426912784576416,0.2685878872871399,0.31913647055625916,0.289580374956131,0.3815755248069763,0.16513954102993011,0.17890112102031708
removed,0.31197842955589294,0.2546204924583435,0.14956024289131165,-0.08618588000535965,0.09461978077888489,0.22557546198368073,0.37540194392204285,0.25305071473121643,0.31205955147743225,0.20067664980888367,0.20650114119052887,0.09900929033756256,0.2955436408519745
from,0.2737620174884796,0.31171464920043945,0.10324860364198685,-0.01936490088701248,0.19987469911575317,0.17523883283138275,0.26231399178504944,0.17724910378456116,0.4069952368736267,0.2413332462310791,0.4274188280105591,0.1915854513645172,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.20827294886112213,0.4133751392364502,0.2880464494228363,0.535392165184021,0.39213326573371887,0.6662389636039734,0.22953221201896667,0.22068053483963013
school,0.18774057924747467,0.25740107893943787,0.16295383870601654,-0.017113132402300835,0.32179898023605347,0.18304526805877686,0.13300096988677979,0.1339033544063568,0.24496325850486755,0.2144516259431839,0.26157811284065247,1.0,0.15091250836849213
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.293405681848526,0.32586824893951416,0.25441640615463257,0.44245919585227966,0.31121695041656494,0.5201468467712402,0.27141863107681274,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.0703803300857544,0.14290116727352142,0.11328577250242233,0.17548894882202148,0.14682093262672424,0.17097744345664978,0.16295383870601654,0.10250775516033173
would,0.45766422152519226,0.41663143038749695,0.14290116727352142,0.036968596279621124,0.23147040605545044,0.38746723532676697,1.0000001192092896,0.3438337445259094,0.5965728163719177,0.4009282886981964,0.30461156368255615,0.13300096988677979,0.37178951501846313
be,0.3929833769798279,0.42228707671165466,0.15180771052837372,0.025217169895768166,0.15117910504341125,0.25168362259864807,0.5202695727348328,0.407311350107193,0.4972836375236511,0.2850542664527893,0.3481820821762085,0.16095811128616333,0.3324260413646698
killed,0.1862335354089737,0.31229376792907715,0.08493820577859879,-0.004342961125075817,0.30976566672325134,0.2919730544090271,0.23720775544643402,0.2780756652355194,0.1682852953672409,0.26090359687805176,0.1957504004240036,0.18079112470149994,0.17928971350193024
through,0.23167094588279724,0.21752823889255524,0.1141991838812828,-0.020649312064051628,0.13497692346572876,0.1518264263868332,0.25157630443573,0.23820850253105164,0.4062686562538147,0.21259896457195282,0.38533157110214233,0.17572128772735596,0.16913433372974396
overwork,0.4167288541793823,0.2160458117723465,0.15133929252624512,0.016070816665887833,0.19380773603916168,0.33368703722953796,0.36988088488578796,0.36031320691108704,0.39738595485687256,0.29603126645088196,0.2178536206483841,0.15239734947681427,0.27656930685043335
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.2509099841117859,0.2993970215320587,0.35067233443260193,0.2506430745124817,0.4645031690597534,0.30228540301322937,0.5591574311256409,0.24214158952236176,0.4130953550338745
