,how,much,did,sky,bid,to,win,the,4,broadcast,pacakges,they,bought,?
2015,-0.161673903465271,-0.02346874587237835,0.02002497762441635,0.10472188144922256,0.10311315953731537,-0.0031493064016103745,0.06926297396421432,0.1466771513223648,0.3199143707752228,0.0484444685280323,0.053588107228279114,-0.07850950211286545,0.0071207876317203045,-0.029954981058835983
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.22621183097362518,0.17213009297847748,0.44245919585227966,0.2999197840690613,0.4933079481124878,0.15652385354042053,0.24917922914028168,0.3324260711669922,0.390799880027771,0.24780677258968353,0.31091248989105225
sky,0.17595531046390533,0.1201200932264328,0.19922639429569244,1.0,0.11311442404985428,0.17630793154239655,0.1310320943593979,0.26521286368370056,0.03276825323700905,0.24367868900299072,0.21731773018836975,0.2187734991312027,0.17265699803829193,0.11270341277122498
bid,0.17411401867866516,0.1338948756456375,0.2128802388906479,0.11311442404985428,1.0000001192092896,0.2567334473133087,0.32050782442092896,0.19956929981708527,0.02043396607041359,0.19637902081012726,0.18409685790538788,0.1473042517900467,0.17219367623329163,0.19390296936035156
£4.2bn,0.2868579030036926,0.3240949213504791,0.15495160222053528,0.13293899595737457,0.07041849941015244,0.1899910271167755,0.06485356390476227,0.16926179826259613,0.04088986665010452,0.1415499746799469,0.2217503786087036,0.16664443910121918,0.16024985909461975,0.31861481070518494
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.15601696074008942,0.2460007220506668,0.4451248347759247,0.33295753598213196,0.4739971458911896,0.03985929489135742,0.2546502649784088,0.25725287199020386,0.3466525673866272,0.2081647664308548,0.264628142118454
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.20541532337665558,0.2175908237695694,0.45503583550453186,0.2358047515153885,0.5829201340675354,0.08102071285247803,0.2046348601579666,0.3477110266685486,0.3528250455856323,0.2100837230682373,0.23916715383529663
package,0.24322636425495148,0.17974665760993958,0.14684700965881348,0.10185539722442627,0.2085733711719513,0.26714250445365906,0.09864526242017746,0.19628381729125977,-0.04233475401997566,0.2152961939573288,0.3524305820465088,0.19383670389652252,0.2687019109725952,0.17711099982261658
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.16284865140914917,0.1715376228094101,0.41548454761505127,0.18048720061779022,0.733189046382904,0.17227263748645782,0.20155203342437744,0.3016153573989868,0.3426007330417633,0.1588076800107956,0.1826142966747284
120,-0.09803985804319382,-0.05137966200709343,0.0904313176870346,0.07418143004179001,0.18422764539718628,0.1034732311964035,0.14750920236110687,0.19426260888576508,-0.0038319502491503954,0.26402243971824646,0.07066947221755981,0.05162395164370537,0.08579808473587036,0.01702505350112915
premier,0.055021628737449646,0.11534225940704346,0.16014277935028076,0.12188273668289185,0.17422699928283691,0.170038640499115,0.23904640972614288,0.22658593952655792,0.1178283542394638,0.11549346148967743,0.1651446521282196,0.1877945363521576,0.23596689105033875,0.1292608082294464
league,0.04579940438270569,0.10547846555709839,0.17557655274868011,0.23334400355815887,0.21667265892028809,0.18720030784606934,0.2930522859096527,0.2724147439002991,0.10837370157241821,0.19478030502796173,0.23037388920783997,0.201038658618927,0.13949938118457794,0.15941482782363892
games,0.10814857482910156,0.17849120497703552,0.18056219816207886,0.15163704752922058,0.3883226215839386,0.23381441831588745,0.34960049390792847,0.2676136791706085,-0.022273458540439606,0.2351958453655243,0.28519338369369507,0.2247684746980667,0.1722417175769806,0.1360001415014267
across,0.2515762746334076,0.313662052154541,0.165368914604187,0.289288192987442,0.08239664882421494,0.36818596720695496,0.13143999874591827,0.3816230297088623,0.016583135351538658,0.198408842086792,0.22303758561611176,0.26769545674324036,0.20362481474876404,0.17034576833248138
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.26521286368370056,0.19956929981708527,0.535392165184021,0.28308698534965515,1.0,0.15499350428581238,0.2713715434074402,0.34319007396698,0.49925389885902405,0.2111053764820099,0.22068053483963013
three,0.23807744681835175,0.17385634779930115,0.2043166607618332,0.1818981170654297,0.13962066173553467,0.3043823838233948,0.19886043667793274,0.43452659249305725,0.08317381143569946,0.2180454581975937,0.3323310315608978,0.40688982605934143,0.16602657735347748,0.20928427577018738
seasons,0.12353117763996124,0.15402355790138245,0.18920958042144775,0.24121186137199402,0.1071850061416626,0.19496004283428192,0.2304774522781372,0.24226845800876617,0.0026661730371415615,0.2493731677532196,0.2620995044708252,0.20224891602993011,0.1931370347738266,0.13766995072364807
from,0.22939439117908478,0.24480824172496796,0.20248863101005554,0.1670776903629303,0.15921173989772797,0.4069952368736267,0.13466323912143707,0.40150508284568787,0.057375580072402954,0.1824430525302887,0.19379864633083344,0.3321932256221771,0.20932167768478394,0.19969791173934937
2016,0.14724914729595184,0.0952843725681305,0.1935887485742569,0.06133640184998512,0.03734000772237778,0.1695822924375534,0.058361973613500595,0.11571308970451355,-0.17861053347587585,0.07665324956178665,-0.014654772356152534,0.1411440670490265,-0.026125608012080193,-0.12147852033376694
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.19117935001850128,0.1806059330701828,0.4645031690597534,0.25577837228775024,0.5934505462646484,0.0835196003317833,0.2280997633934021,0.30926093459129333,0.4510921239852905,0.24172939360141754,0.4130953550338745
