,how,many,2015,season,interceptions,did,the,panthers,',defense,get,?
in,0.2601168751716614,0.41474202275276184,0.0891268327832222,0.2184021919965744,0.19061775505542755,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.4158826768398285,0.20235490798950195,0.24899829924106598,0.20430970191955566
interceptions,0.2084771692752838,0.21864065527915955,0.015746407210826874,0.35161852836608887,1.0000001192092896,0.21840861439704895,0.22331646084785461,0.3591367304325104,0.1299680769443512,0.39709994196891785,0.24244055151939392,0.10945115238428116
with,0.3525622487068176,0.35744401812553406,-0.05818283185362816,0.26700887084007263,0.26026803255081177,0.25472134351730347,0.4223487675189972,0.23276561498641968,0.2546919286251068,0.19516409933567047,0.3307689428329468,0.2433311939239502
24,-0.016954585909843445,-0.047841135412454605,-0.10311253368854523,-0.00652337959036231,0.044427353888750076,-0.04566230997443199,0.009148004464805126,0.0599583238363266,-0.08480001986026764,-0.016863767057657242,-0.04676821455359459,0.016154835000634193
and,0.33647966384887695,0.5296266674995422,0.015077123418450356,0.2369309365749359,0.24625982344150543,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.3053182065486908,0.20962949097156525,0.37609121203422546,0.20544172823429108
boasting,0.3074793219566345,0.3160076439380646,0.023119354620575905,0.14659318327903748,0.17211703956127167,0.18090026080608368,0.3384164273738861,0.20575885474681854,0.1579398661851883,0.3090713620185852,0.21532465517520905,0.24996808171272278
four,0.1955733299255371,0.4139232039451599,0.04878242686390877,0.22295859456062317,0.1955898255109787,0.20222175121307373,0.40344667434692383,0.22354649007320404,0.19623002409934998,0.1351817548274994,0.1802346259355545,0.14532537758350372
pro,0.18713277578353882,0.13571034371852875,0.052606672048568726,0.13625283539295197,0.24270352721214294,0.14497412741184235,0.2149612456560135,0.20294983685016632,0.12970347702503204,0.22919362783432007,0.13220593333244324,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.0710686594247818,0.3117852509021759,0.3440132439136505,0.18569406867027283,0.21576224267482758,0.34713199734687805,0.10706733912229538,0.20597675442695618,0.17289145290851593,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,-0.027112575247883797,0.16710765659809113,0.33349525928497314,0.20442557334899902,0.2473832219839096,0.2650362551212311,0.12517745792865753,0.24562866985797882,0.176274374127388,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.06607602536678314,0.24674734473228455,0.213409885764122,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.4806240200996399,0.26610422134399414,0.39392393827438354,0.4130953550338745
