,what,is,the,name,of,the,university,'s,summer,festival,?
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.12912005186080933,0.22166931629180908,0.2824619710445404,0.19568507373332977,0.055141352117061615,0.14958642423152924,0.4555445909500122,0.16369038820266724
society,0.23231269419193268,0.15995073318481445,0.2789285480976105,0.12767525017261505,0.23646748065948486,0.2789285480976105,0.27261555194854736,-0.027537118643522263,0.11887858062982559,0.24334175884723663,0.1373005360364914
founded,0.1163782924413681,0.21368175745010376,0.2840350568294525,0.2832164764404297,0.24571022391319275,0.2840350568294525,0.3603554666042328,0.011454867199063301,0.1446191966533661,0.1895168572664261,0.09119737893342972
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.31081318855285645,0.27311140298843384,0.20430970191955566
1932,-0.017417745664715767,0.05992129445075989,0.13905753195285797,-0.12557457387447357,0.10457485914230347,0.13905753195285797,-0.0487726628780365,-0.0012899342691525817,0.07618099451065063,-0.05372437462210655,-0.1809951514005661
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.16441112756729126,0.04397977516055107,0.20125791430473328,0.14732740819454193,0.32716336846351624
screens,0.21119870245456696,0.2086159586906433,0.2739212214946747,0.09206386655569077,0.17690594494342804,0.2739212214946747,0.14302369952201843,0.10159376263618469,0.13390883803367615,0.2871752679347992,0.2127765715122223
films,0.19852851331233978,0.16306833922863007,0.23072484135627747,0.1187257170677185,0.2151229828596115,0.23072484135627747,0.20496311783790588,0.029887473210692406,0.13628257811069489,0.2938315272331238,0.20618696510791779
nightly,0.24055540561676025,0.24078187346458435,0.24580109119415283,0.10400956869125366,0.1458779275417328,0.24580109119415283,0.10673373937606812,-0.03968747332692146,0.26628950238227844,0.1477518379688263,0.13898538053035736
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.30386853218078613,-0.08481216430664062,0.31800585985183716,0.26036307215690613,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.2685571610927582,0.20982226729393005,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,1.0,-0.007441582623869181,0.20782487094402313,0.24114494025707245,0.11887256056070328
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.29990968108177185,0.16963402926921844,0.4130953550338745
