,which,city,does,the,hollywood,district,belong,to,?
name,0.2972666025161743,0.22892655432224274,0.21063627302646637,0.3171212375164032,0.13196131587028503,0.20502465963363647,0.26318368315696716,0.27806994318962097,0.15381577610969543
associated,0.3083685338497162,0.12695519626140594,0.2283642590045929,0.2742886245250702,0.15687446296215057,0.11656449735164642,0.1835753321647644,0.2648659348487854,0.1453326791524887
with,0.46403205394744873,0.19554263353347778,0.26186925172805786,0.4223487675189972,0.193950355052948,0.12251965701580048,0.20823080837726593,0.4239959120750427,0.2433311939239502
the,0.6521818041801453,0.35769423842430115,0.35928019881248474,1.0,0.21118220686912537,0.2690705955028534,0.27031847834587097,0.535392165184021,0.22068053483963013
motion,0.2856520116329193,0.08531435579061508,0.18564695119857788,0.30530840158462524,0.3032822906970978,0.057408981025218964,0.08759593218564987,0.26277783513069153,0.20143945515155792
picture,0.2613976001739502,0.13910092413425446,0.1447986364364624,0.31755533814430237,0.281708300113678,0.09650439769029617,0.1543036848306656,0.21217896044254303,0.24607865512371063
industry,0.28652361035346985,0.2531801164150238,0.15035809576511383,0.26942890882492065,0.296122282743454,0.14186018705368042,0.07997941970825195,0.24876736104488373,0.11813290417194366
.,0.45942068099975586,0.29856356978416443,0.3022993505001068,0.5934505462646484,0.24290619790554047,0.23195737600326538,0.23404979705810547,0.4645031690597534,0.4130953550338745
,which,city,does,the,hollywood,district,belong,to,?
the,0.6521818041801453,0.35769423842430115,0.35928019881248474,1.0,0.21118220686912537,0.2690705955028534,0.27031847834587097,0.535392165184021,0.22068053483963013
motion,0.2856520116329193,0.08531435579061508,0.18564695119857788,0.30530840158462524,0.3032822906970978,0.057408981025218964,0.08759593218564987,0.26277783513069153,0.20143945515155792
picture,0.2613976001739502,0.13910092413425446,0.1447986364364624,0.31755533814430237,0.281708300113678,0.09650439769029617,0.1543036848306656,0.21217896044254303,0.24607865512371063
",",0.3658004403114319,0.35839709639549255,0.28617382049560547,0.4933079481124878,0.27148857712745667,0.25852543115615845,0.3347422182559967,0.44245919585227966,0.31091248989105225
television,0.21160198748111725,0.27080798149108887,0.1469985842704773,0.24569597840309143,0.3433440029621124,0.1273532509803772,0.07505553960800171,0.1933557242155075,0.16825827956199646
",",0.3658004403114319,0.35839709639549255,0.28617382049560547,0.4933079481124878,0.27148857712745667,0.25852543115615845,0.3347422182559967,0.44245919585227966,0.31091248989105225
and,0.506277859210968,0.2827445864677429,0.3461615741252899,0.5171257257461548,0.23927205801010132,0.23884956538677216,0.2474735528230667,0.48971283435821533,0.20544172823429108
music,0.27402597665786743,0.19576191902160645,0.13985829055309296,0.2714049816131592,0.29888275265693665,0.1159818172454834,0.15802881121635437,0.24181292951107025,0.18264494836330414
industry,0.28652361035346985,0.2531801164150238,0.15035809576511383,0.26942890882492065,0.296122282743454,0.14186018705368042,0.07997941970825195,0.24876736104488373,0.11813290417194366
is,0.4457404911518097,0.3186660706996918,0.4403602182865143,0.5823672413825989,0.16278144717216492,0.2656395733356476,0.2787644863128662,0.42745086550712585,0.22961433231830597
centered,0.33102282881736755,0.2910768687725067,0.177314892411232,0.346942275762558,0.1436425745487213,0.1486111730337143,0.15637898445129395,0.1909271478652954,0.17524833977222443
on,0.4245251417160034,0.2549738585948944,0.2568802833557129,0.5107308030128479,0.24634245038032532,0.16007250547409058,0.2102559208869934,0.41031414270401,0.2714994251728058
the,0.6521818041801453,0.35769423842430115,0.35928019881248474,1.0,0.21118220686912537,0.2690705955028534,0.27031847834587097,0.535392165184021,0.22068053483963013
los,0.15805238485336304,0.3013180196285248,0.10503679513931274,0.2502395510673523,0.4194885194301605,0.09888618439435959,0.09153114259243011,0.19904789328575134,0.15495611727237701
angeles,0.15751682221889496,0.2831977605819702,0.10788265615701675,0.24588194489479065,0.4586276412010193,0.10687620937824249,0.08451267331838608,0.20994949340820312,0.16139166057109833
in,0.4840516746044159,0.3911624252796173,0.214483380317688,0.6662389636039734,0.229169562458992,0.30883273482322693,0.23382951319217682,0.45010748505592346,0.20430970191955566
southern,0.2648681700229645,0.31186121702194214,0.0482201874256134,0.3282862603664398,0.08430381119251251,0.2732027471065521,0.2049156129360199,0.18284058570861816,0.11225555837154388
california,0.17128102481365204,0.2801341712474823,0.10136774927377701,0.2750805914402008,0.4264598488807678,0.14906194806098938,0.0948903039097786,0.20697450637817383,0.1409905105829239
.,0.45942068099975586,0.29856356978416443,0.3022993505001068,0.5934505462646484,0.24290619790554047,0.23195737600326538,0.23404979705810547,0.4645031690597534,0.4130953550338745
