,which,broncos,player,intercepted,newton,on,the,panthers,',next,set,of,downs,?
as,0.41006597876548767,0.23052668571472168,0.1808752566576004,0.20502090454101562,0.18695951998233795,0.36047765612602234,0.48381632566452026,0.2052529901266098,0.41391023993492126,0.2234075665473938,0.1714126169681549,0.3886612355709076,0.22020046412944794,0.27043893933296204
a,0.56894451379776,0.19771797955036163,0.2591003477573395,0.22235213220119476,0.1884482353925705,0.3848365545272827,0.5829201340675354,0.2255268394947052,0.48837921023368835,0.3054417371749878,0.2540091574192047,0.5052502155303955,0.21178016066551208,0.23916715383529663
result,0.31989866495132446,0.14872275292873383,0.1076313778758049,0.26666420698165894,0.13879632949829102,0.22479186952114105,0.27778977155685425,0.10374646633863449,0.23247525095939636,0.17694970965385437,0.22986522316932678,0.231380432844162,0.14774078130722046,0.17218433320522308
of,0.5011631846427917,0.19310332834720612,0.1627044975757599,0.19871048629283905,0.18479612469673157,0.3966929316520691,0.733189046382904,0.23357392847537994,0.39136970043182373,0.2935165464878082,0.20671486854553223,1.0,0.21881243586540222,0.1826142966747284
a,0.56894451379776,0.19771797955036163,0.2591003477573395,0.22235213220119476,0.1884482353925705,0.3848365545272827,0.5829201340675354,0.2255268394947052,0.48837921023368835,0.3054417371749878,0.2540091574192047,0.5052502155303955,0.21178016066551208,0.23916715383529663
newton,0.1681050956249237,0.2398018091917038,0.1307481974363327,0.28881779313087463,1.0000001192092896,0.14340966939926147,0.1876603662967682,0.2555108666419983,0.22279679775238037,0.18665722012519836,0.1896078735589981,0.18479612469673157,0.23722250759601593,0.09645649790763855
pass,0.25938987731933594,0.21609735488891602,0.1446564942598343,0.33124175667762756,0.17114058136940002,0.13331516087055206,0.25961899757385254,0.16386406123638153,0.20209774374961853,0.1926126480102539,0.2064877301454544,0.18302802741527557,0.08378765732049942,0.09478675574064255
that,0.6894589066505432,0.15371358394622803,0.16807673871517181,0.2510286271572113,0.22769790887832642,0.42569106817245483,0.5473989248275757,0.14741548895835876,0.3494868278503418,0.2739473879337311,0.2916346788406372,0.41498205065727234,0.15271924436092377,0.32716336846351624
bounced,0.31412947177886963,0.3607865571975708,0.3259395658969879,0.36981603503227234,0.23128190636634827,0.33437156677246094,0.27145636081695557,0.25164100527763367,0.15460152924060822,0.22759298980236053,0.21243712306022644,0.17514799535274506,0.18520496785640717,0.12222195416688919
off,0.3206881284713745,0.22094625234603882,0.16065718233585358,0.2296915501356125,0.07672116905450821,0.46575701236724854,0.2773582935333252,0.15033701062202454,0.19649042189121246,0.1948317140340805,0.19737151265144348,0.20023372769355774,0.1954294890165329,0.12937544286251068
the,0.6521818041801453,0.25985947251319885,0.19900773465633392,0.2696214020252228,0.1876603662967682,0.5107308030128479,1.0,0.2602776288986206,0.474788099527359,0.35833123326301575,0.2927955985069275,0.733189046382904,0.2521526515483856,0.22068053483963013
hands,0.2711424231529236,0.25637418031692505,0.16519559919834137,0.18602168560028076,0.0427735410630703,0.24878622591495514,0.27627843618392944,0.13619302213191986,0.16330040991306305,0.20570015907287598,0.13981029391288757,0.24988210201263428,0.19441089034080505,0.18784376978874207
of,0.5011631846427917,0.19310332834720612,0.1627044975757599,0.19871048629283905,0.18479612469673157,0.3966929316520691,0.733189046382904,0.23357392847537994,0.39136970043182373,0.2935165464878082,0.20671486854553223,1.0,0.21881243586540222,0.1826142966747284
ginn,0.1612234115600586,0.22056947648525238,0.193035289645195,0.19016964733600616,0.20642100274562836,0.12380000203847885,0.20374815165996552,0.22442124783992767,0.14760856330394745,0.11552603542804718,0.16490896046161652,0.16118314862251282,0.15823686122894287,0.1626676321029663
and,0.506277859210968,0.20959050953388214,0.22685286402702332,0.23825930058956146,0.22255054116249084,0.4077630043029785,0.5171257257461548,0.2230100929737091,0.3053182065486908,0.22333113849163055,0.27649927139282227,0.5116966962814331,0.28101885318756104,0.20544172823429108
was,0.2830964922904968,0.23574475944042206,0.1967325210571289,0.24738489091396332,0.25264593958854675,0.3909217119216919,0.48711544275283813,0.2605615258216858,0.33675912022590637,0.25374743342399597,0.22985222935676575,0.4069072902202606,0.18749697506427765,0.18412111699581146
intercepted,0.26148664951324463,0.4408567547798157,0.24162909388542175,1.0,0.28881779313087463,0.19228419661521912,0.2696214020252228,0.3229466676712036,0.13285428285598755,0.19190455973148346,0.2564682960510254,0.19871048629283905,0.26323649287223816,0.10366860032081604
by,0.40543368458747864,0.11333504319190979,0.13629671931266785,0.18087948858737946,0.19122301042079926,0.33887791633605957,0.4408751428127289,0.16948609054088593,0.2610379159450531,0.20649707317352295,0.21600963175296783,0.3646814823150635,0.1401355117559433,0.17966607213020325
safety,0.25007596611976624,0.2648185193538666,0.10507374256849289,0.30488741397857666,0.1262495517730713,0.20992831885814667,0.25972458720207214,0.23171281814575195,0.14771491289138794,0.14386017620563507,0.1972520798444748,0.18446403741836548,0.1822184920310974,0.1443338692188263
t.,-0.07651621848344803,-0.07226024568080902,-0.04430308938026428,-0.1209738701581955,-0.011006842367351055,-0.01492298673838377,-0.07556280493736267,-0.09224774688482285,-0.037822116166353226,-0.04681780934333801,-0.019902663305401802,0.0035911432933062315,-0.09604444354772568,0.025474894791841507
j,0.1521686315536499,0.14026059210300446,0.17446157336235046,0.1510355919599533,0.0927995964884758,0.16926753520965576,0.15695494413375854,0.12818200886249542,0.17644143104553223,0.1553303450345993,0.09133434295654297,0.1674290895462036,0.1245218887925148,0.14581649005413055
.,0.45942068099975586,0.2612393796443939,0.22491109371185303,0.22816359996795654,0.20699870586395264,0.49257001280784607,0.5934505462646484,0.23446570336818695,0.4806240200996399,0.2761645019054413,0.2928885817527771,0.5352458953857422,0.23834659159183502,0.4130953550338745
