,what,rituals,did,kublai,follow,to,help,his,image,?
the,0.42745697498321533,0.24989968538284302,0.34736719727516174,0.32886171340942383,0.3197029232978821,0.535392165184021,0.30064165592193604,0.4394008219242096,0.24039390683174133,0.22068053483963013
rituals,0.23125600814819336,1.0000001192092896,0.27489975094795227,0.2173726111650467,0.30685245990753174,0.23918762803077698,0.1700330376625061,0.2223537415266037,0.1423826366662979,0.1429676115512848
of,0.33290785551071167,0.23205259442329407,0.2513895630836487,0.231930211186409,0.26846790313720703,0.41548454761505127,0.22745388746261597,0.38364991545677185,0.21113355457782745,0.1826142966747284
confucian,0.2492385357618332,0.3129584491252899,0.18195006251335144,0.40083783864974976,0.27260780334472656,0.18610121309757233,0.16785678267478943,0.22475196421146393,0.09223688393831253,0.19014938175678253
propriety,0.2433893233537674,0.17743556201457977,0.1823403686285019,0.12644818425178528,0.18116016685962677,0.3069755733013153,0.23560085892677307,0.26111486554145813,0.11071716248989105,0.1903313249349594
and,0.31309178471565247,0.26330095529556274,0.34479495882987976,0.25078991055488586,0.34642475843429565,0.48971283435821533,0.34926167130470276,0.4234102666378021,0.143681138753891,0.20544172823429108
ancestor,0.16140799224376678,0.26661282777786255,0.20293964445590973,0.15155264735221863,0.2297418862581253,0.22389167547225952,0.07944852113723755,0.21455222368240356,0.13835202157497406,0.14805565774440765
veneration,0.24512609839439392,0.23212076723575592,0.13553082942962646,0.31413576006889343,0.19434067606925964,0.26654013991355896,0.19316977262496948,0.22296306490898132,0.2093692570924759,0.15540343523025513
",",0.3087472915649414,0.19552020728588104,0.3015086054801941,0.2569756805896759,0.3021566867828369,0.44245919585227966,0.2855570912361145,0.3378419280052185,0.2188224196434021,0.31091248989105225
while,0.35511791706085205,0.2064240425825119,0.3330625295639038,0.21775539219379425,0.28325673937797546,0.43899232149124146,0.29989802837371826,0.39785656332969666,0.1227535679936409,0.21076419949531555
simultaneously,0.2967745363712311,0.2210225611925125,0.17067426443099976,0.1919853389263153,0.20909208059310913,0.2985597550868988,0.16388145089149475,0.18482144176959991,0.03697850927710533,0.13993576169013977
retaining,0.14186742901802063,0.13766667246818542,0.24384672939777374,0.18359775841236115,0.20070266723632812,0.32464084029197693,0.2035803645849228,0.30408933758735657,0.12123020738363266,0.11448856443166733
his,0.26976513862609863,0.2223537415266037,0.3546801507472992,0.3874718248844147,0.20164252817630768,0.3715193271636963,0.22868521511554718,0.9999998807907104,0.11082158237695694,0.18075084686279297
roots,0.1585880070924759,0.2192133665084839,0.1714051514863968,0.07596049457788467,0.10007312893867493,0.2079821676015854,0.19521775841712952,0.15173768997192383,0.07598074525594711,0.09478887915611267
as,0.31749409437179565,0.20291350781917572,0.3596470057964325,0.1864137202501297,0.30632978677749634,0.42092081904411316,0.2739662528038025,0.3146366477012634,0.1830495148897171,0.27043893933296204
a,0.3320399522781372,0.2209133803844452,0.2552328109741211,0.1659851223230362,0.26547971367836,0.45503583550453186,0.23381464183330536,0.3497250974178314,0.199119433760643,0.23916715383529663
leader,0.15734966099262238,0.23475874960422516,0.16038542985916138,0.2996852993965149,0.247234508395195,0.2050279974937439,0.2277311533689499,0.2995552122592926,0.13015951216220856,0.09527933597564697
from,0.2737620174884796,0.11028904467821121,0.20248863101005554,0.13737952709197998,0.18726696074008942,0.4069952368736267,0.22515058517456055,0.3195365369319916,0.17395146191120148,0.19969791173934937
the,0.42745697498321533,0.24989968538284302,0.34736719727516174,0.32886171340942383,0.3197029232978821,0.535392165184021,0.30064165592193604,0.4394008219242096,0.24039390683174133,0.22068053483963013
steppes,0.24024005234241486,0.25449901819229126,0.17785964906215668,0.3392326235771179,0.17889076471328735,0.22730927169322968,0.1627921164035797,0.19474565982818604,0.07981225848197937,0.1251925528049469
.,0.3567904531955719,0.18651644885540009,0.35288307070732117,0.2311694622039795,0.3185402452945709,0.4645031690597534,0.32205137610435486,0.3119256794452667,0.2041902095079422,0.4130953550338745
