,what,type,of,beings,does,doctor,who,usually,take,with,him,on,his,travels,?
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.21088391542434692,0.26186925172805786,0.17277967929840088,0.3282766342163086,0.3430865705013275,0.21222369372844696,0.9999999403953552,0.30843743681907654,0.40749499201774597,0.33836179971694946,0.18156693875789642,0.2433311939239502
planet,0.2183026820421219,0.07942215353250504,0.19911958277225494,0.3561638295650482,0.20571163296699524,0.27168989181518555,0.21450060606002808,0.13088984787464142,0.23461776971817017,0.1515527218580246,0.22299417853355408,0.18479855358600616,0.19637727737426758,0.2937142252922058,0.16979767382144928
earth,0.25883176922798157,0.07964067161083221,0.2329314798116684,0.47575968503952026,0.24806667864322662,0.16607566177845,0.15992608666419983,0.20119227468967438,0.211660698056221,0.21692633628845215,0.21188600361347198,0.20645220577716827,0.18156030774116516,0.2748644948005676,0.17717236280441284
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22872529923915863,0.3022993505001068,0.22361043095588684,0.3541337847709656,0.28580138087272644,0.3045158088207245,0.4446153938770294,0.30228540301322937,0.49257001280784607,0.3119256794452667,0.22066809237003326,0.4130953550338745
,what,type,of,beings,does,doctor,who,usually,take,with,him,on,his,travels,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.26719751954078674,0.35928019881248474,0.2820442318916321,0.3733934462070465,0.36782920360565186,0.31620436906814575,0.4223487675189972,0.39213326573371887,0.5107308030128479,0.4394008219242096,0.31547650694847107,0.22068053483963013
doctor,0.20870667695999146,0.08423732966184616,0.16895952820777893,0.20787301659584045,0.17192082107067108,0.9999999403953552,0.3504868149757385,0.13327519595623016,0.19864271581172943,0.17277967929840088,0.28966546058654785,0.1636410653591156,0.2365143597126007,0.3345279097557068,0.1462511420249939
rarely,0.2806011736392975,0.27154749631881714,0.22155629098415375,0.23195169866085052,0.37868085503578186,0.18008020520210266,0.3270801901817322,0.5936160683631897,0.2499886453151703,0.27675285935401917,0.22768281400203705,0.21863161027431488,0.18941354751586914,0.2211557924747467,0.23009803891181946
travels,0.17787288129329681,0.10409330576658249,0.2645129859447479,0.26210206747055054,0.21149297058582306,0.3345279097557068,0.20237360894680023,0.2570681571960449,0.2717148959636688,0.18156693875789642,0.2656260132789612,0.2045275866985321,0.2890016734600067,0.9999998807907104,0.06471772491931915
alone,0.3431425094604492,0.09813788533210754,0.2295283079147339,0.3219420909881592,0.2488425225019455,0.1927599459886551,0.3550184369087219,0.2949191927909851,0.26217904686927795,0.34624868631362915,0.32665666937828064,0.3542509973049164,0.2613341212272644,0.21085193753242493,0.25589054822921753
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3197757601737976,0.3461615741252899,0.21673844754695892,0.41279885172843933,0.3817319869995117,0.296702116727829,0.5477725267410278,0.35759612917900085,0.4077630043029785,0.4234102666378021,0.24178287386894226,0.20544172823429108
often,0.3849453330039978,0.29205119609832764,0.3351972997188568,0.3181048035621643,0.33894720673561096,0.18360058963298798,0.393799751996994,0.7742448449134827,0.22493591904640198,0.41081544756889343,0.29765084385871887,0.24822035431861877,0.30419299006462097,0.24539287388324738,0.23748154938220978
brings,0.2661646604537964,0.13219109177589417,0.3483275771141052,0.3546631634235382,0.35607877373695374,0.13749909400939941,0.22582361102104187,0.2649935781955719,0.3336802124977112,0.32193559408187866,0.30476564168930054,0.25765013694763184,0.25021034479141235,0.37578463554382324,0.21409378945827484
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.3089413642883301,0.2924913763999939,0.17397142946720123,0.40083858370780945,0.38468751311302185,0.3211195170879364,0.3855307400226593,0.3260793685913086,0.3601475656032562,0.3774510324001312,0.24232687056064606,0.2673267424106598
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.3189072906970978,0.4248845875263214,0.21396701037883759,0.31144875288009644,0.654004693031311,0.31863799691200256,0.38158315420150757,0.23276418447494507,0.2897229492664337,0.2118215411901474,0.2305946946144104,0.32389625906944275
more,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.31471288204193115,0.2897747755050659,0.16165468096733093,0.31567877531051636,0.406992644071579,0.3237091600894928,0.3535402715206146,0.2715552747249603,0.37351730465888977,0.23633438348770142,0.1542282998561859,0.27894994616508484
companions,0.18120864033699036,0.15748460590839386,0.23670142889022827,0.3397805988788605,0.19669736921787262,0.4105963706970215,0.35028961300849915,0.20813216269016266,0.21232664585113525,0.22898033261299133,0.3855123221874237,0.1740266978740692,0.30718955397605896,0.36304721236228943,0.14333169162273407
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3099895119667053,0.4391997456550598,0.22950075566768646,0.42656609416007996,0.3824864327907562,0.4075521230697632,0.4239959120750427,0.4702378511428833,0.41031414270401,0.3715193271636963,0.2982982099056244,0.29463258385658264
share,0.2764742076396942,0.08176816999912262,0.2850857973098755,0.24151892960071564,0.2503064274787903,0.08300356566905975,0.22441379725933075,0.18914668262004852,0.2725932002067566,0.32575809955596924,0.17095795273780823,0.22679877281188965,0.1687607318162918,0.18860381841659546,0.1754547506570816
these,0.4164220690727234,0.26445475220680237,0.42684608697891235,0.4439116418361664,0.31633180379867554,0.19513088464736938,0.34544891119003296,0.49153953790664673,0.3182767629623413,0.37595367431640625,0.27503910660743713,0.32800400257110596,0.2947653532028198,0.1718238741159439,0.2571668326854706
adventures,0.18775875866413116,0.08707375824451447,0.2105356603860855,0.28537842631340027,0.17038972675800323,0.283301442861557,0.2170078009366989,0.1454581618309021,0.2506958544254303,0.22719232738018036,0.25550180673599243,0.17910991609096527,0.25222843885421753,0.3801255226135254,0.15214234590530396
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22872529923915863,0.3022993505001068,0.22361043095588684,0.3541337847709656,0.28580138087272644,0.3045158088207245,0.4446153938770294,0.30228540301322937,0.49257001280784607,0.3119256794452667,0.22066809237003326,0.4130953550338745
