,ac,and,nc,are,complexity,classes,typically,associated,with,what,type,of,circuit,?
nc,0.22081543505191803,0.11925461143255234,1.0,0.13475705683231354,0.1345045417547226,0.14629296958446503,0.1804068237543106,0.1632889211177826,0.06544919312000275,0.15436547994613647,0.11074955761432648,0.1582258641719818,0.1518002450466156,0.1283540427684784
",",0.1705707460641861,0.6633074283599854,0.16724710166454315,0.4062570035457611,0.27822354435920715,0.26848307251930237,0.18964512646198273,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20939292013645172,0.31091248989105225
which,0.1381830871105194,0.506277859210968,0.1943102926015854,0.42922598123550415,0.2941568195819855,0.2896202504634857,0.4671940505504608,0.3083685338497162,0.46403205394744873,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.26164838671684265,0.25814583897590637
are,0.13838498294353485,0.48576638102531433,0.13475705683231354,1.0,0.27680158615112305,0.2913099527359009,0.4610564708709717,0.28055059909820557,0.38996943831443787,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.16848477721214294,0.24591213464736938
defined,0.18328994512557983,0.2678177058696747,0.13733839988708496,0.2598877251148224,0.32216620445251465,0.2014472633600235,0.297812819480896,0.3484164774417877,0.23112677037715912,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.15191856026649475,0.22494901716709137
using,0.10432572662830353,0.33157408237457275,0.0872018113732338,0.3385874032974243,0.2878689169883728,0.20710119605064392,0.3585226237773895,0.17376847565174103,0.3917884826660156,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.15766844153404236,0.2804589569568634
boolean,0.20434577763080597,0.16683293879032135,0.12902705371379852,0.23972216248512268,0.3921334147453308,0.25139960646629333,0.30505797266960144,0.20316506922245026,0.13382364809513092,0.27341124415397644,0.3211498558521271,0.15521764755249023,0.2531086802482605,0.31161975860595703
circuits,0.2850765287876129,0.2274526208639145,0.1540168672800064,0.281847208738327,0.3720915615558624,0.20703531801700592,0.36586514115333557,0.1557580977678299,0.12872202694416046,0.18163272738456726,0.1758715957403183,0.26405566930770874,0.8659882545471191,0.07647933810949326
;,0.0419929102063179,0.08403264731168747,0.06516001373529434,0.15315808355808258,0.013201623223721981,0.07329844683408737,0.036054808646440506,0.05939144268631935,0.12944702804088593,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.021112093701958656,0.10349778085947037
and,0.08613406121730804,1.0,0.11925461143255234,0.48576638102531433,0.2520415782928467,0.2892279624938965,0.3137528598308563,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.19958695769309998,0.20544172823429108
bqp,0.2617431581020355,0.19487349689006805,0.15722613036632538,0.181287482380867,0.24594111740589142,0.16549146175384521,0.25344112515449524,0.1667158007621765,0.2253616601228714,0.13864435255527496,0.16034090518951416,0.1784011721611023,0.11918305605649948,0.18803688883781433
and,0.08613406121730804,1.0,0.11925461143255234,0.48576638102531433,0.2520415782928467,0.2892279624938965,0.3137528598308563,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.19958695769309998,0.20544172823429108
qma,0.19979673624038696,0.17966698110103607,0.20999686419963837,0.14132271707057953,0.22094041109085083,0.20371733605861664,0.11602293699979782,0.21199436485767365,0.1765545755624771,0.2618003189563751,0.15996739268302917,0.15008953213691711,0.16298657655715942,0.23617024719715118
",",0.1705707460641861,0.6633074283599854,0.16724710166454315,0.4062570035457611,0.27822354435920715,0.26848307251930237,0.18964512646198273,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20939292013645172,0.31091248989105225
which,0.1381830871105194,0.506277859210968,0.1943102926015854,0.42922598123550415,0.2941568195819855,0.2896202504634857,0.4671940505504608,0.3083685338497162,0.46403205394744873,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.26164838671684265,0.25814583897590637
are,0.13838498294353485,0.48576638102531433,0.13475705683231354,1.0,0.27680158615112305,0.2913099527359009,0.4610564708709717,0.28055059909820557,0.38996943831443787,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.16848477721214294,0.24591213464736938
defined,0.18328994512557983,0.2678177058696747,0.13733839988708496,0.2598877251148224,0.32216620445251465,0.2014472633600235,0.297812819480896,0.3484164774417877,0.23112677037715912,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.15191856026649475,0.22494901716709137
using,0.10432572662830353,0.33157408237457275,0.0872018113732338,0.3385874032974243,0.2878689169883728,0.20710119605064392,0.3585226237773895,0.17376847565174103,0.3917884826660156,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.15766844153404236,0.2804589569568634
quantum,0.21852247416973114,0.16976895928382874,0.1480071246623993,0.2200530767440796,0.3877669870853424,0.15355417132377625,0.238324835896492,0.13747689127922058,0.1917714923620224,0.3095471262931824,0.18317517638206482,0.24717314541339874,0.2219165414571762,0.20770002901554108
turing,0.16126105189323425,0.22459711134433746,0.050199009478092194,0.17666763067245483,0.41919052600860596,0.17569570243358612,0.22437609732151031,0.12496623396873474,0.15793664753437042,0.2806522250175476,0.044547878205776215,0.2670239806175232,0.18103501200675964,0.1460462063550949
machines,0.12269695848226547,0.2919604778289795,0.07853726297616959,0.3025093972682953,0.3310573697090149,0.273708313703537,0.33034563064575195,0.14539353549480438,0.1873357594013214,0.25512105226516724,0.19346262514591217,0.18757474422454834,0.21042336523532867,0.17646311223506927
.,0.21823462843894958,0.588965117931366,0.20890122652053833,0.3452940285205841,0.21340465545654297,0.24851149320602417,0.25537845492362976,0.2184346318244934,0.4446153938770294,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22477245330810547,0.4130953550338745
