,what,was,the,average,budget,for,abc,movie,of,the,week,films,?
early,0.2454567849636078,0.4148794412612915,0.34442198276519775,0.2050858587026596,0.16260012984275818,0.2892865538597107,0.17947594821453094,0.19282150268554688,0.30937549471855164,0.34442198276519775,0.16608181595802307,0.1327214390039444,0.15272949635982513
success,0.22873179614543915,0.315643846988678,0.2764457166194916,0.12336280196905136,0.3204624056816101,0.25930920243263245,0.22851410508155823,0.26087549328804016,0.20485365390777588,0.2764457166194916,0.23371443152427673,0.22191646695137024,0.1216118186712265
through,0.23167094588279724,0.21752823889255524,0.44071322679519653,0.20796190202236176,0.13682864606380463,0.3172857463359833,0.1861964464187622,0.19407270848751068,0.3647414743900299,0.44071322679519653,0.2320522516965866,0.1948418766260147,0.16913433372974396
the,0.42745697498321533,0.48711544275283813,1.0,0.27058175206184387,0.22188150882720947,0.4739971458911896,0.2068762183189392,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.23072484135627747,0.22068053483963013
showcase,0.228786900639534,0.17076155543327332,0.2434663325548172,0.23193728923797607,0.2292996197938919,0.2936731278896332,0.2575083076953888,0.2869773507118225,0.19805759191513062,0.2434663325548172,0.2409972995519638,0.24851669371128082,0.2651786506175995
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.20724235475063324,0.22225628793239594,0.9999999403953552,0.22510288655757904,0.22823558747768402,0.4185989499092102,0.4739971458911896,0.3263654112815857,0.22327518463134766,0.264628142118454
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.17875635623931885,0.2029942125082016,0.39312878251075745,0.18588677048683167,0.2292414754629135,0.38364991545677185,0.4394008219242096,0.22571393847465515,0.20713599026203156,0.18075084686279297
1971,0.19641290605068207,0.2210383415222168,0.21928679943084717,0.253564715385437,0.2543163299560547,0.20694366097450256,0.16459308564662933,0.18457935750484467,0.2057395875453949,0.21928679943084717,0.1731405109167099,0.16121579706668854,0.29388657212257385
film,0.17437689006328583,0.25235438346862793,0.2824619710445404,0.1237795278429985,0.342312216758728,0.24293163418769836,0.19744548201560974,0.7101938724517822,0.22166931629180908,0.2824619710445404,0.18205526471138,0.706394612789154,0.16369038820266724
duel,0.1943833827972412,0.1897869110107422,0.20376726984977722,-0.008355091325938702,0.11182288825511932,0.18714240193367004,0.20709198713302612,0.23283149302005768,0.1622297614812851,0.20376726984977722,0.1325744092464447,0.17098407447338104,0.13510504364967346
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.20956556499004364,0.20011115074157715,0.3639558255672455,0.18381085991859436,0.27831876277923584,0.3680361211299896,0.3456730246543884,0.20822544395923615,0.1816740185022354,0.42300865054130554
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.2513456642627716,0.1882878541946411,0.4137635827064514,0.17440107464790344,0.21549339592456818,0.41498205065727234,0.5473989248275757,0.29284077882766724,0.17196457087993622,0.32716336846351624
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.17036251723766327,0.1529514193534851,0.33592689037323,0.09045279771089554,0.17317065596580505,0.34038281440734863,0.3906462490558624,0.19920413196086884,0.14159062504768372,0.17890112102031708
produced,0.1393624097108841,0.28463777899742126,0.22045251727104187,0.05977639555931091,0.26089605689048767,0.16180217266082764,0.2414293736219406,0.33569201827049255,0.18961067497730255,0.22045251727104187,0.15910044312477112,0.3480021059513092,0.1623450517654419
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.2780454754829407,0.18000242114067078,0.36199691891670227,0.2862928807735443,0.2304898053407669,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.20159213244915009,0.2714994251728058
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.27438971400260925,0.104542076587677,0.3236706852912903,0.16561369597911835,0.2028036266565323,0.32280945777893066,0.4207492768764496,0.14643344283103943,0.14996381103992462,0.19793890416622162
average,0.24068789184093475,0.18843130767345428,0.27058175206184387,1.0,0.2282266914844513,0.20724235475063324,0.1194906085729599,0.17340704798698425,0.23717734217643738,0.27058175206184387,0.25936517119407654,0.08961023390293121,0.21764592826366425
budget,0.1832011640071869,0.28109338879585266,0.22188150882720947,0.2282266914844513,1.0,0.22225628793239594,0.2173558622598648,0.35341307520866394,0.19846364855766296,0.22188150882720947,0.2960512936115265,0.333769828081131,0.14098747074604034
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23717734217643738,0.19846364855766296,0.4185989499092102,0.14607268571853638,0.2027330845594406,1.0,0.733189046382904,0.17998629808425903,0.2151229828596115,0.1826142966747284
$,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.2754773199558258,0.4997224807739258,0.22711659967899323,0.2139672338962555,0.2859753966331482,0.11268499493598938,0.23367542028427124,0.31436169147491455,0.1887800097465515,0.2786129117012024
"400,000–",0.11466316133737564,-0.007576023694127798,0.18860651552677155,0.09605837613344193,0.13245511054992676,0.12025976926088333,0.03987874835729599,0.16596868634223938,0.10448165237903595,0.18860651552677155,0.10855209082365036,0.11742842197418213,-0.04110512137413025
$,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.2754773199558258,0.4997224807739258,0.22711659967899323,0.2139672338962555,0.2859753966331482,0.11268499493598938,0.23367542028427124,0.31436169147491455,0.1887800097465515,0.2786129117012024
"450,000",0.16548000276088715,-0.14228279888629913,0.07216360419988632,0.09543776512145996,0.06487104296684265,0.07721934467554092,-0.06186855584383011,-0.06098882481455803,0.10175955295562744,0.07216360419988632,0.024520544335246086,0.010193530470132828,0.0544295534491539
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2717139422893524,0.21427461504936218,0.4726039469242096,0.2567209303379059,0.25674229860305786,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.226910799741745,0.4130953550338745
