,what,responsibilities,were,pharmacy,technicians,formerly,limited,to,?
increasing,0.2066856026649475,0.2854057252407074,0.21117375791072845,0.15864333510398865,0.236004039645195,0.03977295011281967,0.3624313771724701,0.35017409920692444,0.0681626945734024
trend,0.22732172906398773,0.20178909599781036,0.18570193648338318,0.04489889368414879,0.13863304257392883,0.06189081072807312,0.16100850701332092,0.21049797534942627,0.10325077921152115
towards,0.281793475151062,0.23185670375823975,0.20320193469524384,0.060228727757930756,0.11513170599937439,0.10725955665111542,0.13377447426319122,0.3675195574760437,0.13023285567760468
the,0.42745697498321533,0.2885926067829132,0.3906462490558624,0.1938311904668808,0.21938872337341309,0.2854805290699005,0.2757521867752075,0.535392165184021,0.22068053483963013
use,0.3453877568244934,0.2632266581058502,0.26967236399650574,0.20220540463924408,0.33556124567985535,0.19971972703933716,0.3095950782299042,0.47261837124824524,0.32795652747154236
of,0.33290785551071167,0.27643904089927673,0.34038281440734863,0.18226979672908783,0.17011334002017975,0.27187931537628174,0.3373238146305084,0.41548454761505127,0.1826142966747284
trained,0.20267696678638458,0.29132208228111267,0.27124762535095215,0.20603087544441223,0.3454624116420746,0.15370064973831177,0.18273957073688507,0.2606150209903717,0.14453530311584473
pharmacy,0.21638189256191254,0.19778628647327423,0.05029045790433884,1.0,0.27077218890190125,0.13811199367046356,0.24882172048091888,0.1824638396501541,0.1355620175600052
technicians,0.21377219259738922,0.29502779245376587,0.25863125920295715,0.27077218890190125,0.9999999403953552,0.16745640337467194,0.23572859168052673,0.30056139826774597,0.16329023241996765
while,0.35511791706085205,0.3495604395866394,0.3084527552127838,0.20010410249233246,0.2655981481075287,0.10227596759796143,0.2558407485485077,0.43899232149124146,0.21076419949531555
the,0.42745697498321533,0.2885926067829132,0.3906462490558624,0.1938311904668808,0.21938872337341309,0.2854805290699005,0.2757521867752075,0.535392165184021,0.22068053483963013
pharmacist,0.19447070360183716,0.18840403854846954,0.14975960552692413,0.8203567266464233,0.2738324999809265,0.13080336153507233,0.15727877616882324,0.14544889330863953,0.1397853046655655
spends,0.21513904631137848,0.26069414615631104,0.11227787286043167,0.14742939174175262,0.10662975162267685,0.08356994390487671,0.1808207482099533,0.21081000566482544,0.12474899739027023
more,0.3484537899494171,0.24421444535255432,0.33779072761535645,0.1321602463722229,0.2827249765396118,0.12415971606969833,0.29104486107826233,0.47084665298461914,0.27894994616508484
time,0.36319252848625183,0.2520768642425537,0.3104150593280792,0.2017434537410736,0.232449010014534,0.05868059769272804,0.25502830743789673,0.3679993152618408,0.27391523122787476
communicating,0.32121625542640686,0.3807399570941925,0.21420708298683167,0.20437955856323242,0.3282313346862793,0.13789120316505432,0.2721041440963745,0.2967224419116974,0.18128196895122528
with,0.2464839518070221,0.24097897112369537,0.3179011940956116,0.17199546098709106,0.21666087210178375,0.20120948553085327,0.2614453434944153,0.4239959120750427,0.2433311939239502
patients,0.28700166940689087,0.37527504563331604,0.285988450050354,0.27920523285865784,0.3477899730205536,0.04244774952530861,0.2121620625257492,0.2851313650608063,0.17145128548145294
.,0.3567904531955719,0.22679820656776428,0.3378238379955292,0.23916830122470856,0.19580017030239105,0.16428235173225403,0.23431839048862457,0.4645031690597534,0.4130953550338745
