,in,what,way,did,lavoisier,see,that,the,tin,he,used,in,his,experiment,had,increased,?
and,0.4954058527946472,0.31309178471565247,0.32150545716285706,0.34479495882987976,0.27694079279899597,0.367068350315094,0.4731321930885315,0.5171257257461548,0.21267321705818176,0.45427167415618896,0.3150506615638733,0.4954058527946472,0.4234102666378021,0.2532333433628082,0.3872550129890442,0.2943111062049866,0.20544172823429108
that,0.435920387506485,0.6297725439071655,0.5086538195610046,0.47518548369407654,0.2734697759151459,0.4087662696838379,1.0,0.5473989248275757,0.13278619945049286,0.36068853735923767,0.37621384859085083,0.435920387506485,0.3173833191394806,0.3135862946510315,0.4407361149787903,0.28310200572013855,0.32716336846351624
increase,0.25893163681030273,0.21153631806373596,0.24204061925411224,0.15550044178962708,0.20255984365940094,0.2668411135673523,0.3491165041923523,0.32049667835235596,0.09113077074289322,0.14546115696430206,0.25213783979415894,0.25893163681030273,0.1403461992740631,0.2377459704875946,0.3162323832511902,0.8384779691696167,0.11119163036346436
was,0.45514053106307983,0.22111038863658905,0.2418399453163147,0.41399896144866943,0.29939597845077515,0.17335832118988037,0.33670201897621155,0.48711544275283813,0.18478141725063324,0.5410010814666748,0.23679393529891968,0.45514053106307983,0.4405253231525421,0.21177788078784943,0.5927209258079529,0.23245969414710999,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.34736719727516174,0.2755334973335266,0.3770301640033722,0.5473989248275757,1.0,0.16664911806583405,0.4571082592010498,0.3718377649784088,0.6662389636039734,0.4394008219242096,0.168198361992836,0.3875846862792969,0.3188653886318207,0.22068053483963013
same,0.3692481815814972,0.3764382302761078,0.3350374400615692,0.3097444474697113,0.26927468180656433,0.3124118745326996,0.47339269518852234,0.4583131968975067,0.17322255671024323,0.22371946275234222,0.31133803725242615,0.3692481815814972,0.23959197103977203,0.20525549352169037,0.2788434326648712,0.2692776620388031,0.22649677097797394
as,0.3887844979763031,0.31749409437179565,0.3409440517425537,0.3596470057964325,0.22816282510757446,0.3243166506290436,0.4735107421875,0.48381632566452026,0.22512784600257874,0.33787044882774353,0.35160550475120544,0.3887844979763031,0.3146366477012634,0.2577669024467468,0.3393979072570801,0.21772481501102448,0.27043893933296204
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.34736719727516174,0.2755334973335266,0.3770301640033722,0.5473989248275757,1.0,0.16664911806583405,0.4571082592010498,0.3718377649784088,0.6662389636039734,0.4394008219242096,0.168198361992836,0.3875846862792969,0.3188653886318207,0.22068053483963013
weight,0.14912216365337372,0.20223349332809448,0.2190711498260498,0.15234823524951935,0.2379339188337326,0.1891583651304245,0.2684006989002228,0.19469641149044037,0.1901320368051529,0.09508898854255676,0.24245426058769226,0.14912216365337372,0.1432071179151535,0.22810639441013336,0.19172748923301697,0.3195142447948456,0.18111222982406616
of,0.5696388483047485,0.33290785551071167,0.266871839761734,0.2513895630836487,0.2657543122768402,0.33962661027908325,0.41498205065727234,0.733189046382904,0.16781218349933624,0.38706058263778687,0.3075267970561981,0.5696388483047485,0.38364991545677185,0.12456657737493515,0.37755560874938965,0.3371390700340271,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.34736719727516174,0.2755334973335266,0.3770301640033722,0.5473989248275757,1.0,0.16664911806583405,0.4571082592010498,0.3718377649784088,0.6662389636039734,0.4394008219242096,0.168198361992836,0.3875846862792969,0.3188653886318207,0.22068053483963013
air,0.22172939777374268,0.10361403971910477,0.15642991662025452,0.12297173589468002,0.19386497139930725,0.16848744451999664,0.19720019400119781,0.2877824306488037,0.19837404787540436,0.1551557034254074,0.22700221836566925,0.22172939777374268,0.16059604287147522,0.18702659010887146,0.18433481454849243,0.21632756292819977,0.1491677612066269
that,0.435920387506485,0.6297725439071655,0.5086538195610046,0.47518548369407654,0.2734697759151459,0.4087662696838379,1.0,0.5473989248275757,0.13278619945049286,0.36068853735923767,0.37621384859085083,0.435920387506485,0.3173833191394806,0.3135862946510315,0.4407361149787903,0.28310200572013855,0.32716336846351624
rushed,0.1983523666858673,0.20875130593776703,0.20455001294612885,0.24934585392475128,0.149465411901474,0.16259104013442993,0.23200249671936035,0.25936806201934814,0.17166119813919067,0.31175732612609863,0.17458190023899078,0.1983523666858673,0.34734582901000977,0.08613745868206024,0.32477378845214844,0.31369900703430176,0.10077773034572601
back,0.25397348403930664,0.2965294420719147,0.3101128041744232,0.2601068317890167,0.11626077443361282,0.30311840772628784,0.34040841460227966,0.3612101674079895,0.1555498093366623,0.2946772873401642,0.2167888581752777,0.25397348403930664,0.3421434462070465,0.12592297792434692,0.3374921381473541,0.18314605951309204,0.2397768795490265
in,1.0,0.30808621644973755,0.30444321036338806,0.2593238651752472,0.324543833732605,0.2973747253417969,0.435920387506485,0.6662389636039734,0.16545431315898895,0.41690486669540405,0.3090210556983948,1.0,0.3598145842552185,0.1938578486442566,0.385026752948761,0.244624063372612,0.20430970191955566
.,0.5591574311256409,0.3567904531955719,0.33520638942718506,0.35288307070732117,0.3063303232192993,0.3851161599159241,0.4460422694683075,0.5934505462646484,0.20248055458068848,0.38061028718948364,0.33111312985420227,0.5591574311256409,0.3119256794452667,0.23954947292804718,0.37348684668540955,0.21367591619491577,0.4130953550338745
