,what,does,the,water,flow,of,the,rhine,merge,with,after,flowing,through,merwede,?
merwede,0.07321726530790329,0.12159192562103271,0.20795460045337677,0.18003514409065247,0.14393994212150574,0.17477388679981232,0.20795460045337677,0.4772508442401886,0.27561014890670776,0.1157672330737114,0.22265873849391937,0.23161223530769348,0.11561420559883118,1.0,0.13861164450645447
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.16755586862564087,0.16461063921451569,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.1984015554189682,0.29503780603408813,0.2132600098848343,0.14902400970458984,0.19420890510082245,0.24085211753845215,0.40561532974243164
de,0.10476839542388916,0.10015963762998581,0.23491892218589783,0.10574663430452347,0.08963681757450104,0.26292696595191956,0.23491892218589783,0.17065118253231049,0.055002693086862564,0.18490396440029144,0.1512669324874878,0.15476389229297638,0.14536108076572418,0.3179198205471039,0.11064168810844421
biesbosch,0.23777297139167786,0.160204216837883,0.2983834445476532,0.22431175410747528,0.11997783184051514,0.36395132541656494,0.2983834445476532,0.4257545471191406,0.12226968258619308,0.2631535232067108,0.22399987280368805,0.2054310292005539,0.18232318758964539,0.5525163412094116,0.22715041041374207
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.18243473768234253,0.1727922409772873,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.21269899606704712,0.3069596290588379,0.24162524938583374,0.15953056514263153,0.21381281316280365,0.22007277607917786,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.26706066727638245,0.23027558624744415,0.4946078956127167,0.4933079481124878,0.167837992310524,0.24273967742919922,0.4120737314224243,0.38860568404197693,0.27067941427230835,0.3060276508331299,0.2469249665737152,0.31091248989105225
merging,0.18796852231025696,0.1744736284017563,0.18074963986873627,0.16092000901699066,0.23101019859313965,0.16798439621925354,0.18074963986873627,0.24626995623111725,0.5543599724769592,0.181217759847641,0.16966219246387482,0.2696797847747803,0.1660417914390564,0.3568330407142639,0.20606711506843567
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.20542247593402863,0.08951380848884583,0.41827285289764404,0.4223487675189972,0.18184249103069305,0.2009592354297638,0.9999999403953552,0.33843478560447693,0.16878177225589752,0.26801666617393494,0.1157672330737114,0.2433311939239502
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
meuse,0.1806630939245224,0.1321507841348648,0.28249096870422363,0.20322978496551514,0.2640683352947235,0.20204558968544006,0.28249096870422363,0.5211026668548584,0.1721024215221405,0.1673470437526703,0.18325988948345184,0.27329006791114807,0.26824671030044556,0.4850001931190491,0.21687322854995728
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.26706066727638245,0.23027558624744415,0.4946078956127167,0.4933079481124878,0.167837992310524,0.24273967742919922,0.4120737314224243,0.38860568404197693,0.27067941427230835,0.3060276508331299,0.2469249665737152,0.31091248989105225
through,0.23167094588279724,0.21495459973812103,0.44071322679519653,0.3048591613769531,0.3991040587425232,0.3647414743900299,0.44071322679519653,0.23343999683856964,0.20057141780853271,0.26801666617393494,0.3430999219417572,0.4528810977935791,1.0,0.11561420559883118,0.16913433372974396
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
hollands,0.14172522723674774,0.1599608063697815,0.23339790105819702,0.17379672825336456,0.1507040113210678,0.24670419096946716,0.23339790105819702,0.37946051359176636,0.08511032909154892,0.22304528951644897,0.19868631660938263,0.14976438879966736,0.1782144159078598,0.44180208444595337,0.12788207828998566
diep,0.1897595226764679,0.13425816595554352,0.19190004467964172,0.19242700934410095,0.16275838017463684,0.17531074583530426,0.19190004467964172,0.42125484347343445,0.1091066300868988,0.10766638070344925,0.21215620636940002,0.15568168461322784,0.1181674376130104,0.4499707520008087,0.20965297520160675
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.3054247498512268,0.2773895561695099,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.18629194796085358,0.5477725267410278,0.3765919506549835,0.28540873527526855,0.3666759729385376,0.1710251420736313,0.20544172823429108
haringvliet,0.19039170444011688,0.18403388559818268,0.26052963733673096,0.2064771205186844,0.1316656619310379,0.31020110845565796,0.26052963733673096,0.40116357803344727,0.15100669860839844,0.26033681631088257,0.23320741951465607,0.2008693814277649,0.18905119597911835,0.48920488357543945,0.18729516863822937
estuaries,0.218026265501976,0.2644999623298645,0.33413010835647583,0.5190145969390869,0.4325515925884247,0.2992600202560425,0.33413010835647583,0.2842389941215515,0.17710933089256287,0.24796919524669647,0.1520843654870987,0.4815247654914856,0.33125901222229004,0.24882473051548004,0.2444750815629959
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.26706066727638245,0.23027558624744415,0.4946078956127167,0.4933079481124878,0.167837992310524,0.24273967742919922,0.4120737314224243,0.38860568404197693,0.27067941427230835,0.3060276508331299,0.2469249665737152,0.31091248989105225
into,0.2180619090795517,0.22312942147254944,0.39493247866630554,0.2901814877986908,0.26189538836479187,0.32255905866622925,0.39493247866630554,0.1991104632616043,0.29821690917015076,0.2912435233592987,0.36954155564308167,0.3277340233325958,0.4954398572444916,0.19947482645511627,0.15662476420402527
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
north,0.18673177063465118,0.11500263214111328,0.36298373341560364,0.2471945434808731,0.23647426068782806,0.3604778051376343,0.36298373341560364,0.3832572400569916,0.16976353526115417,0.185934916138649,0.2209993153810501,0.3157173991203308,0.26369839906692505,0.26556074619293213,0.11829731613397598
sea,0.19525039196014404,0.12523514032363892,0.30363768339157104,0.38078996539115906,0.25986477732658386,0.2707739472389221,0.30363768339157104,0.17523105442523956,0.12613777816295624,0.20304065942764282,0.1518092304468155,0.3951839804649353,0.19985607266426086,0.25897055864334106,0.15551945567131042
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.26634910702705383,0.191733717918396,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.2164151519536972,0.4446153938770294,0.35870397090911865,0.23984724283218384,0.3174465596675873,0.17727836966514587,0.4130953550338745
