,what,german,general,and,fighter,pilot,was,of,huguenot,ancestry,?
war,0.22516006231307983,0.27889665961265564,0.23020948469638824,0.29695844650268555,0.37086760997772217,0.2432842254638672,0.3560331463813782,0.31680163741111755,0.3196048438549042,0.14425554871559143,0.15510529279708862
battle,0.17112864553928375,0.1507413387298584,0.2564667761325836,0.15482768416404724,0.33358538150787354,0.155183807015419,0.23319749534130096,0.2291749268770218,0.26864421367645264,0.08043570071458817,0.1680624783039093
of,0.33290785551071167,0.2122138887643814,0.28352999687194824,0.5116966962814331,0.16858099400997162,0.11964807659387589,0.4069072902202606,1.0,0.29061198234558105,0.22947031259536743,0.1826142966747284
tannenberg,0.17211206257343292,0.45690974593162537,0.16593801975250244,0.261395663022995,0.2527279555797577,0.3206600248813629,0.2841356098651886,0.26869404315948486,0.3743843734264374,0.1568983793258667,0.11642370373010635
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
luftwaffe,0.16194318234920502,0.48419255018234253,0.2681269347667694,0.25152912735939026,0.45376455783843994,0.40533822774887085,0.3059380054473877,0.17013390362262726,0.3824331760406494,0.07795855402946472,0.18860989809036255
general,0.24928055703639984,0.15973380208015442,1.0000001192092896,0.25860127806663513,0.16122494637966156,0.24460673332214355,0.2445744127035141,0.28352999687194824,0.22763143479824066,0.13405121862888336,0.1972234547138214
and,0.31309178471565247,0.25850871205329895,0.25860127806663513,1.0,0.2588737905025482,0.22935014963150024,0.3740963041782379,0.5116966962814331,0.2762077748775482,0.22378498315811157,0.20544172823429108
fighter,0.13606706261634827,0.24667474627494812,0.16122494637966156,0.2588737905025482,1.0,0.4090130031108856,0.2290084958076477,0.16858099400997162,0.19047825038433075,0.11912575364112854,0.09016399830579758
ace,0.10771184414625168,0.17897635698318481,0.07903406023979187,0.16464662551879883,0.3354133069515228,0.2769238352775574,0.2126024216413498,0.14304281771183014,0.03644830733537674,0.04136603698134422,0.14549237489700317
adolf,0.1794750839471817,0.4689546227455139,0.17590852081775665,0.2106688767671585,0.11087082326412201,0.18556508421897888,0.2694714367389679,0.2062341570854187,0.3620913624763489,0.09231758862733841,0.16571351885795593
galland,0.12455545365810394,0.19969724118709564,0.08087621629238129,0.2246905416250229,0.10401495546102524,0.2075285017490387,0.25692373514175415,0.21600529551506042,0.25011146068573,0.15491992235183716,0.07096970081329346
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
luftwaffe,0.16194318234920502,0.48419255018234253,0.2681269347667694,0.25152912735939026,0.45376455783843994,0.40533822774887085,0.3059380054473877,0.17013390362262726,0.3824331760406494,0.07795855402946472,0.18860989809036255
flying,0.19546464085578918,0.13583147525787354,0.10365834087133408,0.2049180567264557,0.36819738149642944,0.3933640122413635,0.19074460864067078,0.2017900049686432,0.11926648765802383,0.08833269774913788,0.15733514726161957
ace,0.10771184414625168,0.17897635698318481,0.07903406023979187,0.16464662551879883,0.3354133069515228,0.2769238352775574,0.2126024216413498,0.14304281771183014,0.03644830733537674,0.04136603698134422,0.14549237489700317
hans-joachim,0.25469285249710083,0.5576068162918091,0.21158374845981598,0.255225270986557,0.2349720150232315,0.23861683905124664,0.28157103061676025,0.25577065348625183,0.3480245769023895,0.15669646859169006,0.20834539830684662
marseille,0.13292726874351501,0.25684690475463867,0.1261785328388214,0.23401597142219543,0.15982848405838013,0.21818527579307556,0.26068082451820374,0.14818014204502106,0.421012818813324,0.17834067344665527,0.17454060912132263
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
and,0.31309178471565247,0.25850871205329895,0.25860127806663513,1.0,0.2588737905025482,0.22935014963150024,0.3740963041782379,0.5116966962814331,0.2762077748775482,0.22378498315811157,0.20544172823429108
famed,0.09554602950811386,0.1616288721561432,0.23430949449539185,0.24580566585063934,0.2507651150226593,0.19248853623867035,0.3889354169368744,0.2470959573984146,0.27224433422088623,0.20858193933963776,0.0736510157585144
u-boat,0.13697470724582672,0.17392811179161072,0.1084366887807846,0.16840462386608124,0.21205221116542816,0.3122970163822174,0.14415140450000763,0.09138941764831543,0.14316242933273315,0.08923160284757614,0.15025171637535095
captain,0.18077895045280457,0.15413221716880798,0.2201114147901535,0.23773212730884552,0.24922551214694977,0.339484304189682,0.24411873519420624,0.12030947953462601,0.13028840720653534,0.06682725995779037,0.12160754203796387
lothar,0.17882968485355377,0.4991767704486847,0.21401387453079224,0.2413177490234375,0.17224597930908203,0.20723941922187805,0.2899481952190399,0.23294605314731598,0.3792380392551422,0.1271495819091797,0.18294039368629456
von,0.18003655970096588,0.5505782961845398,0.2149355411529541,0.2179601788520813,0.11556251347064972,0.22948983311653137,0.2042967826128006,0.19899946451187134,0.3540573716163635,0.11437691748142242,0.13907472789287567
arnauld,0.11140237003564835,0.34932008385658264,0.19706511497497559,0.31989869475364685,0.25066056847572327,0.25249192118644714,0.3551903963088989,0.26388850808143616,0.4581886827945709,0.24495284259319305,0.15756924450397491
de,0.10476839542388916,0.23432518541812897,0.19397425651550293,0.22193852066993713,0.1544155329465866,0.16284623742103577,0.20575080811977386,0.26292696595191956,0.3515174984931946,0.1550786942243576,0.11064168810844421
la,0.15497572720050812,0.13045191764831543,0.13088500499725342,0.23309366405010223,0.07197687029838562,0.14341820776462555,0.1975202113389969,0.2191537618637085,0.2882387936115265,0.15258334577083588,0.16701938211917877
perière,0.18270786106586456,0.22283035516738892,0.18245244026184082,0.22407063841819763,0.11783067882061005,0.1361650824546814,0.2151516079902649,0.2912227511405945,0.49371451139450073,0.10814489424228668,0.179575577378273
.,0.3567904531955719,0.2407633364200592,0.2929490804672241,0.588965117931366,0.24888940155506134,0.22197768092155457,0.40146201848983765,0.5352458953857422,0.2060975730419159,0.24739529192447662,0.4130953550338745
