,what,did,some,of,the,islamist,groups,supported,by,the,west,later,become,to,be,seen,as,?
governments,0.2814749777317047,0.30091071128845215,0.35712146759033203,0.30223309993743896,0.2835306227207184,0.39632847905158997,0.324964314699173,0.37759754061698914,0.25543296337127686,0.2835306227207184,0.1890861988067627,0.22825148701667786,0.16771584749221802,0.30281347036361694,0.2636183798313141,0.15610665082931519,0.22658605873584747,0.18805137276649475
often,0.3849453330039978,0.26973026990890503,0.5903232097625732,0.3351972997188568,0.38004449009895325,0.19870391488075256,0.30053192377090454,0.15584039688110352,0.32333052158355713,0.38004449009895325,0.14431533217430115,0.26802703738212585,0.2734261155128479,0.4351843297481537,0.463177889585495,0.375270277261734,0.405699223279953,0.23748154938220978
supported,0.16402992606163025,0.3048703968524933,0.2836308777332306,0.30414751172065735,0.27276676893234253,0.2922464907169342,0.20724879205226898,1.0000001192092896,0.29367026686668396,0.27276676893234253,0.11502915620803833,0.2931463122367859,0.17901533842086792,0.19981899857521057,0.2447466105222702,0.23289701342582703,0.27369120717048645,0.11593948304653168
sometimes,0.34229418635368347,0.28058236837387085,0.5743314027786255,0.296434611082077,0.35816407203674316,0.18701855838298798,0.2792103588581085,0.09360780566930771,0.22042182087898254,0.35816407203674316,0.12774071097373962,0.27345630526542664,0.22968845069408417,0.4055429697036743,0.40308091044425964,0.36319607496261597,0.3959874212741852,0.1751544177532196
fledgling,0.323002427816391,0.25663697719573975,0.40992113947868347,0.3312138319015503,0.3803516626358032,0.2417508065700531,0.24600663781166077,0.1718059480190277,0.21330147981643677,0.3803516626358032,0.15201349556446075,0.24933549761772156,0.33463817834854126,0.40513837337493896,0.31863370537757874,0.24904996156692505,0.28214964270591736,0.26412340998649597
islamists,0.26342982053756714,0.27991756796836853,0.34399598836898804,0.22912132740020752,0.2982981204986572,0.8732509016990662,0.3832854628562927,0.310268372297287,0.2683607339859009,0.2982981204986572,0.20416249334812164,0.20980443060398102,0.1446830779314041,0.28735893964767456,0.25897660851478577,0.18796829879283905,0.22168304026126862,0.17165705561637878
and,0.31309178471565247,0.34479495882987976,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.19843706488609314,0.29783302545547485,0.3113573491573334,0.4289871156215668,0.5171257257461548,0.273951917886734,0.4216292202472687,0.3416603207588196,0.48971283435821533,0.41766801476478577,0.2522655725479126,0.49487000703811646,0.20544172823429108
islamist,0.17762082815170288,0.18690630793571472,0.20107202231884003,0.19512814283370972,0.2459319531917572,1.0000001192092896,0.25379782915115356,0.2922464907169342,0.22456765174865723,0.2459319531917572,0.20996397733688354,0.2074010819196701,0.10589129477739334,0.1878976970911026,0.17235389351844788,0.12844473123550415,0.17964394390583038,0.14697067439556122
groups,0.23137421905994415,0.1589982509613037,0.38417813181877136,0.24723079800605774,0.27790749073028564,0.25379782915115356,1.0,0.20724879205226898,0.22748439013957977,0.27790749073028564,0.21963798999786377,0.16883455216884613,0.17284154891967773,0.24181967973709106,0.25696179270744324,0.18717242777347565,0.18660825490951538,0.14349548518657684
that,0.6297725439071655,0.47518548369407654,0.6049469113349915,0.41498205065727234,0.5473989248275757,0.2077910155057907,0.2701875567436218,0.33392322063446045,0.37496164441108704,0.5473989248275757,0.14288705587387085,0.42443475127220154,0.33698222041130066,0.5436353087425232,0.6036020517349243,0.3623615801334381,0.4735107421875,0.32716336846351624
later,0.2517229914665222,0.38386887311935425,0.35904672741889954,0.3458743393421173,0.4060266613960266,0.2074010819196701,0.16883455216884613,0.2931463122367859,0.3747883439064026,0.4060266613960266,0.21345829963684082,1.0,0.312420517206192,0.393297016620636,0.3267292380332947,0.1159261092543602,0.38482072949409485,0.1417175978422165
came,0.2728535234928131,0.4016856253147125,0.30930107831954956,0.3201526999473572,0.39390382170677185,0.17918455600738525,0.18618768453598022,0.2612978518009186,0.17827941477298737,0.39390382170677185,0.2073488086462021,0.44318458437919617,0.23427264392375946,0.3111628592014313,0.20057715475559235,0.24574899673461914,0.20288845896720886,0.1739392727613449
to,0.455847829580307,0.4452643394470215,0.4636894166469574,0.41548454761505127,0.535392165184021,0.1878976970911026,0.24181967973709106,0.19981899857521057,0.33534231781959534,0.535392165184021,0.24611181020736694,0.393297016620636,0.36996012926101685,1.0,0.4972836375236511,0.2634880542755127,0.42092081904411316,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.49956634640693665,0.33904364705085754,0.4248143136501312,0.17235389351844788,0.25696179270744324,0.2447466105222702,0.43158695101737976,0.4248143136501312,0.14809253811836243,0.3267292380332947,0.4037199020385742,0.4972836375236511,1.0,0.37386253476142883,0.5230465531349182,0.3324260413646698
seen,0.3087027072906494,0.23731118440628052,0.3548305928707123,0.28639769554138184,0.3442007005214691,0.12844473123550415,0.18717242777347565,0.23289701342582703,0.22616511583328247,0.3442007005214691,0.12414336949586868,0.1159261092543602,0.2903940677642822,0.2634880542755127,0.37386253476142883,1.0,0.35132327675819397,0.2567344307899475
as,0.31749409437179565,0.3596470057964325,0.4293700158596039,0.3886612355709076,0.48381632566452026,0.17964394390583038,0.18660825490951538,0.27369120717048645,0.3815547823905945,0.48381632566452026,0.1651858687400818,0.38482072949409485,0.36734503507614136,0.42092081904411316,0.5230465531349182,0.35132327675819397,1.0,0.27043893933296204
dangerous,0.26611804962158203,0.22554980218410492,0.3698440194129944,0.2242710292339325,0.22045794129371643,0.19698075950145721,0.16508448123931885,0.09941600263118744,0.2183079570531845,0.22045794129371643,0.16656261682510376,0.16032050549983978,0.2275589555501938,0.28846338391304016,0.3344552218914032,0.2725905179977417,0.23410654067993164,0.18417835235595703
enemies,0.23385491967201233,0.26751837134361267,0.3100548982620239,0.23047283291816711,0.28070276975631714,0.25348830223083496,0.18129359185695648,0.21061640977859497,0.24303318560123444,0.28070276975631714,0.1528412252664566,0.2764570415019989,0.24545204639434814,0.27960988879203796,0.2279895842075348,0.21766850352287292,0.29241564869880676,0.1540507823228836
.,0.3567904531955719,0.35288307070732117,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.20264555513858795,0.2408272922039032,0.29144924879074097,0.3936232924461365,0.5934505462646484,0.2804967761039734,0.3488861322402954,0.32859939336776733,0.4645031690597534,0.4383580684661865,0.30320122838020325,0.515582263469696,0.4130953550338745
