,what,did,the,analysis,from,the,sediment,deposits,indicate,?
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.25410884618759155,0.39760664105415344,0.4933079481124878,0.20651301741600037,0.20941419899463654,0.21923933923244476,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.23574496805667877,0.3601827025413513,0.5171257257461548,0.23996920883655548,0.2642618715763092,0.22519426047801971,0.20544172823429108
this,0.5489566326141357,0.3609912693500519,0.6274310946464539,0.29630038142204285,0.3469814360141754,0.6274310946464539,0.26795127987861633,0.2667980194091797,0.3262137770652771,0.3155723512172699
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.19466719031333923,0.31171464920043945,0.48711544275283813,0.08942241966724396,0.15093159675598145,0.1569703370332718,0.18412111699581146
almost,0.2467888444662094,0.29008886218070984,0.3341992199420929,0.0965939536690712,0.3103662431240082,0.3341992199420929,0.20609049499034882,0.2382918894290924,0.17545723915100098,0.1372147500514984
certainly,0.4790121912956238,0.31275421380996704,0.2813522219657898,0.27301254868507385,0.23276451230049133,0.2813522219657898,0.224734827876091,0.25000980496406555,0.32470768690109253,0.4394175112247467
associated,0.15836219489574432,0.1503729224205017,0.2742886245250702,0.21703320741653442,0.18464983999729156,0.2742886245250702,0.14454981684684753,0.16664791107177734,0.2643144726753235,0.1453326791524887
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.17961592972278595,0.26272761821746826,0.4223487675189972,0.1399833709001541,0.15094293653964996,0.2465646117925644,0.2433311939239502
reduced,0.11519023776054382,0.16533330082893372,0.2897622883319855,0.20648273825645447,0.21348319947719574,0.2897622883319855,0.19655071198940277,0.2816069722175598,0.25650161504745483,0.10234767943620682
moist,0.1691630482673645,0.14110158383846283,0.23634515702724457,0.13412600755691528,0.2001686543226242,0.23634515702724457,0.3945034146308899,0.3463251292705536,0.15586614608764648,0.12842220067977905
tropical,0.204971045255661,0.1833033561706543,0.18640398979187012,0.14454127848148346,0.17543211579322815,0.18640398979187012,0.2739412486553192,0.21672922372817993,0.15249596536159515,0.16629411280155182
vegetation,0.2184489667415619,0.10702532529830933,0.27478766441345215,0.18039730191230774,0.17893631756305695,0.27478766441345215,0.4803769290447235,0.4510347247123718,0.13494175672531128,0.10736152529716492
cover,0.19970405101776123,0.21384651958942413,0.26727065443992615,0.14020578563213348,0.19020850956439972,0.26727065443992615,0.18348993360996246,0.21623492240905762,0.1739017814397812,0.18414615094661713
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.19403725862503052,0.4274188280105591,0.6662389636039734,0.2096979320049286,0.23073440790176392,0.21759656071662903,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.24241644144058228,0.40150508284568787,1.0,0.2451712042093277,0.27324897050857544,0.2430160641670227,0.22068053483963013
basin,0.1565224826335907,0.13325946033000946,0.24553915858268738,0.20970140397548676,0.19501222670078278,0.24553915858268738,0.4551045596599579,0.38898733258247375,0.17946135997772217,0.14685653150081635
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.1780904233455658,0.41536515951156616,0.5934505462646484,0.2332097440958023,0.22456346452236176,0.2048257440328598,0.4130953550338745
