,who,did,the,broncos,play,in,the,last,week,of,the,regular,season,?
finale,0.13502134382724762,0.14828334748744965,0.3004409372806549,0.24710015952587128,0.18997885286808014,0.24661722779273987,0.3004409372806549,0.3244270086288452,0.31194499135017395,0.15842722356319427,0.3004409372806549,0.2056274265050888,0.46844378113746643,0.1582222729921341
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.2231253683567047,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
where,0.41804537177085876,0.24159270524978638,0.5003893971443176,0.20474667847156525,0.18222512304782867,0.5344807505607605,0.5003893971443176,0.21206308901309967,0.20079593360424042,0.38066378235816956,0.5003893971443176,0.27759769558906555,0.16652198135852814,0.24793872237205505
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
broncos,0.1763724684715271,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.3148726522922516,0.20316283404827118,0.25985947251319885,0.14458541572093964,0.302139014005661,0.19310332834720612,0.25985947251319885,0.26932692527770996,0.3664494454860687,0.18377114832401276
were,0.3188014328479767,0.4162326455116272,0.3906462490558624,0.21682508289813995,0.21322371065616608,0.3815755248069763,0.3906462490558624,0.25959286093711853,0.19920413196086884,0.34038281440734863,0.3906462490558624,0.22610516846179962,0.20231115818023682,0.17890112102031708
losing,0.23250707983970642,0.2751401662826538,0.3114689588546753,0.26266196370124817,0.2727031707763672,0.3055514097213745,0.3114689588546753,0.26098260283470154,0.27410417795181274,0.2693577706813812,0.3114689588546753,0.2360754907131195,0.23164252936840057,0.15056444704532623
13–7,0.07199184596538544,0.03441455587744713,-0.004627506248652935,0.028343847021460533,0.0754920020699501,0.055129557847976685,-0.004627506248652935,0.08207821846008301,0.04073528200387955,-0.02781810238957405,-0.004627506248652935,-0.05064958706498146,0.04210076108574867,0.10350054502487183
against,0.2942115366458893,0.22514554858207703,0.3090755045413971,0.2665499448776245,0.23617996275424957,0.27273955941200256,0.3090755045413971,0.20860692858695984,0.23112629354000092,0.2669808566570282,0.3090755045413971,0.2633754014968872,0.15041431784629822,0.18095137178897858
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
4–11,-0.040738798677921295,-0.0225919708609581,0.00573004549369216,0.015960978344082832,-0.10143446922302246,0.029485968872904778,0.00573004549369216,-0.11194366216659546,-0.0007124813855625689,0.08941308408975601,0.00573004549369216,-0.0464528389275074,0.017271362245082855,-0.029519038274884224
san,0.19863182306289673,0.1785750538110733,0.2858080565929413,0.3008040189743042,0.15317264199256897,0.2617562413215637,0.2858080565929413,0.15585462749004364,0.17942392826080322,0.25237205624580383,0.2858080565929413,0.18364213407039642,0.15167145431041718,0.10952327400445938
diego,0.20025146007537842,0.1545010507106781,0.20885010063648224,0.3826873004436493,0.17646536231040955,0.2255222201347351,0.20885010063648224,0.16555064916610718,0.19909419119358063,0.1941702961921692,0.20885010063648224,0.15768679976463318,0.15866872668266296,0.11438121646642685
chargers,0.26590675115585327,0.18450264632701874,0.27091357111930847,0.5251548290252686,0.2897711396217346,0.24541155993938446,0.27091357111930847,0.11237402260303497,0.3101351857185364,0.20153816044330597,0.27091357111930847,0.25810307264328003,0.3204572796821594,0.1661611646413803
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.2231253683567047,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
resulting,0.12077488005161285,0.17864365875720978,0.3905409574508667,0.1702795922756195,0.0657464861869812,0.3149644732475281,0.3905409574508667,0.20544616878032684,0.22892485558986664,0.3631994426250458,0.3905409574508667,0.18874669075012207,0.1610335111618042,0.10813049972057343
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.24321173131465912,1.0,0.6662389636039734,0.30714505910873413,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.20430970191955566
manning,0.33436715602874756,0.22743284702301025,0.27058160305023193,0.4807402193546295,0.2523941099643707,0.22345924377441406,0.27058160305023193,0.1576220989227295,0.305490642786026,0.20024974644184113,0.27058160305023193,0.23367728292942047,0.33529460430145264,0.15856626629829407
re-claiming,0.37358036637306213,0.33664342761039734,0.3447819948196411,0.16735988855361938,0.17821751534938812,0.19150656461715698,0.3447819948196411,0.26263242959976196,0.30290916562080383,0.29311689734458923,0.3447819948196411,0.19804367423057556,0.18391287326812744,0.2832277715206146
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
starting,0.18984614312648773,0.22911779582500458,0.37272053956985474,0.2780192494392395,0.17452649772167206,0.3013272285461426,0.37272053956985474,0.2730604410171509,0.30894234776496887,0.23960795998573303,0.37272053956985474,0.2885931432247162,0.2352304309606552,0.19133803248405457
quarterback,0.17410103976726532,0.13718701899051666,0.23757418990135193,0.5632858872413635,0.32953891158103943,0.17283181846141815,0.23757418990135193,0.11781124770641327,0.32503190636634827,0.19996441900730133,0.23757418990135193,0.2009545862674713,0.360336571931839,0.13221268355846405
position,0.2597297430038452,0.2170831561088562,0.3183514177799225,0.2009178251028061,0.1900792121887207,0.20453733205795288,0.3183514177799225,0.20464186370372772,0.19747832417488098,0.23636478185653687,0.3183514177799225,0.20571613311767578,0.13755939900875092,0.15529610216617584
for,0.37110671401023865,0.318512886762619,0.4739971458911896,0.2739109396934509,0.27811455726623535,0.4322226941585541,0.4739971458911896,0.3043119013309479,0.3263654112815857,0.4185989499092102,0.4739971458911896,0.3314341604709625,0.24490800499916077,0.264628142118454
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
playoffs,0.1687159389257431,0.1980951428413391,0.21945282816886902,0.45545321702957153,0.48411694169044495,0.187225341796875,0.21945282816886902,0.26488837599754333,0.3213435411453247,0.1136602908372879,0.21945282816886902,0.3609229326248169,0.5599809885025024,0.17343482375144958
by,0.39727845788002014,0.18574509024620056,0.4408751428127289,0.11333504319190979,0.20151817798614502,0.370934396982193,0.4408751428127289,0.24441376328468323,0.18445399403572083,0.3646814823150635,0.4408751428127289,0.16628094017505646,0.10566911846399307,0.17966607213020325
leading,0.25606170296669006,0.20311816036701202,0.3809107840061188,0.24829493463039398,0.2027329057455063,0.33273574709892273,0.3809107840061188,0.21525533497333527,0.22400985658168793,0.29180192947387695,0.3809107840061188,0.23897695541381836,0.1614891141653061,0.1360926628112793
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
team,0.22248858213424683,0.1497787982225418,0.22564226388931274,0.32797038555145264,0.3103903532028198,0.18841172754764557,0.22564226388931274,0.17319153249263763,0.11951680481433868,0.20352502167224884,0.22564226388931274,0.2476644068956375,0.3451383709907532,0.11243411153554916
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.23674264550209045,0.272149920463562,0.45010748505592346,0.535392165184021,0.30156898498535156,0.27498435974121094,0.41548454761505127,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.21130098402500153,0.539380669593811,0.5829201340675354,0.2864423990249634,0.20796456933021545,0.5052502155303955,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
key,0.10147488117218018,0.14891697466373444,0.2260027974843979,0.212074413895607,0.20416395366191864,0.21450091898441315,0.2260027974843979,0.2074282020330429,0.14469215273857117,0.24036972224712372,0.2260027974843979,0.08871990442276001,0.10623627156019211,0.18782930076122284
27–20,-0.11404120922088623,-0.1117321252822876,-0.13864228129386902,-0.06265868246555328,-0.15585041046142578,-0.08630810678005219,-0.13864228129386902,-0.029912643134593964,-0.12595729529857635,-0.03404921665787697,-0.13864228129386902,-0.04879584535956383,-0.13662327826023102,0.06747253239154816
win,0.25592827796936035,0.303374707698822,0.28308698534965515,0.29460665583610535,0.3366411030292511,0.2503834664821625,0.28308698534965515,0.24397209286689758,0.23856697976589203,0.18048720061779022,0.28308698534965515,0.19661571085453033,0.2685241401195526,0.1873117983341217
that,0.45444270968437195,0.47518548369407654,0.5473989248275757,0.15371358394622803,0.25531938672065735,0.435920387506485,0.5473989248275757,0.31652477383613586,0.29284077882766724,0.41498205065727234,0.5473989248275757,0.3386037349700928,0.21767571568489075,0.32716336846351624
enabled,0.25077560544013977,0.20893961191177368,0.2653752565383911,0.15446321666240692,0.11957148462533951,0.14037327468395233,0.2653752565383911,0.21118514239788055,0.18038195371627808,0.18788689374923706,0.2653752565383911,0.19839294254779816,0.08056120574474335,0.25340956449508667
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
team,0.22248858213424683,0.1497787982225418,0.22564226388931274,0.32797038555145264,0.3103903532028198,0.18841172754764557,0.22564226388931274,0.17319153249263763,0.11951680481433868,0.20352502167224884,0.22564226388931274,0.2476644068956375,0.3451383709907532,0.11243411153554916
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.23674264550209045,0.272149920463562,0.45010748505592346,0.535392165184021,0.30156898498535156,0.27498435974121094,0.41548454761505127,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
clinch,0.1522255688905716,0.16950677335262299,0.2952808141708374,0.4550573229789734,0.3066360056400299,0.2498774230480194,0.2952808141708374,0.17716899514198303,0.14062127470970154,0.17406019568443298,0.2952808141708374,0.23122893273830414,0.29298314452171326,0.21629054844379425
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.24793598055839539,0.6662389636039734,1.0,0.3698786795139313,0.28402599692344666,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
number,0.21304799616336823,0.19046731293201447,0.35145696997642517,0.11545195430517197,0.13794593513011932,0.3024539053440094,0.35145696997642517,0.2563440799713135,0.3282613158226013,0.2778518795967102,0.35145696997642517,0.29250568151474,0.14490196108818054,0.19256845116615295
one,0.40083858370780945,0.27659472823143005,0.5514441132545471,0.17801736295223236,0.24414552748203278,0.4129433035850525,0.5514441132545471,0.3381962776184082,0.3283141255378723,0.4999135136604309,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.2673267424106598
overall,0.16858626902103424,0.25514766573905945,0.31739529967308044,0.2531451880931854,0.13755370676517487,0.26280614733695984,0.31739529967308044,0.22330273687839508,0.22381329536437988,0.2889781594276428,0.31739529967308044,0.3041272461414337,0.3175671100616455,0.18573027849197388
afc,0.13655321300029755,0.10836294293403625,0.25863510370254517,0.4436691403388977,0.28764858841896057,0.20746317505836487,0.25863510370254517,0.17938537895679474,0.23669865727424622,0.20684249699115753,0.25863510370254517,0.3085647523403168,0.34177109599113464,0.2026895433664322
seed,0.14967647194862366,0.13296820223331451,0.2115030139684677,0.15580235421657562,0.22244077920913696,0.16289909183979034,0.2115030139684677,0.169855996966362,0.16283169388771057,0.19093821942806244,0.2115030139684677,0.18829087913036346,0.22499895095825195,0.19825764000415802
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.2612393796443939,0.25552695989608765,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.2804736793041229,0.5352458953857422,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4130953550338745
