,what,is,the,yuan,dynasty,'s,official,name,?
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.2459961175918579,0.16377557814121246,0.06871571391820908,0.14948703348636627,0.19621294736862183,0.32389625906944275
ruling,0.2606501579284668,0.15393775701522827,0.31106188893318176,0.2610870897769928,0.4690172076225281,-0.03906020522117615,0.12815289199352264,0.1991022378206253,0.18874719738960266
dynasty,0.17240095138549805,0.16410371661186218,0.26267939805984497,0.49336904287338257,1.0,-0.03789631649851799,0.12904107570648193,0.217737078666687,0.15884074568748474
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22696353495121002,0.285645067691803,-0.03817026689648628,0.2864961326122284,0.24075818061828613,0.1826142966747284
china,0.13832437992095947,0.1968986988067627,0.3110525608062744,0.5794417262077332,0.45030730962753296,0.023593749850988388,0.16450545191764832,0.13050827383995056,0.18007943034172058
established,0.14869536459445953,0.1754443645477295,0.33092597126960754,0.18290942907333374,0.25788015127182007,-0.05163693428039551,0.21465760469436646,0.1540020853281021,0.15917523205280304
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.19831176102161407,0.198152095079422,-0.010884488001465797,0.2104732245206833,0.25480157136917114,0.17966607213020325
kublai,0.24627302587032318,0.15107055008411407,0.32886171340942383,0.5195493102073669,0.44820716977119446,-0.017352506518363953,0.1633950173854828,0.17445369064807892,0.14562560617923737
khan,0.16476042568683624,0.20103248953819275,0.21067845821380615,0.4321361780166626,0.34412047266960144,0.05307086929678917,0.09960836172103882,0.09873242676258087,0.12862591445446014
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20958951115608215,0.1976536363363266,-0.0016132977325469255,0.2088543325662613,0.28145334124565125,0.31091248989105225
leader,0.15734966099262238,0.14341628551483154,0.27799519896507263,0.20984113216400146,0.2143269181251526,0.01118219830095768,0.2199474573135376,0.20258967578411102,0.09527933597564697
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22696353495121002,0.285645067691803,-0.03817026689648628,0.2864961326122284,0.24075818061828613,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2548272907733917,0.26267939805984497,-0.01540423184633255,0.3133983910083771,0.3171212375164032,0.22068053483963013
mongolian,0.15557456016540527,0.20271806418895721,0.2657795250415802,0.4689459800720215,0.40221554040908813,-0.009959477931261063,0.19561073184013367,0.19098106026649475,0.13122369349002838
borjigin,0.22122031450271606,0.2823743522167206,0.31788668036460876,0.2086370438337326,0.2615760266780853,-0.014708583243191242,0.30311697721481323,0.32416102290153503,0.2398347109556198
clan,0.1745697557926178,0.14302071928977966,0.25248298048973083,0.33561161160469055,0.3159351050853729,-0.031334374099969864,0.09261195361614227,0.16780529916286469,0.10341332107782364
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.17233723402023315,0.20616187155246735,-0.003708066651597619,0.2367454320192337,0.24737101793289185,0.4130953550338745
