,which,doctor,who-related,song,reached,number,one,in,the,uk,?
known,0.30223485827445984,0.1213516891002655,0.24270910024642944,0.17879335582256317,0.16338136792182922,0.15307225286960602,0.33883556723594666,0.32641831040382385,0.3624623417854309,0.09504381567239761,0.18314571678638458
as,0.41006597876548767,0.17422905564308167,0.2778359353542328,0.2080031931400299,0.18081408739089966,0.26786008477211,0.3954789340496063,0.3887844979763031,0.48381632566452026,0.1740327775478363,0.27043893933296204
the,0.6521818041801453,0.2820442318916321,0.31703755259513855,0.300855815410614,0.29860952496528625,0.35145696997642517,0.5514441132545471,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
klf,0.20062831044197083,0.16580379009246826,0.16435441374778748,0.2804678678512573,0.2224741280078888,0.13893157243728638,0.1947583109140396,0.27670812606811523,0.2811334431171417,0.21370618045330048,0.16018347442150116
),0.2758678197860718,0.1509941965341568,0.2443048059940338,0.18759728968143463,0.1924247443675995,0.19318018853664398,0.31658053398132324,0.3326910734176636,0.3456730246543884,0.1962110996246338,0.42300865054130554
released,0.2545137405395508,0.16010989248752594,0.15421564877033234,0.44778215885162354,0.3505682945251465,0.23365187644958496,0.20460300147533417,0.2659924626350403,0.24578391015529633,0.26469606161117554,0.20329579710960388
the,0.6521818041801453,0.2820442318916321,0.31703755259513855,0.300855815410614,0.29860952496528625,0.35145696997642517,0.5514441132545471,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
single,0.34546270966529846,0.08707979321479797,0.1870766431093216,0.47767189145088196,0.3116278350353241,0.40276315808296204,0.39678433537483215,0.23017926514148712,0.29338565468788147,0.2804202437400818,0.2151121199131012
``,0.05178012326359749,0.03718610852956772,0.11696965992450714,-0.009448634460568428,0.003146293805912137,0.2640403211116791,0.1164957657456398,0.04765888676047325,0.029072100296616554,-0.03477985039353371,0.0685480609536171
doctorin,0.21296478807926178,0.7548366785049438,0.16204556822776794,0.1802222728729248,0.07135669887065887,0.15780052542686462,0.14757363498210907,0.26908648014068604,0.22734308242797852,0.12745356559753418,0.1730569303035736
',0.32852497696876526,0.2026606649160385,0.27623337507247925,0.2279684841632843,0.16081924736499786,0.19534216821193695,0.36029258370399475,0.4158826768398285,0.474788099527359,0.14200493693351746,0.330942302942276
the,0.6521818041801453,0.2820442318916321,0.31703755259513855,0.300855815410614,0.29860952496528625,0.35145696997642517,0.5514441132545471,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
tardis,0.2889474630355835,0.5026617050170898,0.1815539449453354,0.22433823347091675,0.16387121379375458,0.17123691737651825,0.24219056963920593,0.1960487961769104,0.29145124554634094,0.16236133873462677,0.14893783628940582
'',-0.03332270681858063,0.06782495975494385,0.005050965119153261,-0.0036455560475587845,-0.10424613952636719,-0.07258276641368866,0.036477331072092056,0.07432962208986282,0.041273195296525955,0.015838660299777985,0.018684765323996544
under,0.3235377371311188,0.13024459779262543,0.22768081724643707,0.10891950130462646,0.2224186807870865,0.15458501875400543,0.1822032481431961,0.2535393238067627,0.3348022699356079,0.13936901092529297,0.18233340978622437
the,0.6521818041801453,0.2820442318916321,0.31703755259513855,0.300855815410614,0.29860952496528625,0.35145696997642517,0.5514441132545471,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
name,0.2972666025161743,0.19494794309139252,0.2224152684211731,0.22463563084602356,0.1430899202823639,0.2084028571844101,0.27018114924430847,0.2459065467119217,0.3171212375164032,0.07690058648586273,0.15381577610969543
the,0.6521818041801453,0.2820442318916321,0.31703755259513855,0.300855815410614,0.29860952496528625,0.35145696997642517,0.5514441132545471,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
timelords,0.3589285612106323,0.27697426080703735,0.29128536581993103,0.2702226936817169,0.17116349935531616,0.21835024654865265,0.291628897190094,0.29140138626098633,0.3687637746334076,0.16683652997016907,0.2589876055717468
",",0.3658004403114319,0.20407600700855255,0.3326083719730377,0.24119161069393158,0.26771560311317444,0.2535701394081116,0.3696635365486145,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
which,1.0,0.19030126929283142,0.45939528942108154,0.26685473322868347,0.22089211642742157,0.3661547005176544,0.510688066482544,0.4840516746044159,0.6521818041801453,0.1906050443649292,0.25814583897590637
reached,0.22089211642742157,0.106363445520401,0.1478840559720993,0.33693021535873413,0.9999998807907104,0.3710755705833435,0.27959614992141724,0.24389809370040894,0.29860952496528625,0.3088987171649933,0.1518019139766693
no,0.32479003071784973,0.13980649411678314,0.21786648035049438,0.18227185308933258,0.26971402764320374,0.28227460384368896,0.32319608330726624,0.24372287094593048,0.3461136817932129,0.2517710030078888,0.32165053486824036
.,0.45942068099975586,0.22361043095588684,0.2887718081474304,0.2374095469713211,0.2790040373802185,0.3256329298019409,0.4123194217681885,0.5591574311256409,0.5934505462646484,0.24075214564800262,0.4130953550338745
