,what,could,the,supplemental,nutrition,assistance,program,purchase,?
the,0.42745697498321533,0.35393214225769043,1.0,0.26829391717910767,0.23902562260627747,0.19771957397460938,0.22986935079097748,0.242343470454216,0.22068053483963013
supplemental,0.18860550224781036,0.16999408602714539,0.26829391717910767,1.0000001192092896,0.45723408460617065,0.2537232041358948,0.21990564465522766,0.3152322471141815,0.19003437459468842
nutrition,0.2355063408613205,0.17004220187664032,0.23902562260627747,0.45723408460617065,1.0,0.2616485357284546,0.21032780408859253,0.18149632215499878,0.2395012080669403
assistance,0.21387380361557007,0.21939057111740112,0.19771957397460938,0.2537232041358948,0.2616485357284546,1.0,0.21672223508358002,0.19201576709747314,0.14602699875831604
program,0.25047802925109863,0.24272935092449188,0.22986935079097748,0.21990564465522766,0.21032780408859253,0.21672223508358002,1.0,0.2169327288866043,0.1440187245607376
",",0.3087472915649414,0.27399855852127075,0.4933079481124878,0.2918967306613922,0.22126208245754242,0.26452720165252686,0.17760658264160156,0.220005065202713,0.31091248989105225
that,0.6297725439071655,0.5584503412246704,0.5473989248275757,0.27795103192329407,0.25323551893234253,0.18657374382019043,0.33504533767700195,0.2909925580024719,0.32716336846351624
could,0.4188697934150696,0.9999998807907104,0.35393214225769043,0.16999408602714539,0.17004220187664032,0.21939057111740112,0.24272935092449188,0.2508436143398285,0.3411986827850342
be,0.3929833769798279,0.4791525900363922,0.4248143136501312,0.29886394739151,0.2449461817741394,0.22287790477275848,0.23601801693439484,0.2624620795249939,0.3324260413646698
used,0.27546408772468567,0.3978976011276245,0.3718377649784088,0.3045896887779236,0.1710299253463745,0.1611509919166565,0.1847716122865677,0.18865801393985748,0.22430120408535004
to,0.455847829580307,0.5461788773536682,0.535392165184021,0.2627679109573364,0.22346466779708862,0.30718302726745605,0.23681028187274933,0.2556370198726654,0.29463258385658264
buy,0.27250197529792786,0.3520548939704895,0.19276557862758636,0.23089991509914398,0.20411738753318787,0.15661406517028809,0.24746975302696228,0.5364354252815247,0.19142918288707733
only,0.41415658593177795,0.4374507963657379,0.5497692227363586,0.28904882073402405,0.22197070717811584,0.1567113697528839,0.18042075634002686,0.2596029043197632,0.2767370045185089
``,0.008517155423760414,0.07445607334375381,0.029072100296616554,-0.006749933119863272,0.056861553341150284,0.0692327618598938,-0.09706025570631027,-0.06579681485891342,0.0685480609536171
essentials,0.28086480498313904,0.22734594345092773,0.2631691098213196,0.42027735710144043,0.3153311610221863,0.18084578216075897,0.19467860460281372,0.2112009972333908,0.20196913182735443
'',0.08143015950918198,-0.0027024701703339815,0.041273195296525955,0.0011084825964644551,-0.044817328453063965,-0.15369285643100739,0.004721565172076225,0.10507446527481079,0.018684765323996544
.,0.3567904531955719,0.3200591504573822,0.5934505462646484,0.3198744058609009,0.25635355710983276,0.21889939904212952,0.18964338302612305,0.21300923824310303,0.4130953550338745
