,how,many,square,miles,large,was,the,region,impacted,by,the,2010,drought,?
to,0.44169697165489197,0.40243685245513916,0.17897218465805054,0.2342754453420639,0.3150999844074249,0.3636345863342285,0.535392165184021,0.24118299782276154,0.21139752864837646,0.33534231781959534,0.535392165184021,0.3413967490196228,0.2686719596385956,0.29463258385658264
"734,000",-0.004646364599466324,0.0861121118068695,-0.13616053760051727,-0.19676434993743896,-0.05092930048704147,0.008577023632824421,-0.0021757041104137897,-0.1864260733127594,-0.17965002357959747,0.040819037705659866,-0.0021757041104137897,-0.10449901968240738,-0.10269457846879959,-0.07128816097974777
square,0.0836852416396141,0.2124457061290741,1.0,0.45552563667297363,0.2875150740146637,0.17827357351779938,0.2809545397758484,0.1688937395811081,0.16110561788082123,0.20503279566764832,0.2809545397758484,0.11952751874923706,0.11732680350542068,0.1201515942811966
miles,0.13798850774765015,0.12950319051742554,0.45552563667297363,1.0000001192092896,0.1880512535572052,0.1818082183599472,0.25706055760383606,0.21494553983211517,0.3083874583244324,0.19836436212062836,0.25706055760383606,0.15565940737724304,0.19555118680000305,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.16847030818462372,0.17103469371795654,0.1259251832962036,0.2980341613292694,0.33289089798927307,0.1544569879770279,0.19812548160552979,0.20696312189102173,0.33289089798927307,0.08905135095119476,0.15684910118579865,0.40561532974243164
"1,900,000",0.24179816246032715,0.18050798773765564,0.07492253929376602,0.026140443980693817,0.04095018282532692,0.3345016837120056,0.28972384333610535,-0.0026251578237861395,0.004972933325916529,0.24340075254440308,0.28972384333610535,0.19230511784553528,-0.01036269310861826,0.17485195398330688
km2,0.22562161087989807,0.18448369204998016,0.321200430393219,0.5521893501281738,0.2516777813434601,0.1547725945711136,0.2664898931980133,0.31027865409851074,0.30971014499664307,0.19811156392097473,0.2664898931980133,0.16429908573627472,0.2128446251153946,0.20544767379760742
),0.17939934134483337,0.16602720320224762,0.1760134994983673,0.203369602560997,0.12569274008274078,0.3267642855644226,0.3456730246543884,0.1620774269104004,0.18384158611297607,0.2151763141155243,0.3456730246543884,0.09984386712312698,0.13511866331100464,0.42300865054130554
in,0.2601168751716614,0.41474202275276184,0.2193731665611267,0.22700901329517365,0.2841601073741913,0.45514053106307983,0.6662389636039734,0.3524819314479828,0.21262972056865692,0.370934396982193,0.6662389636039734,0.2692960798740387,0.2705814242362976,0.20430970191955566
2005,0.03437461704015732,0.10787120461463928,-0.04404257610440254,-0.04824955761432648,-0.028161434456706047,0.11356307566165924,0.037273142486810684,0.048076510429382324,-0.01246834360063076,0.07835020869970322,0.037273142486810684,0.11290161311626434,-0.00973189901560545,0.10709824413061142
.,0.3287222981452942,0.3974229395389557,0.2698345184326172,0.23885086178779602,0.2304532378911972,0.40146201848983765,0.5934505462646484,0.2506107687950134,0.24438737332820892,0.3936232924461365,0.5934505462646484,0.26320725679397583,0.26008325815200806,0.4130953550338745
