,what,us,war,caused,a,high,amount,of,civil,disobedience,?
the,0.42745697498321533,0.25727739930152893,0.366199791431427,0.24990202486515045,0.5829201340675354,0.28034812211990356,0.3336862325668335,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
vietnam,0.14459924399852753,0.27358511090278625,0.43565934896469116,0.18384727835655212,0.19540195167064667,0.10305430740118027,0.13069729506969452,0.2007518708705902,0.29972904920578003,0.28162887692451477,0.20465075969696045
war,0.22516006231307983,0.24439692497253418,1.0000001192092896,0.2001103162765503,0.2368277609348297,0.17565183341503143,0.14800617098808289,0.31680163741111755,0.5418448448181152,0.41392964124679565,0.15510529279708862
;,0.10986888408660889,0.00161329610273242,0.048548635095357895,-0.025950713083148003,-0.02122584730386734,-0.012911408208310604,0.04907550662755966,0.054534342139959335,-0.010033391416072845,0.01590261422097683,0.10349778085947037
the,0.42745697498321533,0.25727739930152893,0.366199791431427,0.24990202486515045,0.5829201340675354,0.28034812211990356,0.3336862325668335,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
courts,0.22651629149913788,0.19976341724395752,0.19782868027687073,0.13737280666828156,0.23228667676448822,0.20446781814098358,0.13652494549751282,0.24972429871559143,0.24920950829982758,0.3557440936565399,0.17759139835834503
ruled,0.23168525099754333,0.15103542804718018,0.2599477469921112,0.2297520637512207,0.11997509747743607,0.10641510784626007,0.07111144810914993,0.29798635840415955,0.21652977168560028,0.3086429238319397,0.19970785081386566
it,0.45803478360176086,0.28048714995384216,0.28139346837997437,0.16968581080436707,0.5452592968940735,0.22461844980716705,0.3270067572593689,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.25732165575027466
was,0.22111038863658905,0.19898231327533722,0.3560331463813782,0.25113144516944885,0.4508470594882965,0.19978567957878113,0.18062427639961243,0.4069072902202606,0.24303317070007324,0.28287848830223083,0.18412111699581146
a,0.3320399522781372,0.1862444281578064,0.2368277609348297,0.22472180426120758,1.0,0.22865821421146393,0.3439450263977051,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
political,0.21846716105937958,0.11910118162631989,0.30907976627349854,0.1842443197965622,0.21418654918670654,0.11030511558055878,0.12323208898305893,0.27319738268852234,0.33490484952926636,0.3612893521785736,0.17130474746227264
question,0.5285786390304565,0.24646779894828796,0.22156280279159546,0.1974274069070816,0.3184618055820465,0.11999914795160294,0.2994682192802429,0.2222393900156021,0.22944582998752594,0.28971755504608154,0.48000848293304443
.,0.3567904531955719,0.3162994682788849,0.3000848889350891,0.2413787543773651,0.50484299659729,0.24301011860370636,0.24893930554389954,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
