,what,is,one,problem,with,internet,pharmacies,?
without,0.3181614279747009,0.22869740426540375,0.2595095634460449,0.34190621972084045,0.4047483801841736,0.21668535470962524,0.11469492316246033,0.2928665280342102
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.2605542540550232,0.3783375024795532,0.2250564843416214,0.22259847819805145,0.23916715383529663
prescription,0.2773992717266083,0.1873171031475067,0.19704093039035797,0.2947809100151062,0.20926649868488312,0.24733081459999084,0.5121713280677795,0.1977909505367279
issued,0.18988175690174103,0.13596922159194946,0.13100840151309967,0.17583945393562317,0.17334161698818207,0.11282052099704742,0.11828763782978058,0.169851616024971
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.2011435180902481,0.39731505513191223,0.22104105353355408,0.14857017993927002,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.2605542540550232,0.3783375024795532,0.2250564843416214,0.22259847819805145,0.23916715383529663
doctor/practitioner,0.27608880400657654,0.18532027304172516,0.16063252091407776,0.26614609360694885,0.1862100511789322,0.19625964760780334,0.4344954490661621,0.1913248747587204
who,0.40942975878715515,0.24293622374534607,0.40083858370780945,0.22970008850097656,0.3282766342163086,0.21515962481498718,0.29401692748069763,0.26220351457595825
has,0.20338068902492523,0.5668748617172241,0.43032392859458923,0.19944548606872559,0.44092974066734314,0.15281544625759125,0.19095739722251892,0.15994466841220856
an,0.2821882665157318,0.4654068350791931,0.2829729914665222,0.21292734146118164,0.2730048894882202,0.20609398186206818,0.1326616257429123,0.19793890416622162
established,0.14869536459445953,0.1754443645477295,0.19688352942466736,0.15314003825187683,0.18355850875377655,0.07156940549612045,0.18867379426956177,0.15917523205280304
doctor-patient,0.299934059381485,0.20049402117729187,0.19702181220054626,0.2916930913925171,0.22956886887550354,0.14944469928741455,0.37896105647087097,0.25453922152519226
relationship,0.24358563125133514,0.22806847095489502,0.25253602862358093,0.29996374249458313,0.3188934326171875,0.15617531538009644,0.1312500238418579,0.11361731588840485
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.22562150657176971,0.4446153938770294,0.206785187125206,0.2382737696170807,0.4130953550338745
