,what,do,the,former,midlothian,county,buildings,face,?
originally,0.2645323872566223,0.11401013284921646,0.36820849776268005,0.18516084551811218,0.17643415927886963,0.1803101897239685,0.18752536177635193,0.05902323126792908,0.07821967452764511
built,0.1554843783378601,0.09315192699432373,0.2950156033039093,0.14366303384304047,0.17473402619361877,0.18682430684566498,0.532329261302948,0.025663034990429878,0.09449632465839386
as,0.31749409437179565,0.38329678773880005,0.48381632566452026,0.21401739120483398,0.19913451373577118,0.22765286266803741,0.21993879973888397,0.18361623585224152,0.27043893933296204
the,0.42745697498321533,0.30239659547805786,1.0,0.2251449078321457,0.285175621509552,0.21715226769447327,0.25566717982292175,0.2601291239261627,0.22068053483963013
headquarters,0.2147343009710312,0.11510081589221954,0.30217429995536804,0.27204298973083496,0.20039799809455872,0.2349642813205719,0.3298218548297882,0.04781006649136543,0.08742920309305191
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.30415382981300354,0.25317102670669556,0.2393190860748291,0.2829168736934662,0.19828438758850098,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,1.0,0.2251449078321457,0.285175621509552,0.21715226769447327,0.25566717982292175,0.2601291239261627,0.22068053483963013
pre-1975,0.24884390830993652,0.30461591482162476,0.3002568781375885,0.08556690067052841,0.1687784194946289,0.13940244913101196,0.10271371901035309,0.1053561195731163,0.22408358752727509
midlothian,0.1484738439321518,0.16427995264530182,0.285175621509552,0.24930907785892487,0.9999999403953552,0.33658263087272644,0.17910264432430267,0.17245988547801971,0.1218378022313118
county,0.16114220023155212,0.09545829147100449,0.21715226769447327,0.20206119120121002,0.33658263087272644,1.0,0.2245645523071289,0.0894027054309845,0.07680056244134903
council,0.16933071613311768,0.10125786811113358,0.2829204201698303,0.166977658867836,0.35849055647850037,0.27044153213500977,0.21766743063926697,0.11093857139348984,0.1160062924027443
),0.26259949803352356,0.24460165202617645,0.3456730246543884,0.3046077489852905,0.20706062018871307,0.1701834797859192,0.15395024418830872,0.1459745466709137,0.42300865054130554
housed,0.14229431748390198,0.14414161443710327,0.320347398519516,0.14621037244796753,0.21338139474391937,0.20534543693065643,0.4724147319793701,0.1657499074935913,0.08815091848373413
the,0.42745697498321533,0.30239659547805786,1.0,0.2251449078321457,0.285175621509552,0.21715226769447327,0.25566717982292175,0.2601291239261627,0.22068053483963013
parliament,0.21650300920009613,0.12404073029756546,0.26521381735801697,0.18833327293395996,0.310120552778244,0.22692018747329712,0.24943777918815613,0.13122160732746124,0.1586504578590393
's,0.02692362666130066,-0.01994597539305687,-0.01540423184633255,0.032462362200021744,0.0782618597149849,-0.018623292446136475,0.036561012268066406,-0.047029342502355576,-0.023395681753754616
visitors,0.23078052699565887,0.1712721288204193,0.24606233835220337,0.09032516926527023,0.09622804075479507,0.22028256952762604,0.334019273519516,0.21577635407447815,0.15025043487548828
',0.3245812654495239,0.33874475955963135,0.474788099527359,0.30317968130111694,0.22018137574195862,0.21709151566028595,0.1096610575914383,0.140224426984787,0.330942302942276
centre,0.12324132025241852,0.12648248672485352,0.32783594727516174,0.15334880352020264,0.3396303057670593,0.1838192492723465,0.3156534731388092,0.2227703034877777,0.019365152344107628
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.2516189515590668,0.26195403933525085,0.2045455276966095,0.3477250337600708,0.24315419793128967,0.20544172823429108
shop,0.15783058106899261,0.1411425769329071,0.15152516961097717,0.21844246983528137,0.17722037434577942,0.1674850583076477,0.26764237880706787,0.12311417609453201,0.1502307653427124
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2738454341888428,0.26023268699645996,0.26861095428466797,0.272444486618042,0.2059936672449112,0.31091248989105225
whilst,0.24058668315410614,0.182874396443367,0.3195625841617584,0.16030968725681305,0.2400178760290146,0.06439545750617981,0.18983687460422516,0.22437429428100586,0.12100983411073685
the,0.42745697498321533,0.30239659547805786,1.0,0.2251449078321457,0.285175621509552,0.21715226769447327,0.25566717982292175,0.2601291239261627,0.22068053483963013
main,0.2344268560409546,0.1967587023973465,0.38631999492645264,0.12014217674732208,0.21112662553787231,0.11097005009651184,0.20187623798847198,0.09248802810907364,0.1665669083595276
hall,0.10849796235561371,0.04303170368075371,0.28526565432548523,0.23038291931152344,0.2014310210943222,0.19773787260055542,0.35088226199150085,0.16673578321933746,0.13520537316799164
was,0.22111038863658905,0.11523093283176422,0.48711544275283813,0.2544213533401489,0.2328580617904663,0.19700802862644196,0.2350262999534607,0.1933094710111618,0.18412111699581146
used,0.27546408772468567,0.3054939806461334,0.3718377649784088,0.12775172293186188,0.1644919365644455,0.12519079446792603,0.2719874978065491,0.12000849843025208,0.22430120408535004
as,0.31749409437179565,0.38329678773880005,0.48381632566452026,0.21401739120483398,0.19913451373577118,0.22765286266803741,0.21993879973888397,0.18361623585224152,0.27043893933296204
the,0.42745697498321533,0.30239659547805786,1.0,0.2251449078321457,0.285175621509552,0.21715226769447327,0.25566717982292175,0.2601291239261627,0.22068053483963013
parliament,0.21650300920009613,0.12404073029756546,0.26521381735801697,0.18833327293395996,0.310120552778244,0.22692018747329712,0.24943777918815613,0.13122160732746124,0.1586504578590393
's,0.02692362666130066,-0.01994597539305687,-0.01540423184633255,0.032462362200021744,0.0782618597149849,-0.018623292446136475,0.036561012268066406,-0.047029342502355576,-0.023395681753754616
principal,0.1582305133342743,0.1934199035167694,0.23882900178432465,0.2022607922554016,0.1411592662334442,0.16427302360534668,0.17941440641880035,0.08307555317878723,0.10016445070505142
committee,0.18195343017578125,0.17220160365104675,0.24322165548801422,0.22678454220294952,0.20110274851322174,0.16014884412288666,0.16225187480449677,0.12990455329418182,0.12144632637500763
room,0.22132179141044617,0.15165437757968903,0.2031363844871521,0.13253578543663025,0.13793860375881195,0.10711068660020828,0.28192779421806335,0.21096539497375488,0.1769251674413681
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.20895031094551086,0.2555091083049774,0.25379708409309387,0.2799520492553711,0.1800786554813385,0.4130953550338745
