,what,equals,the,spring,reaction,force,on,an,object,suspended,on,a,spring,reaction,scale,?
scale,0.23262472450733185,0.2640387713909149,0.1833842247724533,0.15794938802719116,0.22244033217430115,0.21000143885612488,0.21774359047412872,0.12434741854667664,0.274456650018692,0.07108991593122482,0.21774359047412872,0.2199064940214157,0.15794938802719116,0.22244033217430115,1.0000001192092896,0.21142835915088654
experiences,0.36542099714279175,0.1778711974620819,0.26339754462242126,0.22626586258411407,0.30509257316589355,0.21505007147789001,0.2848793864250183,0.2660205662250519,0.21844473481178284,0.07913148403167725,0.2848793864250183,0.2915761172771454,0.22626586258411407,0.30509257316589355,0.15724702179431915,0.17054305970668793
the,0.42745697498321533,0.24520784616470337,1.0,0.316989928483963,0.2163003534078598,0.2800885736942291,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.2163003534078598,0.1833842247724533,0.22068053483963013
force,0.16915984451770782,0.31834226846694946,0.2800885736942291,0.17592529952526093,0.25704026222229004,1.0000001192092896,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.21480007469654083,0.1764998733997345,0.2451154738664627,0.17592529952526093,0.25704026222229004,0.21000143885612488,0.1650998443365097
of,0.33290785551071167,0.21232177317142487,0.733189046382904,0.2455621361732483,0.16853101551532745,0.27094775438308716,0.3966929316520691,0.32280945777893066,0.1993778944015503,0.2760421931743622,0.3966929316520691,0.5052502155303955,0.2455621361732483,0.16853101551532745,0.19989530742168427,0.1826142966747284
gravity,0.259439080953598,0.3232731223106384,0.22609853744506836,0.19993507862091064,0.31716278195381165,0.4355055093765259,0.18129420280456543,0.13670778274536133,0.4685784876346588,0.1232815757393837,0.18129420280456543,0.18152470886707306,0.19993507862091064,0.31716278195381165,0.29204851388931274,0.18354056775569916
acting,0.2151678204536438,0.057894714176654816,0.26443079113960266,0.13608931005001068,0.17812423408031464,0.20833998918533325,0.24503324925899506,0.20292320847511292,0.14824697375297546,0.22903408110141754,0.24503324925899506,0.20383647084236145,0.13608931005001068,0.17812423408031464,0.044512707740068436,0.15597198903560638
on,0.34226128458976746,0.13914331793785095,0.5107308030128479,0.15691092610359192,0.1521531641483307,0.1764998733997345,0.9999999403953552,0.3192969560623169,0.18476571142673492,0.29142817854881287,0.9999999403953552,0.3848365545272827,0.15691092610359192,0.1521531641483307,0.21774359047412872,0.2714994251728058
the,0.42745697498321533,0.24520784616470337,1.0,0.316989928483963,0.2163003534078598,0.2800885736942291,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.2163003534078598,0.1833842247724533,0.22068053483963013
object,0.25733083486557007,0.3048628270626068,0.22418850660324097,0.14848770201206207,0.26719239354133606,0.32587239146232605,0.18476571142673492,0.2576858103275299,1.0,0.14087995886802673,0.18476571142673492,0.3271922171115875,0.14848770201206207,0.26719239354133606,0.274456650018692,0.19573666155338287
balanced,0.29257306456565857,0.3500790297985077,0.2974889874458313,0.16758714616298676,0.35179340839385986,0.2931849956512451,0.2666968107223511,0.24223072826862335,0.24692973494529724,0.2562573254108429,0.2666968107223511,0.3291129767894745,0.16758714616298676,0.35179340839385986,0.2523358166217804,0.24327316880226135
by,0.2455483376979828,0.14553001523017883,0.4408751428127289,0.19083847105503082,0.28173506259918213,0.24997374415397644,0.33887791633605957,0.2719563841819763,0.20415794849395752,0.2345827966928482,0.33887791633605957,0.32094135880470276,0.19083847105503082,0.28173506259918213,0.14915348589420319,0.17966607213020325
a,0.3320399522781372,0.2275366336107254,0.5829201340675354,0.23113512992858887,0.23682725429534912,0.2451154738664627,0.3848365545272827,0.44552403688430786,0.3271922171115875,0.24709869921207428,0.3848365545272827,1.0,0.23113512992858887,0.23682725429534912,0.2199064940214157,0.23916715383529663
force,0.16915984451770782,0.31834226846694946,0.2800885736942291,0.17592529952526093,0.25704026222229004,1.0000001192092896,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.21480007469654083,0.1764998733997345,0.2451154738664627,0.17592529952526093,0.25704026222229004,0.21000143885612488,0.1650998443365097
applied,0.1944669634103775,0.22728385031223297,0.22842662036418915,0.16731087863445282,0.16160541772842407,0.28749921917915344,0.20456093549728394,0.22066234052181244,0.33323290944099426,0.303033709526062,0.20456093549728394,0.24149316549301147,0.16731087863445282,0.16160541772842407,0.2118629813194275,0.15585725009441376
by,0.2455483376979828,0.14553001523017883,0.4408751428127289,0.19083847105503082,0.28173506259918213,0.24997374415397644,0.33887791633605957,0.2719563841819763,0.20415794849395752,0.2345827966928482,0.33887791633605957,0.32094135880470276,0.19083847105503082,0.28173506259918213,0.14915348589420319,0.17966607213020325
the,0.42745697498321533,0.24520784616470337,1.0,0.316989928483963,0.2163003534078598,0.2800885736942291,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.2163003534078598,0.1833842247724533,0.22068053483963013
``,0.008517155423760414,0.29107698798179626,0.029072100296616554,0.046201545745134354,0.05057043209671974,0.08451810479164124,-0.03274054825305939,0.03770720958709717,0.021910512819886208,0.04104480519890785,-0.03274054825305939,0.07272057235240936,0.046201545745134354,0.05057043209671974,0.14036980271339417,0.0685480609536171
spring,0.17833508551120758,0.09976527839899063,0.316989928483963,1.0,0.17563505470752716,0.17592529952526093,0.15691092610359192,0.1161954402923584,0.14848770201206207,0.22717195749282837,0.15691092610359192,0.23113512992858887,1.0,0.17563505470752716,0.15794938802719116,0.06767474114894867
reaction,0.304030179977417,0.26896482706069946,0.2163003534078598,0.17563505470752716,0.9999999403953552,0.25704026222229004,0.1521531641483307,0.2372366487979889,0.26719239354133606,0.20274586975574493,0.1521531641483307,0.23682725429534912,0.17563505470752716,0.9999999403953552,0.22244033217430115,0.2138621062040329
force,0.16915984451770782,0.31834226846694946,0.2800885736942291,0.17592529952526093,0.25704026222229004,1.0000001192092896,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.21480007469654083,0.1764998733997345,0.2451154738664627,0.17592529952526093,0.25704026222229004,0.21000143885612488,0.1650998443365097
'',0.08143015950918198,0.0020423803944140673,0.041273195296525955,-0.0413866862654686,-0.007128177210688591,-0.09640523791313171,0.04238596186041832,0.09471100568771362,-0.037886347621679306,-0.036634717136621475,0.04238596186041832,0.04890415817499161,-0.0413866862654686,-0.007128177210688591,0.05873636528849602,0.018684765323996544
",",0.3087472915649414,0.2292434722185135,0.4933079481124878,0.30197975039482117,0.14887474477291107,0.22091743350028992,0.49057599902153015,0.3581022024154663,0.149229496717453,0.2427910715341568,0.49057599902153015,0.427140474319458,0.30197975039482117,0.14887474477291107,0.16146816313266754,0.31091248989105225
which,0.5261979103088379,0.23561836779117584,0.6521818041801453,0.27556076645851135,0.2960238456726074,0.22571609914302826,0.4245251417160034,0.3611921966075897,0.2891029715538025,0.2886699140071869,0.4245251417160034,0.56894451379776,0.27556076645851135,0.2960238456726074,0.27186259627342224,0.25814583897590637
equals,0.20731981098651886,1.0,0.24520784616470337,0.09976527839899063,0.26896482706069946,0.31834226846694946,0.13914331793785095,0.19380268454551697,0.3048628270626068,0.15603144466876984,0.13914331793785095,0.2275366336107254,0.09976527839899063,0.26896482706069946,0.2640387713909149,0.1813974380493164
the,0.42745697498321533,0.24520784616470337,1.0,0.316989928483963,0.2163003534078598,0.2800885736942291,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.2163003534078598,0.1833842247724533,0.22068053483963013
object,0.25733083486557007,0.3048628270626068,0.22418850660324097,0.14848770201206207,0.26719239354133606,0.32587239146232605,0.18476571142673492,0.2576858103275299,1.0,0.14087995886802673,0.18476571142673492,0.3271922171115875,0.14848770201206207,0.26719239354133606,0.274456650018692,0.19573666155338287
's,0.02692362666130066,0.024687115103006363,-0.01540423184633255,0.03135906532406807,-0.08974478393793106,0.020782919600605965,0.0026888418942689896,0.025255560874938965,-0.014258400537073612,0.021259266883134842,0.0026888418942689896,0.04866964742541313,0.03135906532406807,-0.08974478393793106,0.004218825604766607,-0.023395681753754616
weight,0.20223349332809448,0.2910827100276947,0.19469641149044037,0.20228958129882812,0.21516866981983185,0.24099208414554596,0.21801568567752838,0.18478786945343018,0.2992445230484009,0.22562885284423828,0.21801568567752838,0.2418769896030426,0.20228958129882812,0.21516866981983185,0.24677486717700958,0.18111222982406616
.,0.3567904531955719,0.2777581512928009,0.5934505462646484,0.2571665942668915,0.2695828676223755,0.2783275842666626,0.49257001280784607,0.3581749200820923,0.22102774679660797,0.20566484332084656,0.49257001280784607,0.50484299659729,0.2571665942668915,0.2695828676223755,0.23170605301856995,0.4130953550338745
