,how,many,plant,species,are,estimated,to,be,in,the,amazon,region,?
the,0.33890387415885925,0.4335206151008606,0.28395459055900574,0.2522439956665039,0.40399202704429626,0.29184040427207947,0.535392165184021,0.4248143136501312,0.6662389636039734,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
region,0.15155482292175293,0.17234529554843903,0.1843220591545105,0.22915275394916534,0.20011243224143982,0.2569565176963806,0.24118299782276154,0.18035776913166046,0.3524819314479828,0.35020557045936584,0.18148772418498993,1.0,0.13441751897335052
is,0.22544461488723755,0.2649032473564148,0.2497083991765976,0.2673557698726654,0.5330929756164551,0.23564131557941437,0.42745086550712585,0.4819129705429077,0.5394441485404968,0.5823672413825989,0.15197539329528809,0.3317503035068512,0.22961433231830597
home,0.11464780569076538,0.19523783028125763,0.12145528942346573,0.10892216116189957,0.17890439927577972,0.13349491357803345,0.31056779623031616,0.1806442141532898,0.30467477440834045,0.28978195786476135,0.08940845727920532,0.12647393345832825,0.0757145956158638
to,0.44169697165489197,0.40243685245513916,0.20493197441101074,0.2193736732006073,0.3504326641559601,0.2046545445919037,1.0,0.4972836375236511,0.45010748505592346,0.535392165184021,0.17033490538597107,0.24118299782276154,0.29463258385658264
about,0.44264400005340576,0.3800397515296936,0.2611754834651947,0.24729883670806885,0.36165615916252136,0.3612971007823944,0.391953706741333,0.26362910866737366,0.39797019958496094,0.37995871901512146,0.20610886812210083,0.20967209339141846,0.302409827709198
2.5,-0.16656439006328583,-0.2608198821544647,-0.08511869609355927,-0.06003810465335846,-0.17153534293174744,-0.10377547889947891,-0.21053564548492432,-0.09100580960512161,-0.13183799386024475,-0.2036779820919037,-0.11546944081783295,-0.02218550257384777,0.058774158358573914
million,0.21114659309387207,0.3520967364311218,0.17678198218345642,0.23049934208393097,0.21881309151649475,0.5895706415176392,0.22033339738845825,0.2009391039609909,0.2596224844455719,0.277012437582016,0.18845590949058533,0.2246832400560379,0.23092924058437347
insect,0.22848427295684814,0.21827678382396698,0.4364183247089386,0.4791181981563568,0.2516767680644989,0.19095952808856964,0.2071259468793869,0.2319919764995575,0.2097979038953781,0.23418988287448883,0.26403602957725525,0.18199963867664337,0.17614327371120453
species,0.20142129063606262,0.25436872243881226,0.47544243931770325,0.9999999403953552,0.3297041952610016,0.2682102918624878,0.2193736732006073,0.25450053811073303,0.2179255336523056,0.2522439956665039,0.2994495630264282,0.22915275394916534,0.1957087516784668
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
tens,0.26356157660484314,0.41031157970428467,0.19291117787361145,0.1264263242483139,0.313627153635025,0.3112902343273163,0.2934165298938751,0.1895398199558258,0.3230520486831665,0.30182886123657227,0.12756921350955963,0.14710119366645813,0.17227669060230255
of,0.2480744868516922,0.37253960967063904,0.26645857095718384,0.23307405412197113,0.39081433415412903,0.30473583936691284,0.41548454761505127,0.33904364705085754,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2852717339992523,0.1826142966747284
thousands,0.2813407778739929,0.5732859373092651,0.2703983187675476,0.2387818843126297,0.3605367839336395,0.44995367527008057,0.3132120668888092,0.22965098917484283,0.26048728823661804,0.2934577763080597,0.17538854479789734,0.19020380079746246,0.15520451962947845
of,0.2480744868516922,0.37253960967063904,0.26645857095718384,0.23307405412197113,0.39081433415412903,0.30473583936691284,0.41548454761505127,0.33904364705085754,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2852717339992523,0.1826142966747284
plants,0.2699413597583771,0.3341540992259979,0.8344468474388123,0.5846481919288635,0.35990846157073975,0.22500498592853546,0.27162864804267883,0.2669433653354645,0.2697395086288452,0.29499560594558716,0.27369287610054016,0.2067413181066513,0.1473488062620163
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2409428209066391,0.23547904193401337,0.48576638102531433,0.211697056889534,0.48971283435821533,0.41766801476478577,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.20544172823429108
some,0.4180530905723572,0.7976660132408142,0.27746260166168213,0.3064201772212982,0.6331475377082825,0.24415764212608337,0.4636894166469574,0.49956634640693665,0.4010399878025055,0.4566698372364044,0.19491901993751526,0.13805310428142548,0.2562315762042999
"2,000",-0.008793028071522713,0.004640443250536919,-0.14724697172641754,-0.20660895109176636,-0.0922631248831749,-0.182254821062088,0.04440471529960632,-0.013896309770643711,0.04807119444012642,0.06475643068552017,-0.0970429927110672,-0.12911325693130493,-0.01396813802421093
birds,0.21416977047920227,0.26239219307899475,0.2512369453907013,0.5187767744064331,0.3183206617832184,0.16209237277507782,0.2304396629333496,0.20672756433486938,0.2125139683485031,0.24023959040641785,0.2305370569229126,0.12036339193582535,0.13677363097667694
and,0.33647966384887695,0.5296266674995422,0.2409428209066391,0.23547904193401337,0.48576638102531433,0.211697056889534,0.48971283435821533,0.41766801476478577,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.20544172823429108
mammals,0.18897929787635803,0.2083161473274231,0.24327407777309418,0.5211568474769592,0.29493120312690735,0.15093809366226196,0.22175012528896332,0.1748683899641037,0.21902817487716675,0.27272844314575195,0.23476628959178925,0.20167268812656403,0.14248336851596832
.,0.3287222981452942,0.3974229395389557,0.25658002495765686,0.25772613286972046,0.3452940285205841,0.23778799176216125,0.4645031690597534,0.4383580684661865,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4130953550338745
