,what,aaron,sorkin,created,show,did,abc,debut,in,1998,?
the,0.42745697498321533,0.201257586479187,0.25171589851379395,0.3539263904094696,0.319829523563385,0.34736719727516174,0.2068762183189392,0.2226441204547882,0.6662389636039734,-0.047468025237321854,0.22068053483963013
staff,0.17602989077568054,0.26596498489379883,0.22092917561531067,0.1094585657119751,0.19110718369483948,0.24671345949172974,0.1873910129070282,0.10832302272319794,0.12922053039073944,0.048589326441287994,0.15871673822402954
of,0.33290785551071167,0.10001035034656525,0.17071716487407684,0.32043445110321045,0.21383242309093475,0.2513895630836487,0.14607268571853638,0.12960465252399445,0.5696388483047485,-0.06454750150442123,0.1826142966747284
a,0.3320399522781372,0.21004095673561096,0.2508518099784851,0.30777761340141296,0.24886544048786163,0.2552328109741211,0.21331243216991425,0.23467278480529785,0.539380669593811,-0.06511568278074265,0.23916715383529663
sportscenter-style,0.25429853796958923,0.236626997590065,0.3125348687171936,0.15743447840213776,0.3604690432548523,0.1580604612827301,0.3876788914203644,0.24098938703536987,0.2750629484653473,-0.17482079565525055,0.2653243839740753
sports,0.13245077431201935,0.12234735488891602,0.15227055549621582,0.16660957038402557,0.18342740833759308,0.12759751081466675,0.20410163700580597,0.1811121106147766,0.27591386437416077,-0.006016071420162916,0.04557104781270027
news,0.2584491968154907,0.13755135238170624,0.2203061580657959,0.12358570098876953,0.2762581408023834,0.18422135710716248,0.40620431303977966,0.14274722337722778,0.19753123819828033,0.12110477685928345,0.1899169683456421
program,0.25047802925109863,0.2449394166469574,0.2604796886444092,0.22369033098220825,0.3490089774131775,0.18915289640426636,0.28949791193008423,0.17829705774784088,0.1994907110929489,0.03879827633500099,0.1440187245607376
;,0.10986888408660889,0.030889756977558136,0.007160240784287453,0.006454478483647108,0.04267780855298042,0.10727239400148392,-0.0012340332614257932,0.1023649126291275,0.092739537358284,0.008854730986058712,0.10349778085947037
despite,0.1825345903635025,0.15985693037509918,0.2052781581878662,0.16470052301883698,0.16921336948871613,0.38115930557250977,0.12051708251237869,0.18649786710739136,0.27473363280296326,-0.0007836550939828157,0.14350546896457672
earning,0.12061654776334763,0.1306498944759369,0.2534940838813782,0.06836017221212387,0.23362649977207184,0.24721211194992065,0.16905845701694489,0.3604063391685486,0.31669119000434875,-0.01142179686576128,0.1980265974998474
critical,0.3103362023830414,0.14178594946861267,0.33611026406288147,0.11741484701633453,0.20001612603664398,0.26059970259666443,0.1034628227353096,0.23891212046146393,0.23975791037082672,0.03270397707819939,0.2388133704662323
praise,0.2282547950744629,0.21724845468997955,0.3086366057395935,0.11484244465827942,0.19421325623989105,0.2913581430912018,0.1357654333114624,0.21086402237415314,0.12140962481498718,0.09729952365159988,0.14100874960422516
and,0.31309178471565247,0.19233785569667816,0.3313431739807129,0.2873832881450653,0.3455478549003601,0.34479495882987976,0.16453155875205994,0.1683131754398346,0.4954058527946472,-0.08035068213939667,0.20544172823429108
multiple,0.19839626550674438,0.15944251418113708,0.23697610199451447,0.11028678715229034,0.21048372983932495,0.13390448689460754,0.0989222452044487,0.07203202694654465,0.18657618761062622,-0.085075743496418,0.1591399908065796
emmy,0.12609587609767914,0.2242361456155777,0.32045355439186096,0.16637100279331207,0.3982601463794708,0.1409495770931244,0.383931964635849,0.20734187960624695,0.23476356267929077,-0.060589034110307693,0.19688284397125244
awards,0.1704339236021042,0.15111607313156128,0.2444254457950592,0.15129919350147247,0.2456497997045517,0.1954083889722824,0.25637099146842957,0.3222161829471588,0.22963622212409973,0.008805379271507263,0.2122269868850708
",",0.3087472915649414,0.20254378020763397,0.30361461639404297,0.2755771577358246,0.31928569078445435,0.3015086054801941,0.2097204476594925,0.2218245416879654,0.5201468467712402,0.02818203717470169,0.31091248989105225
the,0.42745697498321533,0.201257586479187,0.25171589851379395,0.3539263904094696,0.319829523563385,0.34736719727516174,0.2068762183189392,0.2226441204547882,0.6662389636039734,-0.047468025237321854,0.22068053483963013
series,0.17328087985515594,0.17401792109012604,0.3220200836658478,0.25338736176490784,0.41789430379867554,0.15581852197647095,0.38518208265304565,0.2827463150024414,0.2914260923862457,-0.07560983300209045,0.1709602326154709
was,0.22111038863658905,0.251950204372406,0.3065197765827179,0.3592788577079773,0.20142383873462677,0.41399896144866943,0.21565799415111542,0.2954440414905548,0.45514053106307983,0.04920116811990738,0.18412111699581146
cancelled,0.19608551263809204,0.15658754110336304,0.25373584032058716,0.24815267324447632,0.3093855381011963,0.3573436439037323,0.30069950222969055,0.29513996839523315,0.2391979694366455,0.02710229717195034,0.17645953595638275
in,0.30808621644973755,0.16958625614643097,0.262752503156662,0.2843434810638428,0.27595704793930054,0.2593238651752472,0.1697147786617279,0.23145294189453125,1.0,-0.07160314172506332,0.20430970191955566
2000,-0.10562582314014435,0.08666837215423584,0.24403846263885498,-0.006366766057908535,0.104420006275177,0.028451859951019287,0.0834399089217186,0.09040125459432602,-0.0435720756649971,-0.03697993978857994,-0.0824366956949234
after,0.21973377466201782,0.22143584489822388,0.23500102758407593,0.24507100880146027,0.21172942221164703,0.30330467224121094,0.20314010977745056,0.19235298037528992,0.44050168991088867,0.02208363637328148,0.16608688235282898
two,0.23363454639911652,0.1784680038690567,0.25555139780044556,0.2050572633743286,0.2502317726612091,0.2755576968193054,0.15247683227062225,0.15201012790203094,0.36463531851768494,-0.13389939069747925,0.19645625352859497
seasons,0.13544028997421265,0.1564413607120514,0.23019203543663025,0.16830849647521973,0.2896372377872467,0.18920958042144775,0.31291383504867554,0.2661585509777069,0.2194332778453827,-0.1401662677526474,0.13766995072364807
.,0.3567904531955719,0.14178483188152313,0.2299000471830368,0.3230568766593933,0.3016606271266937,0.35288307070732117,0.2567209303379059,0.20454879105091095,0.5591574311256409,-0.004213885869830847,0.4130953550338745
